cod_municipio,assasinatos_gerais,pop_2021,assasinatos_gerais_100k
2313757,9,19903,45.219313671305834
2313807,8,22040,36.29764065335753
2313906,2,13915,14.37297879985627
2313955,19,18471,102.86394889285907
2314003,12,40903,29.337701391096008
2314102,11,61410,17.91239211854747
2400109,4,11121,35.967988490243684
2400208,37,58384,63.373526993696906
2400307,1,11029,9.067005168192946
2400406,2,3272,61.12469437652812
2400505,4,13553,29.51376079096879
2400604,7,4710,148.619957537155
2400703,20,14728,135.79576317218903
2400901,8,7154,111.82555213866368
2401008,19,35874,52.96314879857278
2401107,20,27967,71.5128544355848
2401206,9,14417,62.42630228202816
2401305,6,9670,62.047569803516026
2401404,1,9322,10.727311735679038
2401453,10,28747,34.786238564024075
2401503,5,3994,125.18778167250876
2401701,5,10267,48.69971754163826
2401800,12,12787,93.84531164463908
2401909,4,3715,107.67160161507402
2402006,34,68343,49.74905988908886
2402105,5,11291,44.28305730227615
2402204,38,34548,109.99189533402802
2402303,13,20541,63.2880580302809
2402402,1,8239,12.137395314965408
2402501,9,10867,82.8195454127174
2402600,56,73886,75.79243699753674
2402709,3,11181,26.83123155352831
2402808,1,5504,18.16860465116279
2402907,1,4915,20.345879959308242
2403004,1,7983,12.526619065514218
2403103,7,44905,15.58846453624318
2403251,116,267036,43.43983582737908
2403400,2,6054,33.03600925008259
2403509,4,10484,38.15337657382678
2403608,57,28936,196.9864528614874
2403707,6,5997,100.05002501250625
2403756,2,3067,65.21030322791
2403905,2,2813,71.09847138286527
2404002,1,4041,24.746349913387775
2404200,22,26669,82.49278188158536
2404309,11,13076,84.123585194249
2404408,5,10463,47.78744146038421
2404507,3,15963,18.793459875963165
2404606,10,13901,71.93727069994965
2404705,4,15626,25.59836170485089
2404853,5,7595,65.83278472679395
2404903,2,5897,33.91555027980329
2405009,8,9238,86.59883091578264
2405108,4,6893,58.029885390976354
2405306,7,10275,68.1265206812652
2405405,9,4995,180.18018018018017
2405603,12,14942,80.31053406505153
2405702,2,12396,16.134236850596967
2405801,18,35160,51.19453924914676
2405900,3,2654,113.03692539562924
2406106,11,18315,60.06006006006006
2406155,2,3922,50.994390617032124
2406205,1,6811,14.682131845543973
2406304,7,7584,92.29957805907173
2406403,2,2732,73.20644216691069
2406502,3,15749,19.04882849704743
2406601,10,8297,120.5254911413764
2406809,2,4763,41.990342221289104
2407005,3,10146,29.56830277942046
2407104,71,81821,86.77478886838342
2407203,1,32039,3.1211960423234184
2407302,3,8336,35.98848368522073
2407401,9,8758,102.76318794245262
2407500,10,12544,79.71938775510205
2407708,9,11208,80.29978586723769
2407807,21,22576,93.01913536498937
2407906,7,2084,335.89251439539345
2408003,306,300618,101.79031195736782
2408102,451,890480,50.64684215254694
2408201,19,27938,68.00773140525449
2408300,24,37450,64.08544726301736
2408607,2,4276,46.77268475210477
2408706,2,3750,53.333333333333336
2408904,10,21545,46.41448131817127
2408953,10,10905,91.70105456212747
2409100,12,13474,89.0604126465786
2409308,5,12809,39.035053478023265
2409332,2,5621,35.580857498665715
2409407,15,30600,49.01960784313726
2409506,2,3199,62.51953735542357
2409704,2,6653,30.06162633398467
2409803,17,14844,114.52438695769334
2409902,7,15272,45.835515976951285
2410009,4,3869,103.3858878263117
2410108,4,15531,25.754941729444337
2410207,5,7906,63.243106501391345
2410256,11,6522,168.65992026985586
2410306,8,10522,76.03117278084015
2410504,3,5128,58.50234009360374
2410603,5,3208,155.86034912718205
2410801,2,4199,47.630388187663726
2410900,2,8220,24.330900243309003
2411007,4,4462,89.64589870013447
2411056,5,4140,120.77294685990339
2411205,15,39988,37.5112533760128
2411403,4,11956,33.45600535296086
2411502,13,24280,53.54200988467875
2411908,2,4255,47.00352526439483
2412005,81,103672,78.13102862875222
2412104,2,6207,32.22168519413565
2412203,49,44236,110.76950899719685
2412302,19,12879,147.52698190853326
2412500,3,23655,12.682308180088777
2412559,8,10362,77.20517274657402
2412609,12,17720,67.72009029345372
2412708,9,5930,151.77065767284992
2412807,2,8192,24.4140625
2412906,18,11053,162.85171446666064
2413003,2,6450,31.007751937984494
2413102,5,6127,81.60600620205648
2413201,1,4484,22.301516503122212
2413300,7,5751,121.71796209354895
2413359,6,12083,49.656542249441365
2413409,1,8092,12.357884330202669
2413557,1,4816,20.764119601328904
2413706,4,5561,71.92950908110052
2413805,1,2586,38.669760247486465
2413904,2,12297,16.26412946247052
2414001,12,15869,75.619131640305
2414159,2,6019,33.22811098189068
2414209,10,14440,69.25207756232687
2414407,20,33503,59.69614661373608
2414506,29,10520,275.6653992395437
2414605,7,14800,47.2972972972973
2414753,3,4205,71.3436385255648
2414803,19,12637,150.35214053968505
2500304,2,28439,7.032596082843982
2500502,1,14560,6.868131868131868
2500601,12,19727,60.83033405991788
2500700,4,18026,22.190169754798625
2500775,1,8416,11.88212927756654
2500809,7,16921,41.36871343301223
2500908,1,13542,7.384433613941811
2501005,4,20463,19.547475932170258
2501401,1,9096,10.993843447669304
2501500,8,21269,37.613427993793785
2501807,60,97203,61.72648992315052
2501906,2,17705,11.296243998870375
2502003,7,7349,95.25105456524697
2502300,4,4956,80.71025020177562
2502409,3,12022,24.954250540675428
2502508,2,17870,11.19194180190263
2502805,16,14206,112.62846684499507
2502904,3,6464,46.41089108910891
2503001,18,21955,81.98588020951946
2503209,8,68767,11.633486992307358
2503308,4,10305,38.81610868510432
2503407,2,3695,54.12719891745602
2503506,3,17178,17.46419839329375
2503555,2,7199,27.78163633838033
2503605,3,7191,41.71881518564873
2503704,6,62289,9.632519385445264
2503803,3,6046,49.61958319550116
2504009,3,411807,0.7284966015633537
2504033,3,6620,45.31722054380665
2504207,10,4935,202.63424518743668
2504306,46,30684,149.915265284839
2504405,3,19007,15.783658652075552
2504504,1,6658,15.019525382997898
2504603,18,25010,71.97121151539385
2504801,4,15441,25.90505796256719
2504900,14,17461,80.17868392417387
2505238,2,6356,31.46633102580239
2505279,2,5218,38.328861632809506
2505402,5,8315,60.132291040288635
2505600,2,6528,30.637254901960784
2505709,1,10413,9.603380389897243
2506301,15,59115,25.374270489723422
2506400,5,14127,35.39321865930488
2506707,3,11848,25.320729237002027
2506806,7,18144,38.58024691358025
2506905,15,24419,61.4275768868504
2507002,7,24828,28.193974544868695
2507101,9,18823,47.813844764384
2507200,6,11016,54.46623093681917
2507309,9,14450,62.28373702422145
2507408,4,7745,51.64622336991607
2507507,402,817511,49.17365026280992
2507606,2,7976,25.075225677031092
2507903,7,10793,64.85685166311498
2508000,2,9849,20.30663011473246
2508109,2,4653,42.98302170642596
2508208,4,7737,51.699625177717465
2508554,4,4369,91.55413138017853
2508604,8,13214,60.54184955350386
2508901,25,45136,55.38816022686991
2509008,2,10972,18.22821728034998
2509057,5,8653,57.78342771293193
2509107,5,21866,22.8665508094759
2509305,2,8539,23.421946363742826
2509396,1,6630,15.082956259426847
2509404,1,13261,7.540909433677702
2509602,2,4842,41.30524576621231
2509800,2,9932,20.13693113169553
2510709,1,2436,41.050903119868636
2510808,52,108192,48.06270334220645
2510907,3,12379,24.234590839324664
2511004,1,3802,26.301946344029457
2511202,31,28533,108.64612904356359
2511301,8,16111,49.655514865619764
2511509,10,11977,83.49336227769892
2511608,5,6576,76.03406326034063
2511707,1,4955,20.181634712411704
2511905,17,19275,88.19714656290532
2512101,8,32802,24.38875678312298
2512309,10,23549,42.46464818038982
2512721,1,6114,16.35590448151783
2512747,2,3619,55.2638850511191
2512754,1,4541,22.021581149526536
2512762,6,4540,132.15859030837004
2512903,8,24218,33.03328103063837
2513109,6,12131,49.4600610007419
2513208,1,6581,15.1952590791673
2513356,1,3593,27.831895352073477
2513406,2,15426,12.965123816932453
2513505,1,5129,19.496977968414896
2513604,2,6986,28.6286859433152
2513703,82,137349,59.70192720733314
2513802,1,4562,21.920210434020166
2513901,16,34344,46.58746797111577
2513984,1,3384,29.55082742316785
2514305,2,6376,31.36762860727729
2514503,6,20329,29.514486693885583
2514602,3,3588,83.61204013377926
2514909,2,7702,25.967281225655675
2515005,8,7410,107.96221322537112
2515302,10,52804,18.937959245511703
2515708,2,2916,68.58710562414267
2515807,2,7021,28.48597065945022
2515971,3,7815,38.38771593090211
2516003,7,26227,26.69005223624509
2516201,19,69723,27.25069202415272
2516508,3,15441,19.428793471925392
2516607,2,14759,13.551053594416967
2516706,10,15248,65.58237145855195
2517100,2,2841,70.39774727208729
2600054,36,100346,35.87586949155921
2600104,7,37404,18.714575981178484
2600203,1,19810,5.047955577990914
2600302,11,25065,43.88589666866148
2600401,19,37082,51.23779731406073
2600500,13,43686,29.75781714965893
2600609,12,14718,81.53281695882593
2600708,18,38397,46.878662395499646
2600807,17,22984,73.96449704142012
2600906,27,22870,118.05859204197638
2601003,7,11226,62.35524674861928
2601052,19,20733,91.64134471615299
2601102,24,84864,28.28054298642534
2601201,16,74822,21.384084894817033
2601300,6,14510,41.35079255685734
2601409,35,42764,81.84454213824712
2601508,14,12122,115.49249298795579
2601607,2,20730,9.64785335262904
2601706,38,76687,49.55207531915448
2601805,2,12765,15.667841754798276
2601904,38,60880,62.417871222076215
2602001,6,38378,15.633956954505186
2602100,18,48767,36.91020567186827
2602209,21,39983,52.52232198684441
2602308,30,38117,78.70503974604507
2602407,6,8987,66.7631022588183
2602506,5,7488,66.77350427350427
2602605,23,51225,44.89995119570522
2602704,8,13190,60.65200909780136
2602803,14,58919,23.761435190685518
2602902,253,208944,121.08507542690865
2603009,4,34503,11.593194794655536
2603108,1,20501,4.877810838495683
2603207,12,28904,41.516745087185164
2603306,3,11018,27.228172082047557
2603405,4,5747,69.60153123368714
2603454,75,158899,47.19979357956941
2603504,15,18900,79.36507936507937
2603603,7,8572,81.66122258516098
2603702,8,24773,32.293222459936224
2603801,3,20048,14.964086193136472
2603900,3,19609,15.299097353256158
2603926,5,13025,38.38771593090211
2604007,39,84395,46.21126844007346
2604106,235,365278,64.33456162155947
2604155,15,14368,104.39866369710468
2604205,34,43340,78.44946931241347
2604304,4,11891,33.6388865528551
2604403,10,13556,73.7680731779286
2604502,7,21815,32.088012835205134
2604601,14,26590,52.65137269650244
2604700,5,18268,27.37026494416466
2604809,13,12560,103.5031847133758
2604908,2,10192,19.623233908948194
2605004,24,24173,99.28432548711372
2605103,28,37375,74.91638795986623
2605152,8,19079,41.93091881125845
2605202,111,69292,160.19165271604226
2605301,13,31766,40.924258641314616
2605400,15,22247,67.42482132422349
2605509,6,12170,49.30156121610518
2605608,14,22618,61.89760367848616
2605707,8,33184,24.108003857280618
2605806,4,15546,25.730091341824263
2605905,25,31318,79.82629797560509
2606002,87,140577,61.88779103267249
2606101,19,30751,61.7866085655751
2606200,35,80055,43.71994253950409
2606408,56,84699,66.11648307536099
2606507,9,19241,46.77511563848033
2606606,17,29412,57.79953760369917
2606705,2,7768,25.746652935118433
2606804,99,118370,83.63605643321787
2607000,9,23645,38.06301543666737
2607208,69,97669,70.64677635687885
2607307,12,31187,38.47757078269792
2607505,7,26308,26.607875931275657
2607604,29,26672,108.72825434913017
2607653,19,36471,52.0961860108031
2607703,4,13553,29.51376079096879
2607752,17,26900,63.19702602230483
2607802,4,17006,23.52111019640127
2607901,409,706867,57.86095545555246
2607950,4,11644,34.35245620061834
2608008,3,17228,17.413512885999534
2608057,0,14850,0.0
2608107,22,33328,66.01056168987039
2608206,7,16011,43.71994253950409
2608255,3,11485,26.121027427078797
2608305,5,14922,33.507572711432786
2608404,16,15431,103.68738254163696
2608453,19,18252,104.09818102125794
2608503,20,21460,93.19664492078286
2608602,4,13224,30.248033877797944
2608701,5,16318,30.641009927687218
2608750,9,25849,34.81759449108283
2608800,35,40589,86.2302594298948
2608909,13,56198,23.132495818356524
2609006,9,25472,35.33291457286432
2609105,3,16321,18.381226640524478
2609154,15,21776,68.88317413666422
2609204,7,11220,62.38859180035651
2609303,11,15470,71.10536522301229
2609402,34,63294,53.71757196574715
2609501,26,32573,79.8207104043226
2609600,172,393115,43.75310023784389
2609709,2,23935,8.355964069354501
2609808,9,15152,59.398099260823656
2609907,20,69969,28.584087238634254
2610004,68,63500,107.08661417322834
2610202,15,26456,56.697913516782585
2610301,9,11566,77.81428324399101
2610509,12,28894,41.531113726033084
2610608,30,56933,52.693516940965694
2610707,134,334376,40.07464650573008
2610806,7,22668,30.880536439032998
2610905,32,67735,47.242932014468145
2611002,4,36901,10.83981463916967
2611101,210,354317,59.26895971686371
2611200,4,11305,35.38257408226448
2611309,20,27148,73.67025195226168
2611408,14,15101,92.70909211310509
2611507,15,26175,57.306590257879655
2611606,1094,1653461,66.1642457850533
2611705,10,20646,48.43553230650005
2611804,31,47616,65.10416666666667
2611903,23,23628,97.34213644828169
2612000,7,9764,71.69192953707497
2612208,27,61249,44.08235236493657
2612307,3,15862,18.913125709242212
2612406,11,26890,40.90740052063964
2612455,5,15558,32.13780691605605
2612471,2,12650,15.810276679841897
2612505,39,109897,35.487774916512734
2612554,2,14562,13.73437714599643
2612604,14,42100,33.2541567695962
2612703,9,14223,63.27778949588694
2612802,2,11865,16.85630004214075
2612901,2,16069,12.446325222478062
2613008,32,60042,53.2960261150528
2613107,32,37368,85.63476771569258
2613206,10,22899,43.670029258919605
2613305,23,21398,107.48668099822413
2613404,23,21586,106.5505420179746
2613503,17,34021,49.96913670967932
2613602,15,34056,44.04510218463707
2613701,68,114079,59.60781563653258
2613800,27,18085,149.29499585291677
2613909,39,86915,44.8714261059656
2614105,18,36050,49.930651872399444
2614204,29,46361,62.55257651905696
2614402,2,6021,33.21707357581797
2614501,22,65647,33.5125748320563
2614600,18,28704,62.709030100334445
2614709,9,12859,69.98989034917179
2614808,6,26106,22.983222247759137
2614857,17,23623,71.96376412818016
2615003,8,29127,27.465925086689325
2615201,3,10206,29.394473838918284
2615300,42,52802,79.5424415741828
2615409,18,46164,38.99142188718482
2615508,4,13813,28.958227756461305
2615607,6,30816,19.470404984423677
2615706,2,15243,13.1207767499836
2615805,3,27551,10.888896954738485
2615904,2,8256,24.224806201550386
2616001,11,18661,58.94646589143133
2616100,6,9553,62.807495027739975
2616183,1,7571,13.20829480914014
2616209,6,20954,28.634150997422925
2616308,22,32772,67.13047723666544
2616407,138,139583,98.86590773948117
2616506,8,14757,54.21156061530121
2700102,4,20230,19.77261492832427
2700201,3,17526,17.117425539198905
2700300,202,233047,86.67779460795462
2700409,27,47365,57.004116964002954
2700508,22,16068,136.91809808314662
2700607,9,8378,107.424206254476
2700706,13,18338,70.89104591558512
2700805,1,4284,23.34267040149393
2700904,2,6710,29.806259314456035
2701001,19,27356,69.45459862553005
2701100,5,10460,47.80114722753346
2701209,2,10889,18.367159518780422
2701308,10,21331,46.88012751394684
2701407,20,57537,34.76024123607418
2701605,13,17719,73.36757153338225
2701704,12,16979,70.67554037340244
2701902,3,7311,41.03405826836274
2702009,3,10643,28.187541106830782
2702108,24,21818,110.00091667430561
2702207,3,5864,51.15961800818554
2702306,10,57294,17.45383460746326
2702355,8,24309,32.90962195071784
2702405,10,52262,19.1343614863572
2702504,4,11067,36.14348965392609
2702553,1,18255,5.477951246233909
2702603,2,22178,9.017945711966814
2702702,6,4779,125.54927809165098
2702801,19,12807,148.35636761146247
2702900,9,41237,21.825060018915053
2703007,8,15627,51.19344723875344
2703106,17,25613,66.37254519189474
2703205,9,24586,36.606198649638
2703304,5,18392,27.185732927359723
2703403,6,5219,114.96455259628281
2703502,3,7006,42.82043962318013
2703601,5,8403,59.50255861002023
2703700,4,5761,69.43239021003298
2703759,8,11536,69.34812760055479
2703809,13,24081,53.98446908350982
2703908,6,4137,145.03263234227703
2704005,16,24722,64.71968287355392
2704104,5,17771,28.135726745821845
2704203,4,28771,13.90288832504953
2704302,650,1025360,63.39236950924553
2704401,9,19864,45.30809504631494
2704500,23,33032,69.62945023007993
2704609,5,9004,55.53087516659262
2704708,21,52380,40.09163802978236
2704807,14,13193,106.11688016372318
2704906,2,3494,57.24098454493417
2705002,8,25207,31.737215852739318
2705101,10,24634,40.59430056020135
2705200,7,18031,38.82202872830126
2705408,1,7165,13.956734124214934
2705507,13,28333,45.88289273991459
2705606,2,12764,15.669069257286116
2705705,10,21738,46.00239212439047
2705804,6,9441,63.552589768033044
2706000,5,11657,42.892682508364075
2706307,33,73337,44.99775011249437
2706406,4,24351,16.42643012607285
2706448,3,13332,22.502250225022504
2706505,10,15258,65.53938917289291
2706604,5,7560,66.13756613756614
2706703,26,63846,40.72298969395107
2706802,5,17848,28.01434334379202
2706901,27,35212,76.67840508917415
2707107,5,25183,19.854663860540843
2707206,2,14418,13.871549452073797
2707305,12,27249,44.03831333259936
2707404,4,7701,51.94130632385404
2707503,3,20112,14.916467780429594
2707701,42,75394,55.707350717563735
2707800,6,6649,90.23913370431644
2707909,3,7320,40.98360655737705
2708006,17,47819,35.550722516154664
2708303,18,23996,75.01250208368062
2708402,8,32405,24.68754821786761
2708501,24,34692,69.18021445866482
2708600,34,61797,55.01885204783404
2708709,2,8013,24.95944090852365
2708808,24,34290,69.9912510936133
2708907,3,13936,21.526980482204362
2708956,4,13921,28.73356799080526
2709004,2,6138,32.583903551645484
2709103,18,20072,89.67716221602232
2709152,18,44372,40.566122780131614
2709202,12,27826,43.125134766046145
2709301,58,65790,88.1592947256422
2709400,11,25693,42.81321760790877
2800209,7,21681,32.28633365619667
2800308,501,664908,75.34877005540616
2800506,9,18686,48.164401155945626
2800605,31,30930,100.22631749110896
2800670,11,26899,40.89371352094874
2800704,9,8353,107.74572010056268
2801009,13,18218,71.35799758480624
2801207,22,30402,72.36366028550754
2801306,18,34514,52.15274960885438
2801405,6,22239,26.979630379063806
2801504,9,16937,53.1381000177127
2801603,2,5913,33.82377811601556
2801702,20,18029,110.93238671030007
2802106,44,69556,63.25838173557997
2802205,2,5601,35.70790930191038
2802304,8,15556,51.42710208279763
2802403,1,11601,8.619946556331351
2802502,2,3384,59.1016548463357
2802601,3,5824,51.510989010989015
2802700,13,8521,152.56425302194577
2802809,3,18149,16.529836354620087
2802908,108,96142,112.33383952902997
2803005,21,42166,49.803158943224396
2803104,3,4886,61.39991813344249
2803203,18,34709,51.85974819211155
2803302,13,18907,68.75760300417835
2803401,3,13429,22.33971256236503
2803500,57,105221,54.17169576415354
2803609,13,30080,43.21808510638298
2803708,3,6961,43.097256141359
2803807,2,3699,54.068667207353336
2803906,7,12653,55.32284833636292
2804003,7,17271,40.53036882635632
2804102,2,11348,17.624250969333804
2804201,2,15175,13.179571663920923
2804300,7,7639,91.6350307631889
2804409,17,18703,90.89450890231514
2804458,2,8809,22.704052673402202
2804508,13,37324,34.83013610545493
2804607,26,26795,97.03302855010263
2804805,136,185706,73.23403659547887
2804904,11,14540,75.65337001375516
2805000,2,3285,60.882800608828006
2805109,2,9665,20.693222969477496
2805208,3,6627,45.26935264825713
2805307,9,9359,96.1641200983011
2805406,12,35122,34.16661921302887
2805505,6,23867,25.139313696736078
2805604,13,28693,45.30721778831074
2805703,30,29692,101.03731644887512
2805802,2,19809,10.096420818819729
2805901,11,10284,106.96227148969272
2806008,11,18773,58.59479039045438
2806107,4,11008,36.33720930232558
2806206,5,20025,24.968789013732835
2806305,4,14121,28.326605764464272
2806404,1,7844,12.748597654258031
2806503,9,3923,229.41626306398166
2806701,64,91093,70.25786833236363
2806800,2,11207,17.84598911394664
2807105,18,40606,44.32842437078264
2807204,12,8970,133.77926421404683
2807402,19,52530,36.16980772891681
2807501,7,13535,51.717768747691174
2807600,18,25550,70.45009784735812
2900207,9,20347,44.2325649972969
2900306,17,15187,111.93784157503127
2900355,11,17126,64.22982599556231
2900405,16,17033,93.9353020607057
2900504,2,10560,18.939393939393938
2900702,175,152327,114.88442626717521
2900801,24,22490,106.71409515340152
2900900,4,5366,74.54342154304882
2901007,12,37441,32.05042600357896
2901106,13,25048,51.90035132545513
2901155,9,16090,55.93536357986327
2901205,2,21607,9.256259545517656
2901304,10,13132,76.14986293024673
2901353,6,14503,41.37075087912846
2901403,4,13938,28.698522026115654
2901502,8,11297,70.8152606886784
2901601,4,19479,20.534935058267877
2901700,4,11677,34.255373811766724
2901809,10,11878,84.18925745074928
2901908,14,17788,78.70474477175624
2902005,6,13045,45.994633959371406
2902054,4,12208,32.765399737876805
2902104,16,54648,29.278290147855365
2902203,4,11461,34.90096850187593
2902252,12,10961,109.47906212936776
2902302,4,8837,45.264229942288104
2902401,21,11299,185.85715550048675
2902500,8,13929,57.4341302318903
2902609,9,20449,44.01193212382024
2902708,16,53910,29.679094787608978
2902807,6,20392,29.423303256178894
2902906,34,31209,108.94293312826429
2903003,2,13833,14.45817971517386
2903102,3,5612,53.45687811831789
2903201,116,156975,73.89711737537824
2903235,4,15054,26.571011026969575
2903276,1,16105,6.209251785159888
2903300,9,5448,165.19823788546256
2903409,30,23437,128.00273072492215
2903508,3,17109,17.53463089601964
2903607,12,15984,75.07507507507508
2903706,4,12329,32.44383161651391
2903805,9,18531,48.56726566294318
2903904,35,69662,50.24259998277397
2903953,2,9823,20.360378703043878
2904050,7,16884,41.459369817578775
2904100,2,21497,9.303623761455087
2904407,1,10618,9.417969485778865
2904506,1,10130,9.871668311944719
2904605,17,67335,25.246899829212147
2904704,7,18306,38.23882879930078
2904753,6,21276,28.20078962210942
2904803,3,6488,46.23921085080148
2904852,11,18911,58.16720427264555
2904902,16,33567,47.66586230524027
2905008,3,23291,12.880511785668284
2905107,7,9058,77.27975270479135
2905206,13,51081,25.449775846205046
2905305,3,18513,16.20482903905364
2905404,17,18427,92.25592880013025
2905503,4,13391,29.870808752146964
2905602,27,32006,84.35918265325252
2905701,370,304302,121.58973651175477
2905800,37,35382,104.57294669606014
2905909,3,28820,10.40943789035392
2906006,36,71487,50.358806496286036
2906105,1,9703,10.306090899721736
2906204,4,26325,15.194681861348528
2906303,24,30906,77.65482430596
2906402,4,8181,48.89377826671556
2906501,87,87458,99.47632006220128
2906600,3,14368,20.879732739420934
2906709,3,25053,11.974613818704347
2906808,17,34882,48.73573762972307
2906824,6,16753,35.81448098847967
2906857,5,11616,43.044077134986225
2906873,33,30862,106.92761324606312
2906899,2,8801,22.724690376093626
2906907,12,22093,54.31584664825963
2907103,4,29070,13.759889920880633
2907202,42,72545,57.895099593355845
2907301,20,26318,75.99361653621096
2907400,2,3599,55.57099194220617
2907509,27,54970,49.11770056394397
2907558,4,9316,42.93688278231001
2907608,3,17280,17.36111111111111
2907707,3,11200,26.785714285714285
2907806,26,32576,79.81335952848723
2907905,2,17352,11.52604887044721
2908002,21,16549,126.89588494773098
2908200,20,22762,87.86574114752658
2908309,7,17165,40.780658316341395
2908408,42,67013,62.67440645844836
2908507,36,33398,107.79088568177735
2908606,1,26035,3.840983291722681
2908705,7,17178,40.74979625101874
2908903,12,22495,53.345187819515445
2909109,1,14149,7.067637288854336
2909208,2,15717,12.725074759814214
2909307,16,32191,49.703333229784725
2909406,1,13769,7.262691553489724
2909604,6,21163,28.351367953503757
2909703,2,13947,14.340001434000143
2909802,29,63591,45.60393766413486
2909901,23,34886,65.92902597030327
2910008,10,10525,95.01187648456057
2910057,95,82432,115.24650621118012
2910404,13,16446,79.04657667517938
2910503,27,41901,64.43760292117133
2910602,22,37578,58.54489328862633
2910701,11,60858,18.07486279535969
2910727,104,114396,90.91226965977832
2910750,4,17845,22.41524236480807
2910800,766,619609,123.6263514571286
2910859,3,16345,18.354236769654328
2910909,2,5629,35.53028957186001
2911006,5,10575,47.28132387706856
2911105,3,25857,11.60227404571296
2911204,9,32596,27.610749785249723
2911402,3,15234,19.692792437967704
2911501,2,6985,28.63278453829635
2911600,25,20762,120.41229168673539
2911709,33,84928,38.85644310474755
2911808,12,20700,57.971014492753625
2911857,5,12987,38.5000385000385
2911907,8,24121,33.16612080759504
2912103,26,21378,121.62035737674245
2912202,12,19786,60.648943697563936
2912301,9,16230,55.45286506469501
2912400,1,18319,5.4588132539985805
2912707,18,23404,76.90992992650828
2912806,4,8690,46.029919447640964
2912905,4,14882,26.878107781212204
2913002,2,16403,12.192891544229713
2913101,1,17080,5.85480093676815
2913200,20,27003,74.06584453579232
2913408,4,15650,25.559105431309906
2913457,16,13091,122.22137346268428
2913507,18,26963,66.75815005748619
2913606,177,159923,110.67826391450886
2913705,43,40333,106.61245134257308
2913804,3,14354,20.90009753378849
2913903,16,45922,34.84168807978747
2914000,18,59435,30.28518549676117
2914109,4,9911,40.359196851982645
2914307,2,8197,24.39917042820544
2914406,3,25478,11.774864589057225
2914505,9,29173,30.850443903609502
2914604,46,73524,62.564604754909965
2914653,42,30747,136.59869255537126
2914703,37,64646,57.23478637502707
2914802,181,213685,84.70412055127875
2914901,18,28684,62.752754148654304
2915007,3,16110,18.6219739292365
2915106,7,12242,57.180199313837605
2915205,1,14452,6.919457514530861
2915304,11,6825,161.17216117216117
2915353,1,14542,6.876633200385092
2915403,13,6596,197.08914493632506
2915502,14,20398,68.63417982155113
2915601,57,64455,88.4337910169886
2915700,1,8003,12.495314257153568
2915809,4,22754,17.579326711786937
2915908,9,6436,139.83840894965817
2916005,11,19316,56.94760820045558
2916104,32,22337,143.26006178090165
2916203,3,8526,35.186488388458834
2916302,1,10215,9.789525208027412
2916401,56,76795,72.92141415456736
2916500,17,35883,47.376194855502604
2916609,6,10298,58.263740532142165
2916708,3,8347,35.941056667066015
2916807,9,19843,45.35604495288011
2916856,4,14539,27.51220854254075
2916906,1,12528,7.982120051085569
2917003,15,36116,41.53283863107764
2917102,3,20388,14.714537963507945
2917201,1,19030,5.254860746190226
2917300,17,28740,59.151009046624914
2917334,2,11016,18.15541031227306
2917359,2,8277,24.163344206838225
2917409,3,14850,20.2020202020202
2917508,47,80635,58.28734420536988
2917607,3,54673,5.487169169425494
2917706,8,33746,23.706513364546907
2917805,7,18981,36.8789842474053
2917904,1,10726,9.323140033563304
2918001,77,156126,49.31913966924151
2918100,5,40651,12.29982042262183
2918209,5,14557,34.347736484165694
2918308,5,10808,46.2620281273131
2918357,3,25402,11.810093693409968
2918407,159,218162,72.88162008049065
2918456,1,8988,11.125945705384957
2918506,2,15262,13.104442405975625
2918555,17,5768,294.72954230235786
2918704,2,3693,54.15651232060655
2918803,15,24032,62.416777629826896
2918902,2,3975,50.314465408805034
2919108,4,8191,48.83408619216213
2919157,5,27274,18.33247781770184
2919207,144,201635,71.4161727874625
2919306,11,11499,95.6604922167145
2919405,3,12373,24.246342843287803
2919504,1,46062,2.1709869306586773
2919553,52,90162,57.67396464142322
2919603,6,11332,52.94740557712672
2919702,6,18909,31.730921783277804
2919801,15,50161,29.90371005362732
2919926,4,21432,18.66368047779022
2919959,1,2764,36.1794500723589
2920007,2,10206,19.59631589261219
2920106,21,18602,112.89108697989464
2920205,4,16861,23.723385327086174
2920403,4,13087,30.564682509360434
2920502,4,20393,19.614573628205758
2920601,24,44793,53.579800415243454
2920700,18,20617,87.30659164766939
2920809,3,10380,28.90173410404624
2920908,9,13717,65.61201428883867
2921005,47,47126,99.73263166829351
2921104,12,22716,52.826201796090864
2921203,18,25894,69.51417316752915
2921302,4,10893,36.72082989075553
2921450,3,8447,35.51556765715639
2921500,25,49278,50.73257843256626
2921609,2,8497,23.537719195010002
2921708,14,35440,39.503386004514674
2921807,2,12052,16.59475605708596
2921906,2,8889,22.49971875351558
2922003,25,42251,59.17019715509692
2922052,8,10673,74.95549517474
2922102,2,26970,7.415647015202077
2922201,4,7443,53.74177079134758
2922250,5,11417,43.79434177104318
2922300,14,29410,47.602856171370284
2922409,8,22282,35.90341980073602
2922508,7,28594,24.48066027838008
2922607,14,14079,99.4388806023155
2922656,6,13164,45.578851412944395
2922706,1,16472,6.070908207867897
2922730,5,7821,63.93044367727912
2922755,2,6554,30.51571559353067
2922904,14,26998,51.85569301429736
2923001,39,43783,89.07566863851267
2923050,5,15443,32.37712879621835
2923100,6,28304,21.198417184850197
2923209,5,21810,22.925263640531867
