cod_municipio,assasinatos_gerais,pop_2021,assasinatos_gerais_100k
1504059,37,30235,122.37473127170497
1504208,210,283542,74.06310176270182
1504307,2,29516,6.775985905949316
1504406,11,28450,38.66432337434095
1504422,62,133685,46.377678871975164
1504455,14,31975,43.78420641125879
1504505,3,27890,10.756543564001435
1504604,22,31530,69.77481763399936
1504703,52,83182,62.51352456060205
1504752,5,16184,30.894710825506674
1504802,11,58162,18.912692135758743
1504901,2,40906,4.889258299515963
1504950,17,21444,79.27625443014362
1505007,9,15506,58.04204823939121
1505031,22,25766,85.38383916789567
1505064,33,77214,42.73836350920818
1505106,14,52306,26.765571827323825
1505205,2,32850,6.0882800608828
1505304,24,74016,32.425421530479895
1505403,12,17961,66.81142475363288
1505437,34,33335,101.99490025498726
1505486,39,48414,80.5552113025158
1505494,4,7582,52.75652862041677
1505502,86,114503,75.10720243137735
1505536,146,213576,68.35974079484586
1505551,1,5410,18.484288354898336
1505601,2,8081,24.749412201460217
1505650,9,31659,28.42793518430778
1505700,2,31549,6.339345145646455
1505809,28,62945,44.48327905314163
1505908,7,41801,16.746010860984185
1506005,1,29846,3.350532734704818
1506104,4,10857,36.84259003407939
1506112,12,13702,87.57845569989783
1506138,92,85563,107.52311162535209
1506161,7,18201,38.45942530630185
1506187,28,52803,53.02729011609189
1506203,29,40922,70.86652656272909
1506302,4,24075,16.614745586708203
1506351,14,21449,65.27110821017297
1506401,3,10314,29.086678301337987
1506500,31,71837,43.15324971811184
1506559,6,19843,30.237363301920073
1506583,10,21850,45.76659038901602
1506609,8,24995,32.00640128025605
1506708,26,74419,34.93731439551728
1506807,72,306480,23.492560689115113
1506906,3,6753,44.4247001332741
1507003,13,31918,40.72936900808321
1507102,3,18129,16.54807214959457
1507151,6,25753,23.298256513804215
1507201,15,32139,46.67226733874732
1507300,59,132138,44.65028984849173
1507409,11,15930,69.05210295040804
1507458,6,24705,24.286581663630844
1507474,10,23244,43.02185510239202
1507508,4,14051,28.467724717101987
1507607,30,59632,50.30855916286558
1507706,5,26974,18.536368354711946
1507755,2,6009,33.28340822100183
1507805,16,11480,139.37282229965157
1507904,6,25565,23.469587326422843
1507953,51,108969,46.80230157200672
1507961,7,11847,59.08668861315101
1507979,1,18917,5.286250462546915
1508001,77,64030,120.25612993909105
1508035,15,31257,47.98925040790863
1508050,3,19168,15.651085141903172
1508084,20,40136,49.83057604145904
1508100,118,115144,102.48037240325158
1508126,22,60761,36.20743569065684
1508159,31,45435,68.2293386156047
1508209,36,54172,66.45499520047257
1508308,15,61751,24.291104597496396
1508357,2,15279,13.089861901956935
1508407,24,45086,53.23160182761833
1600105,1,9187,10.884946119516709
1600154,3,17067,17.577781683951486
1600204,1,11306,8.84486113568017
1600238,6,7967,75.3106564578888
1600253,2,5617,35.60619547801318
1600279,24,51362,46.72715236945602
1600303,327,512902,63.75486935126008
1600402,2,22053,9.069060898743935
1600501,20,27906,71.66917508779474
1600535,14,22452,62.35524674861928
1600550,1,5246,19.062142584826535
1600600,56,123096,45.49294859296809
1600709,10,17769,56.27778715740897
1600808,4,16254,24.60932693490833
1700350,2,5346,37.41114852225963
1700400,9,6979,128.9583034818742
1700707,4,8396,47.641734159123395
1701101,1,4848,20.627062706270628
1701309,5,5731,87.24480893386844
1701903,1,7155,13.97624039133473
1702109,101,183381,55.07658917772288
1702158,4,5793,69.04885206283446
1702208,10,36170,27.647221454243848
1702554,9,18643,48.27549214182267
1702703,1,3783,26.434047052603752
1702901,7,9787,71.52344947379177
1703008,1,10666,9.375585974123382
1703057,1,3592,27.839643652561247
1703073,2,4632,43.17789291882556
1703107,2,5651,35.39196602371262
1703206,2,4448,44.96402877697842
1703305,2,5008,39.936102236421725
1703701,3,5519,54.35767349157456
1703800,1,11497,8.697921196833956
1703842,3,10312,29.09231962761831
1703867,7,4441,157.62215717180814
1703891,2,4130,48.426150121065376
1703909,3,5442,55.12679162072767
1705508,17,35851,47.41848205070988
1705607,3,4087,73.40347443112307
1706001,1,5639,17.733640716439083
1706100,3,7278,41.22011541632317
1706506,4,6174,64.7878198898607
1707009,8,22424,35.67606136282554
1707108,2,6943,28.805991646262424
1707207,2,7185,27.835768963117605
1707306,2,4686,42.680324370465215
1707405,5,11139,44.88733279468534
1707553,2,3830,52.21932114882507
1707702,4,8874,45.075501464953796
1708205,9,18399,48.91570194032284
1708254,2,2602,76.86395080707149
1708304,1,5130,19.49317738791423
1709005,4,13095,30.546009927453227
1709302,17,26165,64.97229122874069
1709500,64,87545,73.10526015192187
1710508,2,7452,26.838432635534083
1710904,2,3795,52.700922266139656
1711902,5,13676,36.56039777712782
1711951,2,4393,45.52697473252903
1712504,2,5254,38.06623524933384
1713205,6,17936,33.452274754683316
1713809,3,6745,44.47739065974796
1713957,1,3587,27.878449958182326
1714203,7,9250,75.67567567567568
1714880,2,11917,16.78274733573886
1715002,4,4304,92.93680297397769
1715507,1,1118,89.44543828264759
1715705,4,6131,65.242211710977
1715754,3,7676,39.08285565398645
1716109,17,51891,32.76097974600605
1716208,2,10437,19.162594615310912
1716307,3,4867,61.63961372508732
1716505,2,13773,14.52116459740071
1716604,4,11873,33.68988461214521
1716653,1,5512,18.1422351233672
1717206,1,3033,32.97065611605671
1717503,6,7743,77.48934521503293
1717909,5,8116,61.60670280926565
1718204,58,53316,108.78535524045314
1718303,3,8498,35.30242409978818
1718402,4,3676,108.8139281828074
1718451,2,2717,73.6105999263894
1718501,1,4342,23.030861354214647
1718550,2,4684,42.69854824935952
1718659,4,2171,184.24689083371717
1718758,1,6488,15.413070283600494
1718808,3,4794,62.57822277847309
1718840,5,3373,148.23599169878446
1718899,1,2386,41.911148365465216
1718907,4,4846,82.54230293025175
1720101,3,5391,55.648302726766836
1720150,2,1598,125.15644555694618
1720200,3,12294,24.402147388970228
1720259,4,3094,129.2824822236587
1720309,2,4852,41.22011541632317
1720499,3,3904,76.84426229508196
1720655,2,5428,36.84598378776713
1720804,2,8997,22.229632099588752
1720903,11,16825,65.37890044576523
1720978,1,2812,35.56187766714083
1721000,157,306296,51.257607020659755
1721208,13,22845,56.905230903917705
1721307,2,2729,73.28691828508612
1722081,1,11734,8.522243054371911
1722107,2,11520,17.36111111111111
2100055,99,113121,87.51690667515315
2100204,1,22112,4.522431259044862
2100303,5,26757,18.686698807788616
2100436,12,27858,43.07559767391773
2100477,2,31943,6.261152678208058
2100501,2,11212,17.83803068141277
2100550,3,7005,42.82655246252676
2100600,27,41729,64.70320400680582
2100709,2,26988,7.410701052319549
2100832,5,17413,28.714179061620626
2100907,1,46771,2.1380770135340277
2100956,10,32764,30.52130387010133
2101004,12,29932,40.09087264466123
2101103,2,12183,16.416317819912994
2101202,67,104790,63.93739860673728
2101251,15,17252,86.94644099234871
2101301,10,18654,53.60780529645116
2101400,105,95929,109.45595179768371
2101608,15,88492,16.950684807666228
2101707,9,63217,14.236676843254187
2101772,2,11279,17.7320684457842
2101905,5,21299,23.47528052960233
2101939,2,6073,32.932652725177014
2101970,3,8382,35.79098067287044
2102002,12,41822,28.693032375304863
2102036,21,34567,60.751583880579744
2102101,6,36651,16.370631087828436
2102150,3,9014,33.28156201464389
2102200,7,28798,24.307243558580456
2102309,3,23939,12.531851789966163
2102325,30,72983,41.10546291602154
2102358,5,15467,32.326889506691664
2102408,4,11216,35.66333808844508
2102507,12,19451,61.69348619608246
2102556,6,14453,41.513872552411264
2102606,4,20278,19.725811223986586
2102754,1,10935,9.144947416552355
2102804,7,24165,28.967515001034553
2102903,1,23952,4.1750167000668
2103000,124,165525,74.91315511252077
2103109,2,10693,18.703824932198636
2103125,12,8740,137.29977116704805
2103174,2,21840,9.157509157509157
2103208,25,80195,31.17401334247771
2103257,7,14777,47.37091425864519
2103307,78,123116,63.35488482406836
2103406,26,49621,52.39717055279015
2103505,24,41312,58.09450038729667
2103554,8,16400,48.78048780487805
2103604,27,65544,41.193701940681066
2103703,25,32626,76.62600380064978
2103752,12,12916,92.90802105915144
2103802,5,23372,21.393119972616805
2103901,3,11401,26.313481273572492
2104008,5,17104,29.232927970065482
2104057,13,42527,30.568815105697556
2104073,1,8484,11.786892975011787
2104099,3,19258,15.577941634645342
2104107,1,12647,7.907013520993121
2104206,2,17790,11.242270938729623
2104305,2,11963,16.718214494691967
2104503,2,10886,18.372221201543265
2104552,11,18520,59.39524838012959
2104602,2,14656,13.646288209606986
2104628,3,7844,38.2457929627741
2104651,1,10151,9.851246182642104
2104677,21,25539,82.22718195700693
2104800,58,70065,82.78027545850281
2104909,7,11997,58.347920313411684
2105005,4,28932,13.825521913452233
2105104,8,27269,29.33734277017859
2105153,1,14324,6.9812901424183185
2105203,6,11387,52.69166593483797
2105302,211,259337,81.3613175135056
2105351,1,16005,6.248047485160887
2105401,11,68723,16.006286105088545
2105427,21,26068,80.55853920515575
2105450,2,10310,19.398642095053347
2105476,2,17040,11.737089201877934
2105500,20,23740,84.24599831508003
2105609,2,16198,12.347203358439314
2105708,37,50616,73.09941520467837
2105807,3,10869,27.60143527463428
2105906,3,16314,18.389113644722325
2105922,1,11265,8.87705281846427
2105948,4,8857,45.16201874223778
2106003,1,11918,8.390669575432119
2106201,3,6984,42.955326460481096
2106300,1,20029,4.992760497278946
2106326,5,21586,23.16316130825535
2106359,1,7775,12.861736334405144
2106409,1,16977,5.890322200624374
2106508,10,23482,42.58581040797206
2106607,3,33943,8.838346639955219
2106672,1,8483,11.788282447247436
2106706,2,21031,9.509771290000476
2106755,4,28754,13.911108019753774
2106805,6,15011,39.970688162014525
2106904,2,33664,5.94106463878327
2107001,2,9111,21.951487213258698
2107209,1,14642,6.8296680781314025
2107258,2,5427,36.852773171181134
2107357,7,21080,33.20683111954459
2107407,5,19561,25.561065385205254
2107456,5,14836,33.70180641682394
2107506,22,123747,17.77820876465692
2107605,5,19781,25.27678074920378
2107704,4,21479,18.622840914381488
2107803,10,35008,28.56489945155393
2107902,3,19137,15.676438313215238
2108009,10,19583,51.06469897359955
2108058,1,16166,6.185822095756526
2108108,6,21066,28.481913984619766
2108207,15,39191,38.27409354188462
2108256,6,25354,23.664904945965134
2108306,20,38731,51.63822261237768
2108405,3,14345,20.913210177762288
2108454,10,23364,42.80089025851738
2108504,25,33065,75.60864962951761
2108603,80,83777,95.49160270718694
2108702,8,21379,37.419898030777865
2108801,1,18720,5.3418803418803416
2108900,4,17595,22.733731173628872
2109007,10,24092,41.50755437489623
2109106,38,48036,79.10733616454326
2109205,1,12838,7.789375292101574
2109270,8,19069,41.95290786092611
2109304,1,11261,8.880206020779681
2109403,1,15431,6.48046140885231
2109452,4,31177,12.829970811816404
2109502,2,20334,9.835743090390478
2109601,17,42994,39.54040098618412
2109809,7,42483,16.47717910693689
2109908,77,89489,86.04409480494809
2110005,27,72887,37.04364289928245
2110039,6,25371,23.649048125812936
2110104,10,25764,38.81384878124515
2110203,14,38298,36.55543370410987
2110237,3,13547,22.145124381781944
2110278,1,16034,6.236746912810278
2110302,4,14522,27.544415369783778
2110401,3,18717,16.02820964898221
2110500,5,45604,10.963950530655206
2110609,2,28667,6.976663062057418
2110708,31,34384,90.1582131223825
2110856,7,11941,58.621555983585964
2110906,1,12218,8.18464560484531
2111003,3,20701,14.492053523984348
2111052,1,11193,8.934155275618691
2111078,13,18645,69.72378653794583
2111102,4,25996,15.386982612709648
2111201,50,179028,27.928592175525615
2111300,596,1108975,53.74332153565229
2111409,4,18727,21.359534362150907
2111508,29,41579,69.74674715601626
2111532,13,12735,102.08087946603848
2111607,4,18980,21.07481559536354
2111706,1,22350,4.47427293064877
2111763,9,14050,64.05693950177935
2111789,2,10299,19.41936110301971
2111805,4,18160,22.026431718061673
2111904,1,10634,9.40379913485048
2111953,2,5676,35.236081747709655
2112001,4,8582,46.60918200885575
2112100,1,29183,3.4266525031696538
2112209,125,170222,73.43351623174443
2112233,6,22112,27.134587554269174
2112308,15,42040,35.68030447193149
2112407,8,35709,22.403315690722227
2112456,6,25868,23.19468068656255
2112506,1,59398,1.6835583689686522
2112605,2,33459,5.977464957111689
2112704,15,57168,26.238455079764904
2112803,40,52649,75.9748523238808
2112852,2,13598,14.708045300779526
2112902,21,32861,63.90554152338638
2113009,20,31522,63.447750777234944
2114007,23,51956,44.26822696127493
2200103,1,5131,19.489378288832587
2200202,8,17470,45.79278763594734
2200301,4,14339,27.89594811353651
2200400,21,40605,51.717768747691174
2200459,2,5445,36.73094582185491
2200509,3,17604,17.041581458759374
2201101,7,11326,61.804697156983934
2201150,2,11671,17.136492160054836
2201200,6,47185,12.715905478435944
2201507,3,26905,11.150343802267237
2201705,2,5507,36.31741420010895
2201903,6,25387,23.634143459250797
2201988,1,3848,25.987525987525988
2202000,1,19807,5.048720149442117
2202026,2,8264,24.20135527589545
2202083,1,7674,13.031013812874642
2202091,2,5781,34.596090641757485
2202133,3,5965,50.29337803855826
2202208,21,46893,44.782803403493055
2202307,6,21258,28.22466836014677
2202505,4,10964,36.48303538854433
2202604,4,19715,20.28911995942176
2202653,1,5451,18.3452577508714
2202703,2,27845,7.182618064284432
2202752,2,6516,30.693677102516883
2202802,1,4807,20.802995631370916
2202901,6,26709,22.464337863641468
2203008,2,8323,24.029796948215786
2203107,2,10444,19.149751053236308
2203206,3,11426,26.25590757920532
2203255,2,4459,44.853106077595875
2203305,11,13840,79.47976878612717
2203354,0,7029,0.0
2203503,1,14575,6.861063464837049
2203701,15,39848,37.643043565549085
2203800,2,4462,44.82294935006723
2203909,42,60025,69.97084548104957
2204204,2,9372,21.340162185232607
2204303,4,11659,34.308259713526034
2204907,1,8566,11.67406023815083
2205102,5,11028,45.339136742836416
2205201,6,19170,31.29890453834116
2205508,8,39336,20.33760423022168
2205524,2,5640,35.46099290780142
2205540,1,2858,34.98950314905528
2205581,1,4075,24.539877300613497
2205706,7,30438,22.997568828438137
2205805,12,25504,47.05144291091594
2205854,8,8342,95.90026372572524
2205904,2,5351,37.376191366099796
2205953,4,8543,46.82195949900503
2206050,1,6449,15.506280043417584
2206100,4,10958,36.50301149844862
2206209,11,33833,32.51263559246889
2206506,2,7767,25.749967812540234
2206654,1,4530,22.075055187637968
2206670,5,6811,73.41065922771986
2206720,2,8602,23.250406882120437
2207009,3,37085,8.089524066334098
2207207,7,6873,101.84781027207914
2207504,1,14587,6.855419208884623
2207603,1,10819,9.242998428690267
2207702,69,153482,44.956411826794024
2207777,1,6406,15.610365282547612
2207793,2,4065,49.20049200492005
2207801,4,20554,19.46093217865136
2207900,4,38778,10.315127133941926
2208007,25,78431,31.875151406969184
2208205,7,18459,37.92188092529389
2208304,7,28874,24.243263835977004
2208403,15,63787,23.515763400065843
2208502,2,12608,15.862944162436548
2208700,1,8796,11.368804001819008
2208809,2,17979,11.124089215195506
2208908,4,7376,54.229934924078094
2209005,2,6433,31.0896937665164
2209104,3,6247,48.023051064510966
2209203,2,6254,31.979533098816756
2209401,1,6441,15.52553951249806
2209609,1,2932,34.106412005457024
2209658,1,5779,17.304031839418585
2209971,1,8038,12.44090569793481
2210003,9,20662,43.55822282450876
2210052,2,5354,37.35524841240194
2210300,5,6371,78.48061528802386
2210359,2,4577,43.69674459252786
2210409,5,17639,28.346278133681047
2210508,1,14324,6.9812901424183185
2210607,3,34877,8.601657252630673
2210656,2,10058,19.884668920262477
2210706,1,14649,6.82640453273261
2210953,1,2929,34.141345168999656
2211001,517,868075,59.55706592172336
2211100,10,44569,22.437119971280488
2211308,6,20929,28.668354914233838
2211357,2,4938,40.502227622519236
2211704,1,4471,22.36636099306643
2300101,2,11853,16.873365392727578
2300150,18,15036,119.71268954509178
2300200,22,63104,34.8630831643002
2300309,12,54481,22.02602742240414
2300408,3,17493,17.14971702966901
2300507,1,11781,8.48824378236143
2300705,21,17196,122.12142358688067
2300754,7,43829,15.971160647060165
2300804,4,7378,54.21523448088913
2300903,2,14672,13.631406761177754
2301000,108,80935,133.44041514795825
2301109,31,74975,41.347115705235076
2301208,23,26535,86.67797248916526
2301257,2,10959,18.249840313897252
2301307,3,21654,13.854253255749516
2301406,8,11802,67.78512116590409
2301505,1,7844,12.748597654258031
2301604,3,23478,12.777919754663941
2301703,2,24610,8.126777732629012
2301851,10,18256,54.77651183172656
2301901,23,61228,37.56451296792317
2301950,9,22573,39.87064191733487
2302008,4,22758,17.576236927673786
2302057,3,15044,19.941504918904545
2302107,24,35941,66.77610528365933
2302206,27,53949,50.04726686314853
2302404,6,54577,10.99364201037067
2302503,7,49842,14.04438024156334
2302602,2,63907,3.1295476238909665
2302701,35,27470,127.41172187841282
2302800,59,77244,76.38133706177827
2302909,6,17786,33.73439784099854
2303006,22,22782,96.56746554297253
2303105,5,18459,27.087057803781352
2303204,4,26987,14.821951309889947
2303303,7,18699,37.43515696026525
2303402,1,17685,5.654509471303364
2303501,82,72232,113.52309225827888
2303600,2,20871,9.582674524459776
2303659,2,10376,19.275250578257516
2303709,460,365212,125.95424027688028
2303808,26,25585,101.62204416650381
2303907,1,13091,7.638835841417768
2303931,14,13565,103.20678215997052
2303956,30,20274,147.9727730097662
2304004,11,23239,47.334222642970865
2304103,11,75159,14.635639111749757
2304202,74,133031,55.626132254887956
2304236,2,18133,11.029614514972701
2304251,10,24977,40.0368338871762
2304269,2,9662,20.6996481059822
2304277,4,7225,55.36332179930796
2304285,45,54337,82.81649704621161
2304301,5,19389,25.787817834854813
2304350,44,24452,179.94438082774414
2304400,2002,2686612,74.51764527218668
2304459,4,16631,24.05147014611268
2304509,18,14134,127.35248337342578
2304608,4,7694,51.988562516246425
2304657,2,14407,13.882140626084542
2304707,5,54962,9.097194425239255
2304806,1,4814,20.77274615704196
2304905,5,11144,44.867193108399135
2304954,62,26290,235.83111449220235
2305001,4,40784,9.80776775205963
2305100,5,5132,97.42790335151987
2305209,9,20053,44.881065177280206
2305233,84,68529,122.57584380335332
2305266,17,13369,127.15984740818311
2305308,7,25082,27.90846025037876
2305332,30,12629,237.5484994853116
2305357,11,20060,54.83549351944168
2305407,13,68162,19.072210322467065
2305506,40,103074,38.807070648272116
2305605,12,26187,45.824263947760336
2305704,1,12485,8.009611533840609
2305902,6,38114,15.742246943380385
2306009,6,14326,41.88189306156638
2306108,1,24305,4.114379757251594
2306207,2,7866,25.425883549453342
2306256,86,38325,224.3966079582518
2306306,15,53067,28.266154107072193
2306405,36,130539,27.577965205800567
2306504,9,20520,43.85964912280702
2306553,33,42215,78.1712661376288
2306603,2,21836,9.159186664224217
2306702,11,18147,60.61607979280322
2306801,24,11492,208.84093282283328
2306900,19,34636,54.85621896292874
2307007,25,33834,73.89016965182952
2307106,11,27181,40.46944556859571
2307205,3,8130,36.90036900369004
2307254,7,20087,34.848409419027234
2307304,227,276264,82.16778154229289
2307403,15,24892,60.260324602281855
2307502,20,31492,63.50819255683983
2307601,47,59890,78.47720821506094
2307635,4,19864,20.13693113169553
2307650,214,229458,93.26325514909047
2307700,137,130346,105.10487471805808
2307809,17,27595,61.605363290451166
2308005,11,39044,28.173342895195166
2308104,12,48168,24.91280518186348
2308203,2,15185,13.170892327955219
2308302,2,27462,7.28279076542131
2308351,6,13142,45.655151422918884
2308377,2,13894,14.394702749388225
2308401,16,35480,45.095828635851184
2308500,11,43858,25.080943043458433
2308609,24,17249,139.13850078265406
2308708,37,61738,59.93067478700314
2308807,3,8779,34.17245699965827
2308906,7,22685,30.857394754242893
2309003,2,14549,13.746649254244279
2309102,5,10941,45.69966182250251
2309201,10,15684,63.75924509053813
2309300,2,32408,6.171315724512466
2309409,6,28673,20.925609458375476
2309458,3,25833,11.613053071652537
2309508,6,21384,28.058361391694724
2309607,99,73188,135.2680767338908
2309706,69,84554,81.60465501336424
2309805,4,12288,32.552083333333336
2310001,3,9422,31.840373593716834
2310100,9,13439,66.96926854676687
2310209,9,35304,25.492861998640382
2310258,29,32992,87.90009699321048
2310308,4,31455,12.716579240184391
2310407,13,12252,106.10512569376428
2310506,8,43309,18.471911150107367
2310605,2,9143,21.874658208465494
2310704,16,37900,42.21635883905013
2310803,7,16331,42.86326618088298
2310852,12,20769,57.778419760219556
2310951,2,11001,18.1801654395055
2311108,4,14958,26.741542987030353
2311231,1,6437,15.535187199005748
2311264,13,21166,61.4192572994425
2311306,63,88321,71.3307140997045
2311405,29,81778,35.4618601579887
2311504,28,22293,125.59996411429597
2311603,12,29146,41.17203046730255
2311702,6,18385,32.63530051672559
2311801,50,78882,63.38581678963515
2311900,13,15788,82.34101849505954
2311959,5,16635,30.057108506161708
2312007,24,32654,73.4978869357506
2312106,3,17712,16.937669376693766
2312205,18,43711,41.17956578435634
2312304,18,48131,37.39793480293366
2312403,33,48869,67.527471403139
2312502,30,7601,394.6849098802789
2312601,16,13044,122.66176019625881
2312700,9,25456,35.35512256442489
2312809,2,7691,26.00442075152776
2312908,275,210711,130.5105096554048
2313005,9,18357,49.02761889197581
2313104,42,30807,136.332651670075
2313203,8,26225,30.505243088655863
2313302,9,59062,15.238224238935356
2313351,5,19371,25.811780496618656
2313401,26,76537,33.97049792910619
2313500,27,56291,47.96503881615178
2313559,4,16431,24.344227375083683
2313609,13,35047,37.09304648044055
