cod_municipio,lixo_total,familias_cadastradas,lixo_porcentagem
411065,1303,1405.0,0.9274021352313168
411710,7326,7900.0,0.9273417721518987
350190,13840,14925.0,0.9273031825795645
353600,5486,5917.0,0.9271590332938989
521930,19191,20699.0,0.9271462389487415
355020,11443,12344.0,0.9270090732339599
270644,13520,14587.0,0.9268526770412011
354340,149820,161657.0,0.9267770650203827
432045,645,696.0,0.9267241379310345
430010,6497,7011.0,0.9266866352874055
354220,11246,12137.0,0.926588118975035
411340,2789,3010.0,0.926578073089701
411760,26134,28206.0,0.9265404523860171
520780,5310,5731.0,0.9265398708776827
330250,190655,205772.0,0.9265351942927124
313940,35175,37965.0,0.9265112603713948
421650,9783,10559.0,0.9265081920636424
354050,3774,4074.0,0.9263622974963182
355495,3355,3622.0,0.9262838210933186
354300,12024,12981.0,0.9262768661890455
520970,12795,13814.0,0.9262342551035182
411150,13946,15058.0,0.9261522114490636
354920,1700,1836.0,0.9259259259259259
411470,3074,3320.0,0.9259036144578313
520410,7818,8445.0,0.9257548845470692
316920,6939,7496.0,0.9256937033084311
231395,14873,16067.0,0.9256861890832141
313290,3549,3834.0,0.9256651017214398
431220,2042,2206.0,0.9256572982774252
352370,3721,4020.0,0.9256218905472637
310360,2161,2335.0,0.9254817987152034
430950,3015,3258.0,0.925414364640884
430080,3260,3523.0,0.9253477150156117
354470,1425,1540.0,0.9253246753246753
290110,19339,20900.0,0.925311004784689
355100,113072,122200.0,0.9253027823240589
354970,15881,17164.0,0.9252505243532976
355475,1198,1295.0,0.9250965250965251
412720,4468,4830.0,0.9250517598343685
431507,998,1079.0,0.9249304911955515
320070,6861,7418.0,0.9249123753033163
352380,3482,3765.0,0.9248339973439575
431670,4207,4549.0,0.9248186414596614
352240,39239,42429.0,0.9248155742534587
353490,3786,4094.0,0.9247679531021006
420850,3673,3972.0,0.92472306143001
352600,7037,7610.0,0.9247043363994744
320320,78156,84527.0,0.9246276337738237
520590,4804,5196.0,0.9245573518090839
410380,6062,6557.0,0.9245081592191551
430790,17166,18568.0,0.9244937526928049
421940,1246,1348.0,0.9243323442136498
310260,13164,14242.0,0.9243083836539812
315640,1392,1506.0,0.9243027888446215
320430,10975,11874.0,0.9242883611251473
411100,4183,4526.0,0.9242156429518339
354880,22653,24518.0,0.9239334366587812
350580,7965,8622.0,0.9237995824634656
291835,21735,23532.0,0.9236359000509944
410470,8294,8980.0,0.9236080178173719
431395,6261,6780.0,0.9234513274336283
280230,13981,15140.0,0.9234478203434611
311455,3759,4071.0,0.9233603537214443
316940,21298,23071.0,0.9231502752373109
411007,8747,9477.0,0.922971404452886
230960,43788,47459.0,0.9226490233675383
171840,2348,2545.0,0.9225933202357564
421565,3586,3887.0,0.9225623874453306
315130,6216,6738.0,0.9225289403383793
355260,5683,6161.0,0.922415192338906
355480,15260,16546.0,0.9222772875619485
521040,29852,32368.0,0.9222689075630253
351580,759,823.0,0.9222357229647631
316780,2085,2261.0,0.9221583370190182
350070,12378,13425.0,0.9220111731843575
354625,1051,1140.0,0.9219298245614035
430087,3195,3466.0,0.9218118869013272
412395,2580,2799.0,0.9217577706323687
260005,108336,117541.0,0.921686900741018
230770,100529,109097.0,0.9214643849051761
411190,7426,8059.0,0.9214542747239112
311430,15820,17169.0,0.9214281553963539
313990,7634,8285.0,0.9214242607121303
270240,39500,42869.0,0.9214117427511722
431760,18969,20589.0,0.9213172082179805
353220,2643,2869.0,0.9212269083304288
520085,3507,3807.0,0.9211977935382191
231290,123495,134061.0,0.9211851321413387
240800,201693,218965.0,0.9211198136688512
430030,3688,4004.0,0.9210789210789211
350800,12561,13638.0,0.9210294764628245
291750,76733,83316.0,0.920987565413606
410920,3181,3454.0,0.9209612044006948
354360,2237,2429.0,0.9209551255660766
354750,8434,9158.0,0.9209434374317537
432055,2376,2580.0,0.9209302325581395
410090,3924,4261.0,0.9209105843698663
350890,1804,1959.0,0.920877998979071
430160,76853,83458.0,0.9208583958398237
500260,11329,12304.0,0.9207574772431729
420200,27929,30336.0,0.9206553270042194
432180,9985,10848.0,0.9204461651917404
330310,10643,11563.0,0.9204358730433279
521210,2884,3134.0,0.9202297383535418
330455,2954785,3211504.0,0.9200626871397327
431020,30213,32839.0,0.9200341057888486
431730,16022,17415.0,0.9200114843525696
353240,9049,9837.0,0.9198942767103792
352810,4122,4481.0,0.9198839544744477
292920,34243,37228.0,0.9198184162458365
430300,37785,41080.0,0.9197906523855891
411155,3731,4057.0,0.9196450579245748
520915,2781,3024.0,0.9196428571428571
230700,35798,38928.0,0.9195951500205508
410330,5049,5491.0,0.9195046439628483
432150,14546,15821.0,0.9194109095505973
431505,854,929.0,0.9192680301399354
316700,1764,1919.0,0.9192287649817613
431820,7668,8342.0,0.9192040278110765
355510,4808,5231.0,0.9191359204740968
350980,2795,3041.0,0.91910555738244
510345,4678,5090.0,0.9190569744597249
240360,43125,46927.0,0.9189805442495791
314310,13233,14400.0,0.9189583333333333
150240,126475,137654.0,0.9187891379836401
312950,11751,12791.0,0.9186928308967243
352220,103780,112973.0,0.9186265744912501
140010,181028,197067.0,0.9186114367194913
311090,7937,8641.0,0.9185279481541488
310160,36408,39645.0,0.9183503594400303
410420,43154,46996.0,0.9182483615626862
291800,124642,135739.0,0.9182475191359889
410050,7503,8172.0,0.9181350954478708
312990,1759,1916.0,0.9180584551148225
293230,16632,18120.0,0.9178807947019868
261370,87799,95659.0,0.917833136453444
353820,6441,7018.0,0.9177828441151326
330020,85240,92881.0,0.9177334438690368
431640,24558,26761.0,0.9176787115578641
170070,6438,7016.0,0.9176168757126568
270820,5323,5802.0,0.9174422612892106
500220,11845,12911.0,0.9174347455657966
260790,531404,579239.0,0.9174175081443066
312970,5547,6047.0,0.9173143707623616
230420,103515,112858.0,0.9172145528008648
240120,11201,12212.0,0.9172125777923354
353540,7652,8343.0,0.9171760757521276
316400,4219,4600.0,0.9171739130434783
410390,9941,10841.0,0.9169818282446269
210530,187335,204302.0,0.9169513759042985
240240,5801,6327.0,0.9168642326537063
352725,1818,1983.0,0.9167927382753404
521000,33656,36713.0,0.9167324925775611
350490,7188,7841.0,0.9167198061471751
412790,4665,5089.0,0.9166830418549813
313450,2461,2685.0,0.9165735567970205
351450,6041,6591.0,0.9165528751327567
412085,1120,1222.0,0.9165302782324058
411373,4871,5315.0,0.9164628410159925
313665,20077,21909.0,0.9163813957734265
430130,12226,13344.0,0.9162170263788969
500769,18027,19676.0,0.9161923155112828
410970,14778,16133.0,0.9160106613773011
510719,1611,1759.0,0.915861284820921
352830,1893,2067.0,0.9158200290275762
432253,3165,3456.0,0.9157986111111112
500410,8294,9057.0,0.9157557690184388
311670,5636,6155.0,0.9156783103168156
314440,2030,2217.0,0.9156517816869644
355210,11617,12689.0,0.9155173772558909
240480,1894,2069.0,0.915418076365394
410830,158589,173247.0,0.9153924743285597
412310,2182,2384.0,0.915268456375839
354250,2233,2440.0,0.9151639344262295
522005,1326,1449.0,0.9151138716356108
351520,4106,4487.0,0.9150880320927123
150150,62761,68596.0,0.9149367310047233
421140,1258,1375.0,0.9149090909090909
353640,4974,5437.0,0.9148427441603826
420560,1504,1644.0,0.9148418491484185
522050,4167,4555.0,0.9148188803512624
330513,4991,5456.0,0.9147727272727273
520380,4688,5125.0,0.9147317073170732
354310,2819,3082.0,0.9146658014276444
270050,18551,20287.0,0.9144279587913442
261340,20974,22938.0,0.9143778882204202
510360,6775,7410.0,0.9143049932523617
412430,1791,1959.0,0.9142419601837672
350170,10379,11353.0,0.9142076984057077
430570,2757,3016.0,0.9141246684350133
314070,17391,19025.0,0.9141130091984231
410160,10121,11075.0,0.9138600451467268
430843,604,661.0,0.913767019667171
221093,5615,6145.0,0.9137510170870626
520015,1754,1920.0,0.9135416666666667
293220,20915,22895.0,0.9135182354225814
314410,10244,11214.0,0.9135009809167113
521140,5660,6196.0,0.9134925758553906
432149,1678,1837.0,0.9134458356015243
292110,23218,25419.0,0.9134112278217081
310610,1645,1801.0,0.9133814547473625
312520,1254,1373.0,0.9133284777858703
351750,6565,7188.0,0.9133277685030606
353550,22404,24531.0,0.9132933838816192
411610,9983,10931.0,0.9132741743664806
280020,18069,19785.0,0.9132676269901441
412580,5367,5877.0,0.9132210311383359
412500,6954,7615.0,0.9131976362442548
352110,2618,2867.0,0.9131496337635159
292710,11637,12744.0,0.913135593220339
412870,3306,3621.0,0.9130074565037283
410940,86652,94949.0,0.9126162466166047
521940,4624,5067.0,0.9125715413459641
316690,4536,4971.0,0.9124924562462281
421500,8590,9415.0,0.9123738714816781
412630,9230,10117.0,0.9123257882771573
311450,8281,9077.0,0.9123058279167126
310560,59159,64846.0,0.9122999105573204
311720,1414,1550.0,0.912258064516129
355715,1597,1751.0,0.9120502569960023
510120,912,1000.0,0.912
350745,2173,2383.0,0.9118757868233319
411500,4653,5103.0,0.9118165784832452
351690,4135,4535.0,0.9117971334068358
280067,24760,27159.0,0.9116683235759785
521880,84592,92796.0,0.9115910168541748
260500,20663,22667.0,0.9115895354480081
352300,3366,3693.0,0.9114541023558083
411400,7976,8752.0,0.9113345521023766
350220,11255,12351.0,0.9112622459719861
314990,9375,10288.0,0.9112558320373251
432260,20646,22657.0,0.9112415589001192
421950,11646,12781.0,0.9111963070182302
500330,23769,26086.0,0.9111784098750287
411580,14781,16222.0,0.9111700160276168
355520,1046,1148.0,0.9111498257839721
270860,48912,53686.0,0.9110755131691689
312090,40549,44509.0,0.911029230043362
291530,7911,8684.0,0.9109857208659604
520330,17601,19321.0,0.910977692666011
354270,3526,3871.0,0.9108757427021441
510720,3101,3405.0,0.91071953010279
352570,7350,8071.0,0.9106678230702515
421970,7255,7967.0,0.9106313543366387
431303,2221,2439.0,0.9106191061910619
317050,4124,4529.0,0.9105762861558843
431120,9260,10170.0,0.9105211406096362
314590,14996,16470.0,0.9105039465695204
240220,23711,26043.0,0.9104557846638253
310945,4595,5047.0,0.9104418466415692
353286,559,614.0,0.9104234527687296
280050,14042,15424.0,0.910399377593361
354765,1192,1310.0,0.9099236641221374
316750,1362,1497.0,0.9098196392785571
521640,6718,7384.0,0.9098049837486457
312420,13724,15085.0,0.9097779250911502
261530,42336,46537.0,0.9097277435159121
150613,50476,55492.0,0.9096085922295105
350340,4737,5208.0,0.9095622119815668
410720,13164,14478.0,0.9092416079569001
410800,11686,12855.0,0.9090626215480357
354720,1068,1175.0,0.908936170212766
421170,4228,4652.0,0.9088564058469476
431720,24107,26528.0,0.9087379372738239
241070,2314,2547.0,0.9085198272477425
350715,2516,2770.0,0.908303249097473
410820,3434,3781.0,0.9082253372123776
314280,12219,13454.0,0.9082057380704623
280350,110759,121954.0,0.9082030929694803
421710,742,817.0,0.9082007343941249
352790,1385,1525.0,0.9081967213114754
314470,7878,8675.0,0.9081268011527378
521810,2556,2815.0,0.9079928952042629
420540,143470,158031.0,0.9078598502825395
291992,16389,18055.0,0.9077263915812794
521960,2300,2534.0,0.9076558800315706
210255,8580,9453.0,0.9076483655982228
110002,46961,51741.0,0.9076167835952146
311660,10610,11690.0,0.9076133447390933
421590,646,712.0,0.9073033707865169
280470,5478,6038.0,0.9072540576349785
410120,11196,12341.0,0.9072198363179645
315110,7646,8428.0,0.9072140484100617
355180,10070,11102.0,0.9070437758962349
522100,3053,3366.0,0.9070112893642306
291090,7195,7934.0,0.9068565666750693
311070,8644,9532.0,0.9068401174989509
431454,146,161.0,0.906832298136646
353930,19486,21488.0,0.9068317200297841
354960,2881,3177.0,0.9068303430909663
431043,1265,1395.0,0.9068100358422939
412402,8139,8977.0,0.9066503286175782
316935,15062,16615.0,0.9065302437556425
314690,7026,7752.0,0.9063467492260062
315020,2610,2880.0,0.90625
311190,2888,3187.0,0.9061813617822404
411722,3203,3535.0,0.9060820367751061
430560,964,1064.0,0.9060150375939849
310510,8261,9119.0,0.9059107358262968
351430,3676,4058.0,0.905864958107442
412795,4098,4524.0,0.9058355437665783
431235,548,605.0,0.9057851239669421
520055,5737,6335.0,0.9056037884767166
521056,3528,3896.0,0.9055441478439425
431335,115,127.0,0.905511811023622
352260,18235,20138.0,0.9055020359519317
291220,16766,18516.0,0.9054871462518903
521990,5027,5552.0,0.9054394812680115
240200,43939,48531.0,0.9053800663493438
170035,4821,5325.0,0.9053521126760563
420710,3860,4264.0,0.9052532833020638
353715,1423,1572.0,0.9052162849872774
500070,17565,19408.0,0.9050391591096455
411220,3306,3653.0,0.9050095811661648
310320,1600,1768.0,0.9049773755656109
411210,12118,13391.0,0.9049361511462923
316010,2234,2469.0,0.9048197650870798
330540,11851,13098.0,0.9047946251336082
311000,14802,16362.0,0.9046571323799046
352210,86261,95362.0,0.90456366267486
510680,2378,2629.0,0.9045264359071891
291080,463441,512363.0,0.904516914765508
350090,2193,2425.0,0.9043298969072165
351320,2755,3047.0,0.904168034131933
270550,21581,23870.0,0.9041055718475073
520393,2363,2614.0,0.9039785768936496
311020,3922,4339.0,0.9038949066605209
431261,931,1030.0,0.903883495145631
521486,5959,6593.0,0.9038374033065373
420245,7143,7903.0,0.9038339870935088
430605,4471,4947.0,0.9037800687285223
411880,8170,9040.0,0.9037610619469026
351920,3126,3459.0,0.9037294015611448
317080,22833,25266.0,0.9037045832343862
310630,15856,17547.0,0.9036302501852168
412520,4676,5175.0,0.9035748792270532
500190,17267,19110.0,0.9035583464154893
314460,11831,13094.0,0.9035436077592791
411330,10836,11993.0,0.9035270574501792
521180,29918,33117.0,0.9034030860283239
421240,916,1014.0,0.903353057199211
355000,5362,5936.0,0.9033018867924528
314870,23475,25988.0,0.9033015237802062
421360,7442,8239.0,0.9032649593397257
241090,6778,7505.0,0.9031312458361093
270030,119119,131899.0,0.9031076808770347
412730,9245,10237.0,0.9030966103350591
430471,2599,2878.0,0.9030576789437109
290090,7680,8506.0,0.9028920761815189
313780,13695,15170.0,0.9027686222808174
280640,8188,9070.0,0.9027563395810364
510625,12210,13527.0,0.9026391661122201
431545,1140,1263.0,0.9026128266033254
410100,7104,7871.0,0.9025536780586965
411620,10202,11304.0,0.9025123849964615
313740,5542,6141.0,0.9024588829180915
292780,7145,7918.0,0.9023743369537762
315880,3813,4226.0,0.9022716516800757
520735,3120,3458.0,0.9022556390977443
410760,12036,13340.0,0.9022488755622189
290800,23369,25901.0,0.902243156634879
315980,14593,16175.0,0.9021947449768161
412065,2093,2320.0,0.9021551724137931
311170,3171,3515.0,0.9021337126600284
330220,55309,61312.0,0.9020909446764092
522040,12997,14408.0,0.9020682953914492
520480,3359,3724.0,0.9019871106337272
355090,4847,5374.0,0.9019352437662821
313630,30503,33823.0,0.9018419418738728
520690,1166,1293.0,0.9017788089713844
352280,8458,9380.0,0.9017057569296375
210005,63808,70764.0,0.9017014301057035
355290,3288,3647.0,0.9015629284343296
171886,4853,5383.0,0.9015418911387703
351518,6912,7667.0,0.9015260206077996
430237,1812,2010.0,0.9014925373134328
280760,24873,27599.0,0.901228305373383
260290,148596,164889.0,0.9011880719756927
330490,469833,521581.0,0.9007862633033028
420757,381,423.0,0.900709219858156
311510,12046,13375.0,0.9006355140186916
312730,5241,5820.0,0.9005154639175258
410700,8172,9075.0,0.900495867768595
231085,24537,27257.0,0.9002091205928753
314640,2850,3166.0,0.9001895135818067
412750,13198,14662.0,0.9001500477424635
522150,3777,4196.0,0.9001429933269781
510795,37328,41471.0,0.9000988642665959
230980,11655,12950.0,0.9
350775,2490,2767.0,0.8998915793277918
431130,11273,12528.0,0.8998243933588761
315860,1895,2106.0,0.8998100664767331
410630,8485,9430.0,0.8997879109225875
431339,1488,1654.0,0.8996372430471584
430265,785,873.0,0.8991981672394044
522170,9236,10272.0,0.8991433021806854
410335,2780,3092.0,0.8990944372574385
353625,2118,2356.0,0.898981324278438
241000,3381,3761.0,0.8989630417442169
521390,2304,2563.0,0.8989465470152166
310205,3896,4335.0,0.8987312572087659
431980,4285,4768.0,0.8986996644295302
352460,9357,10413.0,0.8985883030826851
150553,130825,145590.0,0.8985850676557456
313910,2586,2878.0,0.8985406532314107
330110,8918,9926.0,0.8984485190409027
410910,1433,1595.0,0.8984326018808777
355350,4927,5484.0,0.8984318016046682
410770,3357,3737.0,0.8983141557398984
130260,1266007,1409365.0,0.8982818503368538
411200,17144,19089.0,0.8981088585048981
354890,65962,73449.0,0.8980653242385873
432070,5597,6233.0,0.8979624578854484
171865,1592,1773.0,0.8979131415679639
316390,2496,2780.0,0.897841726618705
261550,12661,14102.0,0.8978159126365055
312280,1458,1624.0,0.8977832512315271
353320,2255,2512.0,0.8976910828025477
431370,17217,19180.0,0.8976538060479666
411010,15596,17375.0,0.8976115107913669
500320,70385,78450.0,0.897195666029318
521710,11987,13362.0,0.8970962430773837
310830,7292,8129.0,0.8970353056956575
510025,25706,28658.0,0.8969921138948984
171845,2217,2472.0,0.8968446601941747
421410,634,707.0,0.8967468175388967
260960,320242,357121.0,0.8967324800277777
510740,3272,3649.0,0.8966840230200055
420380,15914,17748.0,0.8966644128915934
430355,1109,1237.0,0.8965238480194018
351290,5241,5846.0,0.896510434485118
120040,208192,232237.0,0.8964635264837214
431960,10126,11296.0,0.8964235127478754
315960,17878,19944.0,0.8964099478539912
240400,4628,5163.0,0.8963780747627348
293300,22843,25492.0,0.8960850462890319
354323,1595,1780.0,0.8960674157303371
312250,3025,3376.0,0.8960308056872038
251010,8150,9097.0,0.8958997471693965
280600,14241,15897.0,0.8958294017739196
353670,15410,17203.0,0.8957739929082137
431260,1057,1180.0,0.8957627118644068
260760,23294,26007.0,0.8956819317875957
355340,14315,15983.0,0.8956391165613464
330090,12327,13764.0,0.8955972101133391
250880,5256,5869.0,0.8955529050945646
510420,8939,9982.0,0.8955119214586256
431150,3402,3799.0,0.8954988154777573
312370,7026,7846.0,0.8954881468264083
420180,514,574.0,0.8954703832752613
315370,2001,2235.0,0.8953020134228188
521130,3386,3782.0,0.8952934955050238
312410,52445,58580.0,0.8952714236940935
315010,1357,1516.0,0.8951187335092349
241220,33246,37145.0,0.8950329788666038
310750,4643,5188.0,0.8949498843484965
521030,2705,3023.0,0.8948064836255375
350270,15505,17328.0,0.8947945521698984
313170,39147,43754.0,0.8947067696667733
411040,3370,3767.0,0.8946110963631537
350635,40764,45570.0,0.894535878867676
411090,2566,2869.0,0.8943882886023005
110005,8486,9489.0,0.8942986616081778
230495,20171,22557.0,0.8942235226315556
421270,1267,1417.0,0.8941425546930134
431112,2120,2371.0,0.8941374947279629
412740,6766,7568.0,0.8940274841437632
510800,4909,5491.0,0.8940083773447459
421750,3340,3736.0,0.8940042826552462
354810,1904,2130.0,0.8938967136150234
315200,15844,17725.0,0.8938787023977433
355050,3822,4276.0,0.8938260056127222
290320,99699,111550.0,0.8937606454504706
291970,16695,18680.0,0.8937366167023555
352910,1219,1364.0,0.8936950146627566
411280,5008,5604.0,0.8936473947180585
313750,7951,8898.0,0.8935715891211509
314995,5622,6292.0,0.8935155753337571
412880,3132,3506.0,0.8933257273245864
352650,1892,2118.0,0.8932955618508026
311760,2461,2755.0,0.8932849364791289
315580,11010,12329.0,0.8930164652445454
521220,13196,14779.0,0.8928885580891806
521760,65991,73914.0,0.892807857780664
260190,72709,81439.0,0.892803202396886
520320,6754,7568.0,0.8924418604651163
420950,1369,1534.0,0.8924380704041721
290560,20988,23523.0,0.8922331335288867
310163,3924,4398.0,0.8922237380627558
312640,1788,2004.0,0.8922155688622755
351970,38118,42723.0,0.892212625517871
315930,3839,4303.0,0.892168254706019
351090,1150,1289.0,0.8921644685802949
293170,18529,20772.0,0.8920181012901983
292100,43614,48898.0,0.891938320585709
313890,8023,8997.0,0.8917416916750027
317130,38837,43552.0,0.8917386113152094
150540,17718,19870.0,0.8916960241570207
412820,21154,23724.0,0.8916708818074524
292610,15143,16983.0,0.8916563622445975
353080,17357,19467.0,0.8916114450095033
355570,978,1097.0,0.8915223336371924
351810,3898,4373.0,0.8913789160759205
420430,11663,13085.0,0.8913259457393963
510675,22522,25274.0,0.8911133971670492
250855,3682,4132.0,0.8910939012584704
250750,433767,486916.0,0.8908456489415012
351760,11433,12835.0,0.890767432800935
260620,74753,83920.0,0.8907650142993327
315090,2698,3029.0,0.8907230108946848
280740,57623,64699.0,0.8906320035858359
240890,17702,19880.0,0.8904426559356137
314320,11239,12622.0,0.8904294089684678
316800,22225,24960.0,0.8904246794871795
320245,11037,12398.0,0.8902242297144701
320080,18979,21320.0,0.8901969981238274
431430,1832,2058.0,0.8901846452866861
350720,559,628.0,0.8901273885350318
312270,2406,2703.0,0.8901220865704772
510480,16295,18308.0,0.8900480664190518
230370,271179,304747.0,0.8898496129576338
315920,4685,5265.0,0.8898385565052231
292530,122158,137308.0,0.8896641127975063
510455,3063,3443.0,0.8896311356375254
432135,3373,3792.0,0.8895042194092827
411670,5070,5700.0,0.8894736842105263
315030,2253,2533.0,0.8894591393604422
432250,23807,26767.0,0.8894160720289909
431420,5658,6362.0,0.8893429739075762
410030,5761,6478.0,0.8893176906452609
352170,10145,11410.0,0.8891323400525855
410832,3676,4135.0,0.8889963724304716
311930,16483,18544.0,0.8888589301121657
270510,21044,23679.0,0.8887199628362684
292090,14095,15860.0,0.8887137452711223
353040,2570,2892.0,0.8886583679114799
420090,1499,1687.0,0.8885595732068761
421370,2567,2889.0,0.8885427483558325
241335,11944,13443.0,0.8884921520493937
240010,8231,9265.0,0.8883971937398812
310280,9677,10893.0,0.8883686771321032
220770,91230,102699.0,0.8883241316858003
150650,40646,45757.0,0.8883012435255808
110028,24656,27769.0,0.8878965753178004
510460,6618,7455.0,0.8877263581488933
521720,8316,9368.0,0.8877028181041845
317060,1603,1806.0,0.8875968992248062
312210,4830,5442.0,0.8875413450937155
522180,2499,2816.0,0.8874289772727273
171330,9245,10419.0,0.8873212400422306
261110,261640,294905.0,0.8872009630219901
230015,11759,13256.0,0.887070006035003
430655,1013,1142.0,0.8870402802101576
412555,950,1071.0,0.8870214752567693
500025,3755,4234.0,0.8868682097307511
432330,649,732.0,0.8866120218579235
352560,2258,2547.0,0.8865331762858265
521800,23892,26951.0,0.8864977180809618
310080,2506,2827.0,0.8864520693314467
420127,1083,1222.0,0.886252045826514
520650,3581,4041.0,0.8861667903984163
314000,35744,40340.0,0.8860684184432325
150550,68066,76842.0,0.8857916243720881
431710,51559,58211.0,0.8857260655202625
291640,61007,68882.0,0.8856740512760953
521500,6900,7791.0,0.8856372737774355
293010,63098,71246.0,0.8856356848103754
316170,4730,5341.0,0.8856019472008987
431750,28928,32668.0,0.8855148769437982
410270,1616,1825.0,0.8854794520547945
291580,20917,23623.0,0.8854506201583203
430800,2874,3246.0,0.8853974121996303
520545,4925,5563.0,0.8853136796692432
410880,15753,17794.0,0.8852984151961335
520180,9314,10521.0,0.8852770649177835
432335,517,584.0,0.8852739726027398
251365,2529,2857.0,0.8851942597129856
412570,14082,15911.0,0.8850480799446924
431643,1193,1348.0,0.8850148367952523
314020,1684,1903.0,0.8849185496584341
353690,1491,1685.0,0.88486646884273
431690,93650,105861.0,0.8846506267652866
230530,17738,20053.0,0.8845559267939959
351590,1471,1663.0,0.8845460012026458
521260,1754,1983.0,0.8845184064548663
411535,1689,1910.0,0.8842931937172774
316460,4499,5088.0,0.8842374213836478
421205,817,924.0,0.8841991341991342
320230,19022,21514.0,0.8841684484521707
315140,11008,12451.0,0.8841056943217412
310200,6589,7453.0,0.8840735274386153
312580,2115,2393.0,0.8838278311742582
431673,669,757.0,0.8837516512549538
312738,2668,3019.0,0.8837363365352766
310190,8801,9962.0,0.88345713712106
500085,6750,7641.0,0.8833922261484098
291610,23250,26321.0,0.8833251016298773
231180,50939,57678.0,0.8831616907659766
412220,19761,22377.0,0.883094248558788
260120,52950,59962.0,0.883059270871552
311390,5685,6438.0,0.8830382106244176
500540,17457,19773.0,0.8828705810954331
510452,3101,3513.0,0.8827213208084258
170230,4019,4553.0,0.8827146936086097
354090,5950,6741.0,0.8826583592938733
293077,21493,24352.0,0.8825969119579501
316560,1330,1507.0,0.8825481088254811
312350,819,928.0,0.8825431034482759
260780,12438,14094.0,0.8825031928480205
320170,6121,6937.0,0.8823699005333717
521730,13704,15531.0,0.882364303650763
240310,27656,31348.0,0.8822253413295904
520400,5340,6053.0,0.8822071699983479
350870,9457,10720.0,0.8821828358208955
350350,2446,2773.0,0.8820771727371078
431775,695,788.0,0.881979695431472
430350,28988,32869.0,0.8819252182907907
330475,35962,40788.0,0.8816808865352554
430740,2204,2500.0,0.8816
520980,2596,2945.0,0.8814940577249576
330570,11754,13335.0,0.8814398200224972
520470,7820,8872.0,0.8814247069431921
260950,25694,29152.0,0.881380351262349
521205,2019,2291.0,0.8812745525971192
352965,757,859.0,0.8812572759022119
171525,2262,2567.0,0.8811842617841839
420720,4584,5203.0,0.8810301748990966
160030,298821,339197.0,0.8809659283543192
420360,10055,11414.0,0.880935693008586
430580,2611,2964.0,0.8809041835357625
411260,1050,1192.0,0.8808724832214765
150620,24967,28348.0,0.8807323267955411
421800,11036,12531.0,0.8806958742319049
312180,4535,5150.0,0.8805825242718447
270520,13135,14919.0,0.8804209397412696
500470,9300,10564.0,0.88034835289663
353740,7394,8400.0,0.8802380952380953
410300,2253,2560.0,0.880078125
351990,4862,5525.0,0.88
500568,15500,17616.0,0.8798819255222525
410340,1472,1673.0,0.8798565451285116
231240,38565,43832.0,0.8798366490235444
421010,12941,14711.0,0.8796818707089933
280590,8961,10187.0,0.8796505349955827
421090,1022,1162.0,0.8795180722891566
431862,1627,1850.0,0.8794594594594595
521370,4202,4778.0,0.8794474675596484
310855,10912,12408.0,0.8794326241134752
311280,4025,4577.0,0.8793969849246231
411600,1122,1276.0,0.8793103448275862
411375,3584,4076.0,0.8792934249263984
240350,8042,9146.0,0.8792914935490925
411430,13401,15242.0,0.8792153260726939
240020,46106,52441.0,0.8791975744169638
312720,3521,4005.0,0.879151061173533
431830,28993,32979.0,0.8791352072531005
500630,26143,29739.0,0.8790813410000337
316530,3780,4300.0,0.8790697674418605
350540,6938,7893.0,0.8790067148105917
290405,14399,16382.0,0.8789525088511781
150293,32431,36901.0,0.878865071407279
412690,3729,4243.0,0.8788592976667452
230100,72959,83037.0,0.8786324168744054
521470,2772,3155.0,0.8786053882725832
410570,8873,10099.0,0.8786018417665116
411510,7470,8503.0,0.8785134658355874
355660,4524,5150.0,0.8784466019417476
171650,7210,8208.0,0.878411306042885
355200,2974,3386.0,0.8783225044300059
430540,1847,2103.0,0.8782691393247741
311330,20714,23588.0,0.8781583856198066
320020,16415,18693.0,0.8781362007168458
431800,27833,31699.0,0.8780403167292343
320480,8365,9527.0,0.8780308596620132
211120,159738,181928.0,0.8780286706829076
412853,5351,6095.0,0.8779327317473339
261180,31471,35851.0,0.8778276756575828
312570,8949,10197.0,0.8776110620770815
316257,5108,5822.0,0.8773617313637925
412000,6427,7327.0,0.8771666439197489
170310,5043,5750.0,0.8770434782608696
260850,16364,18660.0,0.8769560557341908
316580,1275,1454.0,0.8768913342503438
240570,8750,9979.0,0.8768413668704279
240180,9689,11050.0,0.8768325791855204
313070,2819,3216.0,0.8765547263681592
313350,9753,11128.0,0.8764378145219267
315725,7428,8479.0,0.87604670362071
500210,17086,19505.0,0.8759805178159447
510125,6823,7789.0,0.875978944665554
291920,119168,136056.0,0.8758746398541777
330120,12812,14628.0,0.875854525567405
150810,71646,81810.0,0.8757609094242758
251340,12478,14249.0,0.8757105761807846
500230,7021,8018.0,0.8756547767523073
320220,12318,14068.0,0.8756042081319306
230423,14483,16541.0,0.8755818874312314
290070,140531,160518.0,0.8754843693542157
410850,6965,7959.0,0.8751099384344767
314300,6390,7303.0,0.8749828837464055
110006,4648,5313.0,0.8748353096179183
411490,5511,6301.0,0.8746230757022695
280410,9135,10445.0,0.874581139301101
411310,3109,3555.0,0.8745428973277074
291150,9196,10516.0,0.8744769874476988
