cod_municipio,lixo_total,familias_cadastradas,lixo_porcentagem
354760,8453,8635.0,0.9789229878401853
430930,45751,46739.0,0.9788613363572177
230765,168760,172411.0,0.9788238569464826
330180,9179,9378.0,0.9787801236937513
315070,3274,3345.0,0.9787742899850523
432065,830,848.0,0.9787735849056604
351680,1521,1554.0,0.9787644787644788
355395,6677,6822.0,0.9787452360011727
354780,250278,255734.0,0.9786653319464756
230440,1813752,1853465.0,0.9785736444982776
355490,3319,3392.0,0.9784787735849056
313130,120722,123389.0,0.9783854314404039
351770,7828,8001.0,0.9783777027871516
431265,5551,5674.0,0.9783221713077194
350760,72182,73786.0,0.978261458813325
330130,22410,22908.0,0.9782608695652174
430187,3139,3209.0,0.9781863508881271
350380,18374,18784.0,0.9781729131175468
420750,8338,8525.0,0.9780645161290322
350940,10639,10878.0,0.9780290494576209
355680,10115,10343.0,0.9779561055786522
313360,6278,6420.0,0.9778816199376947
410560,5576,5703.0,0.977731018762055
420845,11536,11799.0,0.977709975421646
411410,10766,11012.0,0.9776607337450054
310960,2579,2638.0,0.9776345716451857
432132,955,977.0,0.977482088024565
314380,4500,4604.0,0.9774109470026064
353980,66930,68479.0,0.9773799266928548
230625,36799,37651.0,0.9773711189609837
310530,3108,3180.0,0.9773584905660377
352400,14136,14464.0,0.9773230088495575
350115,4299,4399.0,0.9772675608092748
430210,26502,27120.0,0.977212389380531
320110,8871,9078.0,0.9771976206212822
355070,41830,42808.0,0.9771538030274715
420195,7478,7653.0,0.9771331503985365
316180,5807,5943.0,0.9771159347131079
355170,47318,48427.0,0.9770995519028641
312630,1192,1220.0,0.9770491803278688
510040,8977,9188.0,0.9770352633870265
521450,15600,15967.0,0.9770150936306131
420990,1358,1390.0,0.9769784172661871
410780,2248,2301.0,0.9769665362885702
355160,9062,9276.0,0.976929711082363
432166,2410,2467.0,0.976895014187272
421900,4138,4236.0,0.9768649669499528
411840,46350,47448.0,0.9768588770864947
410150,60267,61698.0,0.9768063794612467
316870,33031,33817.0,0.9767572522695686
420220,1301,1332.0,0.9767267267267268
314520,28269,28944.0,0.976679104477612
431033,15400,15768.0,0.9766615930999493
352090,5898,6039.0,0.9766517635370094
354290,3591,3677.0,0.9766113679630133
410200,21094,21600.0,0.976574074074074
353920,7501,7681.0,0.9765655513604999
412460,4221,4323.0,0.9764052741151977
351310,14801,15159.0,0.9763836664687644
354020,15461,15835.0,0.9763814335333123
430786,124,127.0,0.9763779527559056
315100,5206,5332.0,0.9763690922730682
421880,2513,2574.0,0.9763014763014763
410465,10896,11162.0,0.9761691453144598
410180,65186,66779.0,0.9761451953458422
330095,5765,5906.0,0.9761259735861836
353215,1469,1505.0,0.9760797342192691
431140,21225,21748.0,0.9759518116608423
355630,9922,10167.0,0.9759024294285433
410115,1981,2030.0,0.9758620689655172
352740,8967,9189.0,0.9758406790728045
430780,7913,8109.0,0.9758293254408682
411460,16532,16942.0,0.9757997875103294
350230,4265,4371.0,0.9757492564630519
355310,3457,3543.0,0.9757267852102738
317120,72794,74605.0,0.9757254875678574
521375,5884,6031.0,0.9756259326811474
320040,16724,17142.0,0.9756154474390386
430460,148848,152574.0,0.9755790632742145
420210,16486,16900.0,0.9755029585798817
420570,11690,11984.0,0.9754672897196262
421505,1191,1221.0,0.9754299754299754
420060,713,731.0,0.9753761969904241
351519,2253,2310.0,0.9753246753246754
420880,4533,4648.0,0.9752581755593803
352550,3817,3914.0,0.9752171691364333
421430,354,363.0,0.9752066115702479
520120,903,926.0,0.9751619870410367
411240,5650,5794.0,0.9751467034863652
430469,2118,2172.0,0.9751381215469613
410210,11299,11588.0,0.9750604073179151
350130,13076,13411.0,0.9750205055551413
520505,3549,3640.0,0.975
350440,8184,8394.0,0.9749821300929236
150080,339365,348083.0,0.974954249417524
430380,2255,2313.0,0.9749243406830955
351060,197427,202514.0,0.9748807489852553
314015,9035,9269.0,0.9747545582047685
280010,2044,2097.0,0.9747257987601335
353200,6507,6676.0,0.9746854403834632
315460,175188,179753.0,0.974604039988206
431340,70945,72795.0,0.9745861666323237
280510,13071,13412.0,0.9745750074560096
350500,2298,2358.0,0.9745547073791349
313375,6852,7031.0,0.9745413170246053
355450,13847,14209.0,0.9745231895277641
240810,398003,408411.0,0.9745158675941638
354100,93662,96124.0,0.9743872498023386
352930,21976,22554.0,0.9743726168307174
330285,132249,135746.0,0.9742386515993104
353710,16488,16924.0,0.9742377688489718
354430,6538,6711.0,0.974221427507078
171610,21352,21919.0,0.9741320315707833
330340,82302,84489.0,0.9741149735468523
250400,268733,275876.0,0.9741079325494063
430060,82109,84292.0,0.9741019313813885
330010,109348,112258.0,0.974077571308949
350460,8755,8988.0,0.974076546506453
420260,4650,4774.0,0.974025974025974
420690,3525,3619.0,0.974025974025974
352640,12774,13115.0,0.9739992375142966
354240,6998,7187.0,0.9737025184360651
420020,1516,1557.0,0.9736673089274245
410900,3029,3111.0,0.9736419157827065
316320,2396,2461.0,0.9735879723689557
420830,19205,19727.0,0.9735388046839357
320530,138238,142006.0,0.9734659098911314
353150,6345,6518.0,0.9734581159864989
430910,8215,8439.0,0.9734565706837303
353680,2748,2823.0,0.973432518597237
312320,7682,7892.0,0.9733907754688292
355590,621,638.0,0.9733542319749217
352670,41124,42251.0,0.9733260751224823
352410,14668,15071.0,0.9732599031252074
353100,1091,1121.0,0.9732381801962533
330030,46197,47472.0,0.9731420626895855
411110,2315,2379.0,0.973097940311055
350660,19297,19832.0,0.9730233965308592
310670,251755,258747.0,0.972977464473018
354170,7489,7697.0,0.9729764843445499
432280,4518,4644.0,0.9728682170542635
240990,10512,10806.0,0.9727928928373126
351240,8717,8961.0,0.9727708961053454
350075,2562,2634.0,0.9726651480637813
411230,3022,3107.0,0.9726424203411651
431755,1098,1129.0,0.9725420726306466
410040,55313,56877.0,0.9725020658614203
430390,12975,13342.0,0.9724928796282416
420205,8165,8396.0,0.9724868985231062
350780,8833,9083.0,0.9724760541671253
241200,94008,96670.0,0.9724630185166029
354800,10415,10710.0,0.9724556489262371
351880,666819,685714.0,0.9724447801853251
330420,53427,54941.0,0.9724431663056734
352970,14867,15289.0,0.9723984564065669
412680,7538,7752.0,0.9723942208462333
316290,14789,15209.0,0.9723847721743705
353990,3682,3787.0,0.9722735674676525
330050,13918,14315.0,0.9722668529514495
313760,22677,23325.0,0.9722186495176849
355730,4021,4136.0,0.9721953578336557
411030,2512,2584.0,0.9721362229102167
430760,9340,9608.0,0.9721065778517902
311850,1253,1289.0,0.9720713731574864
500830,78259,80508.0,0.9720648879614449
432143,5696,5860.0,0.9720136518771331
280060,27838,28643.0,0.971895402017945
354925,1035,1065.0,0.971830985915493
330040,73423,75552.0,0.9718207327403643
412010,2171,2234.0,0.9717994628469113
430610,22880,23544.0,0.9717974855589534
421820,4226,4349.0,0.9717176362382157
353110,31529,32448.0,0.9716777613412229
412390,8947,9208.0,0.9716550825369245
432145,6538,6729.0,0.9716153960469609
355150,18941,19495.0,0.9715824570402667
500295,15400,15851.0,0.9715475364330326
421630,10878,11197.0,0.9715102259533803
351000,11593,11933.0,0.9715075840107266
350040,2860,2944.0,0.9714673913043478
354480,5039,5187.0,0.9714671293618662
431280,953,981.0,0.9714576962283384
351740,12686,13059.0,0.9714373229190596
500270,560163,576634.0,0.9714359541754388
354860,5797,5968.0,0.9713471849865952
353850,6020,6198.0,0.9712810584059374
241490,2637,2715.0,0.9712707182320443
411800,4190,4314.0,0.971256374594344
420650,13479,13878.0,0.9712494595763078
150442,114538,117929.0,0.9712454103740387
431127,743,765.0,0.9712418300653595
350920,49987,51468.0,0.9712248387347479
430920,102463,105500.0,0.9712132701421801
431400,1111,1144.0,0.9711538461538461
412770,44209,45525.0,0.9710928061504668
420400,4417,4549.0,0.9709826335458343
431480,12374,12744.0,0.9709667294413057
520110,164414,169339.0,0.9709163276032101
353190,13175,13571.0,0.9708201311620367
351170,6288,6477.0,0.9708198239925891
351220,14667,15110.0,0.9706816677696889
354410,27131,27951.0,0.9706629458695575
316370,21990,22655.0,0.9706466563672479
311970,1388,1430.0,0.9706293706293706
430463,27212,28036.0,0.9706092167213582
410750,7159,7376.0,0.9705802603036876
355385,5212,5370.0,0.9705772811918063
351300,87514,90168.0,0.9705660544760891
315360,6165,6352.0,0.9705604534005038
410980,27751,28593.0,0.9705522330640367
330240,118330,121921.0,0.9705465014230527
430905,3421,3525.0,0.9704964539007093
420730,14078,14506.0,0.970494967599614
421700,2330,2401.0,0.9704289879216993
230620,7345,7569.0,0.9704056017968028
330245,6426,6622.0,0.9704016913319239
411000,2416,2490.0,0.970281124497992
354870,265294,273474.0,0.9700885641779474
520355,6984,7200.0,0.97
353090,2162,2229.0,0.9699416778824586
240070,9400,9692.0,0.9698720594304581
355140,8721,8993.0,0.9697542533081286
351250,3806,3925.0,0.9696815286624204
412240,29283,30199.0,0.9696678697970131
354420,5368,5536.0,0.9696531791907514
353570,2355,2429.0,0.969534787978592
411830,1717,1771.0,0.9695087521174478
431850,15801,16298.0,0.9695054607927353
430085,3337,3442.0,0.9694944799535155
316200,13753,14186.0,0.9694769491047511
355635,3678,3794.0,0.9694254085397996
520360,2942,3035.0,0.9693574958813839
355230,4490,4632.0,0.9693436960276338
354940,9886,10199.0,0.969310716736935
280200,4390,4529.0,0.9693088982115258
353270,3094,3192.0,0.9692982456140351
431177,3400,3508.0,0.9692132269099202
314030,3052,3149.0,0.9691965703397905
420130,17862,18430.0,0.9691806836679328
270230,35893,37036.0,0.9691381358678043
351550,28650,29563.0,0.9691168014071644
355410,94856,97881.0,0.969095125713877
421130,24032,24801.0,0.9689931857586388
355250,158787,163875.0,0.9689519450800915
330025,29711,30664.0,0.968921210540047
351500,173459,179026.0,0.9689039580843006
313490,10952,11304.0,0.9688605803255484
330450,5934,6125.0,0.9688163265306122
316880,4219,4355.0,0.9687715269804822
313440,26826,27692.0,0.9687274303047811
314480,32641,33695.0,0.9687193945689272
521910,5224,5393.0,0.9686630817726682
353030,17830,18407.0,0.9686532297495518
411640,1631,1684.0,0.9685273159144893
410610,2491,2572.0,0.96850699844479
350300,2672,2759.0,0.9684668358100761
315290,4417,4561.0,0.9684279763209822
330185,50550,52200.0,0.9683908045977011
270220,6078,6277.0,0.968296957145133
431405,21077,21768.0,0.9682561558250643
315895,23111,23871.0,0.9681622051862092
411995,18364,18968.0,0.9681568958245466
310540,10533,10880.0,0.9681066176470589
421545,2516,2599.0,0.9680646402462486
352060,2909,3005.0,0.9680532445923461
522140,91924,94961.0,0.968018449679342
431535,1029,1063.0,0.9680150517403575
311787,2813,2906.0,0.9679972470750172
510525,30444,31451.0,0.9679819401608852
355360,4837,4997.0,0.9679807884730839
351960,21128,21827.0,0.9679754432583497
311560,1086,1122.0,0.9679144385026738
261540,35641,36823.0,0.9679004969720012
350520,9130,9433.0,0.9678787236298102
312510,18465,19078.0,0.967868749344795
351640,78796,81415.0,0.9678314806853774
291460,66113,68311.0,0.967823630162053
241420,11128,11499.0,0.9677363248978172
352440,75162,77669.0,0.9677219997682474
411740,1737,1795.0,0.9676880222841225
351630,113697,117496.0,0.9676669844079798
352710,20875,21573.0,0.9676447411115746
432300,118050,122006.0,0.9675753651459764
351340,31777,32842.0,0.9675720114487546
354990,305313,315566.0,0.9675091739921284
432000,58360,60322.0,0.9674745532309936
352080,1662,1718.0,0.9674039580908033
520005,13642,14102.0,0.9673805134023543
316990,47969,49593.0,0.9672534430262335
420450,3246,3356.0,0.967222884386174
431861,354,366.0,0.9672131147540983
260400,81744,84517.0,0.9671900327744714
420700,12059,12469.0,0.967118453765338
353340,12906,13347.0,0.9669588671611599
420545,5701,5896.0,0.9669267299864315
353430,8738,9037.0,0.9669137988270444
315470,2396,2478.0,0.966908797417272
354950,5924,6127.0,0.9668679614819651
354075,10899,11273.0,0.9668233833052426
330260,27308,28247.0,0.9667575317732856
412550,137457,142191.0,0.9667067535919995
313010,21837,22590.0,0.9666666666666667
280360,20242,20940.0,0.9666666666666667
431036,1043,1079.0,0.9666357738646896
412535,2827,2925.0,0.9664957264957265
320130,221185,228867.0,0.9664346541878034
431320,2475,2561.0,0.9664193674345959
311830,32928,34074.0,0.9663673181898221
313000,1723,1783.0,0.9663488502523836
520549,62851,65041.0,0.966328930981996
354200,3414,3533.0,0.966317577129918
315990,12451,12885.0,0.9663174233604968
410840,33029,34183.0,0.9662405289178831
351490,8588,8889.0,0.966137923275959
410370,52269,54102.0,0.9661195519574137
410960,31775,32890.0,0.9660991182730313
410230,7186,7439.0,0.9659900524264013
280430,8515,8815.0,0.9659671015314805
430535,13269,13737.0,0.9659314260755624
421320,2323,2405.0,0.9659043659043659
410460,8972,9289.0,0.9658736139519862
311440,11155,11550.0,0.9658008658008658
250180,89939,93127.0,0.9657671781545631
354710,1749,1811.0,0.9657647708448371
351905,2310,2392.0,0.9657190635451505
430770,28046,29042.0,0.9657048412643757
350770,3938,4078.0,0.9656694458067681
320120,98628,102144.0,0.965578007518797
352010,8832,9147.0,0.9655624795014759
311260,9565,9907.0,0.9654789542747553
510060,5699,5903.0,0.9654413010333729
430755,1648,1707.0,0.9654364381956649
310900,15661,16222.0,0.965417334484034
353790,10799,11186.0,0.9654031825496155
330550,73328,75956.0,0.9654010216441098
353650,27122,28097.0,0.9652987863472968
420940,13624,14114.0,0.9652826980303245
354770,9336,9672.0,0.9652605459057072
421190,53380,55304.0,0.9652104730218429
410810,1607,1665.0,0.9651651651651652
420770,1108,1148.0,0.9651567944250871
510263,14177,14689.0,0.9651439852951188
420280,5644,5848.0,0.9651162790697675
410360,14168,14681.0,0.9650568762345889
354030,1933,2003.0,0.9650524213679481
351420,1817,1883.0,0.9649495485926712
411720,3716,3851.0,0.9649441703453648
350610,27461,28459.0,0.9649320074493131
521440,5352,5547.0,0.9648458626284478
316220,2552,2645.0,0.9648393194706995
353160,2305,2389.0,0.9648388447048974
351560,1948,2019.0,0.9648340762753839
351820,11845,12277.0,0.9648122505498086
431240,19796,20518.0,0.9648113851252559
431415,2631,2727.0,0.9647964796479648
410550,28045,29070.0,0.9647402820777434
311990,1887,1956.0,0.9647239263803681
260345,110033,114058.0,0.9647109365410581
350680,4316,4474.0,0.9646848457755923
432090,9971,10337.0,0.9645932088613718
410580,107499,111447.0,0.9645750895044282
230730,217445,225456.0,0.9644675679511745
520910,17113,17744.0,0.9644386834986475
293135,116064,120347.0,0.9644112441523262
420590,11559,11986.0,0.9643751042883364
172100,182061,188795.0,0.9643316825127785
412130,2753,2855.0,0.9642732049036777
312920,3319,3442.0,0.9642649622312609
354370,3686,3823.0,0.9641642688987706
351110,21798,22609.0,0.9641293290282631
320510,46362,48089.0,0.9640874212397845
520450,52157,54101.0,0.9640672076301732
420270,2146,2226.0,0.9640610961365679
310150,23344,24218.0,0.9639111404740276
420300,29572,30683.0,0.9637910243457289
320334,7129,7397.0,0.9637690955792889
350430,2447,2539.0,0.9637652619141395
320506,10186,10569.0,0.9637619453117608
352490,3138,3256.0,0.9637592137592138
421985,1194,1239.0,0.9636803874092009
312240,2864,2972.0,0.9636608344549125
510670,1510,1567.0,0.9636247606892151
355220,207042,214865.0,0.9635910920810742
270690,36616,38002.0,0.9635282353560339
355640,12969,13460.0,0.9635215453194651
411850,29443,30562.0,0.9633859040638701
352690,101333,105188.0,0.9633513328516561
353070,42513,44131.0,0.9633364301738008
410280,8377,8696.0,0.9633164673413064
230523,59057,61308.0,0.9632837476348927
431740,19050,19777.0,0.9632401274207413
354520,31221,32413.0,0.9632246320920618
330070,127120,131975.0,0.9632127296836522
350810,10937,11355.0,0.963188022897402
431695,811,842.0,0.9631828978622328
352800,4906,5094.0,0.9630938358853554
420460,37428,38869.0,0.9629267539684582
411690,14311,14862.0,0.9629255820212623
280250,3576,3714.0,0.962843295638126
170950,40832,42411.0,0.9627690929240056
313480,4132,4292.0,0.9627213420316869
351350,52124,54143.0,0.9627098609238498
314430,28784,29900.0,0.962675585284281
412360,1031,1071.0,0.9626517273576097
311060,13236,13750.0,0.9626181818181818
430940,4570,4748.0,0.9625105307497894
353480,6004,6238.0,0.9624879769156781
430700,29429,30576.0,0.9624869178440607
350750,44864,46615.0,0.9624369838034967
350050,5681,5903.0,0.9623920040657293
351200,5817,6045.0,0.9622828784119106
314110,18061,18770.0,0.962226957911561
314550,2673,2778.0,0.9622030237580994
315780,115069,119590.0,0.9621958357722218
351050,68728,71429.0,0.9621862268826387
353530,9614,9992.0,0.9621697357886309
421380,3201,3327.0,0.9621280432822362
314390,57129,59382.0,0.9620592098615742
352780,2358,2451.0,0.9620563035495716
314730,9097,9456.0,0.9620346869712352
314080,6841,7111.0,0.9620306567290113
431843,1063,1105.0,0.9619909502262444
430070,2251,2340.0,0.961965811965812
317010,108648,112946.0,0.9619464168717794
353475,5932,6167.0,0.9618939516782876
330415,18349,19076.0,0.9618892849654016
330580,97005,100850.0,0.9618740704015866
280270,8703,9048.0,0.9618700265251989
355440,2672,2778.0,0.9618430525557955
521523,53528,55652.0,0.9618342557320492
410480,147324,153172.0,0.9618206982999504
420670,4483,4661.0,0.9618107702209826
351385,1359,1413.0,0.9617834394904459
320250,10565,10985.0,0.9617660446062813
317200,23503,24439.0,0.9617005605794018
352950,1932,2009.0,0.9616724738675958
410590,6044,6285.0,0.9616547334924423
355400,36389,37840.0,0.961654334038055
351150,11031,11471.0,0.9616424025804202
354180,1654,1720.0,0.9616279069767442
420900,6060,6302.0,0.9615994922246905
500570,32602,33904.0,0.9615974516281265
292740,1504164,1564272.0,0.9615744576390807
520013,12927,13444.0,0.9615441832787861
354000,9526,9907.0,0.9615423437973151
330022,7442,7740.0,0.9614987080103359
410337,2795,2907.0,0.9614723082215342
351512,1721,1790.0,0.9614525139664805
411700,5735,5965.0,0.961441743503772
520250,6231,6481.0,0.9614257059095819
312870,21220,22072.0,0.9613990576295759
330300,24105,25073.0,0.9613927332190005
330520,61156,63614.0,0.9613607067626623
520510,36994,38481.0,0.9613575530781424
312300,4249,4420.0,0.9613122171945702
410060,7401,7699.0,0.9612936745031823
351565,1018,1059.0,0.9612842304060434
520920,16903,17584.0,0.9612716105550501
411990,147072,152999.0,0.9612611847136255
350290,13349,13887.0,0.9612587311874415
315390,4568,4753.0,0.961077214390911
352510,17303,18004.0,0.961064207953788
