pop_agua,cod_municipio,pop_2021,pop_agua_porcentagem
1437.0,1400704,10789,0.13319121327277783
20800.0,1500107,159080,0.13075182298214735
6707.0,1500131,7486,0.8959390862944162
7650.0,1500206,55669,0.1374193896064237
5116.0,1500305,39567,0.12929966891601588
7920.0,1500347,27615,0.28680065181966324
7696.0,1500404,57092,0.1347999719750578
28000.0,1500503,34076,0.8216926869350862
49384.0,1500602,115969,0.4258379394493356
1635.0,1500701,29688,0.05507275666936136
182625.0,1500800,535547,0.34100648495836966
2300.0,1500909,46471,0.049493232338447636
7014.0,1500958,31773,0.22075346992729677
5800.0,1501006,16404,0.3535722994391612
14281.0,1501105,31325,0.4558978451715882
32220.0,1501204,48459,0.6648919705317897
47010.0,1501303,127027,0.370078802144426
1157580.0,1501402,1499641,0.7719047425350467
12202.0,1501451,17839,0.6840069510622793
51034.0,1501501,63768,0.8003073641952076
9201.0,1501576,17118,0.5375043813529617
17661.0,1501709,128914,0.1369983089501528
14005.0,1501725,14983,0.9347260228258694
7357.0,1501758,7368,0.9985070575461455
5188.0,1501782,67332,0.07705103071347948
25700.0,1501808,103497,0.24831637632008657
29417.0,1501907,29427,0.9996601760288171
15785.0,1501956,34609,0.4560952353434078
3141.0,1502004,24064,0.13052692819148937
136390.0,1502103,139364,0.9786601991906088
35000.0,1502152,38103,0.9185628428207753
9457.0,1502202,69431,0.1362071697080555
11041.0,1502301,54425,0.20286632981166744
44150.0,1502400,203251,0.21721910347304565
3916.0,1502608,12131,0.32280933146484214
22600.0,1502707,47991,0.4709216311391719
12171.0,1502772,17846,0.682001568979043
10410.0,1502806,34994,0.29747956792593017
6971.0,1502855,14587,0.4778912730513471
47589.0,1502939,60469,0.7869982966478691
19460.0,1502954,33940,0.5733647613435474
5208.0,1503002,7070,0.7366336633663366
12000.0,1503093,41081,0.2921058396825783
11250.0,1503101,33755,0.3332839579321582
6028.0,1503309,63036,0.09562789517101339
2802.0,1503408,11861,0.23623640502487142
65000.0,1503457,65625,0.9904761904761905
8700.0,1503606,101395,0.08580304748754869
6200.0,1503705,53355,0.11620279261549996
24000.0,1503804,59842,0.401056114434678
5531.0,1504000,29282,0.1888873710812103
10127.0,1504059,30235,0.33494294691582605
4021.0,1504109,8573,0.4690306777090867
94600.0,1504208,283542,0.33363663936912347
9650.0,1504406,28450,0.3391915641476274
43631.0,1504422,133685,0.32637169465534654
22000.0,1504455,31975,0.6880375293197811
8730.0,1504604,31530,0.2768791627021884
7036.0,1504703,83182,0.08458560746315309
9200.0,1504802,58162,0.1581788796808913
38500.0,1504901,40906,0.9411822226568229
4360.0,1504976,16854,0.25869229856413906
2946.0,1505007,15506,0.18999097123694053
25769.0,1505031,25766,1.0001164325079561
3590.0,1505064,77214,0.04649415909032041
15993.0,1505106,52306,0.3057584215959928
4904.0,1505205,32850,0.14928462709284626
74503.0,1505304,74016,1.0065796584522266
1760.0,1505403,17961,0.09799008963866154
7575.0,1505494,7582,0.9990767607491428
98082.0,1505502,114503,0.856588910334227
194600.0,1505536,213576,0.9111510656628086
1602.0,1505601,8081,0.19824279173369633
2784.0,1505650,31659,0.08793707950345873
9081.0,1505700,31549,0.2878379663380773
1632.0,1505809,62945,0.025927396933831122
17952.0,1505908,41801,0.42946340996626875
7750.0,1506005,29846,0.2596662869396234
10962.0,1506112,13702,0.8000291928185667
42138.0,1506138,85563,0.4924792258335963
38704.0,1506187,52803,0.7329886559475788
13800.0,1506195,51500,0.26796116504854367
36731.0,1506203,40922,0.8975856507502077
7718.0,1506302,24075,0.3205815160955348
14350.0,1506351,21449,0.6690288591542729
9395.0,1506401,10314,0.910897808803568
63060.0,1506500,71837,0.877820621685204
1259.0,1506559,19843,0.06344806732852895
1698.0,1506583,21850,0.0777116704805492
10206.0,1506609,24995,0.4083216643328666
9694.0,1506708,74419,0.1302624329808248
156050.0,1506807,306480,0.5091686243800574
4267.0,1507102,18129,0.23536874620773346
17110.0,1507151,25753,0.6643886149186502
17635.0,1507201,32139,0.548710289679206
2356.0,1507300,132138,0.017829844556448562
5173.0,1507409,15930,0.32473320778405523
13144.0,1507458,24705,0.5320380489779397
11583.0,1507474,23244,0.4983221476510067
3668.0,1507508,14051,0.2610490356558252
23613.0,1507607,59632,0.39597866917091495
3967.0,1507755,6009,0.6601764020635713
20462.0,1507904,25565,0.8003911597887737
14477.0,1507953,108969,0.13285429801136103
6050.0,1507961,11847,0.510677808727948
17419.0,1507979,18917,0.9208119680710473
51200.0,1508001,64030,0.7996251756988911
4034.0,1508035,31257,0.12905909076366895
35899.0,1508084,40136,0.894433924656169
110525.0,1508100,115144,0.9598850135482526
62286.0,1508126,60761,1.0250983361037507
8430.0,1508209,54172,0.15561544709443995
5190.0,1508308,61751,0.08404722190733753
6250.0,1508357,15279,0.4090581844361542
20534.0,1508407,45086,0.4554407133034645
1867.0,1600055,5488,0.34019679300291544
2202.0,1600105,9187,0.2396865135517579
574.0,1600154,17067,0.03363215562196051
1421.0,1600204,11306,0.12568547673801522
2754.0,1600212,6101,0.4514014096049828
2327.0,1600238,7967,0.29207982929584536
1588.0,1600253,5617,0.2827131920954246
15396.0,1600279,51362,0.2997546824500604
191171.0,1600303,512902,0.3727242241207872
3391.0,1600402,22053,0.15376592753820342
1926.0,1600501,27906,0.06901741560954633
672.0,1600535,22452,0.029930518439337254
1116.0,1600550,5246,0.21273351124666412
52215.0,1600600,123096,0.42418112692532656
2335.0,1600709,17769,0.13140863301254996
7401.0,1600808,16254,0.4553340716131414
1611.0,1700251,2594,0.6210485736314572
5983.0,1700301,6892,0.8681079512478236
4724.0,1700350,5346,0.8836513280957725
5945.0,1700400,6979,0.8518412379997135
7932.0,1700707,8396,0.9447355883754168
8602.0,1701002,9492,0.906236831015592
2495.0,1701051,3454,0.7223508975101331
3854.0,1701101,4848,0.79496699669967
3661.0,1701309,5731,0.6388064910137847
4684.0,1701903,7155,0.6546470999301188
6457.0,1702000,8467,0.7626077713475847
180847.0,1702109,183381,0.986181774556797
5429.0,1702158,5793,0.9371655446228206
21000.0,1702208,36170,0.5805916505391209
5714.0,1702307,6616,0.8636638452237001
8214.0,1702406,10534,0.7797607746345168
16386.0,1702554,18643,0.8789357935954514
3458.0,1702703,3783,0.9140893470790378
6106.0,1703008,10666,0.5724732795799737
3188.0,1703057,3592,0.8875278396436526
4144.0,1703073,4632,0.8946459412780656
4996.0,1703107,5651,0.8840913112723412
3572.0,1703206,4448,0.8030575539568345
3840.0,1703305,5008,0.7667731629392971
2158.0,1703602,2211,0.9760289461781999
5007.0,1703701,5519,0.9072295705743794
11644.0,1703800,11497,1.0127859441593459
1841.0,1703826,2284,0.8060420315236427
7312.0,1703842,10312,0.7090768037238169
2507.0,1703867,4441,0.5645124971853186
2316.0,1703883,2603,0.8897426046868997
3935.0,1703891,4130,0.9527845036319612
5368.0,1703909,5442,0.9864020580668872
2314.0,1704105,2936,0.7881471389645777
794.0,1704600,1410,0.5631205673758866
1683.0,1705102,3331,0.5052536775743021
35439.0,1705508,35851,0.9885079914088868
4363.0,1705557,4861,0.8975519440444353
3900.0,1705607,4087,0.9542451676046
5526.0,1706001,5639,0.9799609859904238
6338.0,1706100,7278,0.8708436383621874
1607.0,1706258,1735,0.9262247838616715
20652.0,1707009,22424,0.9209775240813414
4903.0,1707108,6943,0.7061788852081233
2586.0,1707207,7185,0.35991649269311066
3118.0,1707306,4686,0.6653862569355528
7958.0,1707405,11139,0.7144267887602118
3733.0,1707553,3830,0.9746736292428199
4343.0,1707652,5243,0.8283425519740607
6651.0,1707702,8874,0.7494929006085193
14770.0,1708205,18399,0.8027610196206315
2127.0,1708254,2602,0.8174481168332052
2860.0,1708304,5130,0.557504873294347
8423.0,1709005,13095,0.6432226040473463
24912.0,1709302,26165,0.9521115994649341
87384.0,1709500,87545,0.9981609457993033
1895.0,1709807,2052,0.9234892787524367
6125.0,1710508,7452,0.8219269994632313
3268.0,1710706,5832,0.5603566529492455
2067.0,1710904,3795,0.5446640316205533
2171.0,1711100,2420,0.8971074380165289
2200.0,1711506,3878,0.5673027333677153
1967.0,1711803,2184,0.9006410256410257
10029.0,1711902,13676,0.7333284586136297
4369.0,1711951,4393,0.9945367630320965
3129.0,1712009,3167,0.9880012630249447
1451.0,1712157,1954,0.7425793244626407
2800.0,1712405,3733,0.7500669702652023
2991.0,1712454,3154,0.9483195941661382
4309.0,1712504,5254,0.8201370384468976
1768.0,1712702,2729,0.6478563576401613
2775.0,1712801,3448,0.804814385150812
16392.0,1713205,17936,0.9139161462979483
12277.0,1713304,13493,0.9098791966204699
3510.0,1713601,8066,0.43515993057277463
2192.0,1713700,2295,0.955119825708061
4348.0,1713809,6745,0.6446256486286138
3299.0,1713957,3587,0.9197100641204349
7927.0,1714203,9250,0.8569729729729729
3724.0,1714302,3834,0.9713093375065206
9372.0,1714880,11917,0.786439540152723
3845.0,1715002,4304,0.8933550185873605
4357.0,1715101,4397,0.9909028883329543
1733.0,1715150,2332,0.7431389365351629
2674.0,1715259,2745,0.9741347905282332
880.0,1715507,1118,0.7871198568872988
3928.0,1715705,6131,0.6406785190017942
6664.0,1715754,7676,0.8681605002605524
51186.0,1716109,51891,0.9864138289876857
5577.0,1716208,10437,0.5343489508479448
4668.0,1716307,4867,0.9591123895623588
13950.0,1716505,13773,1.0128512306686996
7109.0,1716604,11873,0.5987534742693507
3059.0,1716653,5512,0.5549709724238027
6960.0,1716703,8141,0.854931826556934
2887.0,1717008,4430,0.6516930022573364
1446.0,1717206,3033,0.47675568743818003
4420.0,1717503,7743,0.5708381764174093
2524.0,1717800,4591,0.549771291657591
5165.0,1717909,8116,0.6363972400197141
2196.0,1718006,3170,0.6927444794952682
49798.0,1718204,53316,0.9340160552179458
5616.0,1718303,8498,0.6608613791480348
3216.0,1718402,3676,0.8748639825897715
2585.0,1718451,2717,0.951417004048583
3746.0,1718501,4342,0.8627360663288807
4507.0,1718550,4684,0.9622117847993168
2030.0,1718659,2171,0.9350529709811147
2773.0,1718709,2856,0.97093837535014
3101.0,1718758,6488,0.4779593094944513
4556.0,1718808,4794,0.950354609929078
3226.0,1718840,3373,0.9564186184405574
2108.0,1718881,3486,0.6047045324153758
1038.0,1718899,2386,0.4350377200335289
3385.0,1718907,4846,0.6985142385472555
2821.0,1719004,2897,0.9737659647911633
2414.0,1720002,2530,0.9541501976284585
4826.0,1720101,5391,0.8951956965312557
1588.0,1720150,1598,0.9937421777221527
12445.0,1720200,12294,1.0122824141857816
2787.0,1720259,3094,0.900775694893342
4056.0,1720309,4852,0.8359439406430338
2391.0,1720499,3904,0.6124487704918032
4369.0,1720655,5428,0.804900515843773
4777.0,1720804,8997,0.5309547626986774
1905.0,1720853,1986,0.959214501510574
13323.0,1720903,16825,0.7918573551263002
2085.0,1720937,2166,0.9626038781163435
2400.0,1720978,2812,0.8534850640113798
309784.0,1721000,306296,1.0113876772794943
5552.0,1721109,7617,0.7288958907706446
21370.0,1721208,22845,0.9354344495513242
1896.0,1721257,1922,0.9864724245577523
2592.0,1721307,2729,0.949798460974716
7807.0,1722081,11734,0.665331515254815
10355.0,1722107,11520,0.8988715277777778
122544.0,2100055,113121,1.0833001829898958
1420.0,2100105,6578,0.21587108543630282
6183.0,2100204,22112,0.27962192474674386
6428.0,2100303,26757,0.24023619987293046
680.0,2100402,8189,0.08303822200512884
18566.0,2100436,27858,0.6664512886782971
8625.0,2100477,31943,0.2700122092477225
7329.0,2100501,11212,0.653674634320371
5012.0,2100600,41729,0.12010831795633732
9626.0,2100709,26988,0.3566770416481399
6867.0,2100808,15894,0.4320498301245753
17356.0,2100832,17413,0.9967265835869753
1780.0,2100873,15551,0.11446209246993762
6944.0,2100907,46771,0.14846806781980287
7344.0,2100956,32764,0.22414845562202418
1945.0,2101103,12183,0.15964869079865388
83502.0,2101202,104790,0.7968508445462353
3436.0,2101251,17252,0.19916531416647346
3428.0,2101301,18654,0.18376755655623458
5696.0,2101350,5670,1.0045855379188713
87000.0,2101400,95929,0.9069207434665221
10019.0,2101509,18924,0.529433523567956
34311.0,2101608,88492,0.38772996429055734
17995.0,2101707,63217,0.2846544442159546
2220.0,2101806,5638,0.3937566512947854
1765.0,2101939,6073,0.29063066029968715
6200.0,2101970,8382,0.7396802672393223
12871.0,2102002,41822,0.3077566830854574
34000.0,2102036,34567,0.9835970723522435
4678.0,2102077,16438,0.2845844993308188
8127.0,2102101,36651,0.22174019808463616
7629.0,2102150,9014,0.846350122032394
3884.0,2102200,28798,0.1348704771164664
12213.0,2102309,23939,0.5101716863695225
10198.0,2102325,72983,0.1397311702725292
2177.0,2102408,11216,0.19409771754636235
1509.0,2102507,19451,0.0775795588915737
14530.0,2102556,14453,1.0053276136442262
3714.0,2102606,20278,0.18315415721471545
6743.0,2102705,22117,0.30487860017181356
22000.0,2102804,24165,0.9104076143182288
2793.0,2102903,23952,0.11660821643286573
135000.0,2103000,165525,0.8155867693701858
41245.0,2103208,80195,0.5143088721241973
5965.0,2103257,14777,0.40366786221831225
109164.0,2103307,123116,0.8866759803762305
5325.0,2103406,49621,0.10731343584369521
19205.0,2103505,41312,0.46487703330751357
4585.0,2103554,16400,0.27957317073170734
50688.0,2103604,65544,0.773343097766386
30328.0,2103703,32626,0.9295653773064427
9968.0,2103752,12916,0.771755961598018
13570.0,2103802,23372,0.5806092760568201
1663.0,2103901,11401,0.14586439785983685
8522.0,2104008,17104,0.49824602432179604
1520.0,2104107,12647,0.12018660551909544
8573.0,2104206,17790,0.4818999437886453
2917.0,2104305,11963,0.24383515840508233
6126.0,2104404,17944,0.3413954525189478
5162.0,2104503,10886,0.4741870292118317
18100.0,2104552,18520,0.9773218142548596
3496.0,2104602,14656,0.23853711790393012
3620.0,2104628,7844,0.46149923508414076
3682.0,2104651,10151,0.36272288444488227
16008.0,2104677,25539,0.6268060613179842
2712.0,2104701,6261,0.43315764254911354
62480.0,2104800,70065,0.8917433811460787
6572.0,2104909,11997,0.5478036175710594
3092.0,2105005,28932,0.10687128439098575
2017.0,2105104,27269,0.07396677545931277
14324.0,2105153,14324,1.0
3873.0,2105203,11387,0.34012470360937913
227736.0,2105302,259337,0.8781469670737303
9626.0,2105351,16005,0.6014370509215871
39526.0,2105401,68723,0.5751495132633907
26134.0,2105427,26068,1.0025318398035905
3105.0,2105450,10310,0.3011639185257032
15135.0,2105500,23740,0.6375315922493682
3335.0,2105609,16198,0.20588961600197556
996.0,2105658,4392,0.226775956284153
4268.0,2105708,50616,0.08432116326853169
3382.0,2105807,10869,0.31116018032937715
2536.0,2105906,16314,0.15544930734338605
10940.0,2105922,11265,0.9711495783399912
6956.0,2106003,11918,0.5836549756670583
5265.0,2106102,12214,0.431062714917308
2932.0,2106201,6984,0.4198167239404353
24582.0,2106300,20029,1.2273203854411103
4130.0,2106359,7775,0.5311897106109325
2232.0,2106375,16511,0.13518260553570347
2090.0,2106409,16977,0.12310773399304942
1194.0,2106508,23482,0.05084745762711865
3596.0,2106631,17033,0.21111959138143604
2188.0,2106706,21031,0.1040368979126052
531.0,2106755,28754,0.018466995896223134
2285.0,2106805,15011,0.15222170408367197
5740.0,2106904,33664,0.17050855513307986
4755.0,2107001,9111,0.5218966084952256
3145.0,2107100,19572,0.16068873901491929
4847.0,2107209,14642,0.3310340117470291
3000.0,2107258,5427,0.552791597567717
1647.0,2107308,4682,0.35177274668944897
6891.0,2107357,21080,0.3268975332068311
1851.0,2107407,19561,0.09462706405602986
95966.0,2107506,123747,0.7755016283223027
3446.0,2107605,19781,0.17420757292351247
7364.0,2107704,21479,0.3428465012337632
34400.0,2107803,35008,0.9826325411334552
19480.0,2108009,19583,0.9947403360057192
238.0,2108058,16166,0.014722256587900532
1628.0,2108108,21066,0.07728092661160163
30300.0,2108207,39191,0.7731366895460693
25400.0,2108256,25354,1.0018143093791907
4657.0,2108306,38731,0.12023960135292143
1618.0,2108405,14345,0.11279191355873126
5746.0,2108454,23364,0.24593391542544085
13664.0,2108504,33065,0.4132466354150915
21340.0,2108603,83777,0.25472385022142113
11292.0,2108702,21379,0.5281818607044296
7470.0,2108801,18720,0.39903846153846156
6354.0,2108900,17595,0.36112531969309464
2329.0,2109056,5955,0.3910999160369437
13516.0,2109106,48036,0.2813723041052544
2049.0,2109205,12838,0.15960429973516124
3876.0,2109239,7070,0.5482319660537482
4811.0,2109270,19069,0.2522942996486444
2815.0,2109304,11261,0.24997779948494805
3696.0,2109403,15431,0.2395178536711814
10404.0,2109502,20334,0.5116553555621127
42477.0,2109601,42994,0.9879750662883193
2345.0,2109700,5679,0.41292481070611026
1706.0,2109759,7826,0.21799131101456684
217.0,2109809,42483,0.005107925523150436
43567.0,2109908,89489,0.48684195822950305
25722.0,2110005,72887,0.3529024380204975
7030.0,2110039,25371,0.27708801387410825
10637.0,2110104,25764,0.41286290948610466
15072.0,2110203,38298,0.3935453548488172
8165.0,2110237,13547,0.6027164685908319
4189.0,2110302,14522,0.2884588899600606
5152.0,2110401,18717,0.2752577870385211
21993.0,2110500,45604,0.4822603280413999
5879.0,2110609,28667,0.2050790107091778
1835.0,2110658,7420,0.2473045822102426
14359.0,2110708,34384,0.41760702652396464
591.0,2110807,4562,0.1295484436650592
3731.0,2110856,11941,0.3124528933925132
3830.0,2110906,12218,0.3134719266655754
2121.0,2111003,20701,0.10245881841456934
18746.0,2111078,18645,1.0054170018771789
21906.0,2111102,25996,0.8426681027850439
40202.0,2111201,179028,0.22455705252809616
2754.0,2111250,7640,0.36047120418848166
964243.0,2111300,1108975,0.869490295092315
5314.0,2111409,18727,0.28376141400117477
12721.0,2111508,41579,0.30594771399023546
9855.0,2111532,12735,0.773851590106007
11859.0,2111607,18980,0.6248155953635406
6856.0,2111672,6789,1.00986890558256
3212.0,2111706,22350,0.14371364653243848
1549.0,2111722,14096,0.10988933030646993
11270.0,2111748,11214,1.0049937578027466
9255.0,2111763,14050,0.6587188612099644
4112.0,2111904,10634,0.38668422042505174
3834.0,2111953,5676,0.6754756871035941
5040.0,2112001,8582,0.5872756933115824
16514.0,2112100,29183,0.5658773943734365
159667.0,2112209,170222,0.937992738893915
18708.0,2112233,22112,0.8460564399421129
2865.0,2112274,5854,0.48940895114451655
15677.0,2112308,42040,0.37290675547098
6590.0,2112456,25868,0.2547549095407453
3113.0,2112506,59398,0.05240917202599414
6492.0,2112605,33459,0.19402851250784542
6492.0,2112704,57168,0.1135600335852225
13152.0,2112852,13598,0.9672010589792617
13409.0,2112902,32861,0.40805209823194666
3928.0,2113009,31522,0.12461138252648944
13053.0,2114007,51956,0.25123181153283547
2115.0,2200053,7102,0.297803435651929
4117.0,2200103,5131,0.8023777041512375
17158.0,2200202,17470,0.9821408128219805
3144.0,2200251,7665,0.4101761252446184
4000.0,2200277,4918,0.813338755591704
4191.0,2200301,14339,0.2922797963595788
31100.0,2200400,40605,0.7659155276443788
5100.0,2200459,5445,0.9366391184573003
10367.0,2200509,17604,0.5889002499431947
5072.0,2200608,6783,0.7477517322718561
5790.0,2200707,9938,0.5826121956127993
3123.0,2200806,3170,0.9851735015772871
4526.0,2200905,5827,0.7767290200789428
2178.0,2201002,4720,0.4614406779661017
4000.0,2201051,7863,0.5087116876510238
8492.0,2201101,11326,0.749779268938725
6701.0,2201150,11671,0.5741581698226373
23000.0,2201200,47185,0.4874430433400445
2552.0,2201309,3352,0.7613365155131265
5955.0,2201408,7027,0.847445567098335
12776.0,2201507,26905,0.47485597472588736
1331.0,2201556,4030,0.33027295285359803
2447.0,2201572,3587,0.6821856704767215
6781.0,2201606,10473,0.6474744581304306
4938.0,2201705,5507,0.89667695660069
3800.0,2201770,6815,0.5575935436537051
2493.0,2201804,4505,0.55338512763596
23197.0,2201903,25387,0.9137353763737346
1020.0,2201929,5685,0.17941952506596306
6426.0,2201945,6426,1.0
5657.0,2201960,8347,0.6777285252186415
1489.0,2201988,3848,0.38695426195426197
15837.0,2202000,19807,0.799565810067148
6938.0,2202026,8264,0.8395450145208132
2350.0,2202059,10630,0.22107243650047037
3586.0,2202075,3573,1.003638399104394
2342.0,2202109,5620,0.41672597864768685
6160.0,2202133,5965,1.0326906957250628
46920.0,2202208,46893,1.000575778900902
2093.0,2202251,3944,0.5306795131845842
15395.0,2202307,21258,0.7241979490074325
3996.0,2202406,11445,0.3491480996068152
2332.0,2202505,10964,0.2126960963152134
5890.0,2202539,5890,1.0
3599.0,2202554,5085,0.7077679449360865
14118.0,2202604,19715,0.716104488967791
5400.0,2202653,5451,0.9906439185470556
9366.0,2202703,27845,0.3363620039504399
4899.0,2202711,4899,1.0
6010.0,2202729,6168,0.9743839169909209
3513.0,2202737,4032,0.8712797619047619
2891.0,2202752,6516,0.4436771025168815
3685.0,2202778,7661,0.481007701344472
3532.0,2202802,4807,0.7347618057000208
2450.0,2202851,4685,0.5229455709711847
23790.0,2202901,26709,0.8907109962933842
932.0,2203008,8323,0.11197885377868556
8303.0,2203107,10444,0.7950019149751053
9619.0,2203206,11426,0.8418519166812533
4982.0,2203230,4968,1.002818035426731
874.0,2203271,5367,0.16284702813489846
11598.0,2203305,13840,0.8380057803468208
2269.0,2203354,7029,0.32280551998861856
5192.0,2203404,6922,0.750072233458538
1287.0,2203420,4354,0.29559026182820397
12753.0,2203503,14575,0.874991423670669
4891.0,2203602,4930,0.9920892494929006
28264.0,2203701,39848,0.7092953222244529
800.0,2203750,5319,0.1504042113179169
2678.0,2203800,4462,0.6001792917974003
60079.0,2203909,60025,1.000899625156185
4162.0,2204006,5347,0.7783804002244249
2970.0,2204105,4323,0.6870229007633588
2388.0,2204154,3200,0.74625
4892.0,2204204,9372,0.5219803670507895
8708.0,2204303,11659,0.7468908139634617
5465.0,2204352,5460,1.000915750915751
3692.0,2204402,10694,0.345240321675706
10317.0,2204501,10497,0.9828522434981424
1923.0,2204550,4568,0.42097197898423816
3859.0,2204600,3879,0.9948440319670018
9142.0,2204659,9457,0.9666913397483345
11179.0,2204709,15319,0.7297473725438998
6145.0,2204808,9838,0.6246188249644237
3012.0,2204907,8566,0.35162269437310295
4262.0,2205003,11551,0.36897238334343346
8085.0,2205102,11028,0.7331338411316648
3072.0,2205151,5729,0.5362192354686682
9010.0,2205201,19170,0.4700052164840897
1415.0,2205250,4513,0.31353866607578107
