cod_municipio,doencas_infecciosas,populacao,doencas_infecciosas_100k
2402709,4,11181,35.774975404704406
2403004,5,7983,62.63309532757109
2403103,44,44905,97.98463422781428
2403202,2,7072,28.280542986425342
2403251,211,267036,79.0155634446292
2403301,1,5668,17.642907551164434
2403608,20,28936,69.11805363560963
2403707,3,5997,50.02501250625312
2403806,3,9786,30.656039239730227
2403905,2,2813,71.09847138286527
2404002,2,4041,49.49269982677555
2404200,10,26669,37.496719037084254
2404309,2,13076,15.295197308045275
2404408,4,10463,38.22995316830737
2404507,40,15963,250.5794650128422
2404606,1,13901,7.193727069994964
2404705,3,15626,19.198771278638166
2404804,1,2253,44.38526409232135
2404853,5,7595,65.83278472679395
2404903,2,5897,33.91555027980329
2405009,4,9238,43.299415457891314
2405108,2,6893,29.014942695488177
2405207,1,5248,19.054878048780488
2405405,1,4995,20.02002002002002
2405603,7,14942,46.847811537946725
2405702,1,12396,8.067118425298483
2405801,58,35160,164.96018202502844
2406106,9,18315,49.140049140049136
2406205,1,6811,14.682131845543973
2406700,5,11344,44.07616361071933
2407104,102,81821,124.66237274049449
2407203,7,32039,21.84837229626393
2407302,2,8336,23.99232245681382
2407708,2,11208,17.84439685938615
2407807,7,22576,31.006378454996455
2408003,889,300618,295.72414160163396
2408102,2825,890480,317.24463210852576
2408300,31,37450,82.77703604806408
2408607,1,4276,23.386342376052387
2408706,2,3750,53.333333333333336
2408904,4,21545,18.565792527268506
2408953,1,10905,9.170105456212745
2409100,1,13474,7.4217010538815495
2409308,7,12809,54.64907486923258
2409332,2,5621,35.580857498665715
2409407,210,30600,686.2745098039215
2409803,2,14844,13.473457289140393
2409902,18,15272,117.8627553693033
2410207,2,7906,25.297242600556537
2410306,4,10522,38.015586390420076
2410603,2,3208,62.34413965087282
2411056,1,4140,24.154589371980677
2411205,42,39988,105.03150945283585
2411403,2,11956,16.72800267648043
2411502,62,24280,255.35420098846788
2412005,80,103672,77.16644802839726
2412203,45,44236,101.7271000994665
2412302,7,12879,54.35204596630173
2412500,5,23655,21.13718030014796
2412559,3,10362,28.951939779965254
2412609,55,17720,310.38374717832954
2412807,1,8192,12.20703125
2412906,8,11053,72.37853976296029
2413300,2,5751,34.77656059815684
2413359,1,12083,8.276090374906893
2413409,2,8092,24.715768660405335
2413706,2,5561,35.96475454055026
2413904,2,12297,16.26412946247052
2414001,19,15869,119.73029176381624
2414100,1,10855,9.212344541685859
2414209,6,14440,41.55124653739612
2414407,22,33503,65.66576127510969
2414506,1,10520,9.505703422053232
2414605,2,14800,13.513513513513514
2414803,6,12637,47.479623328321594
2500106,1,10306,9.703085581214827
2500304,18,28439,63.29336474559583
2500403,5,20921,23.899431193537595
2500601,4,19727,20.276778019972628
2500734,2,2251,88.8494002665482
2500775,1,8416,11.88212927756654
2500809,2,16921,11.819632409432067
2500908,2,13542,14.768867227883621
2501302,2,19116,10.462439840970914
2501609,4,15497,25.81144737691166
2501807,38,97203,39.09344361799533
2501906,2,17705,11.296243998870377
2502409,1,12022,8.318083513558477
2502508,1,17870,5.595970900951316
2502607,2,6105,32.760032760032765
2502805,4,14206,28.15711671124877
2502904,2,6464,30.940594059405942
2503001,7,21955,31.88339785925757
2503100,1,5661,17.664723547076488
2503209,30,68767,43.625576221152585
2503506,3,17178,17.464198393293746
2503605,2,7191,27.81254345709915
2503704,287,62289,460.7555106037984
2504009,1197,411807,290.67014402377816
2504074,1,4185,23.894862604540023
2504157,3,7499,40.005334044539275
2504306,15,30684,48.88541259288229
2504801,3,15441,19.428793471925395
2504850,2,1935,103.35917312661498
2504900,1,17461,5.727048851726705
2505105,4,20334,19.67148618078096
2505204,2,6775,29.52029520295203
2505238,4,6356,62.93266205160479
2505709,6,10413,57.62028233938346
2506004,2,33199,6.0242778396939665
2506301,126,59115,213.14387211367674
2506400,3,14127,21.23593119558293
2506608,2,5903,33.881077418261896
2506707,8,11848,67.5219446320054
2506806,7,18144,38.58024691358025
2506905,34,24419,139.2358409435276
2507002,4,24828,16.110842597067826
2507101,3,18823,15.937948254794666
2507309,3,14450,20.761245674740486
2507408,4,7745,51.64622336991608
2507507,2515,817511,307.6411204252909
2507606,1,7976,12.537612838515546
2507705,1,18298,5.465078150617553
2507903,4,10793,37.06105809320856
2508000,4,9849,40.61326022946492
2508208,2,7737,25.849812588858732
2508307,1,27617,3.620958105514719
2508604,5,13214,37.83865597093991
2508901,81,45136,179.45763913505849
2509107,2,21866,9.146620323790358
2509396,3,6630,45.248868778280546
2509701,42,33433,125.6243830945473
2509800,1,9932,10.068465565847765
2510105,1,10626,9.410878976096367
2510402,3,6462,46.425255338904364
2510501,3,3961,75.73844988639232
2510709,2,2436,82.10180623973727
2510808,324,108192,299.4676131322094
2510907,5,12379,40.39098473220777
2511202,6,28533,21.02828304068973
2511301,121,16111,751.0396623424989
2511400,11,18720,58.760683760683754
2511509,6,11977,50.09601736661936
2511707,2,4955,40.363269424823415
2511806,3,10584,28.34467120181406
2511905,7,19275,36.31647211413748
2512101,95,32802,289.61648679958535
2512309,16,23549,67.94343708862372
2512507,9,44179,20.371669797867764
2512705,2,19798,10.102030508132135
2512721,1,6114,16.35590448151783
2512747,1,3619,27.631942525559545
2512903,8,24218,33.03328103063837
2513307,1,5871,17.032873445750297
2513406,2,15426,12.96512381693245
2513703,976,137349,710.5985482238676
2513802,1,4562,21.920210434020166
2513851,1,2509,39.856516540454365
2513901,14,34344,40.7640344747263
2513943,2,2630,76.04562737642586
2513984,2,3384,59.1016548463357
2514206,1,7626,13.113034356150013
2514453,2,5998,33.344448149383126
2514503,1,20329,4.919081115647597
2514552,1,3950,25.31645569620253
2514909,2,7702,25.967281225655675
2515302,33,52804,62.49526551018863
2515401,1,10848,9.218289085545722
2515500,9,13754,65.43550966991421
2515609,2,3131,63.877355477483235
2516003,4,26227,15.251458420711481
2516151,2,3594,55.648302726766836
2516201,45,69723,64.54111268878275
2516300,3,17031,17.61493746697199
2516607,1,14759,6.775526797208483
2516706,7,15248,45.907660020986356
2516805,2,9464,21.132713440405748
2516904,1,15300,6.535947712418301
2517100,2,2841,70.39774727208729
2600054,9,100346,8.968967372889802
2600104,100,37404,267.3510854454069
2600203,2,19810,10.095911155981828
2600302,10,25065,39.896269698783165
2600401,12,37082,32.360714093090984
2600500,21,43686,48.0703200109875
2600708,29,38397,75.5267338594161
2600807,11,22984,47.85938043856596
2600906,10,22870,43.72540445999125
2601003,2,11226,17.815784785319792
2601052,5,20733,24.11614334635605
2601102,156,84864,183.8235294117647
2601201,194,74822,259.2820293496565
2601300,7,14510,48.24259131633356
2601409,47,42764,109.90552801421755
2601508,2,12122,16.49892756970797
2601607,4,20730,19.29570670525808
2601706,50,76687,65.20009910415064
2601805,6,12765,47.00352526439483
2601904,149,60880,244.74375821287782
2602001,4,38378,10.422637969670124
2602100,30,48767,61.517009453113786
2602209,13,39983,32.513818372808444
2602308,29,38117,76.0815384211769
2602407,1,8987,11.127183709803049
2602506,2,7488,26.70940170940171
2602605,17,51225,33.186920448999516
2602704,5,13190,37.90750568612585
2602803,8,58919,13.577962966106009
2602902,905,208944,433.13040814763764
2603009,6,34503,17.389792191983307
2603108,8,20501,39.02248670796546
2603207,5,28904,17.29864378632715
2603306,2,11018,18.152114721365038
2603405,1,5747,17.400382808421785
2603454,51,158899,32.0958596341072
2603504,2,18900,10.582010582010582
2603603,5,8572,58.32944470368642
2603702,10,24773,40.366528074920275
2603801,3,20048,14.964086193136472
2603900,17,19609,86.6948850017849
2603926,1,13025,7.677543186180422
2604007,34,84395,40.28674684519225
2604106,1263,365278,345.7640482043813
2604155,5,14368,34.799554565701555
2604205,13,43340,29.995385325334563
2604304,4,11891,33.638886552855105
2604403,4,13556,29.507229271171436
2604502,17,21815,77.92803117121247
2604601,21,26590,78.97705904475366
2604700,4,18268,21.89621195533173
2604809,11,12560,87.57961783439491
2604908,3,10192,29.43485086342229
2605004,14,24173,57.91585653414967
2605103,15,37375,40.13377926421405
2605152,1,19079,5.241364851407306
2605202,35,69292,50.51088148704034
2605301,12,31766,37.77623874582887
2605400,21,22247,94.3947498539129
2605509,9,12170,73.95234182415776
2605608,2,22618,8.84251481121231
2605707,10,33184,30.13500482160077
2605806,3,15546,19.297568506368197
2606002,386,140577,274.5826130874894
2606101,20,30751,65.03853533218432
2606200,148,80055,184.8728998813316
2606408,72,84699,85.00690681117841
2606804,205,118370,173.18577342231984
2607000,5,23645,21.146119687037427
2607109,2,4543,44.02377283733216
2607208,68,97669,69.62291003286612
2607307,14,31187,44.89049924648091
2607505,8,26308,30.40900106431504
2607604,3,26672,11.247750449910018
2607653,20,36471,54.838090537687485
2607703,2,13553,14.756880395484394
2607752,26,26900,96.6542750929368
2607802,1,17006,5.880277549100318
2607901,769,706867,108.78991380273798
2608008,4,17228,23.218017181332716
2608057,2,14850,13.468013468013467
2608107,12,33328,36.00576092174748
2608206,1,16011,6.245706077072014
2608404,7,15431,45.36322986196617
2608453,4,18252,21.91540653079115
2608503,3,21460,13.979496738117426
2608602,4,13224,30.248033877797944
2608701,5,16318,30.641009927687218
2608750,4,25849,15.474486440481257
2608800,37,40589,91.15770282588879
2608909,236,56198,419.9437702409339
2609006,7,25472,27.481155778894472
2609105,5,16321,30.635377734207463
2609204,2,11220,17.825311942959
2609402,107,63294,169.0523588333807
2609501,30,32573,92.10081969729531
2609600,893,393115,227.15999135113134
2609709,13,23935,54.313766450804266
2609808,4,15152,26.399155227032733
2609907,142,69969,202.9470193943032
2610004,392,63500,617.3228346456692
2610202,4,26456,15.119443604475356
2610301,6,11566,51.87618882932734
2610400,3,22106,13.570976205555052
2610509,13,28894,44.992039869869174
2610608,19,56933,33.37256072927827
2610707,626,334376,187.21439337751514
2610806,4,22668,17.64602082230457
2610905,54,67735,79.722447774415
2611002,12,36901,32.519443917509015
2611101,560,354317,158.0505592449699
2611200,1,11305,8.845643520566123
2611309,11,27148,40.51863857374392
2611408,5,15101,33.11039004039468
2611507,1,26175,3.8204393505253105
2611606,10932,1653461,661.1586242433295
2611804,19,47616,39.902553763440864
2611903,16,23628,67.71626883358726
2612109,4,11068,36.140224069389234
2612208,140,61249,228.57516041078222
2612406,3,26890,11.156563778356267
2612455,6,15558,38.565368299267256
2612471,5,12650,39.52569169960474
2612505,102,109897,92.81418055087946
2612554,5,14562,34.33594286499107
2612604,6,42100,14.251781472684087
2612703,5,14223,35.15432749771497
2612802,2,11865,16.85630004214075
2612901,1,16069,6.223162611239032
2613008,53,60042,88.2715432530562
2613107,38,37368,101.69128666238493
2613206,3,22899,13.101008777675883
2613305,17,21398,79.44667725955696
2613404,10,21586,46.3263226165107
2613503,6,34021,17.636165897533875
2613602,13,34056,38.17242189335213
2613701,179,114079,156.90880880793136
2613800,10,18085,55.294442908487696
2613909,316,86915,363.5736063970546
2614006,1,19196,5.209418628881017
2614105,16,36050,44.382801664355064
2614204,25,46361,53.92463493022152
2614303,2,11270,17.74622892635315
2614501,56,65647,85.3047359361433
2614600,8,28704,27.870680044593087
2614808,8,26106,30.644296330345515
2614857,7,23623,29.632138170427126
2615003,16,29127,54.93185017337865
2615201,3,10206,29.394473838918284
2615300,48,52802,90.90564751335177
2615409,28,46164,60.65332293562083
2615607,12,30816,38.940809968847354
2615706,1,15243,6.5603883749918
2615904,11,8256,133.23643410852713
2616001,4,18661,21.435078505975028
2616100,1,9553,10.467915837956664
2616183,2,7571,26.41658961828028
2616209,1,20954,4.772358499570488
2616308,14,32772,42.71939460515074
2616407,192,139583,137.55256728971293
2700102,2,20230,9.886307464162135
2700201,2,17526,11.411617026132602
2700300,1138,233047,488.31351615768494
2700409,5,47365,10.556317956296844
2700508,4,16068,24.894199651481205
2700706,5,18338,27.265786890609665
2701001,14,27356,51.17707267144319
2701100,2,10460,19.120458891013385
2701308,11,21331,51.56814026534152
2701357,1,6954,14.38021282714984
2701407,36,57537,62.568434224933526
2701704,6,16979,35.33777018670122
2702009,2,10643,18.79169407122052
2702108,4,21818,18.33348611238427
2702306,148,57294,258.31675219045627
2702355,2,24309,8.22740548767946
2702405,29,52262,55.48964831043588
2702553,1,18255,5.477951246233908
2702603,5,22178,22.544864279917032
2702702,1,4779,20.924879681941828
2702900,58,41237,140.65038678856368
2703007,8,15627,51.193447238753436
2703106,2,25613,7.808534728458206
2703205,2,24586,8.134710811030669
2703601,1,8403,11.900511722004047
2703759,2,11536,17.337031900138697
2703809,7,24081,29.068560275736058
2704005,11,24722,44.49478197556832
2704104,2,17771,11.254290698328738
2704302,3957,1025360,385.9132402278224
2704401,2,19864,10.068465565847765
2704500,7,33032,21.19157180915476
2704609,1,9004,11.106175033318525
2704708,10,52380,19.09125620465827
2704807,6,13193,45.47866292730994
2705002,2,25207,7.93430396318483
2705101,11,24634,44.65373061622148
2705200,3,18031,16.638012312129113
2705408,1,7165,13.956734124214934
2705507,5,28333,17.647266438428687
2705606,1,12764,7.834534628643058
2705705,2,21738,9.200478424878094
2706000,2,11657,17.157073003345626
2706208,2,5037,39.70617431010522
2706307,157,73337,214.08020508065505
2706406,4,24351,16.42643012607285
2706505,8,15258,52.43151133831433
2706703,75,63846,117.470162578705
2706802,5,17848,28.01434334379202
2706901,9,35212,25.55946836305805
2707107,2,25183,7.941865544216336
2707305,28,27249,102.75606444273184
2707404,1,7701,12.98532658096351
2707503,5,20112,24.860779634049326
2707701,35,75394,46.42279226463644
2707800,1,6649,15.039855617386072
2707909,3,7320,40.98360655737705
2708006,228,47819,476.79792551078026
2708105,1,10687,9.357162908206233
2708303,8,23996,33.338889814969164
2708402,8,32405,24.687548217867615
2708501,6,34692,17.295053614666205
2708600,116,61797,187.71137757496317
2708808,9,34290,26.246719160104988
2708907,1,13936,7.175660160734788
2709103,3,20072,14.946193702670385
2709152,11,44372,24.790408365635987
2709202,7,27826,25.156328613526917
2709301,54,65790,82.07934336525308
2709400,23,25693,89.51854590744561
2800209,9,21681,41.511000415110004
2800308,2592,664908,389.82836723276
2800407,2,9947,20.106564793405045
2800506,2,18686,10.703200256876807
2800605,15,30930,48.49660523763337
2800670,17,26899,63.19937544146622
2801009,3,18218,16.467230211878363
2801207,2,30402,6.578514571409775
2801306,18,34514,52.15274960885438
2801405,11,22239,49.46265569495031
2801504,3,16937,17.71270000590423
2801603,3,5913,50.735667174023334
2801702,7,18029,38.82633534860502
2802007,2,5215,38.35091083413231
2802106,443,69556,636.896888837771
2802502,2,3384,59.1016548463357
2802601,2,5824,34.34065934065934
2802700,3,8521,35.20713531275672
2802809,2,18149,11.019890903080059
2802908,205,96142,213.2262694763995
2803005,19,42166,45.0600009486316
2803203,9,34709,25.929874096055777
2803302,10,18907,52.890463849367954
2803401,1,13429,7.446570854121678
2803500,401,105221,381.1026316039574
2803609,7,30080,23.27127659574468
2803906,2,12653,15.806528096103692
2804003,6,17271,34.74031613687685
2804102,2,11348,17.624250969333804
2804201,2,15175,13.179571663920921
2804300,2,7639,26.18143736091111
2804409,25,18703,133.66839544458108
2804458,2,8809,22.704052673402202
2804508,87,37324,233.09398778265992
2804607,3,26795,11.196118678857996
2804706,1,6496,15.394088669950738
2804805,233,185706,125.46713622607777
2804904,4,14540,27.51031636863824
2805000,1,3285,30.441400304414007
2805208,1,6627,15.08978421608571
2805406,7,35122,19.930527874266843
2805505,5,23867,20.9494280806134
2805604,10,28693,34.85170599100826
2805703,144,29692,484.97911895460055
2805802,5,19809,25.24105204704932
2805901,2,10284,19.447685725398678
2806008,2,18773,10.653598252809886
2806107,5,11008,45.42151162790697
2806206,2,20025,9.987515605493133
2806404,2,7844,25.497195308516066
2806602,3,12151,24.68932598140071
2806701,70,91093,76.84454348852272
2806800,1,11207,8.92299455697332
2807105,24,40606,59.10456582771019
2807204,2,8970,22.296544035674472
2807402,41,52530,78.05063773082048
2807501,4,13535,29.553010712966383
2807600,8,25550,31.311154598825834
2900108,2,8710,22.962112514351322
2900306,1,15187,6.58457891617831
2900355,1,17126,5.8390750905056645
2900405,3,17033,17.612869136382315
2900504,4,10560,37.878787878787875
2900603,2,4416,45.289855072463766
2900702,149,152327,97.81588293605203
2900801,7,22490,31.124944419742107
2901007,28,37441,74.78432734168426
2901106,21,25048,83.83902906419675
2901155,7,16090,43.5052827843381
2901205,4,21607,18.512519091035312
2901304,5,13132,38.07493146512336
2901353,8,14503,55.16100117217127
2901403,2,13938,14.349261013057827
2901601,4,19479,20.53493505826788
2901700,3,11677,25.691530358825037
2901908,6,17788,33.73060490218124
2901957,2,7302,27.389756231169542
2902005,8,13045,61.326178612495205
2902054,5,12208,40.956749672346
2902104,11,54648,20.128824476650564
2902252,3,10961,27.369765532341937
2902302,2,8837,22.632114971144055
2902401,6,11299,53.10204442871051
2902609,5,20449,24.451073402122354
2902658,2,13240,15.105740181268882
2902708,10,53910,18.54943424225561
2902807,16,20392,78.46214201647705
2902906,21,31209,67.28828222628088
2903003,6,13833,43.374539145521574
2903201,522,156975,332.5370281892021
2903235,10,15054,66.42752756742394
2903300,4,5448,73.42143906020557
2903409,5,23437,21.333788454153687
2903607,3,15984,18.76876876876877
2903706,4,12329,32.44383161651391
2903805,2,18531,10.792725702876261
2903904,20,69662,28.710057133013695
2903953,2,9823,20.360378703043878
2904001,2,14446,13.844662882458813
2904050,4,16884,23.691068467187872
2904100,4,21497,18.607247522910175
2904308,4,14222,28.12543945999156
2904407,3,10618,28.2539084573366
2904506,2,10130,19.743336623889437
2904605,45,67335,66.83002895967921
2904704,2,18306,10.925379656943079
2904753,11,21276,51.701447640533935
2904852,2,18911,10.57585532229919
2904902,6,33567,17.8746983644651
2905008,5,23291,21.467519642780474
2905107,2,9058,22.079929344226098
2905156,5,14608,34.22782037239868
2905206,8,51081,15.661400520741568
2905305,14,18513,75.62253551558364
2905404,2,18427,10.853638682368265
2905503,2,13391,14.935404376073482
2905602,71,32006,221.8334062363307
2905701,227,304302,74.59694645450901
2905800,13,35382,36.74184613645357
2905909,10,28820,34.698126301179734
2906006,26,71487,36.37024913620658
2906204,12,26325,45.58404558404558
2906303,25,30906,80.890441985375
2906402,1,8181,12.223444566678891
2906501,82,87458,93.75929017356903
2906709,28,25053,111.76306230790723
2906808,24,34882,68.80339430078551
2906824,10,16753,59.690801647466124
2906857,1,11616,8.608815426997245
2906873,14,30862,45.36322986196617
2906899,1,8801,11.362345188046813
2906907,4,22093,18.105282216086543
2907004,2,9346,21.39952921035737
2907103,7,29070,24.079807361541107
2907202,16,72545,22.055276035564134
2907301,10,26318,37.996808268105475
2907509,24,54970,43.660178279061306
2907558,2,9316,21.468441391155004
2907608,3,17280,17.36111111111111
2907707,5,11200,44.64285714285714
2907806,21,32576,64.46463654223969
2908002,13,16549,78.55459544383346
2908101,6,18807,31.9030148349019
2908200,5,22762,21.966435286881644
2908309,10,17165,58.258083309059124
2908408,25,67013,37.30619432050498
2908507,28,33398,83.83735553027128
2908606,7,26035,26.886883042058766
2908705,9,17178,52.39259517988125
2908804,5,4045,123.60939431396785
2908903,8,22495,35.56345854634363
2909000,3,8642,34.714186530895624
2909109,2,14149,14.135274577708673
2909208,3,15717,19.08761213972132
2909307,3,32191,9.319374980584636
2909406,2,13769,14.525383106979447
2909505,2,5351,37.376191366099796
2909604,6,21163,28.351367953503754
2909703,4,13947,28.680002868000283
2909802,18,63591,28.30589234325612
2909901,8,34886,22.931835120105486
2910008,1,10525,9.501187648456057
2910057,31,82432,37.60675465838509
2910107,8,12240,65.359477124183
2910305,4,8126,49.22471080482402
2910404,3,16446,18.24151769427216
2910503,16,41901,38.18524617550894
2910602,10,37578,26.61131513119378
2910701,12,60858,19.71803214039239
2910727,189,114396,165.21556697786636
2910750,6,17845,33.622863547212106
2910776,2,5661,35.329447094152975
2910800,982,619609,158.4870458627941
2910859,10,16345,61.1807892321811
2911006,8,10575,75.6501182033097
2911105,12,25857,46.40909618285184
2911204,43,32596,131.91802675174867
2911303,2,11259,17.763566924238386
2911402,4,15234,26.25705658395694
2911501,1,6985,14.316392269148176
2911600,5,20762,24.082458337347077
2911659,2,6646,30.09328919650918
2911709,59,84928,69.47061039939713
2911808,20,20700,96.61835748792271
2911907,16,24121,66.33224161519009
2912004,1,9031,11.072970878086592
2912103,41,21378,191.78594817101694
2912202,1,19786,5.054078641463661
2912301,4,16230,24.645717806531113
2912400,6,18319,32.75287952399148
2912509,6,14947,40.141834481835815
2912707,6,23404,25.636643308836096
2912806,3,8690,34.52243958573072
2912905,20,14882,134.390538906061
2913002,4,16403,24.385783088459426
2913101,8,17080,46.8384074941452
2913200,11,27003,40.736214494685775
2913309,1,6220,16.077170418006432
2913408,9,15650,57.50798722044728
2913457,6,13091,45.83301504850661
2913507,15,26963,55.63179171457182
2913606,775,159923,484.6082177047704
2913705,13,40333,32.231671336126745
2913804,3,14354,20.90009753378849
2913903,53,45922,115.41309176429598
2914000,13,59435,21.872633969883065
2914109,2,9911,20.179598425991323
2914307,1,8197,12.19958521410272
2914406,10,25478,39.24954863019075
2914505,5,29173,17.139135502005278
2914604,167,73524,227.1367172623905
2914653,11,30747,35.77584805021628
2914703,126,64646,194.90765089874083
2914802,868,213685,406.2053957928727
2914901,6,28684,20.9175847162181
2915007,6,16110,37.243947858473
2915106,2,12242,16.337199803953602
2915205,2,14452,13.83891502906172
2915353,4,14542,27.506532801540363
2915403,3,6596,45.482110369921166
2915502,15,20398,73.53662123737621
2915601,56,64455,86.8823209991467
2915809,2,22754,8.78966335589347
2915908,2,6436,31.075201988812925
2916005,13,19316,67.3017187823566
2916104,18,22337,80.58378475175718
2916203,4,8526,46.91531785127844
2916302,9,10215,88.1057268722467
2916401,71,76795,92.45393580311219
2916500,7,35883,19.507844940501073
2916609,1,10298,9.710623422023694
2916708,2,8347,23.960704444710675
2916807,11,19843,55.435166053520135
2916856,7,14539,48.146364949446316
2916906,3,12528,23.946360153256705
2917003,6,36116,16.613135452431056
2917102,14,20388,68.66784382970374
2917201,9,19030,47.29374671571203
2917300,35,28740,121.78148921363953
2917334,3,11016,27.23311546840959
2917359,15,8277,181.2250815512867
2917409,3,14850,20.2020202020202
2917508,113,80635,140.13765734482544
2917607,15,54673,27.435845847127467
2917706,15,33746,44.449712558525455
2917904,1,10726,9.323140033563304
2918001,541,156126,346.5149942994761
2918100,9,40651,22.139676760719293
2918209,2,14557,13.739094593666278
2918308,8,10808,74.01924500370096
2918357,3,25402,11.810093693409968
2918407,406,218162,186.10023743823396
2918456,1,8988,11.125945705384957
2918506,5,15262,32.76110601493906
2918605,2,5976,33.467202141900934
2918753,2,15770,12.682308180088777
2918803,2,24032,8.322237017310254
2919009,3,3758,79.82969664715273
2919058,1,8577,11.659088259298123
2919157,13,27274,47.66444232602478
2919207,202,201635,100.18102016019043
2919306,2,11499,17.392816766675363
2919405,2,12373,16.16422856219187
2919504,10,46062,21.70986930658677
2919553,27,90162,29.946097025354362
2919603,7,11332,61.77197317331451
2919702,11,18909,58.17335660267597
2919801,12,50161,23.922968042901857
2919900,2,7787,25.68383202773854
2919926,9,21432,41.993281075027994
2919959,6,2764,217.07670043415342
2920106,4,18602,21.503064186646597
2920205,9,16861,53.377616985943895
2920304,1,8359,11.963153487259241
2920403,3,13087,22.92351188202033
2920502,16,20393,78.45829451282303
2920601,19,44793,42.41734199540107
2920700,2,20617,9.7007324052966
2920809,5,10380,48.16955684007707
2921005,12,47126,25.463650638713236
2921054,6,12283,48.84800130261337
2921104,26,22716,114.45677055819687
2921203,21,25894,81.09986869545068
2921302,6,10893,55.0812448361333
2921450,2,8447,23.677045104770926
2921500,16,49278,32.4688501968424
2921609,1,8497,11.768859597505003
2921708,7,35440,19.751693002257337
2921807,7,12052,58.08164619980086
2922003,24,42251,56.803389268893035
2922052,12,10673,112.43324276211
2922102,15,26970,55.61735261401557
2922201,2,7443,26.87088539567379
2922300,10,29410,34.002040122407344
2922409,13,22282,58.34305717619603
2922508,13,28594,45.46408337413443
2922607,4,14079,28.411108743518717
2922656,1,13164,7.596475235490732
2922706,2,16472,12.141816415735793
2922730,2,7821,25.57217747091165
2922755,4,6554,61.03143118706134
2922805,2,8279,24.157506945283245
2922904,12,26998,44.44773686939774
2923001,29,43783,66.2357536029966
2923035,2,12522,15.971889474524836
2923050,2,15443,12.95085151848734
2923100,4,28304,14.132278123233464
2923209,2,21810,9.170105456212745
2923308,5,8570,58.34305717619603
2923357,2,17511,11.421392267717435
2923407,6,21796,27.52798678656634
2923605,6,21695,27.65614196819544
2923704,16,32141,49.780653993341836
2923803,2,29058,6.882786151834263
2923902,5,9686,51.62089613875697
2924009,102,118516,86.06432886698842
2924058,2,13556,14.753614635585718
2924108,3,7394,40.573437922639975
2924207,4,16682,23.977940294928665
2924306,8,16984,47.103155911446066
2924405,7,35175,19.90049751243781
2924504,6,16285,36.8437212158428
2924603,18,20098,89.56115036322022
2924652,4,10394,38.483740619588225
2924678,1,10036,9.964129135113591
2924801,11,24964,44.06345136997276
2925006,9,26426,34.0573677438886
2925105,51,46879,108.79071652552315
2925204,17,39972,42.52977083958771
2925253,4,14819,26.9923746541602
2925303,196,150658,130.09597897224177
2925402,6,6916,86.75534991324464
2925501,17,28194,60.29651698943037
2925600,3,15160,19.788918205804748
2925709,6,12179,49.26512849987684
2925758,22,28004,78.56020568490216
2925808,9,25433,35.38709550583887
2925907,4,27626,14.479113878230653
2925956,7,22633,30.928290549198074
2926004,119,41170,289.0454214233665
2926103,5,14495,34.494653328734046
2926202,8,22334,35.81982627384257
2926301,11,33468,32.86721644555994
2926400,12,35593,33.714494423060714
2926509,4,14612,27.374760470845878
2926608,37,53956,68.57439395062644
2926657,1,5343,18.716077110237695
2926707,6,12932,46.396535725332505
2926905,7,11663,60.01886307125096
2927002,24,40976,58.570870753611864
2927101,2,9442,21.181952976064395
2927200,9,30857,29.16680169815601
2927309,1,15862,6.304375236414072
2927408,9593,2886698,332.3174090258143
2927507,3,20883,14.365752047119665
2927606,3,14063,21.3325748417834
2927705,6,27922,21.488432060740635
2927804,5,6278,79.64319847085059
2927903,1,10606,9.428625306430321
2928000,35,37531,93.25624150702086
2928059,2,12449,16.0655474335288
2928109,16,39775,40.22627278441232
2928208,2,26705,7.489234225800413
2928307,3,8966,33.45973678340397
2928406,9,28481,31.600014044450685
2928505,3,10464,28.669724770642205
2928604,23,60131,38.24982122366168
2928703,165,102380,161.16428990037116
2928802,12,53269,22.527173402917267
2928901,9,34266,26.265102433899493
2928950,3,9072,33.06878306878307
2929008,31,14762,209.99864517003115
2929057,7,15468,45.25471942073959
2929107,14,21080,66.41366223908918
2929206,29,40245,72.05864082494719
2929255,3,18789,15.96678907871627
2929305,6,37942,15.81361024721944
2929354,2,5608,35.66333808844508
2929370,4,10505,38.07710613993336
2929404,2,11704,17.088174982911827
2929503,31,44430,69.77267611973892
2929602,12,17409,68.92986386351886
2929701,5,17302,28.898393249335335
2929750,5,12105,41.30524576621231
2929800,1,12943,7.726184037703778
2929909,84,44234,189.8991725821766
2930006,5,11512,43.43293954134816
2930105,60,79424,75.54391619661563
2930154,5,31416,15.915457091927681
2930204,21,40989,51.23325770328625
2930303,7,17321,40.41337105247965
2930402,13,14699,88.44139057078712
2930501,45,81286,55.360086607779934
2930600,10,13446,74.37156031533542
2930709,72,135783,53.025783787366606
2930758,4,13059,30.630216708783216
2930774,23,23233,98.99711617096371
2930808,9,17050,52.78592375366569
2930907,1,12516,7.989773090444231
2931004,1,20393,4.903643407051439
2931053,2,17443,11.465917560052743
2931103,6,7928,75.68113017154388
2931202,4,21253,18.8208723474333
2931301,8,16974,47.13090609166961
2931350,328,162438,201.92319531144193
2931400,5,7359,67.94401413235495
2931509,13,22555,57.636887608069166
2931608,3,15022,19.97070962588204
2931707,8,13025,61.42034548944338
2931806,6,16189,37.062202730248934
2931905,20,50798,39.37162880428363
2932002,2,24113,8.294281093186248
