cod_municipio,pop_2021,obitos_covid,obitos_covid_1k
2204600,3879,0.0,0.0
2204659,9457,0.0,0.0
2204709,15319,0.0,0.0
2204808,9838,0.0,0.0
2204907,8566,0.0,0.0
2205003,11551,0.0,0.0
2205102,11028,0.0,0.0
2205151,5729,0.0,0.0
2205201,19170,2.0,0.10432968179447052
2205250,4513,0.0,0.0
2205276,4875,0.0,0.0
2205300,4447,0.0,0.0
2205359,3005,0.0,0.0
2205409,14376,6.0,0.41736227045075125
2205458,5466,0.0,0.0
2205508,39336,6.0,0.1525320317266626
2205516,5485,0.0,0.0
2205524,5640,0.0,0.0
2205532,4777,0.0,0.0
2205540,2858,0.0,0.0
2205557,8577,0.0,0.0
2205565,4656,0.0,0.0
2205573,6777,0.0,0.0
2205581,4075,1.0,0.245398773006135
2205599,5198,0.0,0.0
2205607,5283,0.0,0.0
2205706,30438,1.0,0.03285366975491162
2205805,25504,22.0,0.8626097867001254
2205854,8342,0.0,0.0
2205904,5351,0.0,0.0
2205953,8543,2.0,0.23410979749502517
2206001,4547,0.0,0.0
2206050,6449,0.0,0.0
2206100,10958,0.0,0.0
2206209,33833,18.0,0.5320249460585819
2206308,1242,0.0,0.0
2206357,6608,1.0,0.1513317191283293
2206407,10564,10.0,0.9466111321469141
2206506,7767,0.0,0.0
2206605,10615,0.0,0.0
2206654,4530,0.0,0.0
2206670,6811,0.0,0.0
2206696,9209,1.0,0.1085894233901618
2206704,7322,1.0,0.1365747063643813
2206720,8602,0.0,0.0
2206753,4891,0.0,0.0
2206803,8723,1.0,0.11463945890175398
2206902,6556,0.0,0.0
2206951,3003,0.0,0.0
2207009,37085,83.0,2.2381016583524334
2207108,2468,0.0,0.0
2207207,6873,0.0,0.0
2207306,4126,0.0,0.0
2207355,3404,0.0,0.0
2207405,5036,0.0,0.0
2207504,14587,0.0,0.0
2207553,3937,0.0,0.0
2207603,10819,0.0,0.0
2207702,153482,413.0,2.690869287603758
2207751,4323,2.0,0.4626416840157298
2207777,6406,0.0,0.0
2207793,4065,0.0,0.0
2207801,20554,0.0,0.0
2207850,3669,0.0,0.0
2207900,38778,7.0,0.1805147248439837
2207934,2544,0.0,0.0
2207959,4383,0.0,0.0
2208007,78431,344.0,4.38602083359896
2208106,12139,0.0,0.0
2208205,18459,0.0,0.0
2208304,28874,3.0,0.10389970215418716
2208403,63787,201.0,3.151112295608823
2208502,12608,2.0,0.15862944162436546
2208551,2720,0.0,0.0
2208601,3150,0.0,0.0
2208650,9017,0.0,0.0
2208700,8796,2.0,0.22737608003638016
2208809,17979,4.0,0.2224817843039101
2208858,4309,0.0,0.0
2208874,4488,0.0,0.0
2208908,7376,0.0,0.0
2209005,6433,1.0,0.155448468832582
2209104,6247,4.0,0.6403073475268128
2209153,4033,0.0,0.0
2209203,6254,2.0,0.3197953309881676
2209302,5882,1.0,0.17001020061203673
2209351,4642,2.0,0.4308487720809996
2209377,5255,0.0,0.0
2209401,6441,0.0,0.0
2209450,2166,0.0,0.0
2209500,3803,0.0,0.0
2209559,4451,0.0,0.0
2209609,2932,0.0,0.0
2209658,5779,0.0,0.0
2209708,6420,0.0,0.0
2209757,3057,0.0,0.0
2209807,5030,0.0,0.0
2209856,4614,0.0,0.0
2209872,6064,0.0,0.0
2209906,6122,0.0,0.0
2209955,4848,0.0,0.0
2209971,8038,0.0,0.0
2210003,20662,10.0,0.4839802536056529
2210052,5354,1.0,0.1867762420620097
2210102,3741,0.0,0.0
2210201,6700,0.0,0.0
2210300,6371,0.0,0.0
2210359,4577,0.0,0.0
2210375,2646,0.0,0.0
2210383,2454,0.0,0.0
2210391,3038,0.0,0.0
2210409,17639,1.0,0.056692556267362096
2210508,14324,5.0,0.34906450712091597
2210607,34877,78.0,2.236430885683975
2210623,3451,0.0,0.0
2210631,4303,0.0,0.0
2210656,10058,0.0,0.0
2210706,14649,2.0,0.1365280906546522
2210805,12746,3.0,0.2353679585752393
2210904,4563,1.0,0.21915406530791148
2210938,6767,1.0,0.14777597162701345
2210953,2929,0.0,0.0
2210979,2773,0.0,0.0
2211001,868075,2758.0,3.177144831955764
2211100,44569,5.0,0.11218559985640243
2211209,21655,17.0,0.7850380974370814
2211308,20929,6.0,0.2866835491423384
2211357,4938,0.0,0.0
2211407,4386,0.0,0.0
2211506,3080,0.0,0.0
2211605,2952,0.0,0.0
2211704,4471,0.0,0.0
2300101,11853,0.0,0.0
2300150,15036,4.0,0.26602819898909286
2300200,63104,39.0,0.6180273833671399
2300309,54481,53.0,0.9728162111561829
2300408,17493,0.0,0.0
2300507,11781,0.0,0.0
2300606,7650,3.0,0.39215686274509803
2300705,17196,4.0,0.23261223540358222
2300754,43829,15.0,0.3422391567227179
2300804,7378,3.0,0.4066142586066685
2300903,14672,15.0,1.0223555070883317
2301000,80935,39.0,0.4818681658120714
2301109,74975,56.0,0.746915638546182
2301208,26535,7.0,0.2638025249670247
2301257,10959,0.0,0.0
2301307,21654,2.0,0.09236168837166343
2301406,11802,1.0,0.0847314014573801
2301505,7844,0.0,0.0
2301604,23478,7.0,0.2981514609421586
2301703,24610,2.0,0.08126777732629012
2301802,6303,2.0,0.31730921783277805
2301851,18256,3.0,0.16432953549517967
2301901,61228,227.0,3.7074541059645916
2301950,22573,11.0,0.4873078456563151
2302008,22758,3.0,0.1318217769575534
2302057,15044,15.0,0.9970752459452273
2302107,35941,12.0,0.33388052641829663
2302206,53949,23.0,0.42632856957496895
2302305,32722,13.0,0.39728622944807773
2302404,54577,20.0,0.3664547336790223
2302503,49842,85.0,1.7053890293326912
2302602,63907,59.0,0.9232165490478351
2302701,27470,2.0,0.0728066982162359
2302800,77244,86.0,1.113355082595412
2302909,17786,9.0,0.5060159676149781
2303006,22782,4.0,0.17557721007813187
2303105,18459,5.0,0.2708705780378135
2303204,26987,7.0,0.25938414792307407
2303303,18699,5.0,0.26739397828760897
2303402,17685,7.0,0.39581566299123555
2303501,72232,75.0,1.038320965776941
2303600,20871,3.0,0.14374011786689664
2303659,10376,1.0,0.09637625289128758
2303709,365212,395.0,1.0815635849862546
2303808,25585,13.0,0.508110220832519
2303907,13091,11.0,0.8402719425559545
2303931,13565,1.0,0.07371913011426465
2303956,20274,6.0,0.29594554601953244
2304004,23239,2.0,0.08606222298721976
2304103,75159,248.0,3.2996713633763086
2304202,133031,133.0,0.9997669716081214
2304236,18133,1.0,0.0551480725748635
2304251,24977,11.0,0.4404051727589382
2304269,9662,2.0,0.206996481059822
2304277,7225,7.0,0.9688581314878892
2304285,54337,37.0,0.6809356423799621
2304301,19389,12.0,0.6189076280365156
2304350,24452,2.0,0.08179290037624734
2304400,2686612,10636.0,3.9588894860887986
2304459,16631,0.0,0.0
2304509,14134,5.0,0.35375689825951606
2304608,7694,4.0,0.5198856251624642
2304657,14407,0.0,0.0
2304707,54962,14.0,0.25472144390669915
2304806,4814,0.0,0.0
2304905,11144,2.0,0.17946877243359657
2304954,26290,12.0,0.4564473183720046
2305001,40784,18.0,0.4413495488426834
2305100,5132,0.0,0.0
2305209,20053,0.0,0.0
2305233,68529,36.0,0.5253250448715142
2305266,13369,6.0,0.44879946144064625
2305308,25082,8.0,0.31895383143290007
2305332,12629,3.0,0.2375484994853116
2305357,20060,4.0,0.19940179461615154
2305407,68162,144.0,2.1126140664886592
2305506,103074,268.0,2.6000737334342316
2305605,26187,14.0,0.5346164127238706
2305654,11596,0.0,0.0
2305704,12485,0.0,0.0
2305803,42058,29.0,0.6895239906795378
2305902,38114,13.0,0.34108201710657504
2306009,14326,3.0,0.20940946530783192
2306108,24305,6.0,0.24686278543509563
2306207,7866,5.0,0.6356470887363337
2306256,38325,26.0,0.6784083496412264
2306306,53067,58.0,1.0929579588067915
2306405,130539,237.0,1.8155493760485373
2306504,20520,3.0,0.14619883040935672
2306553,42215,10.0,0.23688262465948123
2306603,21836,9.0,0.41216339989008977
2306702,18147,9.0,0.495949743759299
2306801,11492,0.0,0.0
2306900,34636,25.0,0.7217923547753782
2307007,33834,31.0,0.916238103682686
2307106,27181,11.0,0.40469445568595713
2307205,8130,1.0,0.12300123001230011
2307254,20087,1.0,0.04978344202718176
2307304,276264,999.0,3.6161063330727132
2307403,24892,16.0,0.6427767957576731
2307502,31492,14.0,0.4445573478978788
2307601,59890,113.0,1.8867924528301887
2307635,19864,17.0,0.85581957309706
2307650,229458,377.0,1.6430022051965936
2307700,130346,109.0,0.8362358645451337
2307809,27595,12.0,0.4348613879325965
2307908,11321,6.0,0.5299885169154668
2308005,39044,37.0,0.9476488064747464
2308104,48168,27.0,0.5605381165919282
2308203,15185,4.0,0.2634178465591044
2308302,27462,9.0,0.32772558444395894
2308351,13142,4.0,0.30436767615279253
2308377,13894,0.0,0.0
2308401,35480,7.0,0.19729425028184894
2308500,43858,24.0,0.5472205754936386
2308609,17249,4.0,0.23189750130442344
2308708,61738,38.0,0.6155042275421944
2308807,8779,0.0,0.0
2308906,22685,0.0,0.0
2309003,14549,9.0,0.6185992164409925
2309102,10941,5.0,0.45699661822502513
2309201,15684,2.0,0.12751849018107625
2309300,32408,11.0,0.33942236484818566
2309409,28673,7.0,0.2441321103477139
2309458,25833,6.0,0.23226106143305075
2309508,21384,17.0,0.7949869060980171
2309607,73188,23.0,0.31425916816964533
2309706,84554,97.0,1.1471958748255553
2309805,12288,2.0,0.16276041666666666
2309904,6549,2.0,0.30539013589861047
2310001,9422,2.0,0.21226915729144555
2310100,13439,2.0,0.14882059677059303
2310209,35304,32.0,0.9064128710627691
2310258,32992,25.0,0.7577594568380213
2310308,31455,8.0,0.2543315848036878
2310407,12252,0.0,0.0
2310506,43309,22.0,0.5079775566279526
2310605,9143,0.0,0.0
2310704,37900,42.0,1.1081794195250658
2310803,16331,1.0,0.06123323740126141
2310852,20769,5.0,0.24074341566758148
2310902,17086,4.0,0.23410979749502517
2310951,11001,0.0,0.0
2311009,12347,3.0,0.24297400178180933
2311108,14958,0.0,0.0
2311207,11106,3.0,0.2701242571582928
2311231,6437,2.0,0.3107037439801149
2311264,21166,5.0,0.23622791269016347
2311306,88321,62.0,0.7019848054256632
2311355,16147,2.0,0.12386201771226853
2311405,81778,514.0,6.28530900731248
2311504,22293,7.0,0.3139999102857399
2311603,29146,19.0,0.651890482398957
2311702,18385,7.0,0.3807451726951319
2311801,78882,52.0,0.6592124946122055
2311900,15788,8.0,0.5067139599695972
2311959,16635,12.0,0.721370604147881
2312007,32654,4.0,0.12249647822625098
2312106,17712,4.0,0.22583559168925021
2312205,43711,1.0,0.022877536546864634
2312304,48131,42.0,0.8726184787351188
2312403,48869,52.0,1.0640692463524934
2312502,7601,1.0,0.13156163662675965
2312601,13044,11.0,0.8432996013492793
2312700,25456,13.0,0.5106851037083595
2312809,7691,1.0,0.1300221037576388
2312908,210711,1628.0,7.7262221715999635
2313005,18357,8.0,0.4358010568175628
2313104,30807,4.0,0.12984062063816668
2313203,26225,6.0,0.22878932316491898
2313252,8573,1.0,0.11664528169835531
2313302,59062,153.0,2.5904981206190105
2313351,19371,25.0,1.2905890248309329
2313401,76537,158.0,2.0643610279995297
2313500,56291,23.0,0.4085910713968485
2313559,16431,6.0,0.3651634106262553
2313609,35047,19.0,0.5421291408679773
2313708,7736,2.0,0.25853154084798347
2313757,19903,17.0,0.8541425915691102
2313807,22040,15.0,0.6805807622504537
2313906,13915,3.0,0.21559468199784404
2313955,18471,5.0,0.27069460234962917
2314003,40903,20.0,0.4889616898516001
2314102,61410,49.0,0.7979156489171144
2400109,11121,1.0,0.0899199712256092
2400208,58384,48.0,0.822143052891203
2400307,11029,7.0,0.6346903617735062
2400406,3272,0.0,0.0
2400505,13553,0.0,0.0
2400604,4710,0.0,0.0
2400703,14728,8.0,0.5431830526887561
2400802,11705,0.0,0.0
2400901,7154,2.0,0.2795638803466592
2401008,35874,43.0,1.1986396833361208
2401107,27967,15.0,0.536346408266886
2401206,14417,4.0,0.27745023236456956
2401305,9670,0.0,0.0
2401404,9322,2.0,0.21454623471358078
2401453,28747,1.0,0.034786238564024075
2401503,3994,0.0,0.0
2401602,5525,0.0,0.0
2401651,2197,0.0,0.0
2401701,10267,3.0,0.29219830524982954
2401800,12787,0.0,0.0
2401859,6561,4.0,0.6096631611034904
2401909,3715,0.0,0.0
2402006,68343,283.0,4.14087763194475
2402105,11291,3.0,0.26569834381365687
2402204,34548,6.0,0.1736714136853074
2402303,20541,3.0,0.1460493646852636
2402402,8239,2.0,0.24274790629930817
2402501,10867,3.0,0.2760651513757246
2402600,73886,61.0,0.8255961887231681
2402709,11181,0.0,0.0
2402808,5504,0.0,0.0
2402907,4915,0.0,0.0
2403004,7983,5.0,0.6263309532757109
2403103,44905,35.0,0.779423226812159
2403202,7072,0.0,0.0
2403251,267036,189.0,0.7077697389116073
2403301,5668,1.0,0.17642907551164433
2403400,6054,0.0,0.0
2403509,10484,0.0,0.0
2403608,28936,17.0,0.5875034559026818
2403707,5997,2.0,0.33350008337502085
2403756,3067,0.0,0.0
2403806,9786,0.0,0.0
2403905,2813,0.0,0.0
2404002,4041,0.0,0.0
2404101,2845,0.0,0.0
2404200,26669,8.0,0.29997375229667406
2404309,13076,1.0,0.07647598654022637
2404408,10463,2.0,0.19114976584153687
2404507,15963,39.0,2.4431497838752114
2404606,13901,0.0,0.0
2404705,15626,3.0,0.19198771278638166
2404804,2253,0.0,0.0
2404853,7595,1.0,0.13166556945358787
2404903,5897,2.0,0.3391555027980329
2405009,9238,3.0,0.3247456159341849
2405108,6893,2.0,0.2901494269548818
2405207,5248,1.0,0.19054878048780488
2405306,10275,0.0,0.0
2405405,4995,0.0,0.0
2405504,2606,0.0,0.0
2405603,14942,6.0,0.40155267032525765
2405702,12396,0.0,0.0
2405801,35160,51.0,1.4505119453924915
2405900,2654,0.0,0.0
2406007,5946,0.0,0.0
2406106,18315,5.0,0.273000273000273
2406155,3922,0.0,0.0
2406205,6811,0.0,0.0
2406304,7584,0.0,0.0
2406403,2732,0.0,0.0
2406502,15749,0.0,0.0
2406601,8297,0.0,0.0
2406700,11344,2.0,0.1763046544428773
2406809,4763,0.0,0.0
2406908,4025,0.0,0.0
2407005,10146,0.0,0.0
2407104,81821,99.0,1.2099583236577407
2407203,32039,4.0,0.12484784169293674
2407252,4062,0.0,0.0
2407302,8336,0.0,0.0
2407401,8758,0.0,0.0
2407500,12544,0.0,0.0
2407609,4634,0.0,0.0
2407708,11208,2.0,0.17844396859386152
2407807,22576,6.0,0.2657689581856839
2407906,2084,0.0,0.0
2408003,300618,776.0,2.581349087546321
2408102,890480,2528.0,2.838918336178241
2408201,27938,0.0,0.0
2408300,37450,28.0,0.7476635514018691
2408409,4244,0.0,0.0
2408508,4813,0.0,0.0
2408607,4276,1.0,0.23386342376052385
2408706,3750,0.0,0.0
2408805,5272,0.0,0.0
2408904,21545,3.0,0.1392434439545138
2408953,10905,0.0,0.0
2409100,13474,0.0,0.0
2409209,3102,0.0,0.0
2409308,12809,0.0,0.0
2409332,5621,2.0,0.3558085749866572
2409407,30600,196.0,6.405228758169935
2409506,3199,0.0,0.0
2409605,2438,0.0,0.0
2409704,6653,0.0,0.0
2409803,14844,0.0,0.0
2409902,15272,18.0,1.178627553693033
2410009,3869,0.0,0.0
2410108,15531,0.0,0.0
2410207,7906,2.0,0.25297242600556535
2410256,6522,0.0,0.0
2410306,10522,3.0,0.28511689792815054
2410405,9724,0.0,0.0
2410504,5128,0.0,0.0
2410603,3208,0.0,0.0
2410702,3614,0.0,0.0
2410801,4199,0.0,0.0
2410900,8220,0.0,0.0
2411007,4462,0.0,0.0
2411056,4140,0.0,0.0
2411106,3592,0.0,0.0
2411205,39988,41.0,1.0253075922776833
2411403,11956,2.0,0.16728002676480427
2411429,2689,0.0,0.0
2411502,24280,59.0,2.42998352553542
2411601,2717,0.0,0.0
2411700,4495,0.0,0.0
2411809,3595,0.0,0.0
2411908,4255,0.0,0.0
2412005,103672,75.0,0.7234354502662242
2412104,6207,0.0,0.0
2412203,44236,39.0,0.8816348675287097
2412302,12879,6.0,0.4658746797111577
2412401,4665,0.0,0.0
2412500,23655,2.0,0.08454872120059184
2412559,10362,3.0,0.2895193977996526
2412609,17720,51.0,2.8781038374717833
2412708,5930,0.0,0.0
2412807,8192,1.0,0.1220703125
2412906,11053,4.0,0.3618926988148014
2413003,6450,0.0,0.0
2413102,6127,0.0,0.0
2413201,4484,0.0,0.0
2413300,5751,1.0,0.1738828029907842
2413359,12083,1.0,0.08276090374906894
2413409,8092,2.0,0.24715768660405335
2413508,6178,0.0,0.0
2413557,4816,0.0,0.0
2413607,2088,0.0,0.0
2413706,5561,2.0,0.3596475454055026
2413805,2586,0.0,0.0
2413904,12297,2.0,0.16264129462470522
2414001,15869,19.0,1.1973029176381624
2414100,10855,1.0,0.09212344541685859
2414159,6019,0.0,0.0
2414209,14440,6.0,0.4155124653739612
2414308,2421,0.0,0.0
2414407,33503,18.0,0.5372653195236248
2414456,3216,0.0,0.0
2414506,10520,1.0,0.09505703422053231
2414605,14800,1.0,0.06756756756756757
2414704,5515,0.0,0.0
2414753,4205,0.0,0.0
2414803,12637,4.0,0.3165308221888106
2414902,1725,0.0,0.0
2415008,3194,0.0,0.0
2500106,10306,0.0,0.0
2500205,5630,0.0,0.0
2500304,28439,16.0,0.5626076866275185
2500403,20921,5.0,0.23899431193537593
2500502,14560,0.0,0.0
2500536,5509,0.0,0.0
2500577,2577,0.0,0.0
2500601,19727,4.0,0.20276778019972627
2500700,18026,0.0,0.0
2500734,2251,0.0,0.0
2500775,8416,1.0,0.1188212927756654
2500809,16921,0.0,0.0
2500908,13542,0.0,0.0
2501005,20463,0.0,0.0
2501104,22656,0.0,0.0
2501153,2116,0.0,0.0
2501203,7027,0.0,0.0
2501302,19116,2.0,0.10462439840970915
2501351,4029,0.0,0.0
2501401,9096,0.0,0.0
2501500,21269,0.0,0.0
2501534,4964,0.0,0.0
2501575,8349,0.0,0.0
2501609,15497,2.0,0.1290572368845583
2501708,6065,0.0,0.0
2501807,97203,32.0,0.3292079462568028
2501906,17705,0.0,0.0
2502003,7349,0.0,0.0
2502052,3536,0.0,0.0
2502102,5307,0.0,0.0
2502151,7136,0.0,0.0
2502201,2575,0.0,0.0
2502300,4956,0.0,0.0
2502409,12022,1.0,0.08318083513558476
2502508,17870,0.0,0.0
2502607,6105,0.0,0.0
2502706,5287,0.0,0.0
2502805,14206,2.0,0.14078558355624385
2502904,6464,2.0,0.3094059405940594
2503001,21955,2.0,0.09109542245502163
2503100,5661,0.0,0.0
2503209,68767,28.0,0.40717204473075747
2503308,10305,0.0,0.0
2503407,3695,0.0,0.0
2503506,17178,3.0,0.17464198393293748
2503555,7199,0.0,0.0
2503605,7191,2.0,0.2781254345709915
2503704,62289,261.0,4.19014593266869
2503753,3205,0.0,0.0
2503803,6046,0.0,0.0
2503902,6031,0.0,0.0
2504009,411807,1129.0,2.741575543883421
2504033,6620,0.0,0.0
2504074,4185,0.0,0.0
2504108,2687,0.0,0.0
2504157,7499,3.0,0.4000533404453927
2504207,4935,0.0,0.0
2504306,30684,12.0,0.39108330074305825
2504355,4875,0.0,0.0
2504405,19007,0.0,0.0
2504504,6658,0.0,0.0
2504603,25010,0.0,0.0
2504702,4787,0.0,0.0
2504801,15441,3.0,0.19428793471925396
2504850,1935,2.0,1.0335917312661498
2504900,17461,0.0,0.0
2505006,7832,0.0,0.0
2505105,20334,0.0,0.0
2505204,6775,2.0,0.2952029520295203
2505238,6356,4.0,0.6293266205160478
2505279,5218,0.0,0.0
2505303,2512,0.0,0.0
2505352,5370,0.0,0.0
2505402,8315,0.0,0.0
2505501,3824,0.0,0.0
2505600,6528,0.0,0.0
2505709,10413,3.0,0.28810141169691733
2505808,3582,0.0,0.0
2505907,3539,0.0,0.0
2506004,33199,0.0,0.0
2506103,11215,0.0,0.0
2506202,2989,0.0,0.0
2506251,8303,0.0,0.0
2506301,59115,112.0,1.8946121965660154
2506400,14127,3.0,0.21235931195582927
2506509,3453,0.0,0.0
2506608,5903,0.0,0.0
2506707,11848,3.0,0.25320729237002026
2506806,18144,7.0,0.38580246913580246
2506905,24419,27.0,1.1056963839633074
2507002,24828,2.0,0.08055421298533914
2507101,18823,3.0,0.15937948254794665
2507200,11016,0.0,0.0
2507309,14450,0.0,0.0
2507408,7745,1.0,0.1291155584247902
2507507,817511,2247.0,2.7485868691675095
2507606,7976,1.0,0.12537612838515547
2507705,18298,1.0,0.054650781506175534
2507804,7195,0.0,0.0
2507903,10793,4.0,0.3706105809320856
2508000,9849,4.0,0.4061326022946492
2508109,4653,0.0,0.0
2508208,7737,2.0,0.25849812588858734
2508307,27617,1.0,0.03620958105514719
2508406,2718,0.0,0.0
2508505,7265,0.0,0.0
2508554,4369,0.0,0.0
2508604,13214,4.0,0.3027092477675193
2508703,3999,0.0,0.0
2508802,5752,0.0,0.0
2508901,45136,69.0,1.5287132222616093
2509008,10972,0.0,0.0
2509057,8653,0.0,0.0
2509107,21866,2.0,0.0914662032379036
2509156,6654,0.0,0.0
2509206,13998,0.0,0.0
2509305,8539,0.0,0.0
2509339,4515,0.0,0.0
2509370,2926,0.0,0.0
2509396,6630,0.0,0.0
2509404,13261,0.0,0.0
2509503,5738,0.0,0.0
2509602,4842,0.0,0.0
2509701,33433,34.0,1.016959291717764
2509800,9932,0.0,0.0
2509909,10451,0.0,0.0
2510006,7286,0.0,0.0
2510105,10626,1.0,0.09410878976096367
2510204,5920,0.0,0.0
2510303,4959,0.0,0.0
2510402,6462,0.0,0.0
2510501,3961,0.0,0.0
2510600,3046,0.0,0.0
2510659,1758,0.0,0.0
2510709,2436,0.0,0.0
2510808,108192,288.0,2.6619343389529724
2510907,12379,1.0,0.08078196946441554
2511004,3802,0.0,0.0
2511103,7899,0.0,0.0
2511202,28533,4.0,0.1401885536045982
2511301,16111,116.0,7.200049655514865
2511400,18720,5.0,0.26709401709401714
2511509,11977,6.0,0.5009601736661936
2511608,6576,0.0,0.0
2511707,4955,0.0,0.0
2511806,10584,3.0,0.2834467120181406
2511905,19275,5.0,0.2594033722438392
2512002,18708,0.0,0.0
2512036,3882,0.0,0.0
2512077,4337,0.0,0.0
2512101,32802,90.0,2.7437351381013353
2512200,4238,0.0,0.0
2512309,23549,9.0,0.38218183362350844
2512408,13741,0.0,0.0
2512507,44179,2.0,0.045270377328595034
2512606,1983,0.0,0.0
2512705,19798,1.0,0.05051015254066067
2512721,6114,1.0,0.16355904481517827
2512747,3619,1.0,0.27631942525559544
2512754,4541,0.0,0.0
2512762,4540,0.0,0.0
2512788,1974,0.0,0.0
2512804,8541,0.0,0.0
2512903,24218,4.0,0.16516640515319184
2513000,3931,0.0,0.0
2513109,12131,0.0,0.0
2513158,6541,0.0,0.0
2513208,6581,0.0,0.0
2513307,5871,0.0,0.0
2513356,3593,0.0,0.0
2513406,15426,0.0,0.0
2513505,5129,0.0,0.0
2513604,6986,0.0,0.0
2513653,2639,0.0,0.0
2513703,137349,949.0,6.909405965824288
2513802,4562,0.0,0.0
2513851,2509,0.0,0.0
2513901,34344,14.0,0.40764034474726296
2513927,4566,0.0,0.0
2513943,2630,2.0,0.7604562737642585
2513968,3097,0.0,0.0
2513984,3384,0.0,0.0
2514008,4184,0.0,0.0
2514107,4415,0.0,0.0
2514206,7626,0.0,0.0
2514305,6376,0.0,0.0
2514404,4656,0.0,0.0
2514453,5998,2.0,0.33344448149383127
2514503,20329,1.0,0.049190811156475965
2514552,3950,0.0,0.0
2514602,3588,0.0,0.0
2514651,1811,0.0,0.0
2514701,4147,0.0,0.0
2514800,3618,0.0,0.0
2514909,7702,0.0,0.0
2515005,7410,0.0,0.0
2515104,11728,0.0,0.0
2515203,3512,0.0,0.0
2515302,52804,21.0,0.3976971441557458
2515401,10848,1.0,0.09218289085545722
2515500,13754,9.0,0.654355096699142
2515609,3131,0.0,0.0
2515708,2916,0.0,0.0
2515807,7021,0.0,0.0
2515906,6068,0.0,0.0
2515930,5089,0.0,0.0
2515971,7815,0.0,0.0
2516003,26227,4.0,0.1525145842071148
2516102,15102,0.0,0.0
2516151,3594,0.0,0.0
2516201,69723,26.0,0.37290420664630036
2516300,17031,1.0,0.058716458223239974
2516409,10969,0.0,0.0
2516508,15441,0.0,0.0
2516607,14759,0.0,0.0
2516706,15248,0.0,0.0
2516755,3081,0.0,0.0
2516805,9464,0.0,0.0
2516904,15300,1.0,0.06535947712418301
2517001,9911,0.0,0.0
2517100,2841,0.0,0.0
2517209,5372,0.0,0.0
2517407,2255,0.0,0.0
2600054,100346,5.0,0.04982759651605445
2600104,37404,79.0,2.1120735750187145
2600203,19810,0.0,0.0
2600302,25065,7.0,0.27927388789148216
2600401,37082,12.0,0.32360714093090986
2600500,43686,11.0,0.25179691434326784
2600609,14718,0.0,0.0
2600708,38397,23.0,0.5990051306091622
2600807,22984,10.0,0.43508527671423597
2600906,22870,10.0,0.4372540445999126
2601003,11226,0.0,0.0
2601052,20733,4.0,0.1929291467708484
2601102,84864,145.0,1.7086161387631975
2601201,74822,166.0,2.218598807837267
2601300,14510,6.0,0.4135079255685734
2601409,42764,40.0,0.9353661958656814
2601508,12122,0.0,0.0
2601607,20730,0.0,0.0
2601706,76687,39.0,0.5085607730123749
2601805,12765,2.0,0.15667841754798276
2601904,60880,99.0,1.626149802890933
2602001,38378,2.0,0.052113189848350616
2602100,48767,22.0,0.4511247359895011
2602209,39983,9.0,0.22509566565790462
2602308,38117,29.0,0.7608153842117691
2602407,8987,1.0,0.11127183709803048
2602506,7488,0.0,0.0
2602605,51225,17.0,0.33186920448999513
2602704,13190,3.0,0.2274450341167551
2602803,58919,3.0,0.050917361122897534
2602902,208944,827.0,3.957998315338081
2603009,34503,5.0,0.1449149349331942
2603108,20501,6.0,0.292668650309741
2603207,28904,5.0,0.17298643786327153
2603306,11018,1.0,0.0907605736068252
2603405,5747,1.0,0.17400382808421785
2603454,158899,45.0,0.28319876147741646
2603504,18900,1.0,0.052910052910052914
2603603,8572,4.0,0.4666355576294914
2603702,24773,9.0,0.3632987526742825
2603801,20048,2.0,0.09976057462090983
2603900,19609,7.0,0.35697893824264365
2603926,13025,0.0,0.0
2604007,84395,28.0,0.33177320931334797
2604106,365278,1132.0,3.09900952151512
2604155,14368,4.0,0.27839643652561247
2604205,43340,9.0,0.20766035994462392
2604304,11891,2.0,0.1681944327642755
2604403,13556,2.0,0.14753614635585718
2604502,21815,10.0,0.4584001833600734
2604601,26590,15.0,0.5641218503196691
2604700,18268,2.0,0.10948105977665865
2604809,12560,10.0,0.7961783439490446
2604908,10192,0.0,0.0
2605004,24173,11.0,0.4550531584826046
2605103,37375,8.0,0.2140468227424749
2605152,19079,0.0,0.0
2605202,69292,29.0,0.41851873232119147
2605301,31766,11.0,0.34628218850343134
2605400,22247,18.0,0.8090978558906818
2605459,3101,0.0,0.0
2605509,12170,5.0,0.4108463434675431
2605608,22618,0.0,0.0
2605707,33184,6.0,0.18081002892960465
2605806,15546,3.0,0.19297568506368198
2605905,31318,0.0,0.0
2606002,140577,341.0,2.4257168669127953
2606101,30751,10.0,0.3251926766609216
2606200,80055,130.0,1.6238835800387235
2606309,7537,0.0,0.0
2606408,84699,64.0,0.755616949432697
2606507,19241,0.0,0.0
2606606,29412,0.0,0.0
2606705,7768,0.0,0.0
2606804,118370,193.0,1.6304806961223284
2606903,12247,0.0,0.0
2607000,23645,0.0,0.0
2607109,4543,0.0,0.0
2607208,97669,59.0,0.6040811311675148
2607307,31187,12.0,0.3847757078269792
2607406,4966,0.0,0.0
2607505,26308,4.0,0.1520450053215752
2607604,26672,2.0,0.07498500299940011
2607653,36471,18.0,0.49354281483918727
2607703,13553,2.0,0.14756880395484392
2607752,26900,22.0,0.8178438661710037
2607802,17006,1.0,0.05880277549100318
