cod_municipio,pop_2021,obitos_covid,obitos_covid_1k
1502152,38103,29.0,0.7610949269086423
1502202,69431,182.0,2.621307485129121
1502301,54425,38.0,0.6982085438677079
1502400,203251,457.0,2.2484514221332246
1502509,23948,0.0,0.0
1502608,12131,5.0,0.4121671750061825
1502707,47991,59.0,1.2293971786376612
1502756,33781,5.0,0.14801219620496728
1502764,13761,3.0,0.21800741225201656
1502772,17846,10.0,0.5603496581867085
1502806,34994,13.0,0.3714922558152826
1502855,14587,6.0,0.4113251525330774
1502905,40584,48.0,1.1827321111768185
1502939,60469,10.0,0.16537399328581587
1502954,33940,8.0,0.2357100766057749
1503002,7070,1.0,0.14144271570014144
1503044,20525,0.0,0.0
1503077,26111,8.0,0.30638428248630845
1503093,41081,5.0,0.12171076653440763
1503101,33755,4.0,0.11850096282032292
1503200,39023,55.0,1.4094252107731338
1503309,63036,37.0,0.5869661780569833
1503408,11861,1.0,0.08430992327796982
1503457,65625,18.0,0.27428571428571424
1503507,32595,12.0,0.36815462494247586
1503606,101395,224.0,2.2091819123230927
1503705,53355,12.0,0.22490863086870957
1503754,7590,29.0,3.8208168642951255
1503804,59842,9.0,0.15039604291300424
1503903,58960,113.0,1.9165535956580733
1504000,29282,21.0,0.7171641281333242
1504059,30235,23.0,0.7607077889862742
1504109,8573,0.0,0.0
1504208,283542,750.0,2.645110777239351
1504307,29516,33.0,1.1180376744816372
1504406,28450,18.0,0.632688927943761
1504422,133685,119.0,0.8901522235104911
1504455,31975,4.0,0.12509773260359655
1504505,27890,13.0,0.4661168877733955
1504604,31530,21.0,0.6660323501427212
1504703,83182,33.0,0.3967204443268976
1504752,16184,1.0,0.06178942165101334
1504802,58162,73.0,1.2551150235548985
1504901,40906,21.0,0.5133721214491761
1504950,21444,6.0,0.2797985450475658
1504976,16854,4.0,0.23733238400379733
1505007,15506,2.0,0.12898232942086935
1505031,25766,21.0,0.8150275556935496
1505064,77214,23.0,0.29787344263993576
1505106,52306,60.0,1.1470959354567354
1505205,32850,35.0,1.06544901065449
1505304,74016,63.0,0.8511673151750972
1505403,17961,8.0,0.44540949835755245
1505437,33335,8.0,0.23998800059997
1505486,48414,8.0,0.1652414590820837
1505494,7582,2.0,0.2637826431020839
1505502,114503,235.0,2.052347973415544
1505536,213576,301.0,1.4093343821403155
1505551,5410,0.0,0.0
1505601,8081,0.0,0.0
1505635,12979,0.0,0.0
1505650,31659,2.0,0.06317318929846173
1505700,31549,13.0,0.41205743446701953
1505809,62945,49.0,0.7784573834299785
1505908,41801,13.0,0.3109973445611349
1506005,29846,17.0,0.5695905648998191
1506104,10857,3.0,0.27631942525559544
1506112,13702,4.0,0.29192818566632606
1506138,85563,194.0,2.2673351799259023
1506161,18201,8.0,0.4395362892148783
1506187,52803,14.0,0.2651364505804595
1506195,51500,19.0,0.36893203883495146
1506203,40922,66.0,1.6128243976345242
1506302,24075,11.0,0.45690550363447563
1506351,21449,12.0,0.5594666418014826
1506401,10314,9.0,0.8726003490401396
1506500,71837,30.0,0.4176120940462436
1506559,19843,2.0,0.10079121100640023
1506583,21850,4.0,0.18306636155606407
1506609,24995,12.0,0.48009601920384076
1506708,74419,11.0,0.1478117147502654
1506807,306480,986.0,3.2171756721482643
1506906,6753,1.0,0.14808233377758034
1507003,31918,26.0,0.8145873801616643
1507102,18129,21.0,1.15836505047162
1507151,25753,5.0,0.19415213761503516
1507201,32139,9.0,0.2800336040324839
1507300,132138,16.0,0.12108553179251995
1507409,15930,0.0,0.0
1507458,24705,13.0,0.5262092693786683
1507466,6217,3.0,0.48254785266205563
1507474,23244,20.0,0.8604371020478403
1507508,14051,3.0,0.2135079353782649
1507607,59632,48.0,0.8049369466058491
1507706,26974,13.0,0.4819455772225106
1507755,6009,0.0,0.0
1507805,11480,5.0,0.4355400696864111
1507904,25565,10.0,0.39115978877371405
1507953,108969,77.0,0.7066229845185329
1507961,11847,3.0,0.2532286654849329
1507979,18917,9.0,0.4757625416292224
1508001,64030,40.0,0.6247071685147587
1508035,31257,3.0,0.09597850081581726
1508050,19168,11.0,0.573873121869783
1508084,40136,30.0,0.7474586406218856
1508100,115144,261.0,2.2667268811227683
1508126,60761,37.0,0.6089432366155922
1508159,45435,7.0,0.15406624848684936
1508209,54172,53.0,0.9783652071180683
1508308,61751,31.0,0.5020161616815922
1508357,15279,11.0,0.7199424046076314
1508407,45086,18.0,0.3992370137071375
1600055,5488,1.0,0.18221574344023322
1600105,9187,4.0,0.43539784478066834
1600154,17067,3.0,0.17577781683951485
1600204,11306,2.0,0.1768972227136034
1600212,6101,0.0,0.0
1600238,7967,0.0,0.0
1600253,5617,0.0,0.0
1600279,51362,87.0,1.6938592733927806
1600303,512902,1298.0,2.530697872108122
1600402,22053,6.0,0.272071826962318
1600501,27906,26.0,0.9316992761413316
1600535,22452,7.0,0.3117762337430964
1600550,5246,1.0,0.19062142584826536
1600600,123096,282.0,2.29089491128875
1600709,17769,2.0,0.11255557431481794
1600808,16254,3.0,0.18456995201181248
1700251,2594,0.0,0.0
1700301,6892,2.0,0.2901915264074289
1700350,5346,0.0,0.0
1700400,6979,0.0,0.0
1700707,8396,10.0,1.191043353978085
1701002,9492,6.0,0.6321112515802781
1701051,3454,0.0,0.0
1701101,4848,2.0,0.41254125412541254
1701309,5731,0.0,0.0
1701903,7155,0.0,0.0
1702000,8467,8.0,0.9448446911538916
1702109,183381,532.0,2.9010639052028293
1702158,5793,3.0,0.5178663904712584
1702208,36170,8.0,0.2211777716339508
1702307,6616,13.0,1.9649334945586456
1702406,10534,0.0,0.0
1702554,18643,128.0,6.865847771281446
1702703,3783,0.0,0.0
1702901,9787,0.0,0.0
1703008,10666,0.0,0.0
1703057,3592,0.0,0.0
1703073,4632,1.0,0.2158894645941278
1703107,5651,1.0,0.1769598301185631
1703206,4448,0.0,0.0
1703305,5008,0.0,0.0
1703602,2211,0.0,0.0
1703701,5519,0.0,0.0
1703800,11497,0.0,0.0
1703826,2284,0.0,0.0
1703842,10312,1.0,0.0969743987587277
1703867,4441,0.0,0.0
1703883,2603,0.0,0.0
1703891,4130,0.0,0.0
1703909,5442,2.0,0.3675119441381845
1704105,2936,0.0,0.0
1704600,1410,0.0,0.0
1705102,3331,0.0,0.0
1705508,35851,22.0,0.6136509441856572
1705557,4861,0.0,0.0
1705607,4087,0.0,0.0
1706001,5639,0.0,0.0
1706100,7278,0.0,0.0
1706258,1735,0.0,0.0
1706506,6174,0.0,0.0
1707009,22424,2.0,0.08919015340706386
1707108,6943,2.0,0.28805991646262424
1707207,7185,0.0,0.0
1707306,4686,0.0,0.0
1707405,11139,0.0,0.0
1707553,3830,0.0,0.0
1707652,5243,0.0,0.0
1707702,8874,0.0,0.0
1708205,18399,5.0,0.27175389966846025
1708254,2602,0.0,0.0
1708304,5130,0.0,0.0
1709005,13095,3.0,0.2290950744558992
1709302,26165,36.0,1.375883814255685
1709500,87545,146.0,1.6677137472157175
1709807,2052,0.0,0.0
1710508,7452,6.0,0.8051529790660226
1710706,5832,0.0,0.0
1710904,3795,0.0,0.0
1711100,2420,2.0,0.8264462809917356
1711506,3878,0.0,0.0
1711803,2184,0.0,0.0
1711902,13676,1.0,0.07312079555425563
1711951,4393,0.0,0.0
1712009,3167,0.0,0.0
1712157,1954,0.0,0.0
1712405,3733,2.0,0.5357621216180016
1712454,3154,0.0,0.0
1712504,5254,2.0,0.3806623524933384
1712702,2729,0.0,0.0
1712801,3448,0.0,0.0
1713205,17936,31.0,1.7283675289919715
1713304,13493,1.0,0.07411250277921885
1713601,8066,0.0,0.0
1713700,2295,0.0,0.0
1713809,6745,0.0,0.0
1713957,3587,0.0,0.0
1714203,9250,1.0,0.1081081081081081
1714302,3834,1.0,0.2608242044861763
1714880,11917,5.0,0.41956868339347153
1715002,4304,0.0,0.0
1715101,4397,2.0,0.45485558335228565
1715150,2332,0.0,0.0
1715259,2745,0.0,0.0
1715507,1118,0.0,0.0
1715705,6131,1.0,0.1631055292774425
1715754,7676,2.0,0.2605523710265763
1716109,51891,38.0,0.7323042531460177
1716208,10437,0.0,0.0
1716307,4867,0.0,0.0
1716505,13773,10.0,0.7260582298700355
1716604,11873,0.0,0.0
1716653,5512,0.0,0.0
1716703,8141,0.0,0.0
1717008,4430,0.0,0.0
1717206,3033,0.0,0.0
1717503,7743,2.0,0.2582978173834431
1717800,4591,0.0,0.0
1717909,8116,0.0,0.0
1718006,3170,0.0,0.0
1718204,53316,56.0,1.0503413609423062
1718303,8498,0.0,0.0
1718402,3676,0.0,0.0
1718451,2717,0.0,0.0
1718501,4342,0.0,0.0
1718550,4684,0.0,0.0
1718659,2171,0.0,0.0
1718709,2856,0.0,0.0
1718758,6488,1.0,0.15413070283600494
1718808,4794,3.0,0.6257822277847309
1718840,3373,0.0,0.0
1718865,7595,2.0,0.26333113890717574
1718881,3486,0.0,0.0
1718899,2386,0.0,0.0
1718907,4846,0.0,0.0
1719004,2897,0.0,0.0
1720002,2530,0.0,0.0
1720101,5391,0.0,0.0
1720150,1598,0.0,0.0
1720200,12294,0.0,0.0
1720259,3094,0.0,0.0
1720309,4852,2.0,0.41220115416323166
1720499,3904,0.0,0.0
1720655,5428,2.0,0.36845983787767134
1720804,8997,0.0,0.0
1720853,1986,0.0,0.0
1720903,16825,4.0,0.237741456166419
1720937,2166,0.0,0.0
1720978,2812,0.0,0.0
1721000,306296,718.0,2.3441376968683887
1721109,7617,0.0,0.0
1721208,22845,17.0,0.7441453272050776
1721257,1922,0.0,0.0
1721307,2729,0.0,0.0
1722081,11734,0.0,0.0
1722107,11520,13.0,1.128472222222222
2100055,113121,209.0,1.8475791409198998
2100105,6578,0.0,0.0
2100154,12652,0.0,0.0
2100204,22112,3.0,0.1356729377713459
2100303,26757,0.0,0.0
2100402,8189,0.0,0.0
2100436,27858,35.0,1.2563715988226003
2100477,31943,30.0,0.9391729017312087
2100501,11212,0.0,0.0
2100550,7005,0.0,0.0
2100600,41729,14.0,0.3354980948501043
2100709,26988,2.0,0.07410701052319549
2100808,15894,2.0,0.1258336479174531
2100832,17413,2.0,0.11485671624648251
2100873,15551,3.0,0.19291363899427688
2100907,46771,7.0,0.1496653909473819
2100956,32764,8.0,0.24417043096081065
2101004,29932,8.0,0.26727248429774153
2101103,12183,0.0,0.0
2101202,104790,281.0,2.68155358335719
2101251,17252,2.0,0.11592858798979828
2101301,18654,3.0,0.16082341588935348
2101350,5670,0.0,0.0
2101400,95929,172.0,1.7929927342096759
2101509,18924,0.0,0.0
2101608,88492,46.0,0.5198210007684311
2101707,63217,65.0,1.028204438679469
2101731,7528,2.0,0.26567481402763016
2101772,11279,4.0,0.35464136891568404
2101806,5638,1.0,0.17736786094359702
2101905,21299,9.0,0.42255504953284195
2101939,6073,0.0,0.0
2101970,8382,0.0,0.0
2102002,41822,25.0,0.5977715078188512
2102036,34567,19.0,0.5496571874909596
2102077,16438,2.0,0.12166930283489476
2102101,36651,20.0,0.5456877029276146
2102150,9014,0.0,0.0
2102200,28798,13.0,0.45142023751649424
2102309,23939,11.0,0.45950123229875933
2102325,72983,36.0,0.49326555499225844
2102358,15467,0.0,0.0
2102374,9478,2.0,0.21101498206372651
2102408,11216,2.0,0.1783166904422254
2102507,19451,2.0,0.10282247699347077
2102556,14453,8.0,0.5535183006988169
2102606,20278,7.0,0.3452016964197653
2102705,22117,1.0,0.04521408871004205
2102754,10935,4.0,0.36579789666209417
2102804,24165,10.0,0.4138216428719222
2102903,23952,25.0,1.0437541750167
2103000,165525,416.0,2.513215526355536
2103109,10693,0.0,0.0
2103125,8740,0.0,0.0
2103158,13670,5.0,0.365764447695684
2103174,21840,0.0,0.0
2103208,80195,150.0,1.8704408005486626
2103257,14777,2.0,0.13534546931041486
2103307,123116,147.0,1.1939959062997498
2103406,49621,28.0,0.56427722133774
2103505,41312,20.0,0.48412083656080557
2103554,16400,3.0,0.18292682926829268
2103604,65544,229.0,3.4938362016355424
2103703,32626,47.0,1.440568871452216
2103752,12916,0.0,0.0
2103802,23372,5.0,0.21393119972616806
2103901,11401,2.0,0.1754232084904833
2104008,17104,13.0,0.7600561272217026
2104057,42527,18.0,0.42326051684812005
2104073,8484,3.0,0.3536067892503536
2104081,10460,0.0,0.0
2104099,19258,1.0,0.05192647211548447
2104107,12647,12.0,0.9488416225191745
2104206,17790,4.0,0.22484541877459246
2104305,11963,1.0,0.08359107247345983
2104404,17944,3.0,0.1671868033883192
2104503,10886,2.0,0.18372221201543268
2104552,18520,0.0,0.0
2104602,14656,0.0,0.0
2104628,7844,0.0,0.0
2104651,10151,5.0,0.4925623091321052
2104677,25539,22.0,0.8614276205019774
2104701,6261,1.0,0.15971889474524836
2104800,70065,109.0,1.5556982801684152
2104909,11997,2.0,0.16670834375260482
2105005,28932,8.0,0.27651043826904464
2105104,27269,6.0,0.22003007077633943
2105153,14324,3.0,0.20943870427254957
2105203,11387,3.0,0.26345832967418986
2105302,259337,1236.0,4.765999452449901
2105351,16005,0.0,0.0
2105401,68723,32.0,0.4656374139662122
2105427,26068,13.0,0.49869571888905934
2105450,10310,0.0,0.0
2105476,17040,8.0,0.4694835680751174
2105500,23740,1.0,0.04212299915754002
2105609,16198,4.0,0.24694406716878628
2105658,4392,0.0,0.0
2105708,50616,136.0,2.686897423739529
2105807,10869,0.0,0.0
2105906,16314,4.0,0.245188181929631
2105922,11265,1.0,0.0887705281846427
2105948,8857,0.0,0.0
2105963,11464,0.0,0.0
2105989,7602,2.0,0.26308866087871613
2106003,11918,0.0,0.0
2106102,12214,7.0,0.5731128213525463
2106201,6984,0.0,0.0
2106300,20029,0.0,0.0
2106326,21586,4.0,0.1853052904660428
2106359,7775,0.0,0.0
2106375,16511,1.0,0.060565683483738114
2106409,16977,3.0,0.17670966601873123
2106508,23482,6.0,0.2555148624478324
2106607,33943,3.0,0.08838346639955219
2106631,17033,0.0,0.0
2106672,8483,0.0,0.0
2106706,21031,6.0,0.28529313870001427
2106755,28754,7.0,0.24344439034569104
2106805,15011,2.0,0.13323562720671508
2106904,33664,15.0,0.4455798479087453
2107001,9111,2.0,0.219514872132587
2107100,19572,14.0,0.7153075822603719
2107209,14642,1.0,0.06829668078131403
2107258,5427,1.0,0.18426386585590565
2107308,4682,0.0,0.0
2107357,21080,0.0,0.0
2107407,19561,6.0,0.30673278462246306
2107456,14836,4.0,0.26961445133459155
2107506,123747,15.0,0.12121505975902447
2107605,19781,1.0,0.05055356149840757
2107704,21479,6.0,0.27934261371572233
2107803,35008,4.0,0.11425959780621572
2107902,19137,7.0,0.3657835606416889
2108009,19583,1.0,0.051064698973599554
2108058,16166,2.0,0.12371644191513052
2108108,21066,0.0,0.0
2108207,39191,126.0,3.215023857518308
2108256,25354,2.0,0.07888301648655044
2108306,38731,18.0,0.4647440035113991
2108405,14345,1.0,0.06971070059254095
2108454,23364,23.0,0.9844204759458997
2108504,33065,8.0,0.24194767881445636
2108603,83777,157.0,1.8740227031285437
2108702,21379,6.0,0.280649235230834
2108801,18720,2.0,0.10683760683760683
2108900,17595,10.0,0.5683432793407218
2109007,24092,26.0,1.079196413747302
2109056,5955,0.0,0.0
2109106,48036,244.0,5.079523690565409
2109205,12838,0.0,0.0
2109239,7070,0.0,0.0
2109270,19069,4.0,0.20976453930463054
2109304,11261,1.0,0.08880206020779682
2109403,15431,0.0,0.0
2109452,31177,10.0,0.32074927029541006
2109502,20334,11.0,0.5409658699714764
2109551,7825,2.0,0.25559105431309903
2109601,42994,0.0,0.0
2109700,5679,4.0,0.7043493572812115
2109759,7826,0.0,0.0
2109809,42483,19.0,0.4472377186168585
2109908,89489,290.0,3.240621752394149
2110005,72887,14.0,0.19207814836664974
2110039,25371,28.0,1.1036222458712703
2110104,25764,12.0,0.4657661853749418
2110203,38298,5.0,0.130555120371821
2110237,13547,2.0,0.14763416254521297
2110278,16034,1.0,0.06236746912810279
2110302,14522,7.0,0.48202726897121606
2110401,18717,2.0,0.10685473099321471
2110500,45604,5.0,0.10963950530655205
2110609,28667,8.0,0.2790665224822967
2110658,7420,6.0,0.8086253369272237
2110708,34384,1.0,0.02908329455560726
2110807,4562,0.0,0.0
2110856,11941,0.0,0.0
2110906,12218,9.0,0.7366181044360779
2111003,20701,1.0,0.04830684507994783
2111029,15787,6.0,0.3800595426616837
2111052,11193,0.0,0.0
2111078,18645,1.0,0.053633681952266025
2111102,25996,45.0,1.7310355439298353
2111201,179028,286.0,1.5975154724400653
2111250,7640,0.0,0.0
2111300,1108975,2060.0,1.8575711805946933
2111409,18727,3.0,0.16019650771613178
2111508,41579,44.0,1.0582265085740399
2111532,12735,0.0,0.0
2111573,4684,6.0,1.2809564474807857
2111607,18980,17.0,0.8956796628029504
2111631,5131,1.0,0.19489378288832584
2111672,6789,0.0,0.0
2111706,22350,2.0,0.0894854586129754
2111722,14096,0.0,0.0
2111748,11214,0.0,0.0
2111763,14050,2.0,0.14234875444839856
2111789,10299,0.0,0.0
2111805,18160,3.0,0.16519823788546256
2111904,10634,0.0,0.0
2111953,5676,0.0,0.0
2112001,8582,4.0,0.4660918200885575
2112100,29183,33.0,1.1307953260459858
2112209,170222,297.0,1.7447803456662476
2112233,22112,40.0,1.808972503617945
2112274,5854,0.0,0.0
2112308,42040,3.0,0.071360608943863
2112407,35709,3.0,0.08401243384020836
2112456,25868,0.0,0.0
2112506,59398,14.0,0.2356981716556113
2112605,33459,4.0,0.11954929914223378
2112704,57168,16.0,0.279876854184159
2112803,52649,7.0,0.1329559915667914
2112852,13598,0.0,0.0
2112902,32861,3.0,0.09129363074769484
2113009,31522,11.0,0.34896262927479216
2114007,51956,39.0,0.7506351528216183
2200053,7102,0.0,0.0
2200103,5131,0.0,0.0
2200202,17470,19.0,1.0875787063537492
2200251,7665,2.0,0.2609262883235486
2200277,4918,0.0,0.0
2200301,14339,2.0,0.13947974056768253
2200400,40605,4.0,0.09851003570988795
2200459,5445,1.0,0.18365472910927455
2200509,17604,6.0,0.34083162917518744
2200608,6783,5.0,0.7371369600471768
2200707,9938,0.0,0.0
2200806,3170,0.0,0.0
2200905,5827,1.0,0.1716148961729878
2200954,2551,0.0,0.0
2201002,4720,0.0,0.0
2201051,7863,0.0,0.0
2201101,11326,3.0,0.2648772735299311
2201150,11671,7.0,0.5997772256019194
2201176,3952,0.0,0.0
2201200,47185,25.0,0.5298293949348309
2201309,3352,0.0,0.0
2201408,7027,2.0,0.2846164792941511
2201507,26905,2.0,0.07433562534844824
2201556,4030,0.0,0.0
2201572,3587,0.0,0.0
2201606,10473,3.0,0.2864508736751647
2201705,5507,1.0,0.18158707100054475
2201739,6210,0.0,0.0
2201770,6815,0.0,0.0
2201804,4505,0.0,0.0
2201903,25387,68.0,2.6785362587150905
2201919,5651,0.0,0.0
2201929,5685,0.0,0.0
2201945,6426,0.0,0.0
2201960,8347,0.0,0.0
2201988,3848,0.0,0.0
2202000,19807,2.0,0.10097440298884233
2202026,8264,0.0,0.0
2202059,10630,0.0,0.0
2202075,3573,0.0,0.0
2202083,7674,1.0,0.13031013812874642
2202091,5781,0.0,0.0
2202109,5620,0.0,0.0
2202117,5069,0.0,0.0
2202133,5965,0.0,0.0
2202174,7311,1.0,0.1367801942278758
2202208,46893,36.0,0.7677052012027381
2202251,3944,0.0,0.0
2202307,21258,5.0,0.23520556966788975
2202406,11445,0.0,0.0
2202455,4114,0.0,0.0
2202505,10964,0.0,0.0
2202539,5890,1.0,0.16977928692699493
2202554,5085,0.0,0.0
2202604,19715,2.0,0.1014455997971088
2202653,5451,0.0,0.0
2202703,27845,12.0,0.43095708385706594
2202711,4899,1.0,0.20412329046744235
2202729,6168,2.0,0.324254215304799
2202737,4032,3.0,0.744047619047619
2202752,6516,0.0,0.0
2202778,7661,0.0,0.0
2202802,4807,0.0,0.0
2202851,4685,0.0,0.0
2202901,26709,15.0,0.5616084465910367
2203008,8323,0.0,0.0
2203107,10444,0.0,0.0
2203206,11426,3.0,0.26255907579205323
2203230,4968,0.0,0.0
2203255,4459,0.0,0.0
2203271,5367,0.0,0.0
2203305,13840,3.0,0.21676300578034682
2203354,7029,0.0,0.0
2203404,6922,0.0,0.0
2203420,4354,1.0,0.2296738631143776
2203453,9565,0.0,0.0
2203503,14575,5.0,0.34305317324185247
2203602,4930,0.0,0.0
2203701,39848,23.0,0.5771933346717527
2203750,5319,0.0,0.0
2203800,4462,0.0,0.0
2203859,2560,0.0,0.0
2203909,60025,276.0,4.598084131611829
2204006,5347,0.0,0.0
2204105,4323,0.0,0.0
2204154,3200,1.0,0.3125
2204204,9372,1.0,0.10670081092616304
2204303,11659,0.0,0.0
2204352,5460,2.0,0.3663003663003663
2204402,10694,1.0,0.09351037965214139
2204501,10497,0.0,0.0
2204550,4568,0.0,0.0
