cod_municipio,parede_total,familias_cadastradas,parede_porcentagem
352360,5791,6066.0,0.954665347840422
350010,8737,9152.0,0.9546547202797203
420880,4437,4648.0,0.9546041308089501
430055,946,991.0,0.9545913218970736
350750,44498,46615.0,0.9545854338732168
510740,3483,3649.0,0.9545080844066868
171550,1154,1209.0,0.9545078577336642
240830,29946,31375.0,0.9544541832669323
430465,2053,2151.0,0.9544397954439795
310090,19119,20032.0,0.9544229233226837
353470,34613,36266.0,0.9544201180168753
314420,2680,2808.0,0.9544159544159544
316430,3239,3394.0,0.9543311726576311
220207,2632,2758.0,0.9543147208121827
320220,13425,14068.0,0.9542934319021894
211160,18428,19311.0,0.9542747656775931
430220,2043,2141.0,0.9542269967304998
280370,8349,8751.0,0.9540623928693863
261190,19040,19957.0,0.9540512101017187
355540,50516,52949.0,0.9540501237039415
270770,83699,87732.0,0.9540304563899148
311690,2240,2348.0,0.9540034071550255
231340,65330,68487.0,0.9539036605487172
150563,9494,9953.0,0.9538832512810208
521960,2417,2534.0,0.9538279400157853
520551,18620,19523.0,0.9537468626747938
354750,8734,9158.0,0.9537016815898668
240370,7661,8033.0,0.9536910245238391
291900,4755,4986.0,0.95367027677497
311410,6777,7107.0,0.9535669058674546
350670,6814,7146.0,0.9535404422054297
290380,20903,21922.0,0.9535170148709059
231390,11664,12233.0,0.9534864710210087
352590,48382,50745.0,0.9534338358458961
431770,7445,7809.0,0.953387117428608
355500,26480,27776.0,0.9533410138248848
230290,18320,19217.0,0.95332257896654
261080,25562,26814.0,0.9533079734467069
430165,1163,1220.0,0.9532786885245902
411370,211707,222084.0,0.9532744366996272
220700,43382,45511.0,0.9532201006350113
250260,5414,5680.0,0.953169014084507
522060,11111,11657.0,0.9531611907008665
430003,2197,2305.0,0.9531453362255965
280560,26318,27612.0,0.9531363175430972
291470,74728,78407.0,0.9530781690410295
250800,8550,8971.0,0.9530710065767473
430280,18568,19483.0,0.9530359800852025
260050,52059,54626.0,0.9530077252590342
261650,15891,16675.0,0.9529835082458771
412470,5579,5855.0,0.9528608027327071
521690,1900,1994.0,0.9528585757271816
330090,13115,13764.0,0.9528480092996222
410480,145946,153172.0,0.9528242759773327
311590,2200,2309.0,0.9527934170636639
315960,19002,19944.0,0.9527677496991577
431335,121,127.0,0.952755905511811
430786,121,127.0,0.952755905511811
315700,31011,32549.0,0.9527481643061231
291960,13587,14261.0,0.95273823715027
510500,5281,5543.0,0.9527331769799747
431275,544,571.0,0.9527145359019265
411010,16553,17375.0,0.9526906474820144
313753,7370,7736.0,0.9526887280248191
250280,14091,14791.0,0.9526739233317558
261000,62499,65605.0,0.9526560475573508
410950,7061,7412.0,0.9526443604964921
230445,14277,14987.0,0.9526256088610129
315820,10473,10994.0,0.9526105148262689
261330,23328,24489.0,0.9525909592061742
354980,135122,141851.0,0.9525629005082799
292990,39970,41961.0,0.9525511784752508
410960,31328,32890.0,0.9525083612040134
290689,9736,10222.0,0.9524554881627861
311615,12895,13539.0,0.9524337100228968
330490,496766,521581.0,0.9524234970215556
510795,39497,41471.0,0.9524004726194208
251170,6512,6838.0,0.9523252412986253
231290,127665,134061.0,0.9522903752769262
240980,13816,14509.0,0.9522365428354814
354040,2889,3034.0,0.9522083058668425
522145,2789,2929.0,0.9522021167634005
291830,17341,18212.0,0.9521743905117505
510645,3602,3783.0,0.9521543748347872
421210,4035,4238.0,0.9521000471920718
520670,3478,3653.0,0.9520941691760197
412160,3194,3355.0,0.9520119225037258
410855,2453,2577.0,0.9518820333721382
261130,28144,29568.0,0.9518398268398268
231240,41719,43832.0,0.9517932104398613
316160,3492,3669.0,0.9517579721995094
171650,7812,8208.0,0.9517543859649122
250420,4987,5240.0,0.9517175572519084
510760,164692,173052.0,0.9516908212560387
431795,906,952.0,0.9516806722689075
171150,3348,3518.0,0.9516770892552586
412580,5593,5877.0,0.9516760251829165
290900,7910,8312.0,0.9516361886429259
353040,2752,2892.0,0.9515905947441217
520390,4285,4503.0,0.951587830335332
412720,4596,4830.0,0.9515527950310559
250030,24625,25882.0,0.9514334286376632
421080,1919,2017.0,0.9514129895884977
313470,9790,10290.0,0.9514091350826045
520480,3543,3724.0,0.9513963480128894
430510,100663,105815.0,0.9513112507678495
316960,19537,20537.0,0.9513073964064859
430350,31268,32869.0,0.9512914904621376
314250,1445,1519.0,0.9512837393021725
430520,4642,4880.0,0.9512295081967214
291150,10003,10516.0,0.951217192848992
315057,6356,6682.0,0.951212211912601
431320,2436,2561.0,0.9511909410386568
110004,50184,52768.0,0.9510309278350515
353910,11839,12449.0,0.9510000803277372
410850,7569,7959.0,0.9509988692046739
290220,11989,12607.0,0.950979614499881
330110,9439,9926.0,0.9509369333064679
314380,4378,4604.0,0.9509122502172024
312180,4897,5150.0,0.950873786407767
354250,2320,2440.0,0.9508196721311475
210375,11036,11607.0,0.95080554837598
310400,45741,48108.0,0.950798204040908
330460,4924,5179.0,0.950762695501062
330570,12678,13335.0,0.9507311586051743
291350,25250,26559.0,0.950713505779585
261230,13629,14336.0,0.95068359375
431220,2097,2206.0,0.9505893019038985
310450,17329,18230.0,0.9505759736697751
521839,3226,3394.0,0.9505008839127873
250937,2822,2969.0,0.950488379925901
250320,52466,55199.0,0.9504882334824907
412788,4893,5148.0,0.9504662004662005
230420,107263,112858.0,0.9504244271562494
421430,345,363.0,0.9504132231404959
110025,16883,17764.0,0.9504053141184418
150390,27209,28629.0,0.9503999441126131
230710,22897,24093.0,0.9503590254430747
290750,50094,52713.0,0.9503158613624723
350590,19651,20679.0,0.9502877315150636
411330,11396,11993.0,0.9502209622279663
420530,2825,2973.0,0.9502186343760511
420590,11389,11986.0,0.9501918905389621
314320,11993,12622.0,0.9501663761685946
290800,24610,25901.0,0.9501563646191267
431535,1010,1063.0,0.9501411100658513
352530,44661,47007.0,0.9500925394090242
430843,628,661.0,0.9500756429652042
431449,2796,2943.0,0.9500509683995922
521720,8900,9368.0,0.9500426985482494
231350,56063,59012.0,0.950027113129533
430370,1634,1720.0,0.95
291005,62315,65595.0,0.9499961887338974
431100,15759,16589.0,0.9499668455000302
421350,6290,6622.0,0.9498640893989732
230763,16610,17487.0,0.9498484588551496
310560,61579,64846.0,0.9496190975542054
521080,3654,3848.0,0.9495841995841996
260610,27620,29088.0,0.9495324532453245
350340,4945,5208.0,0.9495007680491552
314085,8257,8697.0,0.9494078417845234
521460,22309,23498.0,0.949399948931824
221100,518964,546695.0,0.9492751900053961
317065,3873,4080.0,0.9492647058823529
150240,130667,137654.0,0.9492423031659087
314150,4986,5253.0,0.9491719017704169
350350,2632,2773.0,0.9491525423728814
291535,13399,14117.0,0.9491393355528795
510035,3937,4148.0,0.9491321118611379
330250,195297,205772.0,0.9490941430320938
230180,5759,6068.0,0.9490771259063941
280670,73532,77479.0,0.9490571638766634
431760,19540,20589.0,0.9490504638399145
220960,2532,2668.0,0.9490254872563718
430860,4108,4329.0,0.948948948948949
500620,29844,31451.0,0.9489046453212935
352430,33836,35659.0,0.9488768613814185
500320,74439,78450.0,0.9488718929254302
354270,3673,3871.0,0.948850426246448
412200,6786,7152.0,0.9488255033557047
291600,19716,20780.0,0.9487969201154957
316480,778,820.0,0.948780487804878
150549,6833,7202.0,0.948764232157734
421780,3494,3683.0,0.9486831387455879
352910,1294,1364.0,0.9486803519061584
520760,5245,5529.0,0.9486344727798879
260040,25632,27021.0,0.9485955368047074
320435,8759,9234.0,0.948559670781893
241142,2559,2698.0,0.9484803558191253
290990,34503,36380.0,0.9484057174271577
291085,19352,20405.0,0.9483950012251899
411180,19076,20114.0,0.9483941533260416
521740,16864,17782.0,0.9483747609942639
430595,1395,1471.0,0.9483344663494222
352265,3189,3363.0,0.9482604817127565
314675,5877,6198.0,0.9482090997095838
251392,3621,3819.0,0.9481539670070699
411980,5961,6287.0,0.9481469699379672
421480,11829,12476.0,0.9481404296248798
170600,4768,5029.0,0.948101014118115
421625,456,481.0,0.9480249480249481
250020,5469,5769.0,0.9479979199167967
313695,6177,6516.0,0.9479742173112339
110150,8663,9139.0,0.9479155268628953
250460,27432,28941.0,0.9478594381673059
431531,763,805.0,0.9478260869565217
351620,91595,96638.0,0.9478155590968356
221035,5479,5781.0,0.9477599031309462
220230,20058,21164.0,0.9477414477414478
420640,1740,1836.0,0.9477124183006536
432345,3045,3213.0,0.9477124183006536
250980,8239,8694.0,0.9476650563607085
210632,20622,21761.0,0.947658655392675
430605,4688,4947.0,0.9476450373964018
430107,579,611.0,0.9476268412438625
521280,6584,6948.0,0.9476108232584917
350950,378659,399619.0,0.9475500414144472
420460,36830,38869.0,0.9475417427770203
251700,7925,8364.0,0.9475131516021043
432110,7921,8360.0,0.9474880382775119
432232,1730,1826.0,0.9474260679079957
220965,6382,6737.0,0.947305922517441
351670,22875,24148.0,0.9472834189166804
312700,7148,7546.0,0.9472568248078452
411570,27510,29042.0,0.9472488120652848
171800,2441,2577.0,0.9472254559565386
430540,1992,2103.0,0.9472182596291013
250710,14777,15602.0,0.9471221638251506
292150,56329,59474.0,0.9471197498066382
410753,1182,1248.0,0.9471153846153846
290100,34649,36584.0,0.9471080253662804
310860,24061,25405.0,0.9470970281440662
521260,1878,1983.0,0.9470499243570348
431850,15435,16298.0,0.9470487176340655
350400,32593,34419.0,0.9469479066794503
520750,2657,2806.0,0.9468995010691376
313150,4903,5178.0,0.9468906913866357
130090,14653,15475.0,0.9468820678513732
292225,10883,11494.0,0.9468418305202715
430700,28950,30576.0,0.9468210361067504
355340,15133,15983.0,0.9468184946505662
430740,2367,2500.0,0.9468
270120,8712,9202.0,0.9467507063681808
261450,54214,57264.0,0.946737915618888
310210,8435,8910.0,0.94668911335578
431600,6581,6952.0,0.9466340621403913
261060,53784,56821.0,0.9465514510480281
520090,3238,3421.0,0.9465068693364513
521645,1839,1943.0,0.9464745239320638
230770,103254,109097.0,0.9464421569795687
500580,11185,11818.0,0.9464376375021154
330360,31695,33491.0,0.9463736526230928
230720,6546,6917.0,0.9463640306491253
354780,242016,255734.0,0.9463583254475353
240030,13575,14345.0,0.9463227605437434
420080,1461,1544.0,0.9462435233160622
330200,79538,84060.0,0.9462050916012372
530010,962596,1017376.0,0.9461556002893718
355645,13787,14573.0,0.9460646400878336
421820,4114,4349.0,0.9459645895608185
355670,16359,17294.0,0.9459350063605875
260780,13332,14094.0,0.9459344401873138
330045,420584,444645.0,0.9458871684152527
500325,21878,23130.0,0.9458711629917855
412627,3984,4212.0,0.9458689458689459
350720,594,628.0,0.945859872611465
240870,3546,3749.0,0.9458522272606028
521945,2323,2456.0,0.9458469055374593
290490,34425,36397.0,0.9458197104156936
315580,11661,12329.0,0.9458188012004217
420160,749,792.0,0.9457070707070707
420300,29017,30683.0,0.9457028321872046
412520,4894,5175.0,0.9457004830917874
220410,4090,4325.0,0.945664739884393
311780,5358,5666.0,0.9456406636074832
350210,24901,26333.0,0.9456195648046177
521405,4809,5086.0,0.945536767597326
431670,4301,4549.0,0.9454825236315674
500290,13296,14063.0,0.9454597169878405
240350,8647,9146.0,0.945440629783512
250910,26273,27792.0,0.9453439838802533
520082,2851,3016.0,0.9452917771883289
110034,11091,11733.0,0.9452825364356942
230890,15736,16648.0,0.9452186448822681
230945,22451,23753.0,0.9451858712583674
351440,13397,14174.0,0.9451813179060251
230535,17075,18066.0,0.9451455773275766
314860,11775,12459.0,0.9450999277630628
521300,6539,6919.0,0.9450787686081804
314970,3992,4224.0,0.9450757575757576
314780,1272,1346.0,0.9450222882615156
280200,4280,4529.0,0.945020975932877
231335,19190,20307.0,0.9449943369281528
251640,7593,8035.0,0.9449906658369633
421950,12077,12781.0,0.9449182380095454
412100,6534,6915.0,0.9449023861171366
260880,40762,43139.0,0.9448990472658152
250380,6274,6640.0,0.9448795180722892
510682,6187,6548.0,0.9448686621869273
210900,16456,17417.0,0.9448240225067462
411860,2635,2789.0,0.9447830763714593
521940,4787,5067.0,0.9447404776001579
410775,5890,6235.0,0.9446672012830793
250850,6263,6630.0,0.9446455505279034
431198,1416,1499.0,0.9446297531687792
260765,30395,32180.0,0.944530764449969
430490,1549,1640.0,0.9445121951219512
410580,105261,111447.0,0.9444937952569383
293020,36540,38688.0,0.9444789081885856
352390,52472,55557.0,0.9444714437424627
410305,6038,6393.0,0.9444705146253715
510523,4150,4394.0,0.94446973145198
330280,11246,11908.0,0.9444071212630165
500540,18673,19773.0,0.9443685834218378
150745,19722,20884.0,0.9443593181382877
421690,5474,5798.0,0.9441186616074508
500500,14631,15497.0,0.9441182164289863
431454,152,161.0,0.9440993788819876
260795,13274,14060.0,0.9440967283072547
310270,10423,11041.0,0.9440268091658365
410630,8902,9430.0,0.9440084835630965
431410,70008,74167.0,0.9439238475332695
421050,4460,4725.0,0.9439153439153439
110011,26964,28567.0,0.9438863023768684
270760,11485,12168.0,0.9438691650230112
410335,2918,3092.0,0.94372574385511
230015,12510,13256.0,0.9437235968617984
431475,872,924.0,0.9437229437229437
430310,49886,52866.0,0.9436310672265729
411430,14382,15242.0,0.9435769584044089
412630,9546,10117.0,0.9435603439754868
270020,14692,15571.0,0.9435489050157344
432130,10044,10645.0,0.9435415688116486
110002,48818,51741.0,0.9435070833574921
260130,11572,12265.0,0.9434977578475336
280720,9230,9783.0,0.9434733721762241
260510,40820,43266.0,0.9434660010169649
352330,9911,10505.0,0.9434554973821989
280630,14548,15420.0,0.943450064850843
270260,18251,19345.0,0.9434479193590075
310010,3502,3712.0,0.943426724137931
510776,2616,2773.0,0.9433826181031374
290440,9763,10349.0,0.9433761716107837
500200,9646,10225.0,0.9433740831295844
270890,12061,12785.0,0.9433711380524051
250490,20025,21229.0,0.9432851288331998
412150,9762,10349.0,0.9432795439172867
316170,5038,5341.0,0.9432690507395619
150250,15044,15949.0,0.9432566305097498
293245,14094,14942.0,0.9432472225940303
432170,5463,5792.0,0.9431975138121547
292940,10544,11179.0,0.9431970659271849
260200,38899,41242.0,0.9431889821056205
411900,2938,3115.0,0.9431781701444623
520180,9923,10521.0,0.9431612964547096
220430,10010,10614.0,0.9430940267571133
270200,8998,9541.0,0.9430877266533906
432055,2433,2580.0,0.9430232558139535
315015,8836,9370.0,0.9430096051227321
210955,5062,5368.0,0.9429955290611028
292200,33302,35316.0,0.9429720240117794
421010,13872,14711.0,0.9429678471891781
420350,5054,5360.0,0.942910447761194
292880,38588,40926.0,0.9428725015882324
412550,134067,142191.0,0.9428655822098445
210125,15311,16239.0,0.9428536239916251
354670,4223,4479.0,0.9428443849073453
353060,189836,201364.0,0.9427504419856578
353130,11147,11825.0,0.9426638477801268
431861,345,366.0,0.9426229508196722
355480,15595,16546.0,0.9425238728393569
420670,4393,4661.0,0.9425016090967604
432180,10222,10848.0,0.9422935103244838
520010,10361,10996.0,0.9422517279010549
431330,6710,7122.0,0.9421510811569784
130080,26772,28417.0,0.9421121159869092
510130,5874,6235.0,0.9421010425020048
430435,6427,6822.0,0.9420990911756083
330330,213887,227035.0,0.9420882242825996
313930,17888,18988.0,0.9420686749526016
221037,2374,2520.0,0.942063492063492
261220,53734,57039.0,0.9420571889409001
431180,8432,8952.0,0.9419124218051832
270880,26390,28018.0,0.9418944963951745
330380,29491,31311.0,0.9418734630002236
410640,18107,19231.0,0.9415527013675836
230810,36580,38851.0,0.9415459061542818
510627,2222,2360.0,0.9415254237288135
312230,73557,78129.0,0.941481396152517
311080,4054,4306.0,0.9414770088248955
430940,4470,4748.0,0.9414490311710194
350550,36031,38273.0,0.9414208449821022
313380,24782,26325.0,0.941386514719848
311200,8062,8564.0,0.9413825315273237
355660,4848,5150.0,0.9413592233009709
270644,13731,14587.0,0.9413176115719476
230260,52891,56192.0,0.9412549829157175
520990,11077,11769.0,0.9412014614665647
110180,4574,4860.0,0.9411522633744855
220470,13227,14055.0,0.9410885805763074
291090,7466,7934.0,0.9410133602218301
420560,1547,1644.0,0.9409975669099757
430170,3188,3388.0,0.9409681227863046
292050,22276,23675.0,0.94090813093981
430730,3275,3481.0,0.9408216029876473
355620,18814,19999.0,0.9407470373518676
431430,1936,2058.0,0.9407191448007775
354360,2285,2429.0,0.9407163441745574
430975,1728,1837.0,0.9406641262928688
311510,12581,13375.0,0.9406355140186916
310080,2659,2827.0,0.9405730456314114
320420,15197,16158.0,0.9405248174278995
280130,30146,32056.0,0.9404167706513601
120050,34858,37067.0,0.9404052121833437
410250,7963,8468.0,0.9403637222484648
290950,4870,5179.0,0.9403359721954045
500750,4048,4305.0,0.9403019744483159
411885,3683,3917.0,0.940260403369926
521130,3556,3782.0,0.9402432575356954
431303,2293,2439.0,0.940139401394014
292920,34998,37228.0,0.9400988503277103
312690,10436,11101.0,0.9400954868930727
260460,19779,21040.0,0.9400665399239544
270910,14837,15784.0,0.9400025342118601
410752,1377,1465.0,0.9399317406143345
431675,1220,1298.0,0.9399075500770416
432065,797,848.0,0.9398584905660378
354995,12575,13380.0,0.9398355754857997
312340,841,895.0,0.9396648044692737
431162,1977,2104.0,0.939638783269962
315370,2100,2235.0,0.9395973154362416
291680,14248,15164.0,0.9395937747296228
250130,21563,22950.0,0.9395642701525054
510790,70179,74694.0,0.939553377781348
431520,1258,1339.0,0.9395070948469006
290190,17686,18826.0,0.9394454477849782
291080,481315,512363.0,0.9394023377956644
261570,12613,13427.0,0.9393758844120057
314225,3556,3786.0,0.9392498679344955
411310,3339,3555.0,0.9392405063291139
315000,3767,4011.0,0.9391672899526302
260650,22063,23493.0,0.9391308049206146
421900,3978,4236.0,0.9390934844192634
421150,2773,2953.0,0.9390450389434474
355030,5119151,5451605.0,0.9390172252024862
310380,1293,1377.0,0.9389978213507625
355475,1216,1295.0,0.938996138996139
211157,4248,4524.0,0.9389920424403183
314590,15464,16470.0,0.9389192471159684
421225,3857,4108.0,0.9388997078870497
510310,3763,4008.0,0.938872255489022
310510,8561,9119.0,0.9388090799429762
411140,7502,7993.0,0.9385712498436132
412490,4613,4915.0,0.9385554425228891
230700,36536,38928.0,0.9385532264693793
316340,3671,3912.0,0.9383946830265849
421770,9185,9788.0,0.9383939517776869
240470,11424,12174.0,0.9383932971907344
160070,10890,11605.0,0.9383886255924171
172125,1385,1476.0,0.9383468834688347
230490,9383,10000.0,0.9383
352340,28739,30632.0,0.9382018803865239
420435,1290,1375.0,0.9381818181818182
270030,123736,131899.0,0.9381117370108947
430495,1348,1437.0,0.9380654140570633
431240,19247,20518.0,0.9380543912662053
310620,840582,896101.0,0.9380438142575447
317020,269103,286880.0,0.9380333240379253
292530,128795,137308.0,0.9380006991580971
280310,4732,5045.0,0.9379583746283449
315280,11423,12180.0,0.9378489326765189
350600,125425,133744.0,0.9377990788371815
312675,4116,4389.0,0.937799043062201
432340,1085,1157.0,0.9377700950734659
330395,14154,15094.0,0.9377235987809726
251065,1581,1686.0,0.9377224199288257
110001,13886,14809.0,0.9376730366668917
350990,7905,8431.0,0.9376111967738109
410465,10464,11162.0,0.9374664038702741
421130,23248,24801.0,0.9373815571952744
510724,3098,3305.0,0.9373676248108926
292780,7421,7918.0,0.937231624147512
120070,12122,12934.0,0.9372197309417041
431950,7950,8483.0,0.9371684545561711
170382,1700,1814.0,0.9371554575523704
353010,9583,10229.0,0.936846221527031
355495,3393,3622.0,0.9367752622860298
500410,8484,9057.0,0.9367340178867175
292570,12956,13832.0,0.9366685945633314
410670,3413,3644.0,0.9366081229418222
500150,5544,5920.0,0.9364864864864865
313610,3450,3684.0,0.9364820846905537
411210,12539,13391.0,0.936375177357927
350960,27000,28836.0,0.9363295880149812
291120,29901,31935.0,0.9363081258806951
292593,10019,10701.0,0.9362676385384544
350870,10036,10720.0,0.9361940298507463
210405,25367,27097.0,0.936155293943979
521980,8048,8597.0,0.936140514132837
412570,14894,15911.0,0.9360819558795802
150172,20459,21857.0,0.9360387976392003
353410,1902,2032.0,0.9360236220472441
431127,716,765.0,0.9359477124183007
240860,5010,5353.0,0.935923781057351
421240,949,1014.0,0.9358974358974359
270350,6507,6953.0,0.9358550266072199
290520,42741,45673.0,0.93580452346025
352070,3424,3659.0,0.9357748018584313
260940,55840,59680.0,0.935656836461126
520396,3110,3324.0,0.9356197352587244
520500,6301,6735.0,0.9355605048255382
421460,1219,1303.0,0.9355333844973139
430865,1958,2093.0,0.9354992833253702
411007,8865,9477.0,0.9354226020892688
171665,4196,4486.0,0.9353544360231832
420480,20538,21958.0,0.9353310866199107
231020,30899,33039.0,0.9352280638033839
431514,433,463.0,0.9352051835853131
315980,15125,16175.0,0.9350850077279753
420910,130584,139657.0,0.9350336896825795
210530,191028,204302.0,0.9350275572436882
292340,17333,18539.0,0.9349479475699876
432210,1479,1582.0,0.9348925410872313
314470,8110,8675.0,0.9348703170028818
420810,5365,5739.0,0.9348318522390661
315320,2193,2346.0,0.9347826086956522
510170,17944,19197.0,0.9347293847997082
431695,787,842.0,0.9346793349168646
261300,48480,51869.0,0.9346623223890956
110145,3275,3504.0,0.9346461187214612
520013,12565,13444.0,0.9346176733115145
120035,14479,15492.0,0.9346114123418539
315680,10962,11732.0,0.9343675417661098
430420,10634,11381.0,0.9343642913627976
330220,57287,61312.0,0.9343521659707724
230800,30207,32330.0,0.934333436436746
314140,16018,17144.0,0.9343210452636491
430200,3968,4247.0,0.9343065693430657
351690,4237,4535.0,0.9342888643880927
241470,4876,5219.0,0.9342785974324583
316600,3433,3675.0,0.9341496598639456
520260,2596,2779.0,0.9341489744512415
431937,538,576.0,0.9340277777777778
292935,9775,10466.0,0.9339766864131474
410800,12006,12855.0,0.9339556592765461
500110,37770,40442.0,0.9339300726967015
430390,12460,13342.0,0.9338929695697796
311870,6375,6827.0,0.9337922952980812
410832,3861,4135.0,0.9337363966142684
412795,4224,4524.0,0.9336870026525199
231160,24110,25823.0,0.9336637880958835
351885,3808,4079.0,0.9335621475851924
411990,142826,152999.0,0.9335093693422832
130440,20574,22042.0,0.933399872969785
241290,10854,11629.0,0.933356264511136
500710,11850,12697.0,0.9332913286603135
230920,15956,17098.0,0.9332085624049596
311310,1884,2019.0,0.9331352154531947
353760,55362,59331.0,0.9331041108358193
421189,1436,1539.0,0.9330734243014944
412785,7691,8243.0,0.9330340895305107
420850,3706,3972.0,0.9330312185297079
241140,11164,11967.0,0.9328988050472131
521000,34245,36713.0,0.9327758559638275
430645,555,595.0,0.9327731092436975
250590,3593,3852.0,0.9327622014537902
150616,13275,14232.0,0.9327571669477235
290030,15960,17111.0,0.9327333294372041
293030,17502,18765.0,0.9326938449240607
293290,60769,65156.0,0.9326692860212413
500800,12440,13339.0,0.9326036434515331
410754,3939,4224.0,0.9325284090909091
412740,7057,7568.0,0.9324788583509513
310163,4101,4398.0,0.932469304229195
140050,6175,6623.0,0.9323569379435301
510269,3273,3511.0,0.9322130447166049
220260,17311,18570.0,0.9322024771136241
251050,3310,3551.0,0.9321317938608843
270930,62589,67148.0,0.9321052004527313
150340,8333,8941.0,0.9319986578682474
221040,14961,16053.0,0.9319753317136984
510624,5726,6144.0,0.9319661458333334
240120,11381,12212.0,0.9319521781853914
431725,123,132.0,0.9318181818181818
313170,40768,43754.0,0.9317548109887096
421940,1256,1348.0,0.9317507418397626
420240,57265,61466.0,0.931653271727459
150405,31231,33523.0,0.9316290308146645
251240,12520,13440.0,0.9315476190476191
240970,6762,7260.0,0.9314049586776859
510490,6069,6516.0,0.9313996316758748
211223,17593,18889.0,0.9313886388903595
290700,11037,11851.0,0.9313138131803224
432285,447,480.0,0.93125
210193,4509,4842.0,0.9312267657992565
500470,9837,10564.0,0.9311813706929194
430512,3599,3865.0,0.9311772315653298
411729,1973,2119.0,0.9310995752713545
350430,2364,2539.0,0.931075226467113
500627,2754,2958.0,0.9310344827586207
421110,4710,5059.0,0.9310140343941491
510623,9743,10465.0,0.9310081223124701
150635,19195,20618.0,0.9309826365311863
510336,1789,1922.0,0.9308012486992716
290470,17288,18574.0,0.9307634327554646
352044,7294,7837.0,0.9307132831440602
350160,46419,49875.0,0.9307067669172933
270510,22037,23679.0,0.930655855399299
421635,1583,1701.0,0.9306290417401528
355350,5102,5484.0,0.9303428154631656
330455,2987604,3211504.0,0.9302818866176097
316690,4624,4971.0,0.9301951317642325
312590,5156,5543.0,0.930182211798665
500790,26819,28835.0,0.9300849661869256
240330,6026,6479.0,0.9300818027473375
210820,23769,25558.0,0.9300023476015338
430780,7541,8109.0,0.9299543716857812
130068,13103,14092.0,0.9298183366449049
420920,331,356.0,0.9297752808988764
313250,21526,23152.0,0.9297684865238425
510880,2498,2687.0,0.9296613323409006
420550,15539,16715.0,0.9296440323063117
430600,6597,7097.0,0.929547696209666
431643,1253,1348.0,0.9295252225519288
521630,5988,6442.0,0.9295249922384353
291140,16225,17459.0,0.9293201214273441
500390,2458,2645.0,0.9293005671077504
412080,9396,10111.0,0.929284937197112
314220,5959,6413.0,0.9292062997037268
521190,40724,43827.0,0.9291988956579278
350830,3025,3256.0,0.9290540540540541
410020,3870,4166.0,0.928948631781085
421880,2391,2574.0,0.9289044289044289
430770,26977,29042.0,0.9288960815370843
171750,4712,5073.0,0.9288389513108615
314655,5048,5435.0,0.9287948482060717
421580,17808,19175.0,0.9287092568448501
355290,3387,3647.0,0.928708527556896
230610,22922,24683.0,0.9286553498359195
231130,86219,92861.0,0.9284737403215558
280470,5606,6038.0,0.9284531301755549
430760,8920,9608.0,0.9283930058284763
410600,6314,6801.0,0.9283928833995001
230460,7673,8265.0,0.9283726557773745
353930,19947,21488.0,0.9282855547282204
420970,8228,8864.0,0.9282490974729242
150270,31151,33560.0,0.9282181168057211
500370,99687,107405.0,0.928141147991248
510600,4285,4617.0,0.9280918345245831
290310,7975,8594.0,0.9279730044216895
412210,2215,2387.0,0.9279430247172182
412015,1763,1900.0,0.9278947368421052
270040,34946,37670.0,0.9276878152375896
270220,5823,6277.0,0.9276724549944241
251270,15476,16683.0,0.9276509021159264
260030,28010,30197.0,0.9275755869788389
431113,1779,1918.0,0.9275286757038582
260280,46247,49862.0,0.9274998997232361
430607,2327,2509.0,0.927461139896373
314060,4407,4752.0,0.92739898989899
352725,1839,1983.0,0.9273827534039334
410140,61412,66223.0,0.9273515243948477
430965,5467,5896.0,0.9272388059701493
261420,30055,32417.0,0.9271369960206065
421600,2145,2314.0,0.9269662921348315
172025,2373,2560.0,0.926953125
314990,9536,10288.0,0.926905132192846
315053,4234,4568.0,0.9268826619964974
310160,36737,39645.0,0.9266490099634254
520915,2802,3024.0,0.9265873015873016
231355,14843,16022.0,0.926413681188366
270720,12630,13634.0,0.926360569165322
130002,11513,12429.0,0.9263013919060262
411960,20648,22292.0,0.9262515700699803
350190,13824,14925.0,0.9262311557788945
410650,8786,9486.0,0.9262070419565676
420120,2246,2425.0,0.9261855670103093
110010,28317,30574.0,0.9261791064303002
311545,6640,7170.0,0.9260808926080892
312330,3194,3449.0,0.9260655262394897
432300,112985,122006.0,0.926061013392784
292010,20069,21674.0,0.9259481406293255
260270,17791,19215.0,0.9258912308092636
260875,29718,32097.0,0.9258809234507898
240490,5465,5903.0,0.9258004404540064
353870,108888,117615.0,0.9258002805764571
430543,3689,3985.0,0.9257214554579674
500755,3973,4292.0,0.9256756756756757
420290,20326,21960.0,0.925591985428051
130130,20388,22027.0,0.9255913197439506
410405,3105,3355.0,0.9254843517138599
432260,20968,22657.0,0.9254535022288918
351518,7095,7667.0,0.9253945480631277
290730,24142,26093.0,0.9252289886176369
260710,4590,4962.0,0.9250302297460702
430471,2662,2878.0,0.9249478804725504
292467,7480,8087.0,0.9249412637566464
315600,8383,9064.0,0.9248676081200353
314000,37309,40340.0,0.9248636588993555
313800,4662,5041.0,0.9248165046617735
421840,1254,1356.0,0.9247787610619469
520490,15052,16278.0,0.9246836220665929
430930,43217,46739.0,0.9246453711033612
350970,14387,15560.0,0.9246143958868894
313680,3707,4010.0,0.9244389027431421
270170,10684,11558.0,0.9243813808617408
