cod_municipio,assasinatos_jovens,pop_2021,assasinatos_jovens_100k
1508159,12,45435,26.411356883459888
1508209,15,54172,27.68958133353024
1508308,6,61751,9.71644183899856
1508357,2,15279,13.089861901956935
1508407,8,45086,17.743867275872777
1600238,2,7967,25.103552152629597
1600279,11,51362,21.41661150266734
1600303,161,512902,31.390012127073007
1600501,3,27906,10.75037626316921
1600535,4,22452,17.815784785319792
1600600,26,123096,21.12172613244947
1600709,5,17769,28.138893578704486
1700350,1,5346,18.705574261129815
1700400,5,6979,71.64350193437456
1700707,1,8396,11.910433539780849
1702109,34,183381,18.540633980619585
1702208,4,36170,11.05888858169754
1702554,4,18643,21.45577428525452
1702703,1,3783,26.434047052603752
1702901,2,9787,20.435271278226217
1703701,3,5519,54.35767349157456
1703842,1,10312,9.69743987587277
1703867,2,4441,45.034902049088046
1703909,1,5442,18.375597206909223
1705508,4,35851,11.157289894284679
1706001,1,5639,17.733640716439083
1706100,1,7278,13.740038472107722
1707108,1,6943,14.402995823131212
1707207,2,7185,27.835768963117605
1707306,2,4686,42.680324370465215
1707405,2,11139,17.954933117874138
1707702,2,8874,22.537750732476898
1708205,6,18399,32.61046796021523
1708254,2,2602,76.86395080707149
1709302,4,26165,15.28759793617428
1709500,33,87545,37.69489976583471
1711902,2,13676,14.624159110851126
1713205,5,17936,27.876895628902766
1713809,2,6745,29.651593773165306
1714203,4,9250,43.24324324324324
1714880,1,11917,8.39137366786943
1715002,1,4304,23.234200743494423
1715754,1,7676,13.027618551328818
1716109,7,51891,13.489815189531903
1716653,1,5512,18.1422351233672
1717503,2,7743,25.829781738344312
1717909,2,8116,24.64268112370626
1718204,28,53316,52.51706804711531
1718402,1,3676,27.20348204570185
1718907,2,4846,41.271151465125875
1720655,2,5428,36.84598378776713
1720903,2,16825,11.887072808320951
1720978,1,2812,35.56187766714083
1721000,62,306296,20.241857549559903
1721208,6,22845,26.263952724885094
1722107,2,11520,17.36111111111111
2100055,34,113121,30.056311383385932
2100204,1,22112,4.522431259044862
2100303,2,26757,7.474679523115446
2100436,5,27858,17.94816569746572
2100477,1,31943,3.130576339104029
2100550,1,7005,14.275517487508923
2100600,6,41729,14.378489779290183
2100832,1,17413,5.742835812324126
2100956,1,32764,3.0521303870101333
2101004,1,29932,3.340906053721769
2101202,31,104790,29.582975474759042
2101251,5,17252,28.982146997449572
2101301,4,18654,21.443122118580465
2101400,68,95929,70.8857592594523
2101608,2,88492,2.2600913076888305
2101707,3,63217,4.745558947751396
2101970,3,8382,35.79098067287044
2102002,3,41822,7.173258093826216
2102036,2,34567,5.785865131483785
2102101,1,36651,2.7284385146380727
2102150,2,9014,22.18770800976259
2102325,6,72983,8.221092583204308
2102358,1,15467,6.465377901338333
2102408,2,11216,17.83166904422254
2102507,3,19451,15.423371549020615
2102804,2,24165,8.276432857438444
2102903,1,23952,4.1750167000668
2103000,50,165525,30.206917384080956
2103125,4,8740,45.76659038901602
2103174,1,21840,4.5787545787545785
2103208,13,80195,16.21048693808841
2103307,30,123116,24.367263393872445
2103406,15,49621,30.229136857378933
2103505,9,41312,21.78543764523625
2103554,2,16400,12.195121951219512
2103604,8,65544,12.205541315757355
2103703,6,32626,18.39024091215595
2103752,6,12916,46.45401052957572
2103802,1,23372,4.278623994523361
2104008,2,17104,11.693171188026193
2104057,8,42527,18.811578526583112
2104073,1,8484,11.786892975011787
2104099,1,19258,5.192647211548447
2104552,6,18520,32.39740820734341
2104628,2,7844,25.497195308516062
2104677,8,25539,31.324640745526448
2104800,22,70065,31.399414829087277
2105005,2,28932,6.912760956726117
2105104,5,27269,18.335839231361618
2105302,90,259337,34.70387950813035
2105401,9,68723,13.096052267799717
2105427,8,26068,30.68896731624981
2105500,11,23740,46.33529907329402
2105708,9,50616,17.780938833570413
2105948,4,8857,45.16201874223778
2106201,3,6984,42.955326460481096
2106326,2,21586,9.26526452330214
2106508,1,23482,4.258581040797206
2106607,1,33943,2.9461155466517397
2106672,1,8483,11.788282447247436
2106805,3,15011,19.985344081007263
2107001,2,9111,21.951487213258698
2107357,3,21080,14.231499051233397
2107407,2,19561,10.224426154082103
2107506,9,123747,7.272903585541468
2107605,5,19781,25.27678074920378
2107803,4,35008,11.425959780621572
2108009,4,19583,20.42587958943982
2108108,3,21066,14.240956992309883
2108207,3,39191,7.654818708376923
2108256,1,25354,3.9441508243275223
2108306,8,38731,20.655289044951072
2108405,1,14345,6.971070059254095
2108454,1,23364,4.280089025851738
2108504,8,33065,24.19476788144564
2108603,17,83777,20.291965575277224
2108702,6,21379,28.0649235230834
2108900,3,17595,17.050298380221655
2109007,5,24092,20.753777187448115
2109106,7,48036,14.5724040303106
2109601,3,42994,6.977717821091315
2109809,1,42483,2.353882729562413
2109908,30,89489,33.52367330062913
2110005,8,72887,10.975894192379986
2110039,2,25371,7.883016041937645
2110104,3,25764,11.644154634373544
2110203,6,38298,15.666614444618517
2110237,1,13547,7.381708127260648
2110708,9,34384,26.174965100046535
2110856,7,11941,58.621555983585964
2110906,1,12218,8.18464560484531
2111003,1,20701,4.830684507994783
2111078,4,18645,21.45347278090641
2111102,1,25996,3.846745653177412
2111201,22,179028,12.28858055723127
2111300,235,1108975,21.19073919610451
2111409,4,18727,21.359534362150907
2111508,4,41579,9.620240987036725
2111532,1,12735,7.852375343541421
2111763,2,14050,14.234875444839858
2111805,1,18160,5.506607929515418
2112001,2,8582,23.304591004427873
2112100,1,29183,3.4266525031696538
2112209,46,170222,27.02353397328195
2112233,1,22112,4.522431259044862
2112308,3,42040,7.136060894386299
2112407,3,35709,8.401243384020836
2112456,2,25868,7.731560228854183
2112506,1,59398,1.6835583689686522
2112704,3,57168,5.247691015952981
2112803,13,52649,24.69182700526126
2112852,1,13598,7.354022650389763
2112902,7,32861,21.30184717446213
2113009,3,31522,9.517162616585242
2114007,8,51956,15.397644160443452
2200202,2,17470,11.448196908986835
2200301,2,14339,13.947974056768254
2200400,9,40605,22.164758034724787
2201101,2,11326,17.658484901995408
2201200,2,47185,4.2386351594786476
2201507,1,26905,3.7167812674224123
2201903,1,25387,3.9390239098751327
2202208,3,46893,6.397543343356151
2202307,3,21258,14.112334180073384
2202703,2,27845,7.182618064284432
2202752,1,6516,15.346838551258442
2202802,1,4807,20.802995631370916
2202901,4,26709,14.976225242427645
2203206,2,11426,17.50393838613688
2203305,2,13840,14.45086705202312
2203701,1,39848,2.5095362377032724
2203909,16,60025,26.655560183256977
2204303,2,11659,17.154129856763017
2204907,1,8566,11.67406023815083
2205102,1,11028,9.067827348567283
2205508,5,39336,12.71100264388855
2205540,1,2858,34.98950314905528
2205581,1,4075,24.539877300613497
2205706,3,30438,9.856100926473488
2205805,2,25504,7.841907151819322
2205854,4,8342,47.95013186286262
2205953,2,8543,23.410979749502516
2206209,6,33833,17.734164868619395
2206654,1,4530,22.075055187637968
2207207,3,6873,43.64906154517678
2207504,1,14587,6.855419208884623
2207702,24,153482,15.637012809319659
2207801,4,20554,19.46093217865136
2208007,5,78431,6.375030281393837
2208205,1,18459,5.41741156075627
2208304,1,28874,3.463323405139572
2208403,3,63787,4.703152680013169
2208908,2,7376,27.114967462039047
2209401,1,6441,15.52553951249806
2209658,1,5779,17.304031839418585
2210003,1,20662,4.839802536056529
2210052,2,5354,37.35524841240194
2210300,1,6371,15.69612305760477
2210409,3,17639,17.007766880208628
2210607,1,34877,2.8672190842102245
2211001,215,868075,24.767445209227315
2211100,4,44569,8.974847988512195
2211357,2,4938,40.502227622519236
2300101,2,11853,16.873365392727578
2300150,2,15036,13.301409949454643
2300200,12,63104,19.016227180527384
2300309,2,54481,3.67100457040069
2300705,7,17196,40.70714119562689
2300754,1,43829,2.281594378151452
2300804,4,7378,54.21523448088913
2301000,45,80935,55.60017297831593
2301109,12,74975,16.0053351117039
2301208,12,26535,45.22328999434709
2301257,2,10959,18.249840313897252
2301307,2,21654,9.236168837166343
2301406,1,11802,8.47314014573801
2301505,1,7844,12.748597654258031
2301604,1,23478,4.25930658488798
2301703,2,24610,8.126777732629012
2301851,2,18256,10.955302366345311
2301901,7,61228,11.432677859802705
2301950,4,22573,17.720285296593275
2302057,3,15044,19.941504918904545
2302107,8,35941,22.258701761219776
2302206,10,53949,18.536024764129085
2302404,2,54577,3.664547336790223
2302503,2,49842,4.0126800690180975
2302602,2,63907,3.1295476238909665
2302701,10,27470,36.40334910811794
2302800,25,77244,32.36497333126197
2302909,2,17786,11.244799280332845
2303006,12,22782,52.67316302343956
2303303,2,18699,10.695759131504358
2303402,1,17685,5.654509471303364
2303501,37,72232,51.22383431166242
2303600,1,20871,4.791337262229888
2303659,2,10376,19.275250578257516
2303709,195,365212,53.393645334764464
2303808,14,25585,54.719562243502054
2303907,1,13091,7.638835841417768
2303931,9,13565,66.34721710283819
2303956,10,20274,49.32425766992207
2304004,2,23239,8.606222298721976
2304103,3,75159,3.9915379395681154
2304202,38,133031,28.564770617374897
2304251,3,24977,12.011050166152861
2304285,26,54337,47.84953162670004
2304301,3,19389,15.472690700912889
2304350,25,24452,102.24112547030917
2304400,870,2686612,32.382792900500704
2304509,2,14134,14.150275930380642
2304608,2,7694,25.994281258123213
2304657,2,14407,13.882140626084542
2304707,1,54962,1.8194388850478513
2304905,5,11144,44.867193108399135
2304954,36,26290,136.93419551160136
2305001,1,40784,2.4519419380149077
2305100,3,5132,58.456742010911924
2305209,5,20053,24.933925098489006
2305233,41,68529,59.82868566592246
2305266,13,13369,97.23988331214002
2305308,2,25082,7.973845785822502
2305332,10,12629,79.18283316177053
2305357,3,20060,14.955134596211366
2305407,5,68162,7.335465508641178
2305506,12,103074,11.642121194481634
2305605,3,26187,11.456065986940084
2306009,1,14326,6.980315510261064
2306108,1,24305,4.114379757251594
2306256,33,38325,86.10567514677103
2306306,2,53067,3.7688205476096255
2306405,10,130539,7.660545890500157
2306504,7,20520,34.113060428849906
2306553,17,42215,40.270046192111806
2306603,1,21836,4.5795933321121085
2306702,3,18147,16.531658125309967
2306801,12,11492,104.42046641141664
2306900,9,34636,25.984524771913616
2307007,5,33834,14.778033930365904
2307106,6,27181,22.07424303741584
2307254,3,20087,14.935032608154527
2307304,93,276264,33.66345234992616
2307403,2,24892,8.034709946970914
2307502,5,31492,15.877048139209958
2307601,16,59890,26.715645349807982
2307635,2,19864,10.068465565847765
2307650,102,229458,44.452579557043116
2307700,71,130346,54.47040952541697
2307809,8,27595,28.99075919550643
2308005,6,39044,15.367277942833725
2308104,6,48168,12.45640259093174
2308401,5,35480,14.092446448703495
2308500,4,43858,9.120342924893976
2308609,11,17249,63.771812858716444
2308708,14,61738,22.676471541028217
2308906,4,22685,17.63279700242451
2309003,2,14549,13.746649254244279
2309102,3,10941,27.419797093501508
2309458,2,25833,7.742035381101692
2309508,1,21384,4.676393565282454
2309607,45,73188,61.48548942449582
2309706,37,84554,43.75901790571706
2309805,2,12288,16.276041666666668
2310001,3,9422,31.840373593716834
2310100,5,13439,37.205149192648264
2310209,5,35304,14.162701110355767
2310258,11,32992,33.34141610087294
2310407,2,12252,16.32386549134835
2310704,10,37900,26.385224274406333
2310852,6,20769,28.889209880109778
2311264,4,21166,18.898233015213076
2311306,21,88321,23.776904699901497
2311405,16,81778,19.565164225097213
2311504,15,22293,67.28569506122999
2311603,5,29146,17.155012694709395
2311702,3,18385,16.317650258362796
2311801,19,78882,24.08661038006136
2311900,3,15788,19.001773498859894
2312007,14,32654,42.873767379187846
2312106,1,17712,5.645889792231256
2312205,12,43711,27.45304385623756
2312304,11,48131,22.85429349068168
2312403,15,48869,30.694305183245003
2312502,9,7601,118.40547296408367
2312601,8,13044,61.330880098129406
2312908,105,210711,49.83128550479092
2313104,11,30807,35.70617067549583
2313203,4,26225,15.252621544327932
2313302,3,59062,5.079408079645119
2313351,1,19371,5.162356099323731
2313401,7,76537,9.145903288605512
2313500,10,56291,17.764829191167326
2313559,2,16431,12.172113687541842
2313609,4,35047,11.413245070904784
2313807,3,22040,13.611615245009075
2313906,2,13915,14.37297879985627
2313955,10,18471,54.13892046992583
2314003,8,40903,19.558467594064005
2314102,10,61410,16.283992835043154
2400208,21,58384,35.968758563990136
2400307,1,11029,9.067005168192946
2400505,2,13553,14.756880395484394
2400604,5,4710,106.15711252653928
2400703,9,14728,61.10809342748506
2400901,6,7154,83.86916410399776
2401008,9,35874,25.08780732563974
2401107,9,27967,32.18078449601316
2401206,3,14417,20.80876742734272
2401305,2,9670,20.682523267838675
2401453,4,28747,13.914495425609628
2401503,3,3994,75.11266900350526
2401701,3,10267,29.219830524982957
2401800,4,12787,31.28177054821303
2402006,8,68343,11.70566115037385
2402105,3,11291,26.56983438136569
2402204,16,34548,46.31237698274864
2402303,7,20541,34.07818509322818
2402501,2,10867,18.40434342504831
2402600,15,73886,20.3015456243402
2402709,3,11181,26.83123155352831
2402907,1,4915,20.345879959308242
2403103,5,44905,11.134617525887986
2403251,63,267036,23.592324630386916
2403400,1,6054,16.518004625041296
2403509,2,10484,19.07668828691339
2403608,15,28936,51.83854022670722
2403707,1,5997,16.67500416875104
2404200,6,26669,22.498031422250552
2404309,2,13076,15.295197308045275
2404408,1,10463,9.557488292076842
2404507,2,15963,12.52897325064211
2404606,3,13901,21.581181209984894
2404705,3,15626,19.198771278638166
2404853,2,7595,26.333113890717577
2404903,1,5897,16.957775139901646
2405108,2,6893,29.014942695488177
2405306,4,10275,38.929440389294406
2405405,3,4995,60.06006006006006
2405603,4,14942,26.770178021683844
2405702,1,12396,8.067118425298483
2405801,10,35160,28.441410693970422
2406106,1,18315,5.46000546000546
2406304,2,7584,26.371308016877638
2406403,2,2732,73.20644216691069
2406601,4,8297,48.21019645655056
2406809,2,4763,41.990342221289104
2407005,1,10146,9.856100926473488
2407104,41,81821,50.10938512117916
2407302,1,8336,11.99616122840691
2407500,7,12544,55.80357142857143
2407708,4,11208,35.6887937187723
2407807,9,22576,39.86534372785259
2407906,3,2084,143.95393474088291
2408003,119,300618,39.585121316754154
2408102,168,890480,18.86622944928578
2408201,6,27938,21.47612570692247
2408300,8,37450,21.36181575433912
2408904,5,21545,23.207240659085635
2408953,4,10905,36.68042182485099
2409100,4,13474,29.686804215526198
2409308,1,12809,7.807010695604653
2409332,2,5621,35.580857498665715
2409407,4,30600,13.071895424836601
2409506,2,3199,62.51953735542357
2409803,8,14844,53.89382915656157
2410207,1,7906,12.64862130027827
2410256,2,6522,30.665440049064703
2410504,1,5128,19.50078003120125
2410900,2,8220,24.330900243309003
2411007,4,4462,89.64589870013447
2411056,2,4140,48.309178743961354
2411205,2,39988,5.00150045013504
2411403,2,11956,16.72800267648043
2411502,4,24280,16.474464579901152
2412005,34,103672,32.79574041206883
2412203,22,44236,49.733248937516954
2412302,10,12879,77.64577995185962
2412559,1,10362,9.650646593321753
2412609,10,17720,56.433408577878104
2412708,1,5930,16.863406408094434
2412906,8,11053,72.37853976296029
2413102,2,6127,32.64240248082259
2413300,2,5751,34.77656059815684
2413359,1,12083,8.276090374906895
2413706,1,5561,17.98237727027513
2414001,1,15869,6.301594303358749
2414209,4,14440,27.700831024930746
2414407,8,33503,23.878458645494433
2414506,11,10520,104.56273764258555
2414803,7,12637,55.392893883041864
2500304,1,28439,3.516298041421991
2500502,1,14560,6.868131868131868
2500700,2,18026,11.095084877399312
2500775,1,8416,11.88212927756654
2500809,2,16921,11.819632409432067
2501005,2,20463,9.773737966085129
2501401,1,9096,10.993843447669304
2501807,30,97203,30.86324496157526
2501906,1,17705,5.648121999435188
2502003,5,7349,68.03646754660498
2502300,2,4956,40.35512510088781
2502508,2,17870,11.19194180190263
2502805,5,14206,35.19639588906096
2502904,1,6464,15.470297029702971
2503001,7,21955,31.883397859257574
2503209,2,68767,2.9083717480768394
2503407,2,3695,54.12719891745602
2503506,3,17178,17.46419839329375
2503704,1,62289,1.6054198975742104
2503803,2,6046,33.079722130334105
2504306,19,30684,61.92152261765089
2504405,2,19007,10.5224391013837
2504603,9,25010,35.98560575769692
2504900,4,17461,22.90819540690682
2505238,1,6356,15.733165512901195
2505709,1,10413,9.603380389897243
2506301,5,59115,8.45809016324114
2506400,3,14127,21.235931195582925
2506806,3,18144,16.534391534391535
2506905,8,24419,32.76137433965355
2507002,2,24828,8.055421298533913
2507101,1,18823,5.312649418264889
2507200,3,11016,27.233115468409586
2507309,5,14450,34.602076124567475
2507507,116,817511,14.189411518621768
2507903,5,10793,46.3263226165107
2508109,2,4653,42.98302170642596
2508208,2,7737,25.849812588858732
2508604,4,13214,30.27092477675193
2508901,7,45136,15.508684863523573
2509057,2,8653,23.113371085172773
2509107,1,21866,4.57331016189518
2509305,2,8539,23.421946363742826
2509800,1,9932,10.068465565847765
2510709,1,2436,41.050903119868636
2510808,21,108192,19.40993788819876
2511202,5,28533,17.523569200574773
2511301,4,16111,24.827757432809882
2511509,2,11977,16.698672455539786
2511608,1,6576,15.206812652068127
2511707,1,4955,20.181634712411704
2511905,6,19275,31.1284046692607
2512101,1,32802,3.0485945978903723
2512309,1,23549,4.246464818038983
2512721,1,6114,16.35590448151783
2512762,2,4540,44.052863436123346
2512903,3,24218,12.387480386489388
2513109,4,12131,32.9733740004946
2513703,29,137349,21.114096207471476
2513901,6,34344,17.470300489168412
2514503,2,20329,9.838162231295193
2514602,1,3588,27.870680044593087
2515005,5,7410,67.47638326585695
2515302,1,52804,1.8937959245511704
2515971,2,7815,25.591810620601407
2516003,4,26227,15.251458420711481
2516201,4,69723,5.736987794558467
2516508,2,15441,12.952528981283596
2516706,6,15248,39.34942287513117
2600054,19,100346,18.934486676100693
2600302,3,25065,11.968880909634949
2600401,8,37082,21.57380939539399
2600500,1,43686,2.2890628576660714
2600609,2,14718,13.588802826470987
2600708,4,38397,10.417480532333256
2600807,6,22984,26.10511660285416
2600906,14,22870,61.21556624398776
2601003,2,11226,17.815784785319792
2601052,9,20733,43.40905802344089
2601102,6,84864,7.070135746606335
2601201,5,74822,6.682526529630323
2601409,10,42764,23.384154896642034
2601508,4,12122,32.99785513941594
2601706,16,76687,20.864031713328202
2601904,15,60880,24.63863337713535
2602001,5,38378,13.028297462087654
2602100,5,48767,10.252834908852298
2602209,5,39983,12.505314758772478
2602308,5,38117,13.117506624340844
2602605,11,51225,21.473889702293803
2602803,8,58919,13.57796296610601
2602902,91,208944,43.55233938280114
2603009,1,34503,2.898298698663884
2603306,1,11018,9.076057360682519
2603454,20,158899,12.586611621218509
2603504,5,18900,26.455026455026456
2603603,3,8572,34.997666822211855
2603702,2,24773,8.073305614984056
2604007,26,84395,30.80751229338231
2604106,79,365278,21.62736326852425
2604155,1,14368,6.959910913140312
2604205,12,43340,27.68804799261652
2604304,4,11891,33.6388865528551
2604403,5,13556,36.8840365889643
2604502,1,21815,4.584001833600733
2604601,7,26590,26.32568634825122
2604700,3,18268,16.422158966498795
2604809,6,12560,47.77070063694268
2604908,2,10192,19.623233908948194
2605004,9,24173,37.23162205766764
2605103,5,37375,13.377926421404682
2605152,1,19079,5.241364851407306
2605202,70,69292,101.0217629740807
2605301,6,31766,18.88811937291444
2605400,10,22247,44.94988088281566
2605509,2,12170,16.433853738701725
2605608,4,22618,17.68502962242462
2605806,2,15546,12.865045670912131
2605905,16,31318,51.088830704387256
2606002,25,140577,17.78384799789439
2606101,12,30751,39.023121199310594
2606200,13,80055,16.238835800387236
2606408,28,84699,33.058241537680495
2606606,2,29412,6.799945600435197
2606705,2,7768,25.746652935118433
2606804,49,118370,41.39562389118865
2607000,1,23645,4.229223937407486
2607208,33,97669,33.787588692420314
2607307,3,31187,9.61939269567448
2607505,4,26308,15.20450053215752
2607604,11,26672,41.241751649670064
2607653,12,36471,32.902854322612484
2607752,1,26900,3.717472118959108
2607802,2,17006,11.760555098200635
2607901,176,706867,24.89860185862404
2607950,3,11644,25.764342150463758
2608008,3,17228,17.413512885999534
2608107,7,33328,21.00336053768603
2608206,2,16011,12.491412154144026
2608305,1,14922,6.7015145422865565
2608404,3,15431,19.44138422655693
2608453,9,18252,49.30966469428008
2608503,7,21460,32.618825722273996
2608750,2,25849,7.737243220240628
2608800,17,40589,41.8832688659489
2608909,4,56198,7.117691021032777
2609006,3,25472,11.777638190954773
2609105,1,16321,6.127075546841493
2609154,3,21776,13.776634827332844
2609204,1,11220,8.9126559714795
2609303,4,15470,25.85649644473174
2609402,12,63294,18.959143046734287
2609501,12,32573,36.840327878918124
2609600,68,393115,17.29773730333363
2609709,1,23935,4.1779820346772505
2609907,9,69969,12.862839257385414
2610004,38,63500,59.84251968503937
2610202,7,26456,26.459026307831873
2610301,2,11566,17.292062943109112
2610608,15,56933,26.346758470482847
2610707,63,334376,18.84106514821638
2610806,4,22668,17.64602082230457
2610905,11,67735,16.239757879973425
