cod_municipio,piso_total,familias_cadastradas,piso_porcentagem
241335,2532,13443.0,0.1883508145503236
241340,1140,6398.0,0.17818068146295718
241350,1726,7879.0,0.2190633329102678
241355,1201,4957.0,0.24228363929796248
241360,867,7422.0,0.11681487469684722
241370,1796,4886.0,0.36758084322554235
241380,791,2570.0,0.3077821011673152
241390,2932,9861.0,0.29733292769495995
241400,6488,13138.0,0.4938346780331862
241410,3333,8957.0,0.37211119794574077
241415,1411,6933.0,0.20351939997115245
241420,6756,11499.0,0.5875293503782938
241430,758,2556.0,0.2965571205007825
241440,6304,31343.0,0.2011294387901605
241445,319,4997.0,0.06383830298178908
241450,1785,11116.0,0.1605793450881612
241460,3486,14230.0,0.244975404075896
241470,2330,5219.0,0.4464456792488983
241475,1402,4362.0,0.32141219624025674
241480,3954,11270.0,0.3508429458740018
241490,673,2715.0,0.24788213627992634
241500,618,2889.0,0.21391484942886813
250010,2240,9892.0,0.22644561261625556
250020,947,5769.0,0.16415323279597852
250030,4535,25882.0,0.17521829843134223
250040,6741,17314.0,0.38933810788956913
250050,3741,13521.0,0.2766807188817395
250053,937,4680.0,0.20021367521367522
250057,292,2741.0,0.10653046333454944
250060,7235,22722.0,0.31841387201830823
250070,4090,14609.0,0.27996440550345675
250073,531,2932.0,0.18110504774897682
250077,1729,9758.0,0.17718794835007173
250080,3684,22194.0,0.16599080832657476
250090,2628,14334.0,0.18334030975303475
250100,3481,12402.0,0.28068053539751653
250110,6673,18291.0,0.36482423049587226
250115,323,2809.0,0.1149875400498398
250120,2599,6569.0,0.3956462170802253
250130,4402,22950.0,0.1918082788671024
250135,1702,4980.0,0.3417670682730924
250140,1071,8171.0,0.1310733080406315
250150,4732,17199.0,0.2751322751322751
250153,617,5030.0,0.12266401590457257
250157,1185,8026.0,0.14764515325193123
250160,953,14139.0,0.06740222080769503
250170,664,6802.0,0.09761834754483975
250180,40640,93127.0,0.4363933123583923
250190,6911,15666.0,0.44114643176305374
250200,2234,9715.0,0.22995367987647966
250205,573,2945.0,0.19456706281833616
250210,1127,5151.0,0.2187924674820423
250215,593,5833.0,0.10166295216869535
250220,716,2482.0,0.2884770346494762
250230,926,6018.0,0.15387171817879694
250240,1456,11344.0,0.12834978843441466
250250,1313,17773.0,0.07387610420300456
250260,1428,5680.0,0.25140845070422535
250270,1385,4294.0,0.32254308337214715
250280,3674,14791.0,0.24839429382732742
250290,561,6857.0,0.08181420446259297
250300,3528,22491.0,0.1568627450980392
250310,1420,4429.0,0.3206141341160533
250320,32249,55199.0,0.5842315983985217
250330,554,9803.0,0.05651331225135163
250340,629,4592.0,0.1369773519163763
250350,5398,13841.0,0.3900007224911495
250355,802,8204.0,0.0977571916138469
250360,1480,6571.0,0.2252320803530665
250370,23174,61440.0,0.37718098958333335
250375,42,4732.0,0.008875739644970414
250380,1419,6640.0,0.21370481927710844
250390,1658,7177.0,0.2310157447401421
250400,142873,275876.0,0.5178884716321825
250403,1266,8888.0,0.14243924392439244
250407,1265,5702.0,0.2218519817607857
250410,132,2584.0,0.05108359133126935
250415,2293,7305.0,0.3138945927446954
250420,606,5240.0,0.11564885496183207
250430,6701,28485.0,0.23524662102861155
250435,1944,5810.0,0.33459552495697076
250440,2638,16004.0,0.16483379155211197
250450,1400,6654.0,0.21039975954313195
250460,10815,28941.0,0.37369130299575
250470,1778,6577.0,0.27033601946176067
250480,4566,14048.0,0.3250284738041002
250485,194,2531.0,0.0766495456341367
250490,3537,21229.0,0.16661171039615622
250500,823,7383.0,0.11147230123256129
250510,7292,21543.0,0.3384858190595553
250520,1382,6644.0,0.20800722456351595
250523,1656,8379.0,0.19763694951664876
250527,151,6261.0,0.0241175531065325
250530,494,2421.0,0.2040479140850888
250535,1177,4910.0,0.23971486761710795
250540,192,12470.0,0.015396952686447474
250550,840,2742.0,0.3063457330415755
250560,1645,6216.0,0.26463963963963966
250570,3701,9963.0,0.3714744554852956
250580,699,3778.0,0.1850185283218634
250590,306,3852.0,0.0794392523364486
250600,11954,27673.0,0.431973403678676
250610,3036,10381.0,0.2924573740487429
250620,812,3409.0,0.23819301848049282
250625,1360,8346.0,0.16295231248502276
250630,24118,46340.0,0.5204574881312042
250640,3521,13742.0,0.2562218017755785
250650,1147,3898.0,0.2942534633145203
250660,171,5631.0,0.030367607884922748
250670,1175,8829.0,0.13308415449088232
250680,2442,22614.0,0.10798620323693288
250690,3288,26513.0,0.12401463433032851
250700,5376,16885.0,0.3183891027539236
250710,5002,15602.0,0.32059992308678376
250720,1707,10282.0,0.16601828438047073
250730,5014,16455.0,0.3047098146460043
250740,1861,7545.0,0.24665341285619616
250750,277819,486916.0,0.570568640176129
250760,3035,11054.0,0.27456124479826305
250770,2199,14835.0,0.14823053589484328
250780,2271,6948.0,0.3268566493955095
250790,2365,9505.0,0.24881641241451868
250800,1664,8971.0,0.1854865678296734
250810,863,5355.0,0.1611577964519141
250820,2282,7768.0,0.29376930998970135
250830,8180,22384.0,0.36543959971408146
250840,256,2659.0,0.09627679578789018
250850,563,6630.0,0.08491704374057316
250855,1097,4132.0,0.26548886737657307
250860,4983,12745.0,0.39097685366810514
250870,414,3802.0,0.10889005786428195
250880,1766,5869.0,0.30090304992332595
250890,7973,44522.0,0.1790800053905934
250900,2106,12061.0,0.17461238703258436
250905,1028,9151.0,0.1123374494590755
250910,7309,27792.0,0.26298934945308
250915,562,7959.0,0.07061188591531599
250920,4127,14363.0,0.2873355148645826
250930,1309,8526.0,0.1535303776683087
250933,1152,4518.0,0.2549800796812749
250937,318,2969.0,0.10710676995621421
250939,1407,7519.0,0.1871259475994148
250940,2537,14344.0,0.17686837702175126
250950,2388,6082.0,0.39263400197303516
250960,833,4127.0,0.20184153137872546
250970,7437,33840.0,0.21976950354609928
250980,1928,8694.0,0.22176213480561308
250990,1927,7780.0,0.24768637532133675
251000,735,7126.0,0.1031434184675835
251010,2682,9097.0,0.2948224689458063
251020,1196,5734.0,0.20858039762818276
251030,1054,3712.0,0.2839439655172414
251040,1241,6681.0,0.18575063613231552
251050,947,3551.0,0.2666854407209237
251060,379,4091.0,0.09264238572476167
251065,370,1686.0,0.21945432977461446
251070,557,2772.0,0.20093795093795094
251080,32096,80194.0,0.40022944359927176
251090,2109,10328.0,0.2042021688613478
251100,785,2853.0,0.275148966000701
251110,1420,6768.0,0.20981087470449172
251120,6528,29643.0,0.22022062544276896
251130,918,18061.0,0.05082775040141742
251140,4453,14541.0,0.30623753524516883
251150,3438,10223.0,0.3363004988750856
251160,954,8912.0,0.10704667863554758
251170,1436,6838.0,0.21000292483182217
251180,3717,10222.0,0.36362747016239483
251190,2548,20514.0,0.12420785804816223
251200,3458,16708.0,0.20696672252813023
251203,804,3631.0,0.22142660424125585
251207,841,4052.0,0.20755182625863772
251210,8236,29947.0,0.27501920058770496
251220,1103,4975.0,0.22170854271356785
251230,6637,17164.0,0.38668142624096946
251240,3297,13440.0,0.2453125
251250,8103,45214.0,0.17921440261865793
251260,538,1988.0,0.27062374245472837
251270,6474,16683.0,0.3880597014925373
251272,802,5268.0,0.15223993925588458
251274,778,3045.0,0.2555008210180624
251275,2196,5817.0,0.3775141825683342
251276,1811,4879.0,0.3711826193892191
251278,517,2441.0,0.21179844326095862
251280,1193,10364.0,0.1151099961404863
251290,1905,30819.0,0.06181251825172783
251300,557,3158.0,0.17637745408486383
251310,1506,10332.0,0.14576074332171893
251315,1810,6709.0,0.2697868534803995
251320,1775,6078.0,0.2920368542283646
251330,301,7907.0,0.038067535095485015
251335,273,4045.0,0.06749072929542645
251340,3573,14249.0,0.25075443890799354
251350,393,3971.0,0.09896751447997985
251360,1285,6692.0,0.19202032277346084
251365,746,2857.0,0.26111305565278264
251370,43247,105159.0,0.4112534352742038
251380,954,5681.0,0.1679281816581588
251385,703,2850.0,0.24666666666666667
251390,8129,29093.0,0.2794142920977555
251392,1185,3819.0,0.3102906520031422
251394,481,2451.0,0.19624643002855977
251396,326,2598.0,0.12548113933795227
251398,504,3654.0,0.13793103448275862
251400,720,5436.0,0.13245033112582782
251410,799,5850.0,0.13658119658119658
251420,1577,7765.0,0.20309079201545396
251430,1358,5427.0,0.2502303298323199
251440,233,3947.0,0.05903217633645807
251445,991,6325.0,0.1566798418972332
251450,5015,17095.0,0.2933606317636736
251455,228,3160.0,0.07215189873417721
251460,885,3531.0,0.2506372132540357
251465,422,1837.0,0.22972237343494828
251470,985,4158.0,0.2368927368927369
251480,783,3722.0,0.21037076840408384
251490,1234,7493.0,0.16468704123848926
251500,935,8095.0,0.11550339715873996
251510,3481,9473.0,0.36746542805869314
251520,1207,3650.0,0.3306849315068493
251530,21350,58203.0,0.36681957974674845
251540,2549,10888.0,0.23411094783247613
251550,4901,16363.0,0.2995172034468007
251560,700,1982.0,0.35317860746720486
251570,202,3362.0,0.060083283759666865
251580,2320,8408.0,0.2759276879162702
251590,498,6074.0,0.08198880474152123
251593,1474,3474.0,0.42429476108232583
251597,2223,8318.0,0.2672517432075018
251600,8919,23219.0,0.3841250699857875
251610,3822,12589.0,0.30359837953769164
251615,967,5029.0,0.19228474845893817
251620,5524,74659.0,0.07398974001794827
251630,7429,19582.0,0.37937902155040343
251640,1760,8035.0,0.21904169259489734
251650,260,15517.0,0.01675581620158536
251660,3814,13347.0,0.2857570989735521
251670,1310,17550.0,0.07464387464387465
251675,450,3288.0,0.13686131386861314
251680,2548,9663.0,0.2636862258097899
251690,2650,11876.0,0.22313910407544627
251700,2386,8364.0,0.2852702056432329
251710,993,2894.0,0.3431237042156185
251720,1120,4731.0,0.23673641936165715
251740,684,2451.0,0.27906976744186046
260005,48244,117541.0,0.4104440152797747
260010,12984,38384.0,0.33826594414339306
260020,3768,25726.0,0.14646660965560135
260030,10287,30197.0,0.34066297976620197
260040,7337,27021.0,0.2715295510898931
260050,6062,54626.0,0.11097279683667118
260060,3840,15773.0,0.24345400367716985
260070,7778,44240.0,0.17581374321880652
260080,7157,25982.0,0.2754599338003233
260090,3643,20605.0,0.1768017471487503
260100,2885,12193.0,0.2366111703436398
260105,5175,18599.0,0.2782407656325609
260110,23863,79918.0,0.2985935583973573
260120,23357,59962.0,0.38953003568926986
260130,2286,12265.0,0.18638401956787606
260140,21322,52000.0,0.4100384615384615
260150,3166,14301.0,0.22138312006153416
260160,4975,28267.0,0.17600028301553047
260170,31042,83865.0,0.37014249090800694
260180,1779,13262.0,0.13414266324837884
260190,24155,81439.0,0.29660236496027703
260200,5745,41242.0,0.1392997429804568
260210,13732,41385.0,0.3318110426483025
260220,5962,46267.0,0.1288607430782199
260230,7019,49488.0,0.14183236340122857
260240,3484,10251.0,0.33986928104575165
260250,1917,8882.0,0.21582976807025445
260260,12052,53321.0,0.22602726880591137
260270,1870,19215.0,0.09731980223783503
260280,5908,49862.0,0.11848702418675544
260290,82107,164889.0,0.49795316849516946
260300,7987,40140.0,0.1989785749875436
260310,5081,24700.0,0.2057085020242915
260320,10452,26947.0,0.3878724904442053
260330,1847,8791.0,0.21010123990444773
260340,2121,8305.0,0.25538832028898256
260345,56264,114058.0,0.4932928860755054
260350,8222,23850.0,0.34473794549266246
260360,2286,8875.0,0.2575774647887324
260370,6603,20835.0,0.31691864650827933
260380,5369,18476.0,0.29059320199177313
260390,5408,16994.0,0.31822996351653526
260392,650,14924.0,0.04355400696864112
260400,29791,84517.0,0.3524852988156229
260410,148268,312541.0,0.47439535932885607
260415,3414,17600.0,0.19397727272727272
260420,15184,51630.0,0.29409258183226805
260430,3754,9717.0,0.3863332304209118
260440,3458,16062.0,0.2152907483501432
260450,3900,20877.0,0.18680844948986924
260460,7828,21040.0,0.3720532319391635
260470,3916,18985.0,0.20626810639978932
260480,4628,14061.0,0.3291373302041107
260490,2448,21323.0,0.11480560896684332
260500,8142,22667.0,0.3592005999911766
260510,9750,43266.0,0.2253501594785744
260515,1297,17216.0,0.07533689591078067
260520,19100,61465.0,0.31074595298137153
260530,8645,38358.0,0.22537671411439594
260540,3723,29820.0,0.12484909456740442
260545,225,482.0,0.46680497925311204
260550,4549,11516.0,0.3950156304272317
260560,3967,20929.0,0.1895456065746094
260570,7269,35217.0,0.20640599710367152
260580,1783,19472.0,0.09156737880032868
260590,6931,30308.0,0.22868549557872508
260600,65414,133052.0,0.49164236539097494
260610,6737,29088.0,0.23160753575357534
260620,26390,83920.0,0.31446615824594853
260630,2275,8672.0,0.26233856088560886
260640,33658,98654.0,0.34117217750927487
260650,3838,23493.0,0.16336781168858808
260660,3812,28912.0,0.13184836745987824
260670,2406,8486.0,0.28352580721187837
260680,65380,120112.0,0.544325296390036
260690,2153,12575.0,0.17121272365805168
260700,971,27973.0,0.03471204375647946
260710,1124,4962.0,0.22652156388553002
260720,54912,117542.0,0.46716918207959707
260730,5490,30954.0,0.17735995347935646
260740,1158,4973.0,0.23285743012266238
260750,3812,29305.0,0.13008019109367003
260760,12128,26007.0,0.46633598646518243
260765,7208,32180.0,0.22399005593536359
260770,4488,14326.0,0.3132765601005165
260775,10136,22799.0,0.4445809026711698
260780,3488,14094.0,0.24748119767276855
260790,200688,579239.0,0.3464683835169938
260795,3091,14060.0,0.21984352773826457
260800,2771,24139.0,0.11479348771697254
260805,4036,14242.0,0.2833871647240556
260810,7532,25145.0,0.299542652614834
260820,2950,18453.0,0.15986560450875195
260825,3106,10739.0,0.2892261849334202
260830,6155,16088.0,0.3825832918945798
260840,5668,17625.0,0.3215886524822695
260845,6311,17181.0,0.3673243699435423
260850,7583,18660.0,0.40637727759914255
260860,2948,12390.0,0.23793381759483453
260870,2810,17398.0,0.1615128175652374
260875,5627,32097.0,0.17531233448608904
260880,15090,43139.0,0.3497994853844549
260890,14591,51042.0,0.28586262293797265
260900,6984,21003.0,0.3325239251535495
260910,3494,13049.0,0.267759981607786
260915,2489,22097.0,0.11263972484952708
260920,1953,13339.0,0.1464127745708074
260930,2786,15080.0,0.1847480106100796
260940,17985,59680.0,0.30135723860589814
260950,12151,29152.0,0.41681531284302964
260960,139242,357121.0,0.3899014619694725
260970,3031,20967.0,0.144560499833071
260980,1460,17904.0,0.08154602323503128
260990,18314,63160.0,0.28996200126662447
261000,23653,65605.0,0.36053654447069583
261010,1792,8304.0,0.21579961464354527
261020,5895,25776.0,0.22870111731843576
261030,4658,15300.0,0.30444444444444446
261040,3256,20304.0,0.1603624901497242
261050,6237,29895.0,0.20863020572002006
261060,11095,56821.0,0.19526231498917654
261070,139708,285524.0,0.48930387638167017
261080,2585,26814.0,0.09640486313120011
261090,28448,79454.0,0.3580436478968963
261100,11552,33446.0,0.34539257310291216
261110,129000,294905.0,0.4374290025601465
261120,2706,15048.0,0.17982456140350878
261130,7209,29568.0,0.2438108766233766
261140,3074,15030.0,0.2045242847638057
261150,4063,21621.0,0.1879191526756394
261153,2019,6971.0,0.2896284607660307
261160,390681,956417.0,0.4084839562659384
261170,6426,29578.0,0.21725606869970923
261180,5354,35851.0,0.14934032523500043
261190,5859,19957.0,0.29358119957909506
261200,3668,13364.0,0.2744687219395391
261210,1102,6891.0,0.15991873458133798
261220,20226,57039.0,0.3545994845631936
261230,4656,14336.0,0.3247767857142857
261240,5346,24221.0,0.22071755914289254
261245,2626,14310.0,0.18350803633822502
261247,3629,11341.0,0.3199894189224936
261250,49910,115580.0,0.43182211455269076
261255,2230,14741.0,0.15127874635370736
261260,9137,61448.0,0.14869483140216117
261270,3568,20152.0,0.17705438666137355
261280,2941,9737.0,0.3020437506418815
261290,1358,11179.0,0.12147777082028804
261300,16174,51869.0,0.3118240181996954
261310,11671,38123.0,0.3061406500013115
261320,4988,22783.0,0.21893517096080412
261330,2908,24489.0,0.11874719261709339
261340,7516,22938.0,0.32766588194262797
261350,4845,30842.0,0.15709097983269568
261360,3139,33773.0,0.09294406774642466
261370,39347,95659.0,0.41132564630615
261380,3621,16730.0,0.21643753735803944
261390,29656,64263.0,0.4614786113315594
261400,4795,18930.0,0.25330163761225566
261410,9434,37851.0,0.2492404427888299
261420,9261,32417.0,0.2856834377024401
261430,2359,16627.0,0.14187766885186745
261440,1193,5016.0,0.2378389154704944
261450,19157,57264.0,0.33453827884884046
261460,8025,29125.0,0.2755364806866953
261470,3686,14190.0,0.2597603946441156
261480,4269,20646.0,0.2067712874164487
261485,8726,21298.0,0.40970983190909943
261500,3866,26008.0,0.14864657028606582
261510,1549,6580.0,0.23541033434650455
261520,1770,8822.0,0.20063477669462706
261530,16649,46537.0,0.3577583428239895
261540,11791,36823.0,0.3202074790212639
261550,4227,14102.0,0.2997447170614097
261560,8418,35967.0,0.2340478772207857
261570,5247,13427.0,0.3907797721009905
261580,3287,27484.0,0.11959685635278708
261590,2957,10547.0,0.28036408457381246
261600,5031,23484.0,0.21423096576392436
261610,2066,8239.0,0.25075858720718536
261618,2401,10937.0,0.21953003565877297
261620,4371,18073.0,0.241852487135506
261630,6231,22286.0,0.27959256932603427
261640,32837,150562.0,0.21809619957226922
261650,4670,16675.0,0.2800599700149925
270010,5501,15405.0,0.3570918532943849
270020,3395,15571.0,0.21803352385845481
270030,61656,131899.0,0.4674485780786814
270040,8050,37670.0,0.2136979028404566
270050,6733,20287.0,0.33188741558633605
270060,3355,8220.0,0.4081508515815085
270070,5493,19532.0,0.2812308007372517
270080,1444,5084.0,0.2840283241542093
270090,1851,6678.0,0.2771787960467206
270100,8626,26555.0,0.32483524759932214
270110,1250,12207.0,0.10240026214467109
270120,1521,9202.0,0.1652901543142795
270130,837,18499.0,0.04524568895615979
270135,312,7212.0,0.04326123128119801
270140,12448,31831.0,0.3910653136879143
270150,1018,11671.0,0.08722474509467912
270160,1586,18997.0,0.083486866347318
270170,3778,11558.0,0.32687316144661704
270180,1612,8436.0,0.19108582266477003
270190,1216,9236.0,0.13165872672152448
270200,697,9541.0,0.07305313908395346
270210,2793,21862.0,0.12775592352026346
270220,2720,6277.0,0.43332802294089534
270230,10051,37036.0,0.27138459876876553
270235,5632,21891.0,0.25727467909186424
270240,20244,42869.0,0.4722293498798666
270250,2657,12522.0,0.21218655166906245
270255,4090,15790.0,0.25902469917669413
270260,4457,19345.0,0.23039545102093564
270270,728,3616.0,0.2013274336283186
270280,3488,13702.0,0.25456137790103633
270290,7677,28913.0,0.2655207000311279
270300,2404,14832.0,0.16208198489751888
270310,3700,24542.0,0.15076195909053866
270320,6478,19654.0,0.32960211661748245
270330,3735,15718.0,0.23762565211859016
270340,764,5934.0,0.1287495786990226
270350,1214,6953.0,0.17460089170142384
270360,1013,12757.0,0.07940738418123383
270370,1068,4818.0,0.22166874221668742
270375,3049,14491.0,0.21040645918156098
270380,3833,20531.0,0.18669329306901758
270390,1064,4507.0,0.23607721322387398
270400,5552,23600.0,0.2352542372881356
270410,4636,17882.0,0.2592551168773068
270420,3539,25021.0,0.14144118940090325
270430,304077,622895.0,0.4881673476268071
270440,3542,17092.0,0.20723145331149076
270450,11084,33615.0,0.3297337498140711
270460,1446,14152.0,0.10217637083097796
270470,22010,43802.0,0.5024884708460801
270480,4649,11196.0,0.4152375848517328
270490,291,3239.0,0.0898425439950602
270500,3260,17950.0,0.18161559888579387
270510,7004,23679.0,0.2957895181384349
270520,5999,14919.0,0.40210469870634763
270530,1466,4815.0,0.3044652128764278
270540,726,8249.0,0.0880106679597527
270550,5426,23870.0,0.22731462086300797
270560,2278,10822.0,0.21049713546479393
270570,3627,20807.0,0.17431633584851253
270580,1735,8776.0,0.19769826800364632
270590,333,5227.0,0.06370767170461067
270600,2897,9953.0,0.291068019692555
270610,2966,13270.0,0.2235116804822909
270620,638,4316.0,0.14782205746061167
270630,24448,71753.0,0.34072442964057253
270640,5684,19989.0,0.2843563960178098
270642,3885,9274.0,0.4189130903601466
270644,6506,14587.0,0.4460135737300336
270650,3632,13727.0,0.26458803817294385
270660,1488,7242.0,0.20546810273405136
270670,32181,70935.0,0.453668851765701
270680,3580,24030.0,0.1489804411152726
270690,27008,38002.0,0.7106994368717436
270700,556,2052.0,0.2709551656920078
270710,4752,20823.0,0.22820919175911253
270720,2471,13634.0,0.1812380812674197
270730,4477,29021.0,0.154267599324627
270740,1884,8345.0,0.22576393049730378
270750,7041,20677.0,0.3405232867437249
270760,3882,12168.0,0.31903353057199213
270770,44458,87732.0,0.5067478229152419
270780,1188,7504.0,0.15831556503198294
270790,1965,6426.0,0.3057889822595705
270800,9073,44164.0,0.2054388189475591
270810,5515,12278.0,0.4491773904544714
270820,3018,5802.0,0.5201654601861427
270830,4423,18958.0,0.2333052009705665
270840,5487,29540.0,0.18574813811780636
270850,3387,33129.0,0.10223671103866704
270860,25014,53686.0,0.46593152777260366
270870,2631,8292.0,0.31729377713458756
270880,5290,28018.0,0.18880719537440216
270890,7102,12785.0,0.55549472037544
270895,722,14055.0,0.051369619352543576
270900,2134,5668.0,0.37649964714184897
270910,5520,15784.0,0.34972123669538774
270915,16382,34619.0,0.47320835379415926
270920,4907,21963.0,0.22342120839593863
270930,20985,67148.0,0.31251861559540123
270940,2780,21843.0,0.12727189488623358
280010,1390,2097.0,0.6628516928946113
280020,9747,19785.0,0.4926459438968916
280030,241725,376387.0,0.6422246251863108
280040,4413,11332.0,0.38942816801976704
280050,8057,15424.0,0.5223677385892116
280060,20591,28643.0,0.7188841950912963
280067,15686,27159.0,0.5775617658971244
280070,1394,6252.0,0.22296865003198976
280100,8853,16155.0,0.5480037140204271
280110,2030,5952.0,0.34106182795698925
280120,11719,29541.0,0.39670288751227106
280130,17442,32056.0,0.544110306962815
280140,10461,23271.0,0.44952945726440635
280150,10256,14647.0,0.7002116474363351
280160,2841,4873.0,0.583008413708188
280170,8673,22096.0,0.39251448225923247
280190,315,6333.0,0.04973945997157745
280200,2252,4529.0,0.4972400088319717
280210,39876,67071.0,0.5945341503779576
280220,1883,6366.0,0.2957901350926799
280230,10551,15140.0,0.6968956406869221
280240,3769,11797.0,0.3194880054251081
280250,2259,3714.0,0.6082390953150242
280260,36,9268.0,0.003884333189469141
280270,4626,9048.0,0.5112732095490716
280280,4747,14223.0,0.3337551852633059
280290,63774,83537.0,0.763422196152603
280300,7612,50289.0,0.15136510966612976
280310,2196,5045.0,0.4352824578790882
280320,18426,34518.0,0.5338084477663828
280330,9401,16834.0,0.5584531305690864
280340,2143,19428.0,0.11030471484455426
280350,79566,121954.0,0.6524263246797973
280360,12665,20940.0,0.6048233046800382
280370,3795,8751.0,0.4336647240315393
280380,2407,3858.0,0.6238983929497148
280390,6631,15642.0,0.42392277202403783
280400,8998,15443.0,0.5826588098167454
280410,6068,10445.0,0.5809478219243657
280420,4822,16567.0,0.29106054204140763
280430,5502,8815.0,0.6241633579126489
280440,7112,16778.0,0.42388842531886994
280445,4484,8009.0,0.5598701460856537
280450,19409,36469.0,0.5322054347528038
280460,13057,26628.0,0.49034850533273244
280470,2626,6038.0,0.4349122225902617
280480,132131,193267.0,0.6836707766975221
280490,6485,12684.0,0.511274046042258
280500,1411,3901.0,0.3617021276595745
280510,6257,13412.0,0.4665225171488219
280520,3233,7039.0,0.4592981957664441
280530,4454,8545.0,0.5212404915155061
280540,9527,30854.0,0.3087768198612822
280550,16852,25120.0,0.670859872611465
280560,9875,27612.0,0.35763436187165
280570,14980,26612.0,0.5629039531038629
280580,8831,23303.0,0.3789640818778698
280590,5582,10187.0,0.5479532737803082
280600,10520,15897.0,0.6617600805183368
280610,6362,10516.0,0.604982883225561
280620,12055,23475.0,0.5135250266240682
280630,5013,15420.0,0.32509727626459145
280640,4417,9070.0,0.48699007717750825
280650,1447,4404.0,0.3285649409627611
280660,5551,14656.0,0.3787527292576419
280670,44919,77479.0,0.5797570954710308
280680,7129,10758.0,0.6626696411972486
280690,1847,3856.0,0.47899377593361
280700,2414,4382.0,0.550890004564126
280710,19803,57442.0,0.3447477455520351
280720,4375,9783.0,0.4472043340488603
280730,887,3709.0,0.23914801833378269
280740,42103,64699.0,0.650751943615821
280750,6706,12386.0,0.5414177296948167
280760,13309,27599.0,0.4822276169426428
290010,7190,11721.0,0.6134288883201092
290020,2030,22849.0,0.0888441507286971
290030,8803,17111.0,0.5144643796388289
290035,4099,19826.0,0.20674871381014828
290040,8333,21779.0,0.38261628173929013
290050,4906,7569.0,0.6481701677896684
290060,1478,5720.0,0.2583916083916084
290070,102120,160518.0,0.6361903337943409
290080,11156,25103.0,0.4444090347767199
290090,3524,8506.0,0.4142957912062074
290100,23946,36584.0,0.6545484364749617
290110,14047,20900.0,0.6721052631578948
290115,5112,14675.0,0.34834752981260647
290120,7248,25143.0,0.2882710893688104
290130,5181,16837.0,0.30771515115519393
290135,8469,17168.0,0.4933014911463187
290140,5093,16405.0,0.3104541298384639
290150,7317,12615.0,0.5800237812128418
290160,3699,13236.0,0.27946509519492296
290170,5232,14052.0,0.37233134073441504
290180,5868,11094.0,0.5289345592212007
290190,6937,18826.0,0.3684797620312334
290195,3811,10221.0,0.372859798454163
290200,5990,14969.0,0.4001603313514597
290205,6941,13744.0,0.5050203725261933
290210,21422,54273.0,0.3947082342969801
290220,7017,12607.0,0.556595542159118
290225,3829,12029.0,0.3183140743203924
290230,4912,11768.0,0.4174031271244052
290240,4728,15953.0,0.2963705886040243
290250,3451,15025.0,0.2296838602329451
290260,7724,20051.0,0.38521769487806096
290265,5585,11901.0,0.469288295101252
290270,12068,39480.0,0.3056737588652482
290280,12124,22247.0,0.5449723558232571
290290,22850,35533.0,0.6430641938479723
290300,9179,15342.0,0.5982922695867553
290310,2112,8594.0,0.24575285082615778
290320,80821,111550.0,0.7245271178843568
290323,4770,14094.0,0.3384418901660281
290327,9590,15457.0,0.6204308727437406
290330,3161,9321.0,0.33912670314343957
290340,5670,24046.0,0.23579805373035015
290350,10598,17171.0,0.6172034243783122
290360,5844,20358.0,0.287061597406425
290370,8289,17378.0,0.4769823915295201
290380,8478,21922.0,0.3867347869719916
290390,32202,57094.0,0.564017234735699
290395,5568,10757.0,0.5176164358092405
290400,6961,13729.0,0.5070289168912521
290405,7077,16382.0,0.43199853497741425
290410,11414,20232.0,0.5641557928034796
290420,6179,11324.0,0.5456552454962911
290430,6704,13720.0,0.48862973760932943
290440,5260,10349.0,0.5082616677939897
290450,6807,16164.0,0.42112100965107646
290460,30763,46595.0,0.6602210537611332
290470,6831,18574.0,0.3677721546247443
290475,6729,24152.0,0.27861046704206693
290480,1933,6920.0,0.27933526011560694
290485,6855,17102.0,0.400830312244182
290490,23185,36397.0,0.6370030497018985
290500,11169,15231.0,0.7333070711049833
290510,4695,13586.0,0.3455763285735316
290515,4977,12684.0,0.3923841059602649
290520,28222,45673.0,0.6179143038556697
290530,8662,17688.0,0.4897105382180009
290540,5730,14171.0,0.4043469056523887
290550,4839,15719.0,0.3078440104332337
290560,10172,23523.0,0.4324278365854695
290570,135158,218669.0,0.6180940142407017
290580,15002,34325.0,0.43705753823743626
290590,6752,24985.0,0.27024214528717233
290600,36164,69235.0,0.5223369682963819
290610,2221,8818.0,0.25187117260149694
290620,8706,21926.0,0.3970628477606495
290630,12139,39803.0,0.30497701178303144
290640,3762,10209.0,0.3684983837790185
290650,36755,70672.0,0.5200786733076749
290660,6538,13793.0,0.474008555064163
290670,11876,32388.0,0.36667901691984683
290680,21632,41079.0,0.5265950972516371
290682,5559,20545.0,0.270576782672183
290685,7992,13050.0,0.6124137931034482
290687,19907,30937.0,0.6434689853573391
290689,5405,10222.0,0.5287614948151047
290690,9330,21400.0,0.43598130841121496
290700,4202,11851.0,0.35456923466374146
290710,7156,34162.0,0.20947251331889233
290720,14135,77974.0,0.18127837484289636
290730,14541,26093.0,0.5572758977503545
290740,623,3967.0,0.15704562641794806
290750,35298,52713.0,0.6696260884411815
290755,4295,7172.0,0.598856664807585
290760,7324,13802.0,0.5306477322127228
290770,1070,11408.0,0.0937938288920056
290780,12832,28481.0,0.45054597802043467
290790,8546,18989.0,0.45005002896413715
