cod_municipio,piso_total,familias_cadastradas,piso_porcentagem
150540,5305,19870.0,0.2669854051333669
150543,8289,27604.0,0.30028256774380524
150548,6029,39437.0,0.15287674011714886
150549,1347,7202.0,0.18703138017217438
150550,36050,76842.0,0.46914447828010725
150553,85753,145590.0,0.5890033656157703
150555,1323,7576.0,0.17463041182682154
150560,2268,7329.0,0.30945558739255014
150563,1746,9953.0,0.17542449512709735
150565,3160,16556.0,0.19086735926552306
150570,8836,29874.0,0.2957755908147553
150580,19691,42733.0,0.4607914258301547
150590,18254,31413.0,0.5810969980581288
150600,25496,39433.0,0.646565059721553
150610,2894,12214.0,0.23694121499918128
150611,3313,12314.0,0.26904336527529643
150613,24498,55492.0,0.4414690405824263
150616,4402,14232.0,0.3093029792017988
150618,8847,27292.0,0.32416092627876303
150619,5476,24719.0,0.22152999716817023
150620,12390,28348.0,0.4370678707492592
150630,7053,26792.0,0.263250223947447
150635,8400,20618.0,0.4074110000970026
150640,5625,7715.0,0.729099157485418
150650,20431,45757.0,0.44651091636252377
150655,4589,20907.0,0.21949586262974125
150658,2955,16566.0,0.17837739949293735
150660,6584,20919.0,0.3147377981739089
150670,10601,38296.0,0.2768174221850846
150680,151138,297037.0,0.5088187666856318
150690,2477,9928.0,0.24949637389202256
150700,8088,25772.0,0.3138289616638212
150710,2971,14244.0,0.208579050828419
150715,5283,20571.0,0.25681785037188276
150720,17835,31918.0,0.5587756125070493
150730,12237,49826.0,0.24559466944968492
150740,4286,15003.0,0.2856761980937146
150745,3633,20884.0,0.17396092702547405
150746,1712,6525.0,0.2623754789272031
150747,5614,20569.0,0.2729349992707472
150750,2029,14235.0,0.14253600280997542
150760,13455,44009.0,0.30573291826671817
150770,24537,26593.0,0.9226864212386718
150775,1406,4469.0,0.3146117699709107
150780,2853,18640.0,0.15305793991416308
150790,6890,23352.0,0.29504967454607745
150795,21306,62878.0,0.33884665542797165
150796,4297,15912.0,0.2700477626948215
150797,6541,16928.0,0.38640122873345933
150800,24850,54878.0,0.452822624731222
150803,5798,32797.0,0.176784461993475
150805,3178,13505.0,0.23532025175860793
150808,10254,24726.0,0.4147051686483863
150810,35730,81810.0,0.4367436743674367
150812,5404,24871.0,0.21728117084154236
150815,11531,35485.0,0.32495420600253627
150820,18778,57459.0,0.3268069406011243
150830,5472,49376.0,0.11082307193778354
150835,4846,13385.0,0.36204706761299965
150840,9499,32394.0,0.2932333148113848
160005,788,5504.0,0.1431686046511628
160010,2791,8218.0,0.33962034558286686
160015,2392,15483.0,0.15449202350965574
160020,2756,9643.0,0.2858031732863217
160021,1384,4680.0,0.29572649572649573
160023,2608,5250.0,0.49676190476190474
160025,994,7380.0,0.13468834688346884
160027,21921,44299.0,0.49484187001963925
160030,214427,339197.0,0.632160661798306
160040,14128,23220.0,0.6084409991386736
160050,8531,24456.0,0.3488305528295715
160053,5550,16418.0,0.3380436106712145
160055,2348,6401.0,0.3668176847367599
160060,54203,118465.0,0.45754442240324145
160070,4245,11605.0,0.3657906074967686
160080,10916,12188.0,0.895635050869708
170025,461,2293.0,0.20104666375926733
170030,707,4085.0,0.17307221542227663
170035,1468,5325.0,0.27568075117370894
170040,816,6812.0,0.11978860833822666
170070,880,7016.0,0.12542759407069556
170100,2836,9050.0,0.31337016574585635
170105,748,2362.0,0.31668077900084673
170110,986,3781.0,0.2607775720708807
170130,1140,5331.0,0.21384355655599324
170190,1109,5785.0,0.1917026793431288
170200,2811,7333.0,0.38333560616391654
170210,62155,102027.0,0.6092014858811883
170215,444,4618.0,0.09614551754006063
170220,5411,20827.0,0.259806981322322
170230,1142,4553.0,0.25082363276960246
170240,1854,10796.0,0.17173027047054465
170255,5649,13697.0,0.4124260787033657
170270,739,3087.0,0.2393909944930353
170290,2352,11465.0,0.20514609681639773
170300,1609,7916.0,0.20325922182920667
170305,514,2406.0,0.21363258520365752
170307,703,3941.0,0.17838112154275565
170310,1160,5750.0,0.20173913043478262
170320,906,3846.0,0.23556942277691106
170330,174,3603.0,0.04829308909242298
170360,379,2098.0,0.18064823641563393
170370,1255,4781.0,0.2624973854842083
170380,1370,6566.0,0.20865062442887602
170382,525,1814.0,0.2894156560088203
170384,1282,6243.0,0.20534999199102996
170386,867,3373.0,0.25704120960569227
170388,550,2640.0,0.20833333333333334
170389,684,2986.0,0.2290689886135298
170390,722,6652.0,0.10853878532772099
170410,184,2228.0,0.08258527827648116
170460,238,1461.0,0.16290212183436004
170510,585,3282.0,0.17824497257769653
170550,12272,24774.0,0.495358036651328
170555,1305,4948.0,0.2637429264349232
170560,472,3588.0,0.13154960981047936
170600,1226,5029.0,0.243786040962418
170610,1325,6055.0,0.21882741535920727
170625,445,1594.0,0.2791718946047679
170650,1089,5437.0,0.200294279933787
170700,4827,13023.0,0.37065192351992626
170710,1842,6197.0,0.2972406002904631
170720,1023,6641.0,0.15404306580334287
170730,748,3977.0,0.18808146844355042
170740,1032,7234.0,0.14265966270389827
170755,849,3047.0,0.27863472267804396
170765,922,4174.0,0.2208912314326785
170770,1259,6732.0,0.1870172311348782
170820,4227,14307.0,0.2954497798280562
170825,498,3926.0,0.12684666327050434
170830,945,4906.0,0.19262128006522625
170900,995,10935.0,0.09099222679469593
170930,5772,14627.0,0.3946127025364053
170950,26510,42411.0,0.6250736837141307
170980,488,1859.0,0.2625067240451856
171050,1001,6039.0,0.1657559198542805
171070,1137,4873.0,0.23332649292017238
171090,426,3566.0,0.11946158160403814
171110,459,2027.0,0.22644301924025653
171150,861,3518.0,0.24474133030130757
171180,787,2591.0,0.30374372829023544
171190,1401,7134.0,0.19638351555929354
171195,652,3007.0,0.2168274027269704
171200,954,2223.0,0.4291497975708502
171215,560,1421.0,0.39408866995073893
171240,129,2701.0,0.047760088855979266
171245,523,2743.0,0.19066715275246082
171250,444,3441.0,0.12903225806451613
171270,423,1725.0,0.24521739130434783
171280,505,3170.0,0.15930599369085174
171320,3936,14123.0,0.2786943284004815
171330,3549,10419.0,0.34062769939533544
171360,834,5489.0,0.15194024412461285
171370,497,2551.0,0.19482555860446885
171380,912,5188.0,0.17579028527370855
171395,634,3612.0,0.17552602436323367
171420,1844,7207.0,0.2558623560427362
171430,1045,3951.0,0.2644900025310048
171488,2528,9024.0,0.2801418439716312
171500,540,3136.0,0.17219387755102042
171510,511,3005.0,0.17004991680532447
171515,486,1758.0,0.2764505119453925
171525,472,2567.0,0.18387222438644332
171550,158,1209.0,0.130686517783292
171570,438,3953.0,0.11080192259043764
171575,2725,5984.0,0.45538101604278075
171610,10980,21919.0,0.500935261645148
171620,1339,10947.0,0.12231661642459121
171630,686,3989.0,0.17197292554524943
171650,2329,8208.0,0.2837475633528265
171660,1721,8379.0,0.20539443847714525
171665,872,4486.0,0.19438252340615247
171670,2161,6762.0,0.31958000591540964
171700,889,4163.0,0.21354792217151092
171720,470,2712.0,0.1733038348082596
171750,1172,5073.0,0.23102700571653853
171780,1109,4672.0,0.23737157534246575
171790,973,4986.0,0.19514640994785398
171800,666,2577.0,0.25844004656577413
171820,14063,43390.0,0.324106937082277
171830,1767,5604.0,0.3153104925053533
171840,675,2545.0,0.26522593320235754
171845,533,2472.0,0.2156148867313916
171850,315,3600.0,0.0875
171855,688,3726.0,0.1846484165324745
171865,240,1773.0,0.1353637901861252
171870,444,2847.0,0.1559536354056902
171875,615,5293.0,0.11619119591913848
171880,665,5357.0,0.12413664364383051
171884,1022,4064.0,0.2514763779527559
171886,1529,5383.0,0.284042355563812
171888,248,2035.0,0.12186732186732187
171889,247,1522.0,0.16228646517739817
171890,826,4421.0,0.1868355575661615
171900,474,1995.0,0.23759398496240602
172000,567,2019.0,0.28083209509658247
172010,1266,4559.0,0.2776924764202676
172015,189,1300.0,0.1453846153846154
172020,2422,10442.0,0.23194790270063206
172025,506,2560.0,0.19765625
172030,767,4356.0,0.17607897153351698
172049,618,4365.0,0.1415807560137457
172065,1545,5304.0,0.291289592760181
172080,3128,8520.0,0.3671361502347418
172085,456,1565.0,0.2913738019169329
172090,3483,15044.0,0.2315208721084818
172093,279,1617.0,0.1725417439703154
172097,584,2427.0,0.24062628759785742
172100,121465,188795.0,0.6433697926322202
172110,1003,6173.0,0.1624817754738377
172120,5505,18886.0,0.291485756645134
172125,379,1476.0,0.2567750677506775
172130,393,2082.0,0.18876080691642652
172208,2421,9177.0,0.2638117031709709
172210,2544,9615.0,0.2645865834633385
210005,31979,70764.0,0.45191057599909557
210010,846,7996.0,0.10580290145072536
210015,1490,11326.0,0.1315557125198658
210020,6498,29896.0,0.21735349210596736
210030,2250,16068.0,0.14002987303958178
210040,1736,7809.0,0.2223075938020233
210043,6955,20785.0,0.33461630983882606
210047,5064,24771.0,0.2044326026401841
210050,1572,8920.0,0.17623318385650225
210055,1745,7531.0,0.23170893639622892
210060,6006,26401.0,0.2274913829021628
210070,4807,24432.0,0.19675016371971185
210080,845,15883.0,0.053201536233709
210083,4178,21870.0,0.1910379515317787
210087,1777,9556.0,0.1859564671410632
210090,5827,32654.0,0.17844674465609114
210095,1970,22406.0,0.08792287780058913
210100,8555,22842.0,0.3745293757114088
210110,2540,11020.0,0.23049001814882034
210120,31572,106188.0,0.29732173126906997
210125,4342,16239.0,0.2673809963667714
210130,2606,15005.0,0.1736754415194935
210135,1877,6491.0,0.28916961947311665
210140,34254,76886.0,0.44551673906823086
210150,2480,16874.0,0.1469716723954012
210160,17630,79681.0,0.22125726333755852
210170,11169,64263.0,0.1738014098314738
210173,722,8060.0,0.08957816377171215
210177,2948,11357.0,0.25957559214581316
210180,474,5549.0,0.0854207965399171
210190,2461,20482.0,0.12015428180841714
210193,2529,4842.0,0.5223048327137546
210197,1384,6960.0,0.19885057471264367
210200,6682,28930.0,0.23097131005876254
210203,3329,25264.0,0.1317685243825206
210207,3551,13666.0,0.2598419435094395
210210,5173,26261.0,0.19698412093979667
210215,1557,8606.0,0.18092028817104347
210220,2382,25067.0,0.09502533210994535
210230,5456,20446.0,0.26684926146923604
210232,14008,43506.0,0.32197857766744814
210235,1525,12153.0,0.12548341973175348
210237,982,14832.0,0.06620819848975189
210240,852,8952.0,0.09517426273458444
210250,3764,21896.0,0.17190354402630617
210255,2324,9453.0,0.24584787898021793
210260,4332,19103.0,0.22677066429356646
210270,4281,17373.0,0.24641685373855984
210275,3235,12014.0,0.2692691859497253
210280,6080,22788.0,0.2668070914516412
210290,5765,29839.0,0.1932035255873186
210300,42433,116558.0,0.36405051562312324
210310,3007,10797.0,0.27850328795035656
210312,829,10467.0,0.07920129932167766
210315,2605,13131.0,0.19838549996192217
210317,3737,15573.0,0.23996660887433377
210320,26109,100741.0,0.25916955360776645
210325,2497,12338.0,0.20238288215269898
210330,27359,94869.0,0.2883871443780371
210340,11576,45949.0,0.25193148925983155
210350,9824,34987.0,0.28079000771715207
210355,1959,13489.0,0.1452294462154348
210360,15303,43959.0,0.3481198389408312
210370,10162,43484.0,0.23369515223990434
210375,4512,11607.0,0.388730938226932
210380,5027,19980.0,0.2516016016016016
210390,1876,11546.0,0.16248051273168196
210400,1667,16511.0,0.10096299436739144
210405,9742,27097.0,0.35952319444957004
210407,1260,7331.0,0.17187286864002183
210408,603,9621.0,0.0626753975678204
210409,1397,13429.0,0.10402859483207982
210410,2785,13020.0,0.21390168970814133
210420,3624,13288.0,0.2727272727272727
210430,1885,7992.0,0.23586086086086086
210440,3010,15205.0,0.19796119697467937
210450,2108,8058.0,0.2616033755274262
210455,3939,17646.0,0.22322339340360423
210460,2195,12444.0,0.17639022822243652
210462,1372,5839.0,0.23497174173659874
210465,2373,9367.0,0.2533361802071101
210467,4798,22135.0,0.21676078608538513
210470,1868,6518.0,0.28659097882786133
210480,15837,60445.0,0.2620067830258913
210490,3566,11704.0,0.30468215994531783
210500,2279,22465.0,0.10144669485866904
210510,2236,24237.0,0.09225564219994224
210515,3123,13359.0,0.23377498315742196
210520,1518,9117.0,0.16650213886146759
210530,118249,204302.0,0.5787951170326282
210535,1689,13181.0,0.1281389879371823
210540,17054,54631.0,0.31216708462228404
210542,4541,22945.0,0.19790804096753106
210545,1315,7547.0,0.17424142043195973
210547,3669,13083.0,0.28044026599403804
210550,4119,20757.0,0.19843908079202197
210560,1901,12934.0,0.14697695995051802
210565,1328,5323.0,0.24948337403719706
210570,11510,38561.0,0.2984881097481912
210580,2930,10334.0,0.28353009483259145
210590,2065,14486.0,0.14255142896589812
210592,814,10098.0,0.08061002178649238
210594,3542,8604.0,0.4116689911668991
210596,2856,10305.0,0.2771470160116448
210598,1278,7254.0,0.1761786600496278
210600,2917,10543.0,0.2766764677985393
210610,1175,11038.0,0.10645044392100018
210620,2258,10702.0,0.21098860026163335
210630,2707,11189.0,0.24193404236303512
210632,5238,21761.0,0.24070584991498553
210635,463,5666.0,0.0817154959406989
210637,2357,9376.0,0.25138651877133106
210640,2463,17824.0,0.13818447037701975
210650,5891,24568.0,0.23978345815695212
210660,3817,28570.0,0.1336016800840042
210663,1062,10820.0,0.09815157116451016
210667,938,6737.0,0.13923111177081787
210670,3283,20477.0,0.16032621966108318
210675,8798,19440.0,0.45257201646090534
210680,6136,17480.0,0.3510297482837529
210690,2528,33977.0,0.07440327280218971
210700,1885,9852.0,0.19133170929760454
210710,1799,19101.0,0.09418355059944505
210720,310,10759.0,0.028813086718096476
210725,857,4606.0,0.1860616587060356
210730,711,5153.0,0.13797787696487482
210735,2425,16216.0,0.1495436605821411
210740,2556,18598.0,0.13743413270244112
210745,4342,14858.0,0.2922331403957464
210750,40106,94146.0,0.4259979181271642
210760,3357,22842.0,0.14696611505122142
210770,4893,22221.0,0.22019711084109625
210780,4422,26341.0,0.16787517558179263
210790,4107,15572.0,0.2637426149499101
210800,3423,17385.0,0.19689387402933564
210805,1340,14715.0,0.09106354060482501
210810,2695,17428.0,0.1546362175809043
210820,14848,25558.0,0.5809531262227091
210825,2092,30152.0,0.06938179888564606
210830,5825,32031.0,0.18185507789329086
210840,2244,17847.0,0.1257354177172634
210845,1889,21867.0,0.08638587826405085
210850,7039,25112.0,0.28030423701815865
210860,29475,76454.0,0.38552593716483113
210870,4602,26724.0,0.172204759766502
210880,1365,14655.0,0.0931422722620266
210890,3774,17917.0,0.2106379416196908
210900,8758,17417.0,0.5028420508698398
210905,2198,8114.0,0.27088982006408674
210910,9976,26264.0,0.37983551629607065
210920,1215,11198.0,0.10850151812823719
210923,1112,6985.0,0.1591982820329277
210927,2346,16260.0,0.14428044280442803
210930,2364,10370.0,0.22796528447444553
210940,510,12588.0,0.04051477597712107
210945,6484,29817.0,0.21745983834725158
210950,3482,19330.0,0.1801345059493016
210955,1445,5368.0,0.26918777943368105
210960,12714,32673.0,0.38912863832522265
210970,1170,6189.0,0.18904507998061076
210975,1398,6034.0,0.2316871063970832
210980,2270,38551.0,0.05888303805348759
210990,25409,63624.0,0.39936187602162704
211000,12691,52140.0,0.2434023782125048
211003,5323,22532.0,0.23624178945499733
211010,3759,24855.0,0.15123717561858782
211020,6037,32396.0,0.18635016668724533
211023,858,7374.0,0.11635475996745322
211027,1095,13929.0,0.07861296575489984
211030,1745,13690.0,0.12746530314097881
211040,1469,15586.0,0.09425125112280251
211050,8781,32896.0,0.2669321498054475
211060,5231,27396.0,0.19094028325302964
211065,1838,8909.0,0.20630822763497586
211070,10936,30211.0,0.361987355598954
211080,330,4740.0,0.06962025316455696
211085,1872,7774.0,0.2408026755852843
211090,1213,11101.0,0.10926943518601928
211100,3381,26690.0,0.12667665792431623
211102,1952,11885.0,0.1642406394615061
211105,1193,8334.0,0.14314854811615071
211107,1802,16637.0,0.10831279677826532
211110,7132,23226.0,0.30706966330836133
211120,88272,181928.0,0.48520293742579484
211125,780,6693.0,0.11653966831017482
211130,399165,679964.0,0.5870384314463707
211140,1898,16468.0,0.1152538256011659
211150,13573,34725.0,0.3908711303095752
211153,1713,10596.0,0.1616647791619479
211157,1685,4524.0,0.3724580017683466
211160,6482,19311.0,0.3356636114131842
211163,804,5216.0,0.15414110429447853
211167,1134,6161.0,0.18406102905372504
211170,3327,26307.0,0.12646824039229101
211172,1966,9053.0,0.21716558047056225
211174,1445,10155.0,0.14229443623830626
211176,3548,14962.0,0.23713407298489506
211178,1586,19245.0,0.08241101584827228
211180,2643,14758.0,0.1790893074942404
211190,2483,11709.0,0.21205909983773166
211195,637,5763.0,0.11053270865868471
211200,599,7509.0,0.07977094153682247
211210,3598,21703.0,0.16578353223056722
211220,61883,158152.0,0.3912881278769791
211223,8925,18889.0,0.47249722060458466
211227,1128,5985.0,0.18847117794486215
211230,6951,30807.0,0.2256305385139741
211240,7290,37105.0,0.19646947850693977
211245,928,28108.0,0.03301551159812153
211250,10992,54989.0,0.19989452435941735
211260,3452,29488.0,0.11706456863809007
211270,6990,36037.0,0.19396731137442075
211280,15974,57576.0,0.27744198971793804
211285,2020,7143.0,0.2827943441131177
211290,5045,25534.0,0.1975796976580246
211300,7756,25329.0,0.3062102728098227
211400,15077,42297.0,0.3564555405820744
220005,638,7089.0,0.08999858936380307
220010,1932,5293.0,0.3650103910825619
220020,3823,16621.0,0.23001022802478793
220025,2159,8336.0,0.25899712092130517
220027,1071,4972.0,0.21540627514078842
220030,1645,14098.0,0.1166832174776564
220040,12477,29309.0,0.4257054147190283
220045,453,5758.0,0.07867315039944425
220050,4409,20226.0,0.21798674972807278
220060,1481,10632.0,0.1392964635063958
220070,1694,8502.0,0.19924723594448365
220080,448,2620.0,0.17099236641221374
220090,1943,6125.0,0.3172244897959184
220095,102,3588.0,0.028428093645484948
220100,766,5080.0,0.15078740157480314
220105,1972,7284.0,0.27073036792970895
220110,2461,12766.0,0.19277769074103088
220115,673,10354.0,0.06499903418968514
220117,1851,4973.0,0.372209933641665
220120,11202,62841.0,0.17825941662290543
220130,444,4003.0,0.11091681239070697
220140,1498,8602.0,0.17414554754708209
220150,4241,23367.0,0.18149527110882868
220155,798,4194.0,0.19027181688125894
220157,1287,3978.0,0.3235294117647059
220160,2489,10122.0,0.2459000197589409
220170,1057,5501.0,0.1921468823850209
220173,540,7471.0,0.07227948065854638
220177,314,8613.0,0.036456519215139906
220180,919,4275.0,0.21497076023391812
220190,10380,30632.0,0.3388613214938626
220191,626,5878.0,0.10649880911874787
220192,860,7278.0,0.11816433086012641
220194,2114,6694.0,0.3158051986853899
220196,1637,7785.0,0.21027617212588312
220198,1203,4770.0,0.2522012578616352
