cod_municipio,obitos
1501402,38.47587522613746
3550308,4.137853145482373
3304557,6.105680134977026
2927408,11.085330020667213
2507507,30.21366073361704
2704302,18.920184130451744
2111300,16.772244640321016
1302603,8.289856639544418
3106200,7.098768859326989
5208707,11.132109495689399
2611606,9.979068148568366
4314902,10.885253303875956
1500800,29.87599594433355
2304400,4.950472937662751
2914802,51.94562089056321
3301702,11.03151118725017
5103403,16.501543379645508
5300108,3.207699526275151
2504009,23.0690590495062
3168606,66.69646721584822
4106902,4.618638979465531
5002704,9.822402140180026
3509502,6.920460836782579
2800308,12.482929969258905
3518800,5.746626909586164
2105302,28.534300928907175
2611101,20.603019330147863
1200401,17.41578741128833
3144300,174.59731956227716
2604106,19.163486440464524
3549904,9.592497022900032
3548500,14.527644031213681
2408102,6.9625370586649895
2513703,44.41240926399173
3543402,8.569522003301373
3530607,13.531949820868041
3541000,18.135380616300687
4304606,16.656710931397324
3136702,9.942698657735681
3303500,6.801878290104968
5003207,49.0817255349908
3115300,71.48530579825258
3148004,33.20636780935639
2925105,102.3912626122571
2112209,28.19847023298986
3170206,6.865999997139167
2607901,6.649058450882556
5201405,7.7946813161488855
3520509,17.953111157078016
3205200,8.976213035456041
5108402,14.955169271648478
2211001,4.9534890418454625
2913606,26.887939821038874
2706703,65.78329104407482
2312908,18.98334685896797
3506003,10.545825566772214
2601201,52.12370693111651
1100205,7.2308724881988455
5104203,255.82158084617905
3304904,3.5722889303925762
2928703,37.116624340691544
2903201,24.207676381589426
2911204,116.57872131549884
1502103,26.549180563129646
4108304,14.327313280257735
4115200,8.601510611241942
3547809,5.129143516208094
2700300,15.876625745021391
5003702,15.964877270005987
4101408,26.425121482155703
3551009,9.773180763122532
3306305,12.774282085346805
3518701,10.844306738962045
2911303,310.8624211741718
3542602,62.064440622063024
3154309,201.19567716716486
3552205,5.091968220298913
3204906,26.386815639088674
2918001,21.777282451353393
2408003,11.310034661929757
3205309,9.29329925790272
3143302,8.222749445569027
3534401,4.7146628873167
2910800,5.325939423087786
3205002,6.25900917988013
3170107,9.789612331351679
3522604,43.86314698141798
3301900,13.193536816152188
2912400,174.68202412795458
5201108,7.912765588148209
5006606,33.0008409891736
3118601,4.484646811640349
3169901,25.685591239501015
4313409,12.14417565335665
3131307,11.303309232166203
3529005,12.053701317594248
3201308,7.55371603758104
3200904,64.47453255963894
3303302,5.433548670041936
