ano,cod_municipio,reprovacao_ef
2022,2102325,1.4
2022,2102358,7.0
2022,2102374,3.4
2022,2102408,4.0
2022,2102507,10.6
2022,2102556,2.6
2022,2102606,3.5
2022,2102705,10.8
2022,2102754,6.3
2022,2102804,6.5
2022,2102903,4.4
2022,2103000,7.2
2022,2103109,4.3
2022,2103125,9.3
2022,2103158,2.7
2022,2103174,2.3
2022,2103208,0.9
2022,2103257,2.2
2022,2103307,7.7
2022,2103406,10.5
2022,2103505,0.2
2022,2103554,3.3
2022,2103604,1.6
2022,2103703,5.6
2022,2103752,9.7
2022,2103802,3.0
2022,2103901,10.7
2022,2104008,5.4
2022,2104057,5.5
2022,2104073,5.3
2022,2104081,7.5
2022,2104099,0.8
2022,2104107,4.1
2022,2104206,1.0
2022,2104305,0.9
2022,2104404,1.3
2022,2104503,3.4
2022,2104552,5.4
2022,2104602,8.1
2022,2104628,8.5
2022,2104651,10.5
2022,2104677,6.9
2022,2104701,14.4
2022,2104800,6.1
2022,2104909,8.7
2022,2105005,7.2
2022,2105104,8.8
2022,2105153,6.5
2022,2105203,6.3
2022,2105302,4.5
2022,2105351,6.5
2022,2105401,2.4
2022,2105427,4.6
2022,2105450,8.6
2022,2105476,8.8
2022,2105500,2.9
2022,2105609,3.6
2022,2105658,3.7
2022,2105708,1.8
2022,2105807,0.0
2022,2105906,5.5
2022,2105922,0.3
2022,2105948,1.0
2022,2105963,6.4
2022,2105989,4.4
2022,2106003,1.3
2022,2106102,4.8
2022,2106201,5.8
2022,2106300,4.5
2022,2106326,1.3
2022,2106359,6.4
2022,2106375,3.3
2022,2106409,6.2
2022,2106508,4.9
2022,2106607,5.0
2022,2106631,8.3
2022,2106672,1.0
2022,2106706,2.9
2022,2106755,1.3
2022,2106805,5.0
2022,2106904,11.0
2022,2107001,10.5
2022,2107100,6.7
2022,2107209,2.3
2022,2107258,12.4
2022,2107308,11.1
2022,2107357,4.0
2022,2107407,7.8
2022,2107456,7.6
2022,2107506,2.9
2022,2107605,3.9
2022,2107704,10.9
2022,2107803,10.2
2022,2107902,8.9
2022,2108009,2.5
2022,2108058,6.2
2022,2108108,4.1
2022,2108207,4.1
2022,2108256,1.7
2022,2108306,6.3
2022,2108405,1.5
2022,2108454,2.2
2022,2108504,4.9
2022,2108603,2.5
2022,2108702,2.2
2022,2108801,4.1
2022,2108900,0.0
2022,2109007,1.4
2022,2109056,7.3
2022,2109106,5.1
2022,2109205,5.7
2022,2109239,6.8
2022,2109270,0.0
2022,2109304,5.7
2022,2109403,6.0
2022,2109452,3.1
2022,2109502,4.2
2022,2109551,6.8
2022,2109601,4.4
2022,2109700,0.6
2022,2109759,7.9
2022,2109809,5.6
2022,2109908,4.2
2022,2110005,3.3
2022,2110039,2.2
2022,2110104,2.1
2022,2110203,1.6
2022,2110237,7.1
2022,2110278,7.2
2022,2110302,3.7
2022,2110401,2.4
2022,2110500,4.7
2022,2110609,2.1
2022,2110658,16.7
2022,2110708,2.8
2022,2110807,16.6
2022,2110856,8.6
2022,2110906,10.5
2022,2111003,5.7
2022,2111029,3.0
2022,2111052,3.0
2022,2111078,6.2
2022,2111102,5.3
2022,2111201,1.6
2022,2111250,9.4
2022,2111300,3.2
2022,2111409,9.7
2022,2111508,3.6
2022,2111532,6.4
2022,2111573,2.6
2022,2111607,3.3
2022,2111631,14.2
2022,2111672,10.3
2022,2111706,3.6
2022,2111722,5.6
2022,2111748,5.6
2022,2111763,7.4
2022,2111789,2.4
2022,2111805,5.4
2022,2111904,7.9
2022,2111953,8.6
2022,2112001,9.6
2022,2112100,5.4
2022,2112209,1.3
2022,2112233,3.1
2022,2112274,4.2
2022,2112308,2.6
2022,2112407,3.4
2022,2112456,4.9
2022,2112506,8.1
2022,2112605,1.3
2022,2112704,0.5
2022,2112803,3.9
2022,2112852,5.7
2022,2112902,2.9
2022,2113009,4.5
2022,2114007,4.1
2022,2200053,1.3
2022,2200103,7.9
2022,2200202,1.7
2022,2200251,7.2
2022,2200277,0.5
2022,2200301,5.7
2022,2200400,0.6
2022,2200459,3.5
2022,2200509,7.0
2022,2200608,1.7
2022,2200707,1.6
2022,2200806,0.2
2022,2200905,6.3
2022,2200954,0.0
2022,2201002,11.3
2022,2201051,8.5
2022,2201101,11.8
2022,2201150,6.3
2022,2201176,4.9
2022,2201200,3.6
2022,2201309,18.4
2022,2201408,3.5
2022,2201507,11.0
2022,2201556,4.5
2022,2201572,0.0
2022,2201606,1.5
2022,2201705,5.2
2022,2201739,8.3
2022,2201770,6.2
2022,2201804,1.2
2022,2201903,1.4
2022,2201919,5.1
2022,2201929,5.1
2022,2201945,7.6
2022,2201960,1.9
2022,2201988,10.0
2022,2202000,6.8
2022,2202026,0.9
2022,2202059,0.3
2022,2202075,1.8
2022,2202083,4.8
2022,2202091,1.1
2022,2202109,7.2
2022,2202117,18.2
2022,2202133,0.1
2022,2202174,0.8
2022,2202208,0.9
2022,2202251,8.8
2022,2202307,5.4
2022,2202406,4.7
2022,2202455,8.0
2022,2202505,27.5
2022,2202539,7.5
2022,2202554,2.4
2022,2202604,5.1
2022,2202653,15.3
2022,2202703,4.7
2022,2202711,9.1
2022,2202729,3.6
2022,2202737,6.5
2022,2202752,9.4
2022,2202778,0.0
2022,2202802,8.2
2022,2202851,5.4
2022,2202901,2.1
2022,2203008,5.9
2022,2203107,19.4
2022,2203206,0.3
2022,2203230,8.7
2022,2203255,6.5
2022,2203271,2.3
2022,2203305,0.9
2022,2203354,4.3
2022,2203404,3.5
2022,2203420,0.0
2022,2203453,0.0
2022,2203503,5.9
2022,2203602,12.8
2022,2203701,4.0
2022,2203750,13.2
2022,2203800,16.8
2022,2203859,7.1
2022,2203909,5.5
2022,2204006,4.1
2022,2204105,7.7
2022,2204154,1.6
2022,2204204,3.5
2022,2204303,3.1
2022,2204352,3.1
2022,2204402,16.8
2022,2204501,5.5
2022,2204550,3.8
2022,2204600,1.7
2022,2204659,5.4
2022,2204709,0.2
2022,2204808,0.0
2022,2204907,12.9
2022,2205003,2.1
2022,2205102,5.7
2022,2205151,4.2
2022,2205201,2.8
2022,2205250,2.4
2022,2205276,6.1
2022,2205300,5.2
2022,2205359,9.2
2022,2205409,7.2
2022,2205458,7.8
2022,2205508,8.0
2022,2205516,3.7
2022,2205524,4.8
2022,2205532,21.1
2022,2205540,7.7
2022,2205557,1.0
2022,2205565,7.0
2022,2205573,4.8
2022,2205581,22.8
2022,2205599,0.0
2022,2205607,1.1
2022,2205706,15.2
2022,2205805,7.2
2022,2205854,0.8
2022,2205904,4.7
2022,2205953,3.4
2022,2206001,7.2
2022,2206050,9.3
2022,2206100,5.2
2022,2206209,17.1
2022,2206308,6.6
2022,2206357,13.8
2022,2206407,9.7
2022,2206506,0.0
2022,2206605,6.3
2022,2206654,7.3
2022,2206670,11.6
2022,2206696,18.4
2022,2206704,1.3
2022,2206720,4.7
2022,2206753,1.2
2022,2206803,8.5
2022,2206902,9.1
2022,2206951,4.5
2022,2207009,0.3
2022,2207108,1.8
2022,2207207,0.4
2022,2207306,10.3
2022,2207355,0.0
2022,2207405,10.2
2022,2207504,5.0
2022,2207553,15.4
2022,2207603,8.9
2022,2207702,8.1
2022,2207751,8.6
2022,2207777,2.4
2022,2207793,5.3
2022,2207801,7.2
2022,2207850,15.1
2022,2207900,8.2
2022,2207934,6.7
2022,2207959,5.1
2022,2208007,3.9
2022,2208106,5.9
2022,2208205,1.6
2022,2208304,0.2
2022,2208403,6.2
2022,2208502,1.6
2022,2208551,4.4
2022,2208601,7.2
2022,2208650,1.0
2022,2208700,9.7
2022,2208809,3.4
2022,2208858,7.5
2022,2208874,1.1
2022,2208908,2.5
2022,2209005,9.1
2022,2209104,0.3
2022,2209153,6.9
2022,2209203,6.8
2022,2209302,5.2
2022,2209351,3.6
2022,2209377,0.0
2022,2209401,6.0
2022,2209450,2.7
2022,2209500,0.0
2022,2209559,4.1
2022,2209609,4.8
2022,2209658,11.8
2022,2209708,4.7
2022,2209757,7.3
2022,2209807,5.3
2022,2209856,0.0
2022,2209872,3.1
2022,2209906,0.4
2022,2209955,5.6
2022,2209971,2.8
2022,2210003,4.6
2022,2210052,0.1
2022,2210102,8.3
2022,2210201,0.0
2022,2210300,1.5
2022,2210359,2.8
2022,2210375,0.3
2022,2210383,1.6
2022,2210391,22.5
2022,2210409,0.0
2022,2210508,5.5
2022,2210607,1.1
2022,2210623,11.6
2022,2210631,12.0
2022,2210656,0.7
2022,2210706,0.0
2022,2210805,0.5
2022,2210904,12.2
2022,2210938,8.9
2022,2210953,3.7
2022,2210979,22.1
2022,2211001,2.3
2022,2211100,7.0
2022,2211209,7.3
2022,2211308,4.6
2022,2211357,13.8
2022,2211407,3.8
2022,2211506,2.9
2022,2211605,0.0
2022,2211704,8.5
2022,2300101,0.7
2022,2300150,0.1
2022,2300200,0.5
2022,2300309,0.3
2022,2300408,0.0
2022,2300507,2.4
2022,2300606,0.0
2022,2300705,0.0
2022,2300754,2.2
2022,2300804,0.0
2022,2300903,1.1
2022,2301000,0.1
2022,2301109,0.3
2022,2301208,0.0
2022,2301257,0.0
2022,2301307,0.0
2022,2301406,0.0
2022,2301505,0.1
2022,2301604,0.1
2022,2301703,0.4
2022,2301802,0.1
2022,2301851,1.4
2022,2301901,0.0
2022,2301950,0.0
2022,2302008,0.8
2022,2302057,0.8
2022,2302107,0.1
2022,2302206,3.8
2022,2302305,0.4
2022,2302404,0.2
2022,2302503,0.4
2022,2302602,0.2
2022,2302701,1.1
2022,2302800,0.1
2022,2302909,0.3
2022,2303006,0.2
2022,2303105,0.0
2022,2303204,0.0
2022,2303303,0.0
2022,2303402,0.0
2022,2303501,0.2
2022,2303600,0.1
2022,2303659,0.1
2022,2303709,1.1
2022,2303808,0.1
2022,2303907,4.0
2022,2303931,0.6
2022,2303956,1.7
2022,2304004,0.0
2022,2304103,0.1
2022,2304202,0.0
2022,2304236,0.5
2022,2304251,0.0
2022,2304269,0.9
2022,2304277,0.0
2022,2304285,0.1
2022,2304301,0.0
2022,2304350,0.0
2022,2304400,0.6
2022,2304459,0.0
2022,2304509,0.2
2022,2304608,0.0
2022,2304657,1.1
2022,2304707,2.0
2022,2304806,4.2
2022,2304905,0.6
2022,2304954,1.2
2022,2305001,0.0
2022,2305100,0.0
2022,2305209,0.0
2022,2305233,0.1
2022,2305266,2.3
2022,2305308,0.1
2022,2305332,0.5
2022,2305357,0.1
2022,2305407,1.1
2022,2305506,0.4
2022,2305605,0.0
2022,2305654,0.0
2022,2305704,0.0
2022,2305803,1.9
2022,2305902,0.0
2022,2306009,0.0
2022,2306108,0.0
2022,2306207,0.6
2022,2306256,0.7
2022,2306306,0.1
2022,2306405,0.1
2022,2306504,0.0
2022,2306553,1.4
2022,2306603,0.4
2022,2306702,0.8
2022,2306801,0.2
2022,2306900,0.0
2022,2307007,0.2
2022,2307106,0.3
2022,2307205,0.4
2022,2307254,0.8
2022,2307304,0.9
2022,2307403,0.1
2022,2307502,4.0
2022,2307601,0.0
2022,2307635,0.0
2022,2307650,0.4
2022,2307700,0.1
2022,2307809,0.5
2022,2307908,1.9
2022,2308005,0.0
2022,2308104,0.3
2022,2308203,0.0
2022,2308302,0.2
2022,2308351,0.5
2022,2308377,0.0
2022,2308401,1.4
2022,2308500,3.5
2022,2308609,0.0
2022,2308708,0.0
2022,2308807,2.7
2022,2308906,0.2
2022,2309003,0.2
2022,2309102,0.0
2022,2309201,0.2
2022,2309300,0.1
2022,2309409,0.1
2022,2309458,0.0
2022,2309508,2.7
2022,2309607,0.8
2022,2309706,0.8
2022,2309805,0.1
2022,2309904,0.0
2022,2310001,0.0
2022,2310100,0.1
2022,2310209,0.0
2022,2310258,0.1
2022,2310308,0.2
2022,2310407,3.1
2022,2310506,0.0
2022,2310605,0.2
2022,2310704,0.2
2022,2310803,1.0
2022,2310852,0.3
2022,2310902,0.0
2022,2310951,0.0
2022,2311009,0.5
2022,2311108,0.0
2022,2311207,0.1
2022,2311231,0.0
2022,2311264,0.0
2022,2311306,0.2
2022,2311355,0.0
2022,2311405,0.0
2022,2311504,0.0
2022,2311603,0.1
2022,2311702,1.5
2022,2311801,0.0
2022,2311900,0.0
2022,2311959,3.6
2022,2312007,1.7
2022,2312106,0.2
2022,2312205,0.0
2022,2312304,0.1
2022,2312403,0.3
2022,2312502,0.0
2022,2312601,0.1
2022,2312700,0.1
2022,2312809,0.0
2022,2312908,2.4
2022,2313005,0.0
2022,2313104,0.0
2022,2313203,0.0
2022,2313252,0.7
2022,2313302,0.2
2022,2313351,0.3
2022,2313401,0.0
2022,2313500,0.4
2022,2313559,0.0
2022,2313609,0.1
2022,2313708,0.0
2022,2313757,0.2
2022,2313807,0.0
2022,2313906,0.0
2022,2313955,0.0
2022,2314003,0.0
2022,2314102,1.0
2022,2400109,2.2
2022,2400208,12.5
2022,2400307,9.4
2022,2400406,5.7
2022,2400505,5.0
2022,2400604,13.3
2022,2400703,2.5
2022,2400802,11.4
2022,2400901,16.7
2022,2401008,8.4
2022,2401107,11.4
2022,2401206,17.3
2022,2401305,16.2
2022,2401404,12.1
2022,2401453,9.0
2022,2401503,21.3
2022,2401602,21.0
2022,2401651,20.3
2022,2401701,19.5
2022,2401800,2.3
2022,2401859,20.1
2022,2401909,11.7
2022,2402006,6.0
2022,2402105,5.4
2022,2402204,14.7
2022,2402303,8.0
2022,2402402,3.4
2022,2402501,12.6
2022,2402600,12.2
2022,2402709,10.2
2022,2402808,17.2
2022,2402907,19.3
2022,2403004,4.8
2022,2403103,5.4
2022,2403202,7.7
2022,2403251,8.9
2022,2403301,9.9
2022,2403400,8.2
2022,2403509,16.0
2022,2403608,9.8
2022,2403707,7.1
2022,2403756,18.2
2022,2403806,5.2
2022,2403905,9.8
2022,2404002,16.6
2022,2404101,14.7
2022,2404200,15.0
2022,2404309,17.2
2022,2404408,13.8
2022,2404507,10.6
2022,2404606,18.1
2022,2404705,15.3
2022,2404804,8.8
2022,2404853,8.2
2022,2404903,10.6
2022,2405009,12.5
2022,2405108,10.2
2022,2405207,7.9
2022,2405306,18.6
2022,2405405,15.0
2022,2405504,22.0
2022,2405603,12.2
2022,2405702,9.0
2022,2405801,9.7
2022,2405900,16.1
2022,2406007,8.0
2022,2406106,9.9
2022,2406155,17.0
2022,2406205,10.0
2022,2406304,13.1
2022,2406403,18.0
2022,2406502,15.0
2022,2406601,15.8
2022,2406700,10.0
2022,2406809,10.3
2022,2406908,9.5
2022,2407005,13.6
2022,2407104,11.2
2022,2407203,5.5
2022,2407252,35.7
2022,2407302,12.2
2022,2407401,6.9
2022,2407500,9.6
2022,2407609,12.2
2022,2407708,13.7
2022,2407807,16.0
2022,2407906,27.2
2022,2408003,9.7
2022,2408102,10.4
2022,2408201,17.2
2022,2408300,13.2
2022,2408409,17.6
2022,2408508,6.5
2022,2408607,8.6
2022,2408706,21.0
2022,2408805,11.1
2022,2408904,8.7
2022,2408953,24.6
2022,2409100,5.6
2022,2409209,15.1
2022,2409308,12.8
2022,2409332,5.1
2022,2409407,6.2
2022,2409506,16.7
2022,2409605,23.0
2022,2409704,17.2
2022,2409803,18.4
2022,2409902,5.6
2022,2410009,8.6
2022,2410108,16.2
2022,2410207,20.8
2022,2410256,15.8
2022,2410306,23.2
2022,2410405,10.8
2022,2410504,12.5
2022,2410603,7.8
2022,2410702,11.9
2022,2410801,17.3
2022,2410900,14.3
2022,2411007,12.9
2022,2411056,10.9
2022,2411106,5.7
2022,2411205,3.3
2022,2411403,17.5
2022,2411429,1.7
2022,2411502,18.9
2022,2411601,19.8
2022,2411700,9.4
2022,2411809,16.0
2022,2411908,10.9
2022,2412005,11.3
2022,2412104,5.8
2022,2412203,13.8
2022,2412302,10.8
2022,2412401,3.9
2022,2412500,7.4
2022,2412559,12.3
2022,2412609,13.1
2022,2412708,11.3
2022,2412807,19.2
2022,2412906,17.8
2022,2413003,11.0
2022,2413102,10.4
2022,2413201,19.2
2022,2413300,9.0
2022,2413359,16.7
2022,2413409,7.7
2022,2413508,3.9
2022,2413557,13.4
2022,2413607,5.0
2022,2413706,5.5
2022,2413805,9.7
2022,2413904,10.6
2022,2414001,11.2
2022,2414100,3.6
2022,2414159,4.5
2022,2414209,17.2
2022,2414308,18.2
2022,2414407,16.2
2022,2414456,12.1
2022,2414506,10.9
2022,2414605,9.0
2022,2414704,10.5
2022,2414753,13.2
2022,2414803,14.6
2022,2414902,7.4
2022,2415008,15.0
2022,2500106,0.2
2022,2500205,4.2
2022,2500304,13.5
2022,2500403,5.3
2022,2500502,3.4
2022,2500536,6.7
2022,2500577,3.9
2022,2500601,9.4
2022,2500700,4.1
2022,2500734,0.5
2022,2500775,8.0
2022,2500809,6.8
2022,2500908,1.2
2022,2501005,8.3
2022,2501104,2.8
2022,2501153,2.1
2022,2501203,4.9
2022,2501302,2.2
2022,2501351,13.0
2022,2501401,6.3
2022,2501500,6.4
2022,2501534,3.4
2022,2501575,7.1
