ano,cod_municipio,ideb
2021,2111201,4.433333333333334
2021,2111250,3.8666666666666667
2021,2111300,4.444444444444445
2021,2111409,4.0
2021,2111508,3.9333333333333336
2021,2111532,4.449999999999999
2021,2111573,4.8
2021,2111607,4.433333333333334
2021,2111631,3.45
2021,2111672,4.65
2021,2111706,3.633333333333333
2021,2111722,4.6
2021,2111748,3.8
2021,2111763,3.4
2021,2111789,3.6333333333333333
2021,2111805,3.8333333333333335
2021,2111904,3.9
2021,2111953,3.733333333333333
2021,2112001,4.433333333333334
2021,2112100,4.033333333333333
2021,2112209,4.966666666666666
2021,2112233,5.0
2021,2112274,3.0999999999999996
2021,2112308,3.733333333333333
2021,2112407,3.5
2021,2112456,3.533333333333333
2021,2112506,4.228571428571429
2021,2112605,3.3000000000000003
2021,2112704,4.2
2021,2112803,3.8666666666666667
2021,2112852,4.366666666666666
2021,2112902,4.166666666666667
2021,2113009,4.0
2021,2114007,4.3
2021,2200053,5.199999999999999
2021,2200103,4.8
2021,2200202,4.7
2021,2200251,5.533333333333334
2021,2200277,4.9
2021,2200301,4.385714285714285
2021,2200400,4.671428571428571
2021,2200459,5.166666666666667
2021,2200509,4.142857142857143
2021,2200608,4.528571428571429
2021,2200707,4.4399999999999995
2021,2200806,4.85
2021,2200905,4.466666666666666
2021,2200954,5.0
2021,2201002,4.766666666666667
2021,2201051,4.5
2021,2201101,4.275
2021,2201150,4.733333333333333
2021,2201176,4.4
2021,2201200,4.6499999999999995
2021,2201309,3.8
2021,2201408,4.071428571428571
2021,2201507,4.666666666666667
2021,2201556,
2021,2201572,4.8999999999999995
2021,2201606,5.0
2021,2201705,4.366666666666667
2021,2201739,4.5
2021,2201770,4.3999999999999995
2021,2201804,4.2
2021,2201903,5.057142857142857
2021,2201919,4.6
2021,2201929,4.699999999999999
2021,2201945,5.0
2021,2201960,4.757142857142857
2021,2201988,3.5999999999999996
2021,2202000,4.8428571428571425
2021,2202026,5.366666666666667
2021,2202059,4.8
2021,2202075,4.2
2021,2202083,5.25
2021,2202091,5.25
2021,2202109,3.8
2021,2202117,
2021,2202133,4.266666666666667
2021,2202174,4.133333333333334
2021,2202208,5.275
2021,2202251,4.15
2021,2202307,4.542857142857143
2021,2202406,4.1
2021,2202455,4.45
2021,2202505,4.2
2021,2202539,4.6
2021,2202554,4.666666666666667
2021,2202604,5.233333333333333
2021,2202653,
2021,2202703,5.057142857142857
2021,2202711,5.033333333333333
2021,2202729,6.285714285714286
2021,2202737,4.95
2021,2202752,4.1000000000000005
2021,2202778,4.85
2021,2202802,5.050000000000001
2021,2202851,4.65
2021,2202901,4.033333333333333
2021,2203008,3.75
2021,2203107,4.714285714285714
2021,2203206,4.757142857142857
2021,2203230,4.2
2021,2203255,4.050000000000001
2021,2203271,4.433333333333334
2021,2203305,4.883333333333333
2021,2203354,4.4
2021,2203404,5.55
2021,2203420,6.133333333333333
2021,2203453,4.233333333333333
2021,2203503,4.6571428571428575
2021,2203602,4.533333333333333
2021,2203701,4.485714285714286
2021,2203750,4.3999999999999995
2021,2203800,4.4
2021,2203859,5.4
2021,2203909,4.8625
2021,2204006,5.02
2021,2204105,4.466666666666667
2021,2204154,4.55
2021,2204204,5.4
2021,2204303,4.933333333333334
2021,2204352,
2021,2204402,3.6714285714285713
2021,2204501,4.085714285714286
2021,2204550,4.0
2021,2204600,4.5
2021,2204659,4.34
2021,2204709,4.2
2021,2204808,5.3
2021,2204907,5.35
2021,2205003,5.05
2021,2205102,4.26
2021,2205151,4.966666666666667
2021,2205201,4.828571428571428
2021,2205250,4.1
2021,2205276,4.666666666666667
2021,2205300,4.2
2021,2205359,3.2
2021,2205409,4.8428571428571425
2021,2205458,4.35
2021,2205508,4.333333333333333
2021,2205516,5.1
2021,2205524,4.1
2021,2205532,3.6
2021,2205540,4.466666666666667
2021,2205557,5.05
2021,2205565,4.95
2021,2205573,4.266666666666667
2021,2205581,
2021,2205599,4.55
2021,2205607,5.550000000000001
2021,2205706,4.733333333333333
2021,2205805,4.5285714285714285
2021,2205854,4.166666666666667
2021,2205904,5.26
2021,2205953,4.1000000000000005
2021,2206001,4.84
2021,2206050,
2021,2206100,4.425
2021,2206209,3.72
2021,2206308,4.85
2021,2206357,4.550000000000001
2021,2206407,4.614285714285714
2021,2206506,5.133333333333334
2021,2206605,3.8666666666666667
2021,2206654,4.0
2021,2206670,4.633333333333334
2021,2206696,4.8
2021,2206704,4.2
2021,2206720,3.3
2021,2206753,4.3
2021,2206803,3.65
2021,2206902,4.6
2021,2206951,5.0
2021,2207009,5.5
2021,2207108,4.5
2021,2207207,5.4
2021,2207306,4.266666666666667
2021,2207355,4.966666666666667
2021,2207405,3.8333333333333335
2021,2207504,4.0
2021,2207553,
2021,2207603,3.7
2021,2207702,4.516666666666667
2021,2207751,4.0
2021,2207777,4.466666666666667
2021,2207793,4.6
2021,2207801,4.78
2021,2207850,3.6666666666666665
2021,2207900,4.5375
2021,2207934,
2021,2207959,4.8
2021,2208007,4.385714285714285
2021,2208106,4.62
2021,2208205,4.65
2021,2208304,5.957142857142857
2021,2208403,5.0
2021,2208502,4.428571428571429
2021,2208551,4.949999999999999
2021,2208601,5.35
2021,2208650,4.550000000000001
2021,2208700,4.5
2021,2208809,4.083333333333333
2021,2208858,3.45
2021,2208874,4.4
2021,2208908,4.9
2021,2209005,4.3999999999999995
2021,2209104,4.542857142857143
2021,2209153,4.933333333333334
2021,2209203,4.514285714285714
2021,2209302,4.7
2021,2209351,4.533333333333334
2021,2209377,5.15
2021,2209401,4.7
2021,2209450,4.35
2021,2209500,4.65
2021,2209559,5.050000000000001
2021,2209609,5.566666666666667
2021,2209658,
2021,2209708,5.066666666666666
2021,2209757,3.6
2021,2209807,4.4399999999999995
2021,2209856,5.3
2021,2209872,4.3999999999999995
2021,2209906,4.885714285714286
2021,2209955,4.633333333333334
2021,2209971,4.666666666666667
2021,2210003,3.78
2021,2210052,5.64
2021,2210102,5.15
2021,2210201,4.54
2021,2210300,4.3
2021,2210359,4.1
2021,2210375,4.9
2021,2210383,4.866666666666666
2021,2210391,4.15
2021,2210409,4.557142857142857
2021,2210508,4.557142857142858
2021,2210607,4.414285714285714
2021,2210623,4.4
2021,2210631,5.25
2021,2210656,4.35
2021,2210706,5.64
2021,2210805,4.633333333333333
2021,2210904,4.5
2021,2210938,4.633333333333334
2021,2210953,4.3999999999999995
2021,2210979,5.333333333333333
2021,2211001,5.3625
2021,2211100,4.2
2021,2211209,4.4799999999999995
2021,2211308,4.385714285714285
2021,2211357,4.15
2021,2211407,4.0
2021,2211506,5.0
2021,2211605,5.300000000000001
2021,2211704,6.3
2021,2300101,4.8
2021,2300150,5.133333333333334
2021,2300200,5.266666666666667
2021,2300309,5.016666666666667
2021,2300408,5.166666666666667
2021,2300507,5.933333333333334
2021,2300606,5.033333333333333
2021,2300705,5.466666666666666
2021,2300754,5.066666666666666
2021,2300804,5.133333333333334
2021,2300903,5.066666666666666
2021,2301000,5.133333333333334
2021,2301109,5.3999999999999995
2021,2301208,4.833333333333333
2021,2301257,8.0
2021,2301307,5.2
2021,2301406,5.1000000000000005
2021,2301505,4.8
2021,2301604,4.933333333333334
2021,2301703,5.066666666666667
2021,2301802,4.766666666666667
2021,2301851,4.766666666666667
2021,2301901,4.933333333333334
2021,2301950,4.766666666666667
2021,2302008,5.266666666666667
2021,2302057,5.933333333333334
2021,2302107,5.233333333333333
2021,2302206,5.533333333333334
2021,2302305,5.7
2021,2302404,5.014285714285714
2021,2302503,5.633333333333333
2021,2302602,5.666666666666667
2021,2302701,4.933333333333334
2021,2302800,5.533333333333334
2021,2302909,4.433333333333334
2021,2303006,5.133333333333333
2021,2303105,5.833333333333333
2021,2303204,5.1000000000000005
2021,2303303,5.666666666666667
2021,2303402,5.266666666666667
2021,2303501,5.566666666666666
2021,2303600,4.833333333333333
2021,2303659,6.8999999999999995
2021,2303709,4.65
2021,2303808,5.233333333333333
2021,2303907,5.233333333333333
2021,2303931,4.966666666666667
2021,2303956,5.533333333333334
2021,2304004,5.366666666666667
2021,2304103,5.45
2021,2304202,5.114285714285714
2021,2304236,5.566666666666666
2021,2304251,7.033333333333334
2021,2304269,6.3999999999999995
2021,2304277,5.233333333333333
2021,2304285,5.7
2021,2304301,5.466666666666666
2021,2304350,5.466666666666666
2021,2304400,5.7444444444444445
2021,2304459,5.633333333333333
2021,2304509,6.533333333333332
2021,2304608,5.3999999999999995
2021,2304657,6.3999999999999995
2021,2304707,4.933333333333334
2021,2304806,5.0
2021,2304905,6.0
2021,2304954,4.8999999999999995
2021,2305001,6.066666666666666
2021,2305100,5.2
2021,2305209,5.466666666666666
2021,2305233,5.6000000000000005
2021,2305266,4.6000000000000005
2021,2305308,4.866666666666666
2021,2305332,5.333333333333333
2021,2305357,5.166666666666667
2021,2305407,4.6
2021,2305506,5.1000000000000005
2021,2305605,7.033333333333332
2021,2305654,5.6000000000000005
2021,2305704,4.766666666666667
2021,2305803,5.666666666666667
2021,2305902,5.233333333333333
2021,2306009,5.133333333333334
2021,2306108,5.366666666666667
2021,2306207,5.966666666666666
2021,2306256,5.233333333333333
2021,2306306,5.5
2021,2306405,5.3
2021,2306504,5.533333333333334
2021,2306553,5.166666666666667
2021,2306603,5.166666666666667
2021,2306702,5.233333333333333
2021,2306801,5.233333333333333
2021,2306900,5.142857142857143
2021,2307007,5.466666666666666
2021,2307106,4.9
2021,2307205,4.866666666666666
2021,2307254,6.966666666666666
2021,2307304,5.414285714285714
2021,2307403,5.3999999999999995
2021,2307502,4.7
2021,2307601,5.6571428571428575
2021,2307635,5.033333333333334
2021,2307650,5.066666666666666
2021,2307700,5.133333333333333
2021,2307809,5.6000000000000005
2021,2307908,5.666666666666667
2021,2308005,5.933333333333334
2021,2308104,4.666666666666667
2021,2308203,5.8999999999999995
2021,2308302,4.8
2021,2308351,6.333333333333333
2021,2308377,4.466666666666666
2021,2308401,4.433333333333334
2021,2308500,5.366666666666667
2021,2308609,6.0875
2021,2308708,5.166666666666667
2021,2308807,5.666666666666667
2021,2308906,5.133333333333334
2021,2309003,6.7
2021,2309102,4.933333333333333
2021,2309201,5.533333333333334
2021,2309300,6.0
2021,2309409,6.933333333333334
2021,2309458,5.2
2021,2309508,4.966666666666666
2021,2309607,5.6000000000000005
2021,2309706,5.1000000000000005
2021,2309805,4.766666666666667
2021,2309904,6.066666666666666
2021,2310001,5.433333333333334
2021,2310100,5.166666666666667
2021,2310209,5.566666666666666
2021,2310258,5.066666666666666
2021,2310308,5.366666666666667
2021,2310407,5.2
2021,2310506,6.866666666666667
2021,2310605,4.633333333333334
2021,2310704,5.166666666666667
2021,2310803,5.8
2021,2310852,5.066666666666666
2021,2310902,6.033333333333334
2021,2310951,6.966666666666666
2021,2311009,5.3
2021,2311108,4.7
2021,2311207,4.966666666666667
2021,2311231,5.166666666666667
2021,2311264,5.066666666666666
2021,2311306,4.7
2021,2311355,5.233333333333333
2021,2311405,6.233333333333333
2021,2311504,5.566666666666666
2021,2311603,5.266666666666667
2021,2311702,6.333333333333333
2021,2311801,5.7
2021,2311900,4.766666666666667
2021,2311959,4.833333333333333
2021,2312007,5.333333333333333
2021,2312106,4.3999999999999995
2021,2312205,5.333333333333333
2021,2312304,6.2
2021,2312403,5.366666666666667
2021,2312502,5.333333333333333
2021,2312601,4.566666666666666
2021,2312700,6.433333333333334
2021,2312809,5.533333333333334
2021,2312908,6.6000000000000005
2021,2313005,5.633333333333333
2021,2313104,5.533333333333334
2021,2313203,5.3
2021,2313252,5.033333333333334
2021,2313302,5.25
2021,2313351,5.133333333333334
2021,2313401,5.133333333333333
2021,2313500,5.166666666666667
2021,2313559,4.8999999999999995
2021,2313609,5.333333333333333
