ano,cod_municipio,ideb
2021,1100015,4.5375
2021,1100023,4.7375
2021,1100031,4.7
2021,1100049,5.0375
2021,1100056,5.5
2021,1100064,5.36
2021,1100072,5.016666666666667
2021,1100080,4.483333333333333
2021,1100098,4.971428571428571
2021,1100106,4.371428571428572
2021,1100114,4.885714285714286
2021,1100122,4.971428571428571
2021,1100130,4.3
2021,1100148,5.74
2021,1100155,4.8999999999999995
2021,1100189,5.1000000000000005
2021,1100205,4.671428571428572
2021,1100254,4.971428571428571
2021,1100262,
2021,1100288,5.257142857142857
2021,1100296,5.75
2021,1100304,4.757142857142857
2021,1100320,
2021,1100338,4.283333333333333
2021,1100346,4.95
2021,1100379,5.0249999999999995
2021,1100403,4.95
2021,1100452,4.3999999999999995
2021,1100502,5.0
2021,1100601,4.35
2021,1100700,4.45
2021,1100809,4.385714285714285
2021,1100908,4.25
2021,1100924,3.6
2021,1100940,
2021,1101005,4.816666666666667
2021,1101104,5.2
2021,1101203,5.7
2021,1101302,4.9
2021,1101401,4.25
2021,1101435,4.45
2021,1101450,4.6
2021,1101468,4.85
2021,1101476,
2021,1101484,4.533333333333334
2021,1101492,4.975
2021,1101500,5.0
2021,1101559,4.866666666666666
2021,1101609,5.15
2021,1101708,5.066666666666666
2021,1101757,4.275
2021,1101807,4.775
2021,1200013,5.2
2021,1200054,4.65
2021,1200104,5.7
2021,1200138,
2021,1200179,3.6
2021,1200203,4.6875
2021,1200252,4.8
2021,1200302,4.742857142857143
2021,1200328,4.5
2021,1200336,4.066666666666666
2021,1200344,4.5
2021,1200351,4.1
2021,1200385,4.779999999999999
2021,1200393,4.125
2021,1200401,5.199999999999999
2021,1200427,4.45
2021,1200435,3.0
2021,1200450,4.942857142857143
2021,1200500,4.68
2021,1200609,4.84
2021,1200708,5.08
2021,1200807,4.216666666666667
2021,1300029,3.9
2021,1300060,4.142857142857143
2021,1300086,4.65
2021,1300102,4.7375
2021,1300144,4.95
2021,1300201,3.3666666666666667
2021,1300300,4.533333333333333
2021,1300409,4.385714285714285
2021,1300508,3.975
2021,1300607,4.1375
2021,1300631,4.375
2021,1300680,4.1
2021,1300706,4.7375
2021,1300805,4.075
2021,1300839,4.1571428571428575
2021,1300904,3.9857142857142853
2021,1301001,4.371428571428572
2021,1301100,4.4625
2021,1301159,4.1875
2021,1301209,4.075
2021,1301308,4.128571428571428
2021,1301407,4.042857142857143
2021,1301506,4.5600000000000005
2021,1301605,3.45
2021,1301654,4.050000000000001
2021,1301704,4.2625
2021,1301803,3.357142857142857
2021,1301852,4.125
2021,1301902,4.8
2021,1301951,4.285714285714286
2021,1302009,4.75
2021,1302108,5.0375
2021,1302207,3.8857142857142857
2021,1302306,3.525
2021,1302405,3.9000000000000004
2021,1302504,4.6875
2021,1302553,4.216666666666667
2021,1302603,4.975
2021,1302702,4.3875
2021,1302801,3.233333333333333
2021,1302900,4.225
2021,1303007,4.5875
2021,1303106,4.275
2021,1303205,4.8
2021,1303304,4.214285714285714
2021,1303403,4.8625
2021,1303502,3.4166666666666665
2021,1303536,4.571428571428571
2021,1303569,4.3125
2021,1303601,3.9625
2021,1303700,4.128571428571428
2021,1303809,4.0
2021,1303908,3.9125
2021,1303957,4.4
2021,1304005,4.6625
2021,1304062,4.3
2021,1304104,4.4125
2021,1304203,4.3625
2021,1304237,3.8625
2021,1304260,3.8375
2021,1304302,4.5625
2021,1304401,4.275
2021,1400027,
2021,1400050,4.1
2021,1400100,5.5
2021,1400159,4.225
2021,1400175,
2021,1400209,3.9
2021,1400233,
2021,1400282,4.7
2021,1400308,4.6
2021,1400407,
2021,1400456,
2021,1400472,
2021,1400506,
2021,1400605,
2021,1400704,
2021,1500107,3.85
2021,1500131,4.65
2021,1500206,4.5
2021,1500305,3.35
2021,1500347,4.3
2021,1500404,3.6999999999999997
2021,1500503,3.9499999999999997
2021,1500602,4.416666666666667
2021,1500701,3.25
2021,1500800,4.4625
2021,1500859,3.85
2021,1500909,3.6666666666666665
2021,1500958,3.8833333333333333
2021,1501006,
2021,1501105,4.0
2021,1501204,3.1666666666666665
2021,1501253,
2021,1501303,4.4
2021,1501402,4.2625
2021,1501451,4.95
2021,1501501,5.0
2021,1501576,5.05
2021,1501600,3.5
2021,1501709,3.8285714285714287
2021,1501725,4.9
2021,1501758,4.9
2021,1501782,4.550000000000001
2021,1501808,4.8
2021,1501907,4.057142857142857
2021,1501956,4.5
2021,1502004,3.4125
2021,1502103,3.75
2021,1502152,4.699999999999999
2021,1502202,3.957142857142857
2021,1502301,3.55
2021,1502400,4.18
2021,1502509,
2021,1502608,3.9333333333333336
2021,1502707,4.5600000000000005
2021,1502756,3.5833333333333335
2021,1502764,2.2
2021,1502772,5.0
2021,1502806,3.1750000000000003
2021,1502855,3.95
2021,1502905,3.8857142857142857
2021,1502939,3.8666666666666667
2021,1502954,4.5
2021,1503002,4.175
2021,1503044,4.3
2021,1503077,3.3333333333333335
2021,1503093,4.550000000000001
2021,1503101,4.05
2021,1503200,3.7125
2021,1503309,4.066666666666666
2021,1503408,4.6
2021,1503457,4.5
2021,1503507,3.45
2021,1503606,3.983333333333333
2021,1503705,3.1666666666666665
2021,1503754,
2021,1503804,3.5
2021,1503903,4.175
2021,1504000,3.5200000000000005
2021,1504059,4.366666666666666
2021,1504109,3.7
2021,1504208,4.116666666666666
2021,1504307,3.8333333333333335
2021,1504406,3.766666666666666
2021,1504422,4.285714285714286
2021,1504455,4.2
2021,1504505,
2021,1504604,3.85
2021,1504703,4.066666666666667
2021,1504752,4.65
2021,1504802,3.6
2021,1504901,4.0
2021,1504950,4.35
2021,1504976,4.1
2021,1505007,4.333333333333333
2021,1505031,4.95
2021,1505064,4.55
2021,1505106,3.8666666666666667
2021,1505205,4.2
2021,1505304,4.466666666666667
2021,1505403,3.8857142857142857
2021,1505437,4.0
2021,1505486,3.533333333333333
2021,1505494,3.6999999999999997
2021,1505502,5.220000000000001
2021,1505536,5.15
2021,1505551,4.25
2021,1505601,4.0
2021,1505635,
2021,1505650,4.8
2021,1505700,4.1625
2021,1505809,2.8666666666666667
2021,1505908,3.6
2021,1506005,3.7999999999999994
2021,1506104,4.25
2021,1506112,3.8333333333333335
2021,1506138,4.65
2021,1506161,
2021,1506187,4.5
2021,1506195,4.7
2021,1506203,3.8857142857142857
2021,1506302,3.733333333333333
2021,1506351,4.133333333333334
2021,1506401,3.457142857142857
2021,1506500,3.9
2021,1506559,4.4
2021,1506583,
2021,1506609,3.466666666666667
2021,1506708,3.45
2021,1506807,4.5285714285714285
2021,1506906,4.65
2021,1507003,3.5666666666666664
2021,1507102,4.64
2021,1507151,4.0
2021,1507201,3.0285714285714285
2021,1507300,
2021,1507409,4.2
2021,1507458,4.033333333333333
2021,1507466,4.65
2021,1507474,4.2
2021,1507508,
2021,1507607,3.8666666666666667
2021,1507706,4.4
2021,1507755,4.199999999999999
2021,1507805,4.8
2021,1507904,3.54
2021,1507953,4.0
2021,1507961,4.22
2021,1507979,5.199999999999999
2021,1508001,3.966666666666667
2021,1508035,3.1
2021,1508050,3.366666666666667
2021,1508084,4.0
2021,1508100,4.083333333333333
2021,1508126,5.05
2021,1508159,4.449999999999999
2021,1508209,4.033333333333333
2021,1508308,3.3333333333333335
2021,1508357,5.0
2021,1508407,3.6
2021,1600055,
2021,1600105,3.9749999999999996
2021,1600154,4.4
2021,1600204,3.525
2021,1600212,3.7
2021,1600238,3.5
2021,1600253,3.375
2021,1600279,3.9625
2021,1600303,4.4799999999999995
2021,1600402,4.14
2021,1600501,3.1
2021,1600535,4.4
2021,1600550,3.2
2021,1600600,4.2
2021,1600709,3.6
2021,1600808,3.8000000000000003
2021,1700251,4.55
2021,1700301,4.525
2021,1700350,4.775
2021,1700400,3.9
2021,1700707,4.828571428571428
2021,1701002,4.2
2021,1701051,4.366666666666666
2021,1701101,4.333333333333333
2021,1701309,4.2
2021,1701903,4.6
2021,1702000,5.0
2021,1702109,5.042857142857143
2021,1702158,4.166666666666667
2021,1702208,4.714285714285714
2021,1702307,4.8
2021,1702406,4.5
2021,1702554,4.779999999999999
2021,1702703,5.4
2021,1702901,4.233333333333333
2021,1703008,3.9
2021,1703057,4.475
2021,1703073,3.5
2021,1703107,4.366666666666667
2021,1703206,4.375
2021,1703305,4.3
2021,1703602,4.766666666666667
2021,1703701,4.733333333333333
2021,1703800,3.9499999999999997
2021,1703826,4.2
2021,1703842,4.333333333333333
2021,1703867,4.442857142857143
2021,1703883,4.033333333333333
2021,1703891,3.9
2021,1703909,4.2
2021,1704105,3.35
2021,1704600,4.05
2021,1705102,3.9
2021,1705508,4.7875
2021,1705557,5.1
2021,1705607,4.25
2021,1706001,4.7
2021,1706100,4.9
2021,1706258,4.483333333333333
2021,1706506,4.3
2021,1707009,4.720000000000001
2021,1707108,4.3999999999999995
2021,1707207,4.5
2021,1707306,4.4
2021,1707405,3.9333333333333336
2021,1707553,
2021,1707652,
2021,1707702,4.033333333333333
2021,1708205,4.6625
2021,1708254,4.666666666666667
2021,1708304,4.55
2021,1709005,4.06
2021,1709302,4.8
2021,1709500,5.3125
2021,1709807,3.3333333333333335
2021,1710508,4.566666666666666
2021,1710706,3.8200000000000003
2021,1710904,4.266666666666667
2021,1711100,4.8
2021,1711506,4.6
2021,1711803,4.033333333333333
2021,1711902,4.566666666666666
2021,1711951,4.0
2021,1712009,4.7250000000000005
2021,1712157,4.2
2021,1712405,
2021,1712454,4.133333333333334
2021,1712504,4.283333333333333
2021,1712702,3.8
2021,1712801,4.26
2021,1713205,5.0
2021,1713304,4.7
2021,1713601,4.142857142857143
2021,1713700,4.4
2021,1713809,4.5
2021,1713957,4.3
2021,1714203,4.9
2021,1714302,4.666666666666667
2021,1714880,4.2
2021,1715002,4.633333333333333
2021,1715101,4.199999999999999
2021,1715150,4.933333333333334
2021,1715259,4.6
2021,1715507,4.8
2021,1715705,4.225
2021,1715754,5.5
2021,1716109,5.54
2021,1716208,4.4
2021,1716307,
2021,1716505,5.9
2021,1716604,4.333333333333333
2021,1716653,4.825
2021,1716703,4.766666666666667
2021,1717008,4.285714285714286
2021,1717206,3.6
2021,1717503,4.675000000000001
2021,1717800,
2021,1717909,
2021,1718006,
2021,1718204,5.0600000000000005
2021,1718303,4.325
2021,1718402,5.4
2021,1718451,4.025
2021,1718501,4.0200000000000005
2021,1718550,
2021,1718659,4.7
2021,1718709,3.8
2021,1718758,4.0
2021,1718808,4.75
2021,1718840,4.333333333333333
2021,1718865,
2021,1718881,4.7
2021,1718899,
2021,1718907,4.48
2021,1719004,4.3
2021,1720002,4.571428571428571
2021,1720101,4.8
2021,1720150,3.75
2021,1720200,3.75
2021,1720259,4.3999999999999995
2021,1720309,4.475
2021,1720499,5.0
2021,1720655,4.15
2021,1720804,4.142857142857143
2021,1720853,4.6000000000000005
2021,1720903,4.5875
2021,1720937,4.066666666666666
2021,1720978,4.9
2021,1721000,5.583333333333333
2021,1721109,4.9
2021,1721208,4.383333333333334
2021,1721257,4.7
2021,1721307,4.3
2021,1722081,4.625
2021,1722107,4.96
2021,2100055,4.55
2021,2100105,2.9
2021,2100154,4.0
2021,2100204,3.9
2021,2100303,3.766666666666667
2021,2100402,4.3
2021,2100436,4.2
2021,2100477,4.633333333333334
2021,2100501,4.333333333333333
2021,2100550,4.0
2021,2100600,3.65
2021,2100709,4.25
2021,2100808,3.7000000000000006
2021,2100832,4.199999999999999
2021,2100873,3.733333333333333
2021,2100907,4.083333333333333
2021,2100956,3.35
2021,2101004,4.8999999999999995
2021,2101103,4.8999999999999995
2021,2101202,4.628571428571428
2021,2101251,4.5
2021,2101301,4.266666666666667
2021,2101350,4.433333333333334
2021,2101400,4.3
2021,2101509,4.533333333333333
2021,2101608,3.9499999999999997
2021,2101707,3.766666666666667
2021,2101731,3.6333333333333333
2021,2101772,4.0
2021,2101806,4.366666666666666
2021,2101905,3.733333333333333
2021,2101939,4.550000000000001
2021,2101970,3.3499999999999996
2021,2102002,3.4333333333333336
2021,2102036,3.8333333333333335
2021,2102077,4.033333333333333
2021,2102101,3.733333333333333
2021,2102150,3.3499999999999996
2021,2102200,3.8333333333333335
2021,2102309,4.166666666666667
2021,2102325,3.9499999999999997
2021,2102358,3.8499999999999996
2021,2102374,3.766666666666666
2021,2102408,3.3666666666666667
2021,2102507,3.8666666666666667
2021,2102556,4.433333333333334
2021,2102606,3.45
2021,2102705,3.9
2021,2102754,4.166666666666667
2021,2102804,4.133333333333333
2021,2102903,4.066666666666667
2021,2103000,4.371428571428572
2021,2103109,4.65
2021,2103125,4.0
2021,2103158,4.0
2021,2103174,3.6666666666666665
2021,2103208,3.8666666666666667
2021,2103257,4.166666666666667
2021,2103307,4.25
2021,2103406,4.116666666666666
2021,2103505,4.033333333333333
2021,2103554,4.15
2021,2103604,4.1000000000000005
2021,2103703,4.0
2021,2103752,3.966666666666667
2021,2103802,4.866666666666666
2021,2103901,3.8000000000000003
2021,2104008,4.266666666666667
2021,2104057,4.266666666666667
2021,2104073,4.366666666666667
2021,2104081,3.9000000000000004
2021,2104099,4.5
2021,2104107,4.566666666666667
2021,2104206,4.3
2021,2104305,4.9
2021,2104404,3.2
2021,2104503,4.449999999999999
2021,2104552,3.5
2021,2104602,3.766666666666667
2021,2104628,3.6333333333333333
2021,2104651,4.333333333333333
2021,2104677,3.6999999999999997
2021,2104701,4.7
2021,2104800,3.9
2021,2104909,4.65
2021,2105005,3.8666666666666667
2021,2105104,3.766666666666667
2021,2105153,3.3666666666666667
2021,2105203,4.866666666666666
2021,2105302,4.828571428571428
2021,2105351,3.375
2021,2105401,3.6999999999999997
2021,2105427,4.2
2021,2105450,4.5
2021,2105476,4.0
2021,2105500,4.266666666666667
2021,2105609,4.15
2021,2105658,4.5
2021,2105708,4.2
2021,2105807,4.35
2021,2105906,3.6666666666666665
2021,2105922,4.533333333333333
2021,2105948,4.5
2021,2105963,4.1000000000000005
2021,2105989,4.233333333333333
2021,2106003,4.5
2021,2106102,4.266666666666667
2021,2106201,4.233333333333333
2021,2106300,4.066666666666666
2021,2106326,3.4333333333333336
2021,2106359,4.65
2021,2106375,4.333333333333333
2021,2106409,3.733333333333333
2021,2106508,3.9
2021,2106607,3.6666666666666665
2021,2106631,3.6
2021,2106672,3.95
2021,2106706,3.533333333333333
2021,2106755,4.333333333333333
2021,2106805,3.9333333333333336
2021,2106904,3.2
2021,2107001,4.0
2021,2107100,4.033333333333333
2021,2107209,3.7999999999999994
2021,2107258,4.1
2021,2107308,4.0
2021,2107357,4.2
2021,2107407,3.8
2021,2107456,3.6666666666666665
2021,2107506,4.366666666666666
2021,2107605,4.033333333333333
2021,2107704,3.65
2021,2107803,4.333333333333333
2021,2107902,4.2
2021,2108009,4.3
2021,2108058,3.866666666666667
2021,2108108,3.85
2021,2108207,4.6571428571428575
2021,2108256,3.55
2021,2108306,4.066666666666666
2021,2108405,4.5
2021,2108454,4.3
2021,2108504,3.85
2021,2108603,4.216666666666667
2021,2108702,3.6999999999999997
2021,2108801,3.95
2021,2108900,4.8999999999999995
2021,2109007,4.966666666666667
2021,2109056,3.9000000000000004
2021,2109106,4.142857142857143
2021,2109205,3.8499999999999996
2021,2109239,3.6666666666666665
2021,2109270,3.45
2021,2109304,3.7999999999999994
2021,2109403,4.35
2021,2109452,3.766666666666667
2021,2109502,3.9
2021,2109551,3.8666666666666667
2021,2109601,4.266666666666667
2021,2109700,3.6
2021,2109759,
2021,2109809,3.7000000000000006
2021,2109908,4.083333333333333
2021,2110005,4.233333333333333
2021,2110039,3.9
2021,2110104,3.6
2021,2110203,4.133333333333334
2021,2110237,4.466666666666666
2021,2110278,4.0
2021,2110302,4.033333333333333
2021,2110401,3.5999999999999996
2021,2110500,4.1000000000000005
2021,2110609,4.066666666666666
2021,2110658,4.166666666666667
2021,2110708,4.133333333333334
2021,2110807,3.65
2021,2110856,4.3
2021,2110906,3.8333333333333335
2021,2111003,3.4333333333333336
2021,2111029,3.5
2021,2111052,4.033333333333334
2021,2111078,3.5666666666666664
2021,2111102,4.483333333333333
