cod_municipio,emissoes_2019,pop_2021,emissoes_per_capita
1400175,2785373.3889465,18799.0,148.16604015886483
5108600,2779413.07075321,26496.0,104.89934596743699
3513504,2773653.32148383,131626.0,21.07222981389566
2102002,2580775.49896365,41822.0,61.708562454297976
3300506,126946.278540217,27616.0,4.596838012029874
2602209,59444.9897768061,39983.0,1.4867566159819448
1100080,2736835.89007943,18798.0,145.591865628228
2929206,2714684.54803683,40245.0,67.45395820690347
5103353,2704255.52707184,31510.0,85.82213668904602
1506583,2678616.81855047,21850.0,122.5911587437286
4300406,2672658.08996816,73028.0,36.597717176537216
5106216,2659576.6596993,12831.0,207.27742652165068
1504802,2613448.44441047,58162.0,44.93395076528437
2407807,44825.1928216809,22576.0,1.985524132781755
5102702,2594491.37765039,21842.0,118.78451504671688
2906204,54258.7159930985,26325.0,2.0611098193009876
1504703,2621174.57830542,83182.0,31.51131949586954
3106705,2608493.01327689,444784.0,5.864628703543495
5007109,2601333.24633303,24966.0,104.19503510105864
2611606,2598103.17161096,1653461.0,1.5713120367586293
1400100,2537433.12770456,419652.0,6.046517418490939
2502151,49182.2120255122,7136.0,6.892126124651373
5103403,2576731.13249109,618124.0,4.168631427498512
5107578,2568372.51520258,4036.0,636.3658362741774
5001102,2554469.51710255,48029.0,53.185981742333794
1200708,2543409.91842769,19596.0,129.7923003892473
2100055,2539456.19233565,113121.0,22.449025312149377
1101492,2531955.67476746,20681.0,122.42907377629032
1600303,2520290.67443685,512902.0,4.9137860145541445
1503093,2502721.69681067,41081.0,60.921635228224
4304606,2497994.40790624,348208.0,7.17385702771401
5107065,2492734.8951187,17937.0,138.97167280585938
5218805,2475222.77730106,241518.0,10.248605807024983
1100189,2441635.12774437,36881.0,66.2030619490895
1400050,2301093.94940885,15380.0,149.61599150902796
3501103,99570.9192659408,4088.0,24.356878489711544
4300554,23106.0111279401,1613.0,14.324867407278425
4314902,2417257.16988531,1488252.0,1.6242257157291304
5008305,2398773.26291309,123281.0,19.45776934736975
3301108,2191607.95412423,20168.0,108.66758995062624
4104451,167284.499641112,13329.0,12.550416358399879
3112059,33088.7500420786,4551.0,7.270654810388618
2607208,2380630.8048698,97669.0,24.374477110135253
1100023,2365582.18028285,109523.0,21.598953464412496
1506807,2355533.54857077,306480.0,7.685765950700763
3509502,2350879.47690259,1213792.0,1.936805875226225
3170206,2300291.87651307,699097.0,3.290375836991247
1501303,2296983.50608882,127027.0,18.082639959133253
2800308,2277111.60903004,664908.0,3.4247017768323436
4101804,2253298.56256406,146214.0,15.410963126404175
5107941,2245129.65509354,9429.0,238.1089887680072
1508126,2232691.06260559,60761.0,36.745462757452806
5107354,2232081.73721416,5620.0,397.16756889931673
5106265,2228345.3570362,9363.0,237.99480476729678
1100304,2190373.11136451,102211.0,21.42991567800442
5208707,2184744.55891865,1536097.0,1.4222699210522838
1500404,2183670.62307506,57092.0,38.248276870228054
1501725,2174967.15652251,14983.0,145.16232773960556
5107743,2168109.94863381,2633.0,823.4371244336536
5107602,2079643.9333782,236042.0,8.810482597919862
3306305,2078113.03915356,273988.0,7.584686333538549
5100359,2061519.01677358,6936.0,297.2201581276788
1500347,2050940.59307838,27615.0,74.26907814877349
1300300,2028078.63135789,40290.0,50.33702237175205
5106778,2025167.06490044,12685.0,159.6505372408703
5205455,2011814.48225197,8703.0,231.16333244306216
4322400,2011703.82982373,126866.0,15.85691855835078
1200344,1995015.04493272,9581.0,208.22618149803986
5106802,1989133.53379422,5363.0,370.89940962040276
5105606,1988722.86231883,16793.0,118.42570489601799
5107925,1960423.05460918,92769.0,21.132307717116493
1505106,1943485.3802641,52306.0,37.15606967200895
2102325,1923640.9002015,72983.0,26.357383228991683
5006903,1908606.86463299,17298.0,110.3368519269852
5103858,1907539.4510515,7782.0,245.12200604619633
4317103,1894129.63335832,76321.0,24.817935212566923
1502939,1883190.48268655,60469.0,31.143073023971784
2110005,1450146.91237735,72887.0,19.895823842075405
3157807,212736.132771367,220444.0,0.9650348059886729
2928059,171946.904601443,12449.0,13.812105759614669
2513406,41419.4047523872,15426.0,2.6850385551917024
1100320,1873528.86356698,23077.0,81.18598013463536
5007406,1872887.32345505,19973.0,93.77095696465477
1501006,1869549.47703667,16404.0,113.96912198467874
5106224,1849671.04926406,46813.0,39.51191013744174
1200203,1687239.53521101,89072.0,18.9424233789632
4306205,75302.9891041655,12402.0,6.071842372533906
4106704,71316.3753609294,4449.0,16.029753958401756
5107909,1828026.64864464,146005.0,12.520301692713538
5102637,1823062.51829566,36143.0,50.4402655644429
3143302,1812863.68322024,413487.0,4.384330542968074
1100155,1809165.91308916,35737.0,50.62444841730308
5211909,1808259.11545258,102065.0,17.716740463945328
3136207,1802543.92303568,80416.0,22.415239791032633
4306601,1794522.13157022,38339.0,46.80670157203422
1100700,1791808.84864328,14266.0,125.59994733234825
5214838,1784869.17528311,12945.0,137.88097143940595
1501402,1714110.2674768,1499641.0,1.1430137396062123
2501906,35101.0444758461,17705.0,1.9825498150717933
2700805,18103.4399792578,4284.0,4.22582632569043
5104104,1766667.74706717,36130.0,48.897529672492944
4122206,1754812.91020995,32517.0,53.96601501399115
5107248,1748182.9647412,4563.0,383.1214036250712
5107180,1739344.79085494,10329.0,168.39430640477684
3170107,1733188.35659115,337092.0,5.1415885176484455
5100201,1360799.93879392,26204.0,51.93100056456724
3100609,369956.974056257,13523.0,27.35761103721489
3203205,1726081.06329921,176688.0,9.769090505858973
1600402,1723569.31915495,22053.0,78.15577559311431
4102307,1722916.87765968,13092.0,131.60073920406967
1100924,1721921.60713177,11472.0,150.09776910144438
1100106,1706582.14780779,46556.0,36.656545833142665
1501956,1682766.67543674,34609.0,48.62222761237655
1505304,1665545.80099879,74016.0,22.502510281544396
3104205,1655780.12164577,40380.0,41.00495595952873
1300409,1633298.88663191,27638.0,59.0961316532278
4318309,1593091.34273619,62147.0,25.634243692152314
2929255,33152.448309734,18789.0,1.7644604986818881
5213103,1603793.31126106,68154.0,23.531902914884817
1100379,1602811.47205879,13255.0,120.9212728825945
2211209,1600395.9738415,21655.0,73.90422414414685
1400159,1552347.43996028,12557.0,123.6240694401752
3108107,38932.4330017257,6860.0,5.675281778677216
5101852,1587482.23660108,6706.0,236.72565413079033
5107875,1577397.02463203,26688.0,59.10510434022894
5107958,1557534.60797971,105711.0,14.73389342622537
5102850,1556456.61901812,8749.0,177.90108801212938
5103502,1551797.92490569,22178.0,69.97014721371133
3502705,1545637.54395157,24226.0,63.800773712192274
2100600,1537211.93797523,41729.0,36.83797689796616
3136306,1515169.16171961,47726.0,31.747248076931022
2101400,1511083.98138142,95929.0,15.752108136032065
5107800,1504530.74362991,16999.0,88.50701474380317
2507507,1503674.46082908,817511.0,1.8393323892022004
5103106,1502803.97176179,5681.0,264.53159157926245
1505437,1500098.06982755,33335.0,45.00069206022349
5103205,1499583.16735408,33649.0,44.56546011334898
1600535,1495807.10311438,22452.0,66.62244357359612
5102694,1492223.80046383,4728.0,315.6141709948879
1100049,1489523.55849405,85893.0,17.34161757645035
1508001,1469950.29464469,64030.0,22.957212160622987
3301009,1461109.44927267,511168.0,2.858374251268996
1200807,1450051.24356037,18824.0,77.03204651298184
1100122,1447947.84067151,130009.0,11.13728926975448
2211001,1447593.39343454,868075.0,1.6675902352153211
1200138,1437901.93056003,10420.0,137.99442711708542
1100114,1434592.02506517,51620.0,27.79139916825203
3545308,1427421.9213377,45860.0,31.125641546831663
5003306,1421791.14234702,33459.0,42.49353364855555
5106505,1418434.22612392,33315.0,42.5764438278229
4310603,1414277.59265519,37489.0,37.72513517712369
5106182,1410654.19954939,6751.0,208.9548510664183
1301902,1409164.26223428,102701.0,13.72103740211176
5220207,1408499.43585599,21920.0,64.25636112481706
3147006,1404933.08225996,93862.0,14.96807102192538
2105427,1379741.82930581,26068.0,52.9285648805359
1101435,1346880.73860625,6895.0,195.34165897117475
3136603,32600.1058247316,5732.0,5.687387617713119
1507953,1371553.56570745,108969.0,12.58663992243161
1100098,1367111.14603206,32695.0,41.81407389607157
1500206,1365074.23967286,55669.0,24.52126389324148
4316402,1360787.13069315,39314.0,34.613296298854095
3170404,1358246.21488257,84930.0,15.992537558961146
2100956,1355576.46222561,32764.0,41.37396112274478
2103174,1353874.17101216,21840.0,61.990575595794866
1200179,1352790.4577683,12008.0,112.65743319189707
1505536,1335974.59889869,213576.0,6.2552655677542885
5101803,1320892.46582738,61135.0,21.606157942706798
3547809,1293952.48695503,721368.0,1.793748110472089
2513851,22698.2505578583,2509.0,9.046731987986568
1501782,1315759.82832307,67332.0,19.54137450726356
4318002,1315738.64164249,60019.0,21.922035382836935
1501576,1182505.35943611,17118.0,69.07964478537855
1703305,133021.465825336,5008.0,26.561794294196485
3524402,1313594.81883122,235416.0,5.579887598256788
2102036,1311022.78910663,34567.0,37.927005210363355
5003702,1306391.94222912,225495.0,5.793440840059071
1508407,1305468.61276013,45086.0,28.955077247041878
3152808,1290835.98967172,28017.0,46.0733122629732
2512200,12595.5563522315,4238.0,2.972051994391576
4317301,1303185.54918426,29483.0,44.201253236925005
5204409,1298179.02144214,19107.0,67.94258760884179
1711902,1297681.18466883,13676.0,94.88748059877376
5101704,1289977.81782794,35307.0,36.53603585203897
3548708,1288192.92763168,844483.0,1.5254219772709219
1506161,1271190.06113586,18201.0,69.84177029481127
4104808,1116996.93409075,332333.0,3.3610773955362543
2303501,150580.722082969,72232.0,2.0846816104077
1504752,1261197.72781464,16184.0,77.92867818923875
5002209,1017345.56041246,22190.0,45.84702840975484
1501600,105130.80651846,16530.0,6.360000394341197
2602308,77761.7640493891,38117.0,2.0400809100765827
2904050,57284.0136148167,16884.0,3.3927987215598616
5002605,1255019.3294456,13693.0,91.65408087676916
5107883,1251356.64466442,1678.0,745.7429348417282
4125506,1242416.80422995,329058.0,3.7756772490866353
5104609,1236362.11778471,13552.0,91.23097091091425
3543402,1232774.37895291,711825.0,1.7318503550070734
1508308,1217956.16183621,61751.0,19.72366701488575
3501152,1217780.85711915,18767.0,64.88947925183301
1101401,1213955.96433834,16007.0,75.83906817881802
5107305,1211042.32179443,21011.0,57.63849040000143
5002159,1208855.66305003,7838.0,154.23011776601555
5006200,1198077.81664612,55224.0,21.694875717914677
1400233,1196149.35228219,10383.0,115.20267285776654
2500601,1195179.8826003,19727.0,60.58599293355807
3305554,1194881.36661871,83092.0,14.38022152094919
5107008,1193454.18854261,15916.0,74.98455570134519
1302900,1190988.50195222,65040.0,18.31163133382872
3538709,1188375.07685318,407252.0,2.9180337404191508
2201150,1187475.77157052,11671.0,101.74584624886643
3113206,1186870.67034807,25669.0,46.237511019052945
4301602,1166194.30874002,121335.0,9.611359531380229
4209102,1165759.57555843,597658.0,1.950546258158395
1702109,1164726.32209136,183381.0,6.3514013016144535
1600279,1163735.32010348,51362.0,22.65751567508041
3167202,1160826.7705247,241835.0,4.800077617072384
3148004,1158287.2146151,153585.0,7.541668877918417
1100072,1157125.83883226,7220.0,160.26673668036844
5106190,1154738.39418374,3737.0,309.00144345296764
5218003,1152387.05254221,45633.0,25.25337042364539
1507458,1149671.50835793,24705.0,46.53598495680753
2910800,1148977.25400249,619609.0,1.8543585616130336
1200013,1144304.3698537,15490.0,73.87374886079407
5006309,1142835.63645198,42276.0,27.0327286510545
2933307,1141173.31405578,341128.0,3.3452935967020587
2704302,1140916.25314131,1025360.0,1.112698226126736
2408102,1140215.68984483,890480.0,1.2804506444219186
1508084,1122682.45177187,40136.0,27.971956641714918
1301654,1122202.79174097,16937.0,66.25747131965342
3535507,1119024.14469676,45945.0,24.355732826134727
1503457,1117430.92567915,65625.0,17.02751886749181
1502707,1116960.5034207,47991.0,23.274374433137464
4315602,1116044.21238008,211965.0,5.265228751822613
2910503,1086207.43536209,41901.0,25.92318644810601
4205175,29241.515306138,3218.0,9.086859945972032
5007554,1111349.80559499,7900.0,140.6771905816443
1708205,1110607.68335065,18399.0,60.36239379045872
4305108,1106595.99769044,517451.0,2.1385522449283894
5108055,1096982.65967804,9473.0,115.80097748105564
5104559,1090609.73015973,3704.0,294.4410718573785
2903201,1087042.9415229,156975.0,6.924943089809842
5002100,1086278.19909084,24735.0,43.916644394212256
4113700,1085082.38470302,575377.0,1.8858633290920912
5218508,1084377.10319297,50701.0,21.387686696376203
3136702,1083392.46069192,573285.0,1.8897973271443
3118601,1077916.6272931,668949.0,1.61135845526804
5000203,1075233.18724426,15776.0,68.15626186893128
3168705,1074045.37178133,90568.0,11.858994035214756
2105302,1062644.44551293,259337.0,4.097542755229411
4109401,1060465.6856836,182644.0,5.806189558286064
1200054,1056590.24801182,7534.0,140.24293177751792
1501204,1052605.47304941,48459.0,21.721568192686806
5007901,1052431.51437816,59245.0,17.764056281174106
4303004,1049526.61098702,81869.0,12.819585080885561
1508100,1047458.30842668,115144.0,9.096942163088654
5206206,1046756.18502907,60210.0,17.385088607026574
5105259,1042413.41058653,67620.0,15.415755850140934
1502954,1040263.09199155,33940.0,30.650061637936066
1702208,1033680.00525285,36170.0,28.57838001804949
5214606,1028374.0345187,46730.0,22.00672019085598
3552205,1027632.70201718,687357.0,1.4950494459461097
5106257,1026398.44196847,20944.0,49.006801087111825
4119905,1024381.76840788,355336.0,2.882853885921719
3525904,1023541.9064084,423006.0,2.4196864971381022
5106372,1008112.38758276,17446.0,57.784729312321446
2409605,13119.16350543,2438.0,5.381117106410993
1101609,1020748.94705829,10395.0,98.1961469031544
5005400,1015785.24056843,48022.0,21.152497617101123
5212204,923614.930357569,18371.0,50.27570248530668
4113007,46713.5656923123,7041.0,6.634507270602514
2918506,44436.6844030813,15262.0,2.9115898573634715
1200450,1014730.4755365,23236.0,43.67061781444741
1100254,810694.656981933,18571.0,43.65379661741064
2109239,203470.738583283,7070.0,28.779453830733097
2903409,956820.711734818,23437.0,40.82522130540675
4202156,44773.340064703,2709.0,16.527626454301586
3304904,998417.259927381,1091737.0,0.9145217757824283
2108256,996228.868416571,25354.0,39.29276912584093
3557006,994530.753810493,123599.0,8.04643042266113
2109809,691364.122047803,42483.0,16.273900667274038
4123501,218621.927891815,26767.0,8.16759173205122
4215554,46358.910976185,2200.0,21.072232261902272
2513307,31574.8398327941,5871.0,5.378102509418174
2104800,987333.166282441,70065.0,14.091674392099351
5006606,982576.106249611,93937.0,10.459947691001533
1508357,980954.234021603,15279.0,64.20277727741365
3549805,978872.505441317,464983.0,2.105179125777323
1505635,969086.219291858,12979.0,74.66570762707897
1100262,968410.54649412,3804.0,254.57690496690853
1506138,930176.016286292,85563.0,10.871241264171335
2311603,37539.2201766444,29146.0,1.2879715973596513
5107040,966636.938954363,63092.0,15.321069849653886
5213806,920444.854925265,46548.0,19.774101033884698
2308906,45496.3990538436,22685.0,2.005571922144307
5005608,965443.774927535,28220.0,34.21133149991265
3127107,964369.455135845,60012.0,16.069610330198042
3201308,962797.886425796,383917.0,2.50782821918747
5005806,961837.888668303,13862.0,69.38666055895996
1504950,952537.491627402,21444.0,44.41976737676749
1502152,950606.178987527,38103.0,24.948328976393643
1702000,949670.530301371,8467.0,112.16139486256891
1101104,949161.695802565,10641.0,89.19854297552533
4127700,906202.603832128,142645.0,6.352852212360251
3169109,40986.627928271,6297.0,6.508913439458631
5002308,946361.121728263,11853.0,79.84148500196262
1200252,944394.617032916,18696.0,50.51319089820903
5102678,944279.224635717,45740.0,20.644495510181834
1600600,746047.147246524,123096.0,6.060693663860109
2928208,197200.727411817,26705.0,7.384412185426587
4120606,942744.204612139,52513.0,17.952587066290995
1300805,939505.816338388,41748.0,22.504211371524097
5000609,938740.966366097,39826.0,23.57105826259471
5007208,936701.968647366,38186.0,24.52998399013686
5208004,933795.207296009,123684.0,7.549846441706356
1721000,610473.399770703,306296.0,1.993083160637759
4117602,323062.660146454,51755.0,6.242153611176775
3526902,932418.261624979,308482.0,3.022601842652015
1100601,926520.248728091,6269.0,147.79394620004643
4314407,924217.880705074,343132.0,2.6934762152905414
1101005,921388.093011931,7445.0,123.7593140378685
1503903,918677.371776926,58960.0,15.581366549812177
2112407,909980.214380413,35709.0,25.483217518844352
5108006,909558.122164918,14046.0,64.75566867185803
5006002,909120.631441728,22430.0,40.53145927069674
5004403,907803.997362247,7588.0,119.63679459175633
4205407,905048.211965045,508826.0,1.7786988321450652
5003256,900640.204452833,21142.0,42.59957451768201
2911105,899772.880904684,25857.0,34.79803847718931
4115200,894425.63421039,430157.0,2.0793004280074254
3534401,894006.63551112,699944.0,1.2772545168058016
4316907,852764.249648337,283677.0,3.0061099407013505
2409332,40592.0482750276,5621.0,7.221499426263582
3509254,889544.409643348,28494.0,31.218656897709973
4104907,889345.797391817,71809.0,12.384879296353061
3538006,881944.102697141,170132.0,5.183881355048674
3134202,871465.699593557,105255.0,8.27956581248926
5108402,862236.87805706,287526.0,2.9988135961862925
2211407,9073.91617646623,4386.0,2.0688363375436
3111101,871141.785920759,19752.0,44.10397863106313
3517406,655042.023723459,41040.0,15.961062956224634
4108809,214603.11418582,33310.0,6.442603247848094
5105176,868221.496749078,16335.0,53.15099459743361
1507508,865104.964370297,14051.0,61.56892494272984
4117305,864519.868450779,21960.0,39.367935721802326
5201108,864273.754346778,391772.0,2.206063103914466
5205109,864067.595068814,110983.0,7.7855851352803045
5212501,859026.303931148,211508.0,4.061436465434632
4204202,854338.574781455,224013.0,3.813790158524081
5006275,852065.515457343,5654.0,150.7013646015817
4302303,482451.529635806,11309.0,42.660847964966486
2201903,315665.609052573,25387.0,12.434143815833812
4202537,23545.3652348835,3057.0,7.702114895284102
2401701,21792.5505256172,10267.0,2.122582110218876
2502201,5969.75987940149,2575.0,2.31835335122388
3303302,849348.521626411,515317.0,1.648205903601882
1303536,847963.541938583,37193.0,22.79900900541992
1600808,846581.84955354,16254.0,52.08452378205611
1500800,845439.28008724,535547.0,1.5786462814416662
1501709,843481.136370177,128914.0,6.542975443863172
3159803,842903.179659495,19872.0,42.41662538544158
3201209,842557.562483136,210589.0,4.000957136807411
5001508,699743.300552544,7266.0,96.30378482693972
4102406,139459.596938481,31211.0,4.468283519864182
2919553,837288.840785746,90162.0,9.286493653487566
3543907,691013.798292066,208008.0,3.322053951252192
3304409,145065.758034023,18605.0,7.797138297985649
1100056,827349.729918104,16204.0,51.05836397914737
5102793,823199.53310465,10199.0,80.71374969160212
4209300,822449.500421147,157349.0,5.22691278890331
4318101,820589.170045719,18205.0,45.074933811904366
5106232,763937.522540454,20563.0,37.15107341051666
4117206,55805.9787761956,5826.0,9.57878111503529
5207352,819614.852794372,3688.0,222.2383006492332
1600154,818459.597736981,17067.0,47.955680420518014
1502509,818424.643034912,23948.0,34.17507278415366
5000252,815313.30617495,5417.0,150.51011744045596
5208905,813921.363221462,22381.0,36.36662183197632
1101757,800025.000495339,11377.0,70.31950430652536
1301159,798435.177790451,30846.0,25.884561297751766
1101468,797214.266548181,2148.0,371.1425821918906
1200385,796424.572994384,19955.0,39.91102846376266
4315305,792446.557629982,22607.0,35.05314980448454
2928901,789753.920477732,34266.0,23.047741798801493
1304203,788400.600930889,59547.0,13.239971802624632
5210109,787939.054200667,27174.0,28.99606440717844
5101001,784741.299450927,3109.0,252.40955273429623
1502103,781517.349784109,139364.0,5.607741954766719
1717503,780360.414266078,7743.0,100.78269588868372
4302907,780059.756974853,12423.0,62.791576670277145
5106281,779646.736803829,4938.0,157.88714799591514
5206404,776828.941233333,17044.0,45.577853862551805
2918407,776726.38151469,218162.0,3.5603193109464066
5007695,774844.930613612,27221.0,28.464969347695238
2909307,774834.85128175,32191.0,24.069921757067192
3530706,774001.827294473,153033.0,5.057744586425627
4204608,769825.483912606,217311.0,3.542505827650722
1302504,765720.505896849,98502.0,7.773654401909088
1100288,765716.966035659,55407.0,13.81985969346218
1303502,764643.19219783,19522.0,39.1682815386656
2932903,449350.343808704,97233.0,4.621376937960404
3306107,312899.194863445,76869.0,4.070551130669646
4317400,753978.486935061,49360.0,15.275090902250021
3548906,615573.908437777,254484.0,2.4189100628635867
4216008,137769.479644823,11369.0,12.117994515333187
5102686,752589.375870362,7070.0,106.4482851301785
5103452,751571.010853182,9544.0,78.74801035762594
1304104,745956.467251497,17015.0,43.84110885991754
2100477,742953.898376974,31943.0,23.25873895304054
5211503,742094.384033504,105809.0,7.013527998880095
5007935,741443.743590344,19721.0,37.596660594814864
5102603,740823.632350347,16919.0,43.786490475225904
4319604,739581.017520909,23555.0,31.398047867582633
5107701,738723.485438146,17054.0,43.31672835922048
1200427,738406.478884841,19351.0,38.15856952533931
1503804,738211.72231802,59842.0,12.33601354095819
5006408,732875.262444948,7621.0,96.16523585421177
5202502,732121.613741695,10110.0,72.41558988542977
1100148,731944.797427145,20489.0,35.72379312934477
4318804,730949.02872992,43540.0,16.78798871681029
4301305,726337.251702597,18238.0,39.825488085458765
1600204,725310.066784284,11306.0,64.15266821017902
5101605,723239.172570586,8164.0,88.58882564558868
5002407,722801.463673753,30593.0,23.626367589767366
3506003,721130.002655347,379297.0,1.9012278047423181
5207253,720047.159677954,7247.0,99.3579632507181
1101450,718237.971718163,6198.0,115.88221550793207
5217104,717848.123417714,24548.0,29.242631718173133
5216403,713639.456069539,10980.0,64.99448598083232
5106315,692039.502728421,2705.0,255.83715442825175
2206951,19706.6714539433,3003.0,6.562328156491276
3552502,711480.004076959,300559.0,2.367189151138242
1707306,709683.245555649,4686.0,151.44755560299808
3127701,709415.063925462,281046.0,2.5241955549108046
3103504,707490.111128536,117825.0,6.004584011275503
3540705,706852.417068608,56504.0,12.509776601100949
5214051,477452.244114754,4713.0,101.3053774909302
2922102,120545.461753567,26970.0,4.4696129682449754
5005681,104829.654860316,18473.0,5.674749897705625
5201405,701697.808946949,590146.0,1.189024087169868
3533502,609995.468481846,41414.0,14.729209167958807
4211652,63265.4110486252,2404.0,26.31672672571764
2923035,27193.0690835042,12522.0,2.1716234693742376
1503044,700181.611849482,20525.0,34.113598628476595
1301803,699395.063207226,30436.0,22.979204337206795
4304507,699053.831988781,56211.0,12.436246143793582
2900702,698345.424021948,152327.0,4.584515050003926
5211305,697300.56022341,7259.0,96.06014054599945
4323002,696270.588881072,256302.0,2.716602246104486
5108501,691850.235867098,11402.0,60.677971923092265
5008008,691438.47211671,22269.0,31.049372316525666
5002951,690861.022639817,25865.0,26.7102657119589
