cod_municipio,obitos_diabetes_mellitus,pop_2021,obitos_diabetes_mellitus_100k
2203503,16,14575,109.77701543739279
2203602,3,4930,60.851926977687626
2203701,37,39848,92.85284079502108
2203750,4,5319,75.20210565895844
2203800,2,4462,44.82294935006723
2203909,109,60025,181.59100374843814
2204006,1,5347,18.70207593042828
2204105,5,4323,115.66042100393246
2204204,9,9372,96.03072983354673
2204303,4,11659,34.308259713526034
2204352,3,5460,54.94505494505494
2204402,1,10694,9.35103796521414
2204501,1,10497,9.52653138992093
2204600,1,3879,25.779840164990976
2204659,9,9457,95.16760071904409
2204709,15,15319,97.91761864351459
2204808,3,9838,30.494002846106934
2204907,6,8566,70.04436142890498
2205003,8,11551,69.25807289412172
2205102,10,11028,90.67827348567283
2205201,6,19170,31.29890453834116
2205276,1,4875,20.512820512820515
2205300,2,4447,44.974139869575
2205359,2,3005,66.55574043261231
2205409,5,14376,34.78018920422927
2205458,1,5466,18.294914013904133
2205508,30,39336,76.2660158633313
2205516,1,5485,18.231540565177756
2205524,1,5640,17.73049645390071
2205532,1,4777,20.933640360058615
2205540,2,2858,69.97900629811056
2205557,2,8577,23.318176518596246
2205565,3,4656,64.43298969072166
2205581,3,4075,73.61963190184049
2205607,2,5283,37.85727806170736
2205706,20,30438,65.70733950982324
2205805,9,25504,35.28858218318695
2205854,2,8342,23.97506593143131
2205904,4,5351,74.75238273219959
2205953,1,8543,11.705489874751258
2206001,3,4547,65.97756762700682
2206050,6,6449,93.03768026050551
2206100,7,10958,63.88027012228509
2206209,36,33833,106.40498921171637
2206407,8,10564,75.72889057175313
2206506,2,7767,25.749967812540234
2206605,1,10615,9.420631182289213
2206654,3,4530,66.2251655629139
2206696,2,9209,21.71788467803236
2206704,1,7322,13.657470636438132
2206720,4,8602,46.500813764240874
2206753,3,4891,61.337149867102845
2206803,2,8723,22.927891780350798
2206902,2,6556,30.50640634533252
2207009,74,37085,199.54159363624106
2207207,3,6873,43.64906154517678
2207306,5,4126,121.1827435773146
2207355,1,3404,29.37720329024677
2207405,1,5036,19.857029388403493
2207504,8,14587,54.84335367107698
2207603,6,10819,55.457990572141604
2207702,235,153482,153.112417091255
2207751,1,4323,23.13208420078649
2207777,1,6406,15.610365282547612
2207793,5,4065,123.00123001230013
2207801,14,20554,68.11326262527975
2207850,2,3669,54.510765876260564
2207900,23,38778,59.31198102016607
2207959,5,4383,114.07711613050422
2208007,139,78431,177.22584182274866
2208106,10,12139,82.37910865804432
2208205,9,18459,48.75670404680643
2208304,27,28874,93.50973193876844
2208403,84,63787,131.68827504036872
2208502,8,12608,63.45177664974619
2208551,1,2720,36.76470588235294
2208601,1,3150,31.746031746031747
2208650,5,9017,55.45081512698237
2208700,1,8796,11.368804001819008
2208809,27,17979,150.17520440513934
2208858,4,4309,92.82896263634254
2208874,2,4488,44.563279857397504
2209005,3,6433,46.6345406497746
2209104,8,6247,128.06146950536257
2209153,1,4033,24.795437639474336
2209302,2,5882,34.002040122407344
2209377,3,5255,57.08848715509039
2209401,3,6441,46.57661853749418
2209559,3,4451,67.40058413839587
2209609,1,2932,34.106412005457024
2209658,5,5779,86.52015919709292
2209708,7,6420,109.03426791277259
2209856,4,4614,86.69267446900737
2209906,5,6122,81.67265599477295
2209955,5,4848,103.13531353135313
2209971,6,8038,74.64543418760886
2210003,17,20662,82.276643112961
2210052,4,5354,74.71049682480388
2210201,11,6700,164.17910447761193
2210300,6,6371,94.17673834562864
2210359,2,4577,43.69674459252786
2210375,1,2646,37.79289493575208
2210391,4,3038,131.6655694535879
2210409,11,17639,62.3618118940983
2210508,17,14324,118.68193242111143
2210607,43,34877,123.29042062103966
2210631,1,4303,23.239600278875205
2210656,2,10058,19.884668920262477
2210706,7,14649,47.78483172912827
2210805,12,12746,94.14718343009572
2210904,2,4563,43.83081306158229
2210938,1,6767,14.777597162701344
2210953,4,2929,136.56538067599863
2210979,2,2773,72.12405337179949
2211001,1170,868075,134.7809809060277
2211100,25,44569,56.09279992820122
2211209,24,21655,110.82890787347033
2211308,33,20929,157.6759520282861
2211357,4,4938,81.00445524503847
2211605,2,2952,67.75067750677506
2300101,9,11853,75.9301442672741
2300150,9,15036,59.85634477254589
2300200,43,63104,68.14148073022312
2300309,50,54481,91.77511426001725
2300408,4,17493,22.866289372892012
2300507,2,11781,16.97648756472286
2300705,4,17196,23.261223540358223
2300754,2,43829,4.563188756302904
2300804,8,7378,108.43046896177826
2300903,6,14672,40.89422028353326
2301000,38,80935,46.95125718168901
2301109,51,74975,68.02267422474158
2301208,32,26535,120.59543998492558
2301257,18,10959,164.24856282507528
2301307,16,21654,73.88935069733074
2301406,23,11802,194.88222335197423
2301505,4,7844,50.994390617032124
2301604,15,23478,63.889598773319705
2301703,20,24610,81.26777732629013
2301802,4,6303,63.46184356655561
2301851,7,18256,38.34355828220859
2301901,88,61228,143.72509309466258
2301950,17,22573,75.31121251052141
2302008,6,22758,26.364355391510678
2302057,5,15044,33.235841531507575
2302107,18,35941,50.0820789627445
2302206,29,53949,53.75447181597435
2302305,8,32722,24.44838335065094
2302404,60,54577,109.9364201037067
2302503,54,49842,108.34236186348862
2302602,81,63907,126.74667876758414
2302701,27,27470,98.28904259191846
2302800,62,77244,80.2651338615297
2302909,16,17786,89.95839424266276
2303006,12,22782,52.67316302343956
2303105,13,18459,70.42635028983152
2303204,8,26987,29.643902619779894
2303303,20,18699,106.95759131504359
2303402,5,17685,28.27254735651682
2303501,67,72232,92.75667294274005
2303600,15,20871,71.87005893344832
2303659,2,10376,19.275250578257516
2303709,120,365212,32.85762789831659
2303808,29,25585,113.34766464725425
2303907,7,13091,53.471850889924376
2303931,3,13565,22.115739034279397
2303956,16,20274,78.91881227187531
2304004,7,23239,30.121778045526916
2304103,94,75159,125.0681887731343
