cod_municipio,obitos_diabetes_mellitus,pop_2021,obitos_diabetes_mellitus_100k
2304202,108,133031,81.18408491253918
2304236,22,18133,121.32575966469972
2304251,12,24977,48.044200664611445
2304269,17,9662,175.9470089008487
2304277,2,7225,27.68166089965398
2304285,37,54337,68.0935642379962
2304301,11,19389,56.73319923668059
2304350,8,24452,32.717160150498934
2304400,1942,2686612,72.28434921008318
2304459,6,16631,36.077205219169024
2304509,3,14134,21.225413895570963
2304608,6,7694,77.98284377436964
2304657,7,14407,48.5874921912959
2304707,14,54962,25.472144390669918
2304806,2,4814,41.54549231408392
2304905,7,11144,62.814070351758794
2304954,14,26290,53.25218714340053
2305001,38,40784,93.1737936445665
2305100,1,5132,19.485580670303975
2305209,16,20053,79.78856031516482
2305233,34,68529,49.61403201564301
2305266,10,13369,74.7999102401077
2305308,10,25082,39.86922892911251
2305357,14,20060,69.79062811565304
2305407,68,68162,99.76233091752003
2305506,106,103074,102.8387372179211
2305605,20,26187,76.37377324626723
2305654,18,11596,155.2259399793032
2305704,5,12485,40.04805766920305
2305803,30,42058,71.3300680013315
2305902,33,38114,86.58235818859212
2306009,9,14326,62.822839592349574
2306108,4,24305,16.457519029006377
2306207,2,7866,25.425883549453342
2306256,38,38325,99.15198956294847
2306306,36,53067,67.83876985697326
2306405,81,130539,62.05042171305127
2306504,16,20520,77.97270955165692
2306553,29,42215,68.69596115124956
2306603,13,21836,59.53471331745741
2306702,11,18147,60.61607979280322
2306801,4,11492,34.80682213713888
2306900,14,34636,40.42037186742118
2307007,20,33834,59.112135721463616
2307106,26,27181,95.65505316213532
2307205,9,8130,110.7011070110701
2307254,4,20087,19.913376810872705
2307304,266,276264,96.28471317290708
2307403,16,24892,64.27767957576731
2307502,10,31492,31.754096278419915
2307601,35,59890,58.44047420270496
2307635,7,19864,35.23962948046718
2307650,140,229458,61.01334449005918
2307700,65,130346,49.86727632608596
2307809,11,27595,39.862293893821345
2308005,46,39044,117.81579756172523
2308104,20,48168,41.521341969772465
2308203,2,15185,13.170892327955219
2308302,9,27462,32.77255844439589
2308351,3,13142,22.827575711459442
2308377,2,13894,14.394702749388225
2308401,13,35480,36.64036076662909
2308500,17,43858,38.761457430799396
2308609,14,17249,81.1641254565482
2308708,42,61738,68.02941462308465
2308807,1,8779,11.390818999886092
2309003,11,14549,75.60657089834353
2309102,3,10941,27.419797093501508
2309201,17,15684,108.39071665391482
2309300,23,32408,70.97013083189336
2309409,15,28673,52.31402364593869
2309458,2,25833,7.742035381101692
2309508,28,21384,130.9390198279087
2309607,50,73188,68.31721047166202
2309706,28,84554,33.11493246919129
2309805,12,12288,97.65625
2309904,4,6549,61.07802717972209
2310001,5,9422,53.06728932286139
2310100,4,13439,29.76411935411861
2310209,18,35304,50.985723997280765
2310258,17,32992,51.52764306498545
2310308,32,31455,101.73263392147513
2310407,1,12252,8.161932745674175
2310506,25,43309,57.72472234408553
2310605,4,9143,43.74931641693099
2310704,26,37900,68.60158311345647
2310803,19,16331,116.34315106239667
2310852,9,20769,43.33381482016467
2310902,5,17086,29.263724686878145
2310951,6,11001,54.540496318516496
2311009,10,12347,80.99133392726978
2311108,16,14958,106.96617194812141
2311207,3,11106,27.01242571582928
2311231,3,6437,46.60556159701724
2311264,11,21166,51.970140791835966
2311306,23,88321,26.04137181417783
2311355,7,16147,43.351706199293986
2311405,101,81778,123.50509917092617
2311504,6,22293,26.914278024491992
2311603,17,29146,58.32704316201194
2311702,17,18385,92.46668479738918
2311801,60,78882,76.06298014756219
2311900,17,15788,107.6767164935394
2311959,10,16635,60.114217012323415
2312007,10,32654,30.62411955656275
2312106,11,17712,62.10478771454381
2312205,30,43711,68.6326096405939
2312304,26,48131,54.01923915979307
2312403,20,48869,40.92574024432667
2312601,6,13044,45.998160073597056
2312700,18,25456,70.71024512884978
2312809,2,7691,26.00442075152776
2312908,266,210711,126.239256612137
2313005,13,18357,70.81767173285395
2313104,12,30807,38.95218619145
2313203,9,26225,34.31839847473785
2313252,4,8573,46.65811267934212
2313302,59,59062,99.89502556635401
2313351,11,19371,56.78591709256104
2313401,65,76537,84.92624482276545
2313500,23,56291,40.85910713968485
2313559,7,16431,42.60239790639645
2313609,20,35047,57.06622535452392
2313708,6,7736,77.55946225439503
2313757,18,19903,90.43862734261167
2313807,7,22040,31.76043557168784
2313906,7,13915,50.305425799496945
2313955,8,18471,43.31113637594066
2314003,26,40903,63.56501968070802
2314102,68,61410,110.73115127829344
2400109,17,11121,152.86395108353565
2400208,46,58384,78.78870923540696
2400307,6,11029,54.402031009157675
2400505,5,13553,36.89220098871099
2400703,10,14728,67.89788158609451
2400802,3,11705,25.630072618539085
2400901,3,7154,41.93458205199888
2401008,35,35874,97.56369515526565
2401107,24,27967,85.81542532270176
2401206,20,14417,138.7251161822848
2401305,6,9670,62.047569803516026
2401404,6,9322,64.36387041407423
2401453,11,28747,38.26486242042648
2401503,5,3994,125.18778167250876
2401602,3,5525,54.29864253393665
2401651,2,2197,91.03322712790168
2401701,13,10267,126.61926560825947
2401800,13,12787,101.66575428169234
2401859,8,6561,121.93263222069807
2401909,4,3715,107.67160161507402
2402006,102,68343,149.24717966726658
2402105,5,11291,44.28305730227615
2402204,15,34548,43.417853421326846
2402303,13,20541,63.2880580302809
2402402,6,8239,72.82437188979245
2402501,2,10867,18.40434342504831
2402600,51,73886,69.02525512275668
2402709,10,11181,89.43743851176103
2402808,1,5504,18.16860465116279
2402907,4,4915,81.38351983723297
2403004,17,7983,212.9525241137417
2403103,53,44905,118.02694577441265
2403202,4,7072,56.56108597285068
2403251,149,267036,55.79772015758175
2403301,3,5668,52.928722653493296
2403400,2,6054,33.03600925008259
2403509,4,10484,38.15337657382678
2403608,21,28936,72.5739563173901
2403707,2,5997,33.35000833750208
2403756,5,3067,163.02575806977504
2403806,8,9786,81.74943797261393
2403905,1,2813,35.549235691432635
2404002,3,4041,74.23904974016332
2404200,35,26669,131.2385166297949
2404309,12,13076,91.77118384827165
2404408,1,10463,9.557488292076842
2404507,25,15963,156.61216563302636
2404606,9,13901,64.74354362995469
2404705,13,15626,83.19467554076539
2404853,5,7595,65.83278472679395
2404903,2,5897,33.91555027980329
2405009,5,9238,54.12426932236415
2405108,4,6893,58.029885390976354
2405207,1,5248,19.054878048780488
2405306,8,10275,77.85888077858881
2405405,4,4995,80.08008008008008
2405603,7,14942,46.847811537946725
2405702,4,12396,32.26847370119393
2405801,73,35160,207.62229806598407
2405900,2,2654,75.35795026375283
2406007,6,5946,100.90817356205852
2406106,12,18315,65.52006552006551
2406205,2,6811,29.364263691087945
2406304,2,7584,26.371308016877638
2406502,10,15749,63.496094990158106
2406601,8,8297,96.42039291310113
2406700,11,11344,96.96755994358251
2406809,3,4763,62.98551333193365
2407005,2,10146,19.712201852946976
2407104,86,81821,105.10749074198556
2407203,14,32039,43.69674459252786
2407252,4,4062,98.47365829640572
2407401,7,8758,79.92692395524092
2407500,1,12544,7.971938775510204
2407609,5,4634,107.89814415192059
2407708,16,11208,142.7551748750892
2407807,31,22576,137.31396172927003
2407906,3,2084,143.95393474088291
2408003,466,300618,155.0140044840961
2408102,1094,890480,122.85508938999192
2408201,5,27938,17.896771422435393
2408300,36,37450,96.12817089452604
2408409,3,4244,70.6880301602262
2408508,2,4813,41.5541242468315
2408607,1,4276,23.386342376052387
2408805,4,5272,75.87253414264036
2408904,17,21545,78.90461824089115
2408953,10,10905,91.70105456212747
2409100,5,13474,37.10850526940775
2409308,8,12809,62.456085564837224
2409332,1,5621,17.790428749332857
2409407,79,30600,258.16993464052285
2409704,3,6653,45.092439500977
2409803,13,14844,87.57747237941255
2409902,14,15272,91.67103195390257
2410009,5,3869,129.23235978288963
2410108,10,15531,64.38735432361084
2410207,5,7906,63.243106501391345
2410256,4,6522,61.330880098129406
2410306,12,10522,114.04675917126022
2410405,11,9724,113.12217194570135
2410504,3,5128,58.50234009360374
2410603,4,3208,124.68827930174564
2410801,2,4199,47.630388187663726
2410900,4,8220,48.661800486618006
2411007,1,4462,22.411474675033617
2411056,2,4140,48.309178743961354
2411205,22,39988,55.016504951485445
2411403,8,11956,66.91201070592172
2411429,2,2689,74.37709185570844
2411502,52,24280,214.168039538715
2411700,1,4495,22.246941045606228
2411809,2,3595,55.63282336578581
2411908,7,4255,164.5123384253819
2412005,57,103672,54.98109422023304
2412104,5,6207,80.55421298533913
2412203,37,44236,83.64228230400579
2412302,10,12879,77.64577995185962
2412401,1,4665,21.436227224008576
2412500,21,23655,88.77615726062143
2412559,7,10362,67.55452615325227
2412609,49,17720,276.5237020316027
2412708,3,5930,50.5902192242833
2412906,10,11053,90.47317470370035
2413003,7,6450,108.52713178294573
2413102,2,6127,32.64240248082259
2413201,3,4484,66.90454950936663
2413300,3,5751,52.164840897235266
2413359,4,12083,33.10436149962758
2413409,5,8092,61.78942165101335
2413508,4,6178,64.74587245063127
2413557,10,4816,207.64119601328903
2413607,4,2088,191.57088122605364
2413706,2,5561,35.96475454055026
2413805,3,2586,116.0092807424594
2413904,18,12297,146.3771651622347
2414001,23,15869,144.93666897725126
2414100,3,10855,27.637033625057576
2414159,3,6019,49.84216647283602
2414209,16,14440,110.80332409972299
2414308,2,2421,82.61049153242462
2414407,29,33503,86.55941258991732
2414506,8,10520,76.04562737642586
2414605,5,14800,33.78378378378378
2414704,2,5515,36.26473254759746
2414803,24,12637,189.91849331328638
2415008,1,3194,31.308703819661865
2500106,7,10306,67.92159906850378
2500205,2,5630,35.52397868561279
2500304,27,28439,94.94004711839375
2500403,21,20921,100.3776110128579
2500502,8,14560,54.94505494505494
2500536,2,5509,36.304229442730076
2500577,3,2577,116.41443538998836
2500601,7,19727,35.48436153495209
2500700,4,18026,22.190169754798625
2500775,3,8416,35.64638783269962
2500809,2,16921,11.819632409432067
2500908,17,13542,125.53537143701078
2501005,23,20463,112.39798660997899
2501104,23,22656,101.5183615819209
2501203,6,7027,85.38494378824534
2501302,13,19116,68.00585896631094
2501351,2,4029,49.64010920824026
2501401,2,9096,21.98768689533861
2501500,23,21269,108.13860548215713
2501575,2,8349,23.954964666427117
2501609,1,15497,6.452861844227915
2501807,51,97203,52.46751643467794
2501906,9,17705,50.83309799491669
2502003,16,7349,217.71669614913594
2502151,3,7136,42.04035874439462
2502409,7,12022,58.22658459490933
2502508,12,17870,67.15165081141578
2502805,16,14206,112.62846684499507
2502904,1,6464,15.470297029702971
2503001,14,21955,63.76679571851515
2503209,44,68767,63.98417845769046
2503506,14,17178,81.49959250203749
2503704,85,62289,136.46069129380788
2503753,1,3205,31.201248049921997
2503803,2,6046,33.079722130334105
2503902,2,6031,33.1619963521804
2504009,1069,411807,259.587622357075
2504033,1,6620,15.105740181268882
2504074,1,4185,23.894862604540023
2504157,7,7499,93.3457794372583
2504306,34,30684,110.80693521053318
2504355,2,4875,41.02564102564103
2504405,4,19007,21.0448782027674
2504504,1,6658,15.019525382997898
2504603,8,25010,31.98720511795282
2504702,5,4787,104.44955086693128
2504801,1,15441,6.476264490641798
2504850,1,1935,51.679586563307495
2504900,2,17461,11.45409770345341
2505006,6,7832,76.60878447395301
2505105,14,20334,68.85020163273336
2505204,7,6775,103.3210332103321
2505238,4,6356,62.93266205160478
2505279,12,5218,229.97316979685704
2505352,6,5370,111.73184357541899
2505402,4,8315,48.10583283223091
2505501,1,3824,26.15062761506276
2505709,5,10413,48.01690194948622
2505907,1,3539,28.256569652444192
2506004,15,33199,45.18208379770475
2506103,1,11215,8.916629514043692
2506301,187,59115,316.3325721052186
2506400,2,14127,14.157287463721952
2506509,2,3453,57.920648711265564
2506707,5,11848,42.20121539500337
2506806,17,18144,93.69488536155202
2506905,52,24419,212.94893320774807
2507002,3,24828,12.08313194780087
2507101,7,18823,37.18854592785422
2507200,3,11016,27.233115468409586
2507309,6,14450,41.522491349480966
2507408,2,7745,25.823111684958036
2507507,977,817511,119.50909529046092
2507606,8,7976,100.30090270812437
2507705,6,18298,32.790468903705325
2507903,8,10793,74.12211618641712
2508000,2,9849,20.30663011473246
2508208,7,7737,90.47434406100555
2508307,21,27617,76.0401202158091
2508505,7,7265,96.35237439779766
2508554,2,4369,45.777065690089266
2508604,9,13214,68.10958074769184
2508802,4,5752,69.54102920723227
2508901,60,45136,132.93158454448778
2509107,28,21866,128.05268453306502
2509206,4,13998,28.575510787255322
2509305,5,8539,58.55486590935707
2509396,11,6630,165.91251885369533
2509701,27,33433,80.75853198935184
2509800,17,9932,171.163914619412
2509909,6,10451,57.41077408860396
2510006,2,7286,27.449903925336262
2510105,2,10626,18.821757952192733
2510204,3,5920,50.67567567567568
2510303,1,4959,20.16535591853196
2510402,3,6462,46.425255338904364
2510808,179,108192,165.44661342797988
2510907,7,12379,56.54737862509088
2511103,1,7899,12.659830358273199
2511202,26,28533,91.12255984298882
2511301,25,16111,155.17348395506176
2511400,33,18720,176.28205128205127
2511509,3,11977,25.04800868330968
2511905,4,19275,20.752269779507134
2512002,5,18708,26.726534103057517
2512036,1,3882,25.75991756826378
2512077,1,4337,23.05741295826608
2512101,27,32802,82.31205414304006
2512200,2,4238,47.192071731949035
2512309,23,23549,97.66869081489659
2512507,43,44179,97.33131125647932
2512705,3,19798,15.153045762198202
2512804,10,8541,117.08230886313078
2512903,12,24218,49.54992154595755
2513000,2,3931,50.877639277537526
2513109,8,12131,65.9467480009892
2513208,2,6581,30.3905181583346
2513307,2,5871,34.065746891500595
2513356,2,3593,55.663790704146955
2513406,11,15426,71.30818099312849
2513703,289,137349,210.41288979169852
2513851,3,2509,119.5695496213631
2513901,32,34344,93.17493594223154
2513927,3,4566,65.7030223390276
2513943,2,2630,76.04562737642586
2513968,1,3097,32.28931223764934
2513984,2,3384,59.1016548463357
2514107,1,4415,22.650056625141563
2514206,5,7626,65.56517178075006
2514404,1,4656,21.477663230240548
2514453,1,5998,16.672224074691563
2514503,8,20329,39.35264892518077
2514552,7,3950,177.21518987341773
2514701,2,4147,48.227634434530984
2514909,4,7702,51.93456245131135
2515005,3,7410,40.48582995951417
2515104,2,11728,17.053206002728512
2515302,50,52804,94.68979622755852
2515401,8,10848,73.74631268436578
2515500,10,13754,72.70612185546022
2515609,3,3131,95.81603321622485
2515807,1,7021,14.24298532972511
2515906,4,6068,65.91957811470007
2515930,1,5089,19.650225977598744
2516003,30,26227,114.3859381553361
2516102,2,15102,13.243279035889286
2516151,2,3594,55.648302726766836
2516201,79,69723,113.30550894252973
2516300,18,17031,105.68962480183195
2516409,5,10969,45.58300665511897
2516508,5,15441,32.38132245320899
2516607,6,14759,40.6531607832509
2516706,4,15248,26.232948583420775
2516805,5,9464,52.83178360101437
2516904,3,15300,19.607843137254903
2517001,5,9911,50.44899606497831
2517100,2,2841,70.39774727208729
2517209,4,5372,74.46016381236039
2517407,5,2255,221.72949002217294
2600054,25,100346,24.913798258027224
2600104,61,37404,163.08416212169823
2600203,20,19810,100.95911155981827
2600302,24,25065,95.75104727707959
2600401,15,37082,40.45089261636373
2600500,20,43686,45.78125715332143
2600609,12,14718,81.53281695882593
2600708,38,38397,98.96606505716592
2600807,17,22984,73.96449704142012
2600906,13,22870,56.84302579798863
2601003,7,11226,62.35524674861928
2601052,1,20733,4.82322866927121
2601102,60,84864,70.70135746606334
2601201,173,74822,231.21541792520915
2601300,10,14510,68.91798759476224
2601409,55,42764,128.6128519315312
2601508,8,12122,65.99571027883188
2601607,7,20730,33.76748673420164
2601706,92,76687,119.96818235163717
2601805,13,12765,101.8409714061888
2601904,82,60880,134.69119579500656
2602001,18,38378,46.901870863515555
2602100,35,48767,71.76984436196608
2602209,40,39983,100.04251807017982
2602308,30,38117,78.70503974604507
2602407,2,8987,22.254367419606098
2602506,9,7488,120.1923076923077
2602605,23,51225,44.89995119570522
2602803,28,58919,47.522870381371035
2602902,277,208944,132.57140669270234
2603009,19,34503,55.067675274613805
2603108,17,20501,82.92278425442662
2603207,14,28904,48.436202601716026
2603306,6,11018,54.456344164095114
2603405,6,5747,104.40229685053072
2603454,73,158899,45.94113241744756
2603603,13,8572,151.65655622958468
2603702,21,24773,84.76970895733258
2603801,14,20048,69.83240223463687
2603900,13,19609,66.29608853077669
2603926,12,13025,92.13051823416507
2604007,58,84395,68.72445050062207
2604106,608,365278,166.4485679400347
2604155,5,14368,34.799554565701555
2604205,35,43340,80.75680664513152
2604304,8,11891,67.2777731057102
2604403,10,13556,73.7680731779286
2604502,47,21815,215.44808617923448
2604601,29,26590,109.06355772846935
2604700,4,18268,21.89621195533173
2604809,17,12560,135.35031847133757
2604908,7,10192,68.68131868131869
2605004,34,24173,140.65279444007777
2605103,16,37375,42.80936454849498
2605152,11,19079,57.65501336548037
2605202,37,69292,53.397217572014085
2605301,17,31766,53.51633822325757
2605400,8,22247,35.95990470625253
2605459,1,3101,32.24766204450177
2605509,6,12170,49.30156121610518
2605608,6,22618,26.527544433636926
2605707,29,33184,87.39151398264224
2605806,4,15546,25.730091341824263
2605905,24,31318,76.63324605658087
2606002,287,140577,204.15857501582764
2606101,15,30751,48.778901499138236
2606200,68,80055,84.94160264817938
2606309,4,7537,53.071513864932996
2606408,64,84699,75.5616949432697
2606507,8,19241,41.57788056753807
2606606,6,29412,20.39983680130559
2606804,80,118370,67.58469206724676
2606903,4,12247,32.661059851392174
2607000,10,23645,42.29223937407486
2607109,1,4543,22.01188641866608
2607208,44,97669,45.050118256560424
2607307,11,31187,35.27110655080642
2607406,4,4966,80.54772452678212
2607505,15,26308,57.01687699559069
2607604,11,26672,41.241751649670064
2607653,18,36471,49.35428148391873
2607703,19,13553,140.19036375710175
2607752,17,26900,63.19702602230483
2607802,12,17006,70.56333058920382
2607901,454,706867,64.22707524895065
2607950,10,11644,85.88114050154586
2608008,8,17228,46.43603436266543
2608057,7,14850,47.138047138047135
2608107,35,33328,105.01680268843015
2608206,11,16011,68.70276684779215
2608255,3,11485,26.121027427078797
2608305,20,14922,134.03029084573114
2608404,11,15431,71.28507549737542
2608453,16,18252,87.66162612316458
2608503,23,21460,107.17614165890028
2608602,8,13224,60.49606775559589
2608701,36,16318,220.61527147934797
2608750,3,25849,11.605864830360943
2608800,45,40589,110.86747640986474
2608909,113,56198,201.07477134417596
2609006,46,25472,180.59045226130652
2609105,6,16321,36.762453281048955
2609154,22,21776,101.02865540044085
2609204,10,11220,89.12655971479501
2609303,6,15470,38.784744667097605
2609402,46,63294,72.67671501248144
2609501,26,32573,79.8207104043226
2609600,292,393115,74.27851900843265
2609709,23,23935,96.09358679757678
2609808,2,15152,13.199577613516368
2609907,103,69969,147.2080492789664
2610004,173,63500,272.4409448818898
2610103,1,7600,13.157894736842104
2610202,25,26456,94.49652252797097
2610301,7,11566,60.5222203008819
2610400,1,22106,4.523658735185018
2610509,17,28894,58.83574444521354
2610608,22,56933,38.64191242337485
2610707,287,334376,85.83151900854128
2610806,19,22668,83.81859890594671
2610905,55,67735,81.19878939986712
2611002,21,36901,56.90902685564077
2611101,229,354317,64.63138940553233
2611200,14,11305,123.83900928792569
2611309,25,27148,92.08781494032709
2611408,7,15101,46.35454605655254
2611507,22,26175,84.04966571155683
2611533,2,6805,29.390154298310065
2611606,3513,1653461,212.4634327631556
2611804,25,47616,52.50336021505376
2611903,18,23628,76.18080243778567
2612000,1,9764,10.241704219582138
2612208,75,61249,122.45097879149047
2612307,5,15862,31.521876182070358
2612406,3,26890,11.156563778356267
2612455,8,15558,51.420491065689674
2612471,5,12650,39.52569169960474
2612505,36,109897,32.75794607678099
2612554,8,14562,54.93750858398572
2612604,16,42100,38.00475059382423
2612703,14,14223,98.43211699360191
2612802,9,11865,75.85335018963337
2612901,4,16069,24.892650444956125
2613008,33,60042,54.9615269311482
2613107,32,37368,85.63476771569258
2613206,17,22899,74.23904974016332
2613305,7,21398,32.71333769511169
2613404,36,21586,166.77476141943853
2613503,17,34021,49.96913670967932
2613602,39,34056,114.51726568005638
2613701,94,114079,82.39903926226562
2613800,15,18085,82.94166436273154
2613909,165,86915,189.84064890985445
2614006,10,19196,52.09418628881017
2614105,27,36050,74.89597780859917
2614204,37,46361,79.80845969672785
2614303,10,11270,88.73114463176574
2614402,2,6021,33.21707357581797
2614501,52,65647,79.21154051213307
2614600,14,28704,48.7736900780379
2614709,2,12859,15.55330896648262
2614808,7,26106,26.813759289052324
2614857,18,23623,76.19692672395547
2615003,10,29127,34.33240635836166
2615102,9,7198,125.03473186996388
2615201,3,10206,29.394473838918284
2615300,39,52802,73.86083860459831
2615409,18,46164,38.99142188718482
2615607,13,30816,42.1858774662513
2615706,19,15243,124.64737912484419
2615805,7,27551,25.407426227723132
2615904,11,8256,133.23643410852713
2616001,25,18661,133.96924066234394
2616100,2,9553,20.935831675913327
2616183,3,7571,39.62488442742042
2616209,8,20954,38.1788679965639
2616308,12,32772,36.61662394727206
2616407,274,139583,196.29897623636117
2616506,18,14757,121.97601138442774
2700102,21,20230,103.80622837370242
2700201,26,17526,148.35102133972384
2700300,467,233047,200.38876278175647
2700409,18,47365,38.00274464266864
2700508,10,16068,62.23549912870301
2700607,1,8378,11.936022917164001
2700706,7,18338,38.17210164685353
2700805,4,4284,93.37068160597572
2701001,11,27356,40.21055709899108
2701100,6,10460,57.361376673040155
2701209,10,10889,91.8357975939021
2701308,4,21331,18.752051005578735
2701357,12,6954,172.5625539257981
2701407,19,57537,33.02222917427047
2701506,7,9567,73.16818229329988
2701605,10,17719,56.43659348721711
2701704,18,16979,106.01331056010366
2701803,3,9159,32.754667540124466
2701902,1,7311,13.67801942278758
2702009,5,10643,46.979235178051304
2702108,9,21818,41.25034375286461
2702207,2,5864,34.106412005457024
2702306,105,57294,183.26526337836424
2702355,12,24309,49.36443292607676
2702405,63,52262,120.54647736405036
2702504,6,11067,54.21523448088913
2702553,11,18255,60.25746370857299
2702603,7,22178,31.56280999188385
2702702,1,4779,20.924879681941828
2702801,7,12807,54.657609120012495
2702900,24,41237,58.20016005044014
2703007,32,15627,204.77378895501377
2703106,19,25613,74.18107992035294
2703205,33,24586,134.222728382006
2703304,15,18392,81.55719878207917
2703502,12,7006,171.2817584927205
2703601,4,8403,47.60204688801618
2703759,4,11536,34.674063800277395
2703809,15,24081,62.28977201943441
2703908,1,4137,24.172105390379503
2704005,10,24722,40.4498017959712
2704104,14,17771,78.78003488830116
2704203,9,28771,31.28149873136144
2704302,1672,1025360,163.06467972224388
2704401,16,19864,80.54772452678212
2704500,38,33032,115.03996124969726
2704708,29,52380,55.36464299350897
2704807,4,13193,30.319108618206624
2705002,15,25207,59.50727972388622
2705101,27,24634,109.60461151254364
2705200,17,18031,94.28206976873163
2705408,3,7165,41.8702023726448
2705507,11,28333,38.823986164543115
2705606,10,12764,78.34534628643058
2705705,11,21738,50.60263133682952
2706000,8,11657,68.62829201338252
2706109,10,11535,86.69267446900737
2706208,4,5037,79.41234862021044
2706307,108,73337,147.26536400452704
2706406,10,24351,41.066075315182125
2706422,10,10539,94.8856627763545
2706448,3,13332,22.502250225022504
2706505,17,15258,111.41696159391795
2706604,12,7560,158.73015873015873
2706703,132,63846,206.74748613852083
2706802,19,17848,106.45450470640968
2706901,31,35212,88.03816880608883
2707107,17,25183,67.50585712583886
2707206,4,14418,27.743098904147594
2707305,42,27249,154.13409666409777
2707404,2,7701,25.97065316192702
2707503,26,20112,129.2760540970565
2707602,11,11248,97.79516358463727
2707701,59,75394,78.2555641032443
2707800,2,6649,30.079711234772144
2707909,4,7320,54.6448087431694
2708006,80,47819,167.29751772308077
2708105,3,10687,28.071488724618696
2708204,9,6969,129.14334911752044
2708303,33,23996,137.52292048674778
2708402,16,32405,49.37509643573522
2708501,30,34692,86.47526807333102
2708600,93,61797,150.49274236613428
2708709,4,8013,49.9188818170473
2708808,19,34290,55.40974044911053
2708907,4,13936,28.70264064293915
2708956,11,13921,79.01731197471446
2709004,2,6138,32.583903551645484
2709103,8,20072,39.856516540454365
2709152,48,44372,108.1763274136843
2709202,5,27826,17.968806152519228
2709301,41,65790,62.31950144398845
2709400,17,25693,66.16588175767718
2800100,3,2380,126.05042016806723
2800209,13,21681,59.96033393293667
2800308,818,664908,123.02453873317812
2800407,1,9947,10.053282396702523
2800506,10,18686,53.51600128438403
2800605,9,30930,29.09796314258002
2800670,13,26899,48.32893416112123
2800704,10,8353,119.71746677840297
2801009,7,18218,38.42353716104951
2801207,19,30402,62.49588842839287
2801306,36,34514,104.30549921770876
2801405,2,22239,8.993210126354603
2801603,2,5913,33.82377811601556
2801702,8,18029,44.37295468412003
2801900,1,3998,25.012506253126563
2802007,2,5215,38.350910834132314
2802106,132,69556,189.7751452067399
2802205,2,5601,35.70790930191038
2802304,8,15556,51.42710208279763
2802403,5,11601,43.099732781656755
2802601,1,5824,17.17032967032967
2802700,1,8521,11.735711770918906
2802809,12,18149,66.11934541848035
2802908,125,96142,130.01601797341434
2803005,15,42166,35.573684959446
2803104,3,4886,61.39991813344249
2803203,10,34709,28.810971217839754
2803302,16,18907,84.62474215898874
2803401,1,13429,7.446570854121677
2803500,106,105221,100.74034650877677
2803609,13,30080,43.21808510638298
2803708,3,6961,43.097256141359
2803807,2,3699,54.068667207353336
2803906,7,12653,55.32284833636292
2804003,2,17271,11.58010537895895
2804102,9,11348,79.30912936200211
2804201,6,15175,39.53871499176277
2804300,4,7639,52.36287472182223
2804409,28,18703,149.7086028979308
2804458,1,8809,11.352026336701101
2804508,37,37324,99.13192583860251
2804607,16,26795,59.71263295390931
2804805,109,185706,58.69492638902351
2804904,5,14540,34.3878954607978
2805000,1,3285,30.441400304414003
2805109,2,9665,20.693222969477496
2805208,2,6627,30.17956843217142
2805307,6,9359,64.1094133988674
2805406,11,35122,31.319400945276463
2805505,6,23867,25.139313696736078
2805604,8,28693,27.881364792806608
2805703,85,29692,286.2723966051462
2805802,6,19809,30.289262456459184
2805901,16,10284,155.58148580318942
2806008,4,18773,21.307196505619775
2806107,6,11008,54.50581395348837
2806206,9,20025,44.943820224719104
2806305,3,14121,21.244954323348203
2806404,3,7844,38.2457929627741
2806503,1,3923,25.49069589599796
2806602,2,12151,16.45955065426714
2806701,46,91093,50.497842863886355
2806800,2,11207,17.84598911394664
2806909,1,3781,26.448029621793175
2807006,1,3947,25.33569799847986
2807105,22,40606,54.179185342067676
2807204,4,8970,44.593088071348944
2807402,40,52530,76.14696363982486
2807501,8,13535,59.10602142593277
2807600,11,25550,43.05283757338552
2900108,8,8710,91.84845005740529
2900207,14,20347,68.8062122180174
2900306,15,15187,98.76868374267465
2900355,3,17126,17.517225271516992
2900405,7,17033,41.09669465155874
2900504,8,10560,75.75757575757575
2900603,1,4416,22.644927536231883
2900702,211,152327,138.5177939564227
2900801,14,22490,62.249888839484214
2900900,7,5366,130.45098770033545
2901007,67,37441,178.94821185331588
2901106,12,25048,47.908016608112426
2901155,15,16090,93.22560596643878
2901205,14,21607,64.7938168186236
2901304,11,13132,83.7648492232714
2901353,6,14503,41.37075087912846
2901403,7,13938,50.222413545702395
2901502,8,11297,70.8152606886784
2901601,17,19479,87.27347399763848
2901700,11,11677,94.20227798235848
2901908,26,17788,146.16595457611874
2901957,1,7302,13.694878115584771
2902005,7,13045,53.660406285933306
2902054,8,12208,65.53079947575361
2902104,31,54648,56.72668716146977
2902203,7,11461,61.07669487828287
2902252,10,10961,91.23255177447314
2902302,1,8837,11.316057485572026
2902401,8,11299,70.80272590494734
2902500,4,13929,28.71706511594515
2902609,18,20449,88.02386424764047
2902658,5,13240,37.764350453172206
2902708,36,53910,66.7779632721202
2902807,16,20392,78.46214201647705
2902906,15,31209,48.06305873305777
2903003,23,13833,166.2690667244994
2903102,4,5612,71.27583749109051
2903201,113,156975,71.9859850294633
2903235,18,15054,119.5695496213631
2903276,9,16105,55.88326606643899
2903300,7,5448,128.48751835535975
2903409,19,23437,81.06839612578402
2903508,9,17109,52.60389268805891
