cod_municipio,obitos_resp,pop_2021,obitos_resp_100k
2111763,19,14050,135.23131672597864
2111805,24,18160,132.15859030837004
2111904,30,10634,282.1139740455144
2111953,1,5676,17.618040873854827
2112001,16,8582,186.436728035423
2112100,49,29183,167.90597265531304
2112209,731,170222,429.4392029232414
2112233,73,22112,330.13748191027497
2112274,1,5854,17.08233686368295
2112308,35,42040,83.25404376784016
2112407,23,35709,64.4095326108264
2112506,79,59398,133.0011111485235
2112605,10,33459,29.887324785558445
2112704,48,57168,83.9630562552477
2112803,83,52649,157.64781857205264
2112852,4,13598,29.416090601559052
2112902,32,32861,97.37987279754115
2113009,25,31522,79.30968847154368
2114007,49,51956,94.31057048271614
2200103,8,5131,155.9150263106607
2200202,54,17470,309.10131654264455
2200251,17,7665,221.7873450750163
2200277,4,4918,81.3338755591704
2200301,26,14339,181.32366273798732
2200400,96,40605,236.42408570373107
2200459,1,5445,18.365472910927455
2200509,37,17604,210.17950465803227
2200608,38,6783,560.2240896358544
2200707,3,9938,30.187160394445563
2200905,12,5827,205.93787540758538
2200954,10,2551,392.0031360250882
2201002,8,4720,169.4915254237288
2201051,3,7863,38.15337657382678
2201101,22,11326,194.2433339219495
2201150,19,11671,162.79667552052095
2201176,11,3952,278.3400809716599
2201200,76,47185,161.0681360601886
2201309,1,3352,29.832935560859188
2201408,21,7027,298.8473032588587
2201507,43,26905,159.82159449916372
2201556,17,4030,421.8362282878412
2201606,20,10473,190.9672491167765
2201705,8,5507,145.2696568004358
2201739,5,6210,80.51529790660226
2201770,3,6815,44.02054292002935
2201804,13,4505,288.5682574916759
2201903,145,25387,571.1584669318943
2201919,7,5651,123.87188108299416
2201929,3,5685,52.770448548812666
2201945,12,6426,186.74136321195144
2201960,7,8347,83.86246555648736
2201988,1,3848,25.987525987525988
2202000,29,19807,146.41288433382138
2202026,14,8264,169.40948693126816
2202059,7,10630,65.8513640639699
2202075,4,3573,111.95074167366359
2202083,15,7674,195.46520719311962
2202091,7,5781,121.08631724615118
2202109,11,5620,195.72953736654804
2202117,7,5069,138.09429867824028
2202133,18,5965,301.7602682313495
2202174,3,7311,41.03405826836274
2202208,203,46893,432.9004329004329
2202251,5,3944,126.77484787018255
2202307,25,21258,117.60278483394487
2202406,11,11445,96.1118392311053
2202455,2,4114,48.61448711716091
2202505,9,10964,82.08682962422473
2202539,13,5890,220.71307300509338
2202554,14,5085,275.31956735496556
2202604,60,19715,304.3367993913264
2202653,12,5451,220.1430930104568
2202703,40,27845,143.65236128568864
2202711,6,4899,122.4739742804654
2202729,20,6168,324.25421530479895
2202737,7,4032,173.61111111111111
2202752,2,6516,30.693677102516883
2202778,1,7661,13.053126223730583
2202802,12,4807,249.635947576451
2202851,4,4685,85.37886872998932
2202901,57,26709,213.41120970459394
2203008,2,8323,24.029796948215786
2203107,12,10444,114.89850631941785
2203206,28,11426,245.05513740591633
2203230,4,4968,80.51529790660226
2203255,9,4459,201.83897734918142
2203271,5,5367,93.1619154089808
2203305,53,13840,382.94797687861274
2203354,1,7029,14.226774790155071
2203404,13,6922,187.80699219878647
2203420,8,4354,183.73909049150205
2203453,20,9565,209.09566126502875
2203503,54,14575,370.4974271012007
2203602,9,4930,182.5557809330629
2203701,133,39848,333.76831961453524
2203800,3,4462,67.23442402510085
2203859,2,2560,78.125
2203909,749,60025,1247.8134110787173
2204006,10,5347,187.02075930428276
2204105,6,4323,138.79250520471894
2204154,1,3200,31.25
2204204,7,9372,74.69056764831413
2204303,22,11659,188.69542842439319
2204352,14,5460,256.4102564102564
2204402,1,10694,9.35103796521414
2204501,12,10497,114.31837667905116
2204550,2,4568,43.78283712784589
2204600,9,3879,232.0185614849188
2204659,15,9457,158.6126678650735
2204709,59,15319,385.1426333311574
2204808,24,9838,243.95202276885547
2204907,16,8566,186.78496381041327
2205003,18,11551,155.83066401177388
2205102,13,11028,117.88175553137468
2205151,6,5729,104.73031942747426
2205201,41,19170,213.87584767866457
2205250,3,4513,66.47462884998892
2205276,9,4875,184.6153846153846
2205300,20,4447,449.7413986957499
2205359,1,3005,33.277870216306155
2205409,9,14376,62.60434056761269
2205458,6,5466,109.76948408342481
2205508,83,39336,211.00264388854993
2205516,3,5485,54.69462169553327
2205524,16,5640,283.68794326241135
2205532,2,4777,41.86728072011723
2205557,5,8577,58.295441296490615
2205565,9,4656,193.29896907216494
2205573,3,6777,44.26737494466578
2205581,3,4075,73.61963190184049
2205599,2,5198,38.47633705271258
2205607,9,5283,170.35775127768312
2205706,20,30438,65.70733950982324
2205805,76,25504,297.9924717691342
2205854,8,8342,95.90026372572524
2205904,12,5351,224.25714819659876
2205953,3,8543,35.116469624253774
2206001,4,4547,87.97009016934243
2206050,5,6449,77.53140021708792
2206100,6,10958,54.754517247672936
2206209,72,33833,212.80997842343274
2206357,8,6608,121.06537530266344
2206407,54,10564,511.1700113593336
2206506,7,7767,90.12488734389082
2206605,3,10615,28.26189354686764
2206654,8,4530,176.60044150110375
2206670,6,6811,88.09279107326384
2206696,10,9209,108.5894233901618
2206704,8,7322,109.25976509150506
2206720,7,8602,81.37642408742153
2206803,4,8723,45.855783560701596
2206902,12,6556,183.03843807199513
2206951,3,3003,99.9000999000999
2207009,242,37085,652.5549413509506
2207108,2,2468,81.03727714748784
2207207,3,6873,43.64906154517678
2207306,2,4126,48.47309743092583
2207355,5,3404,146.88601645123384
2207504,31,14587,212.51799547542333
2207603,11,10819,101.67298271559294
2207702,866,153482,564.2355455362843
2207751,13,4323,300.71709461022436
2207777,7,6406,109.27255697783328
2207793,5,4065,123.00123001230013
2207801,35,20554,170.28315656319938
2207850,1,3669,27.255382938130282
2207900,90,38778,232.09036051369333
2207934,1,2544,39.308176100628934
2207959,10,4383,228.15423226100845
2208007,866,78431,1104.1552447374124
2208106,17,12139,140.04448471867533
2208205,22,18459,119.18305433663795
2208304,62,28874,214.72605111865346
2208403,494,63787,774.4524746421685
2208502,26,12608,206.21827411167513
2208551,6,2720,220.58823529411765
2208601,6,3150,190.47619047619048
2208650,21,9017,232.89342353332594
2208700,2,8796,22.737608003638016
2208809,37,17979,205.79565048111687
2208874,6,4488,133.6898395721925
2208908,13,7376,176.2472885032538
2209005,19,6433,295.3520907819058
2209104,16,6247,256.12293901072513
2209153,2,4033,49.59087527894867
2209203,12,6254,191.87719859290056
2209302,2,5882,34.002040122407344
2209351,17,4642,366.22145626884964
2209377,5,5255,95.14747859181732
2209401,8,6441,124.20431609998448
2209500,2,3803,52.59006047856955
2209559,5,4451,112.33430689732644
2209609,21,2932,716.2346521145976
2209658,6,5779,103.82419103651151
2209807,5,5030,99.40357852882704
2209856,11,4614,238.40485478977027
2209872,8,6064,131.92612137203167
2209906,2,6122,32.66906239790918
2209971,11,8038,136.84996267728292
2210003,62,20662,300.0677572355048
2210052,14,5354,261.4867388868136
2210102,6,3741,160.3849238171612
2210201,15,6700,223.88059701492537
2210300,3,6371,47.08836917281432
2210359,10,4577,218.4837229626393
2210375,6,2646,226.75736961451247
2210383,9,2454,366.7481662591687
2210409,30,17639,170.0776688020863
2210508,45,14324,314.15805640882434
2210607,231,34877,662.3276084525619
