cod_municipio,obitos_resp,pop_2021,obitos_resp_100k
2509370,3,2926,102.52904989747095
2509396,4,6630,60.33182503770739
2509503,3,5738,52.283025444405716
2509602,3,4842,61.95786864931846
2509701,163,33433,487.5422486764574
2509800,25,9932,251.71163914619413
2509909,8,10451,76.54769878480528
2510006,9,7286,123.52456766401318
2510105,10,10626,94.10878976096367
2510204,6,5920,101.35135135135135
2510402,3,6462,46.425255338904364
2510501,1,3961,25.246149962130776
2510600,1,3046,32.829940906106366
2510659,5,1758,284.4141069397042
2510709,4,2436,164.20361247947454
2510808,740,108192,683.969239869861
2510907,28,12379,226.18951450036352
2511004,7,3802,184.11362440820622
2511103,20,7899,253.19660716546397
2511202,89,28533,311.91953177023095
2511301,178,16111,1104.8352057600398
2511400,127,18720,678.4188034188035
2511509,18,11977,150.28805209985805
2511608,4,6576,60.82725060827251
2511707,4,4955,80.72653884964681
2511806,2,10584,18.89644746787604
2511905,13,19275,67.44487678339819
2512002,20,18708,106.90613641223007
2512036,3,3882,77.27975270479135
2512077,2,4337,46.11482591653216
2512101,214,32802,652.3992439485397
2512200,5,4238,117.98017932987258
2512309,75,23549,318.4848613529237
2512408,7,13741,50.94243504839531
2512507,169,44179,382.534688426628
2512606,5,1983,252.14321734745334
2512705,60,19798,303.060915243964
2512721,6,6114,98.13542688910697
2512747,4,3619,110.5277701022382
2512754,2,4541,44.04316229905307
2512762,6,4540,132.15859030837004
2512788,2,1974,101.31712259371834
2512804,12,8541,140.49877063575693
2512903,42,24218,173.42472541085144
2513000,5,3931,127.1940981938438
2513109,17,12131,140.13683950210205
2513158,2,6541,30.576364470264487
2513208,12,6581,182.3431089500076
2513307,5,5871,85.16436722875149
2513406,53,15426,343.57578114870995
2513505,8,5129,155.97582374731917
2513604,2,6986,28.6286859433152
2513653,3,2639,113.67942402425162
2513703,1243,137349,904.9938477892085
2513802,3,4562,65.7606313020605
2513851,4,2509,159.42606616181746
2513901,90,34344,262.0545073375262
2513927,12,4566,262.8120893561104
2513943,5,2630,190.11406844106463
2513984,12,3384,354.6099290780142
2514008,1,4184,23.90057361376673
2514107,1,4415,22.650056625141563
2514206,11,7626,144.24337791765015
2514305,2,6376,31.36762860727729
2514404,4,4656,85.91065292096219
2514453,5,5998,83.36112037345782
2514503,65,20329,319.7402725170938
2514552,8,3950,202.53164556962025
2514602,4,3588,111.48272017837235
2514651,2,1811,110.43622308117062
2514701,8,4147,192.91053773812394
2514800,1,3618,27.63957987838585
2514909,14,7702,181.77096857958972
2515005,4,7410,53.98110661268556
2515104,5,11728,42.63301500682128
2515203,4,3512,113.89521640091117
2515302,121,52804,229.14930687069162
2515401,21,10848,193.58407079646017
2515500,34,13754,247.2008143085648
2515609,3,3131,95.81603321622485
2515807,10,7021,142.4298532972511
2515906,8,6068,131.83915622940015
2515930,2,5089,39.30045195519749
2515971,1,7815,12.795905310300704
2516003,83,26227,316.4677622297632
2516102,16,15102,105.94623228711428
2516151,2,3594,55.648302726766836
2516201,403,69723,578.0015203017656
2516300,31,17031,182.02102049204393
2516409,17,10969,154.9822226274045
2516508,66,15441,427.43345638235866
2516607,17,14759,115.1839555525442
2516706,17,15248,111.4900314795383
2516755,2,3081,64.91398896462188
2516805,15,9464,158.49535080304312
2516904,35,15300,228.75816993464053
2517001,10,9911,100.89799212995662
2517100,5,2841,175.99436818021823
2517209,7,5372,130.30528667163068
2600054,34,100346,33.88276563091703
2600104,270,37404,721.8479307025987
2600203,47,19810,237.25391216557296
2600302,53,25065,211.45022940355076
2600401,25,37082,67.41815436060622
2600500,49,43686,112.1640800256375
2600609,33,14718,224.2152466367713
2600708,31,38397,80.73547412558273
2600807,29,22984,126.17473024712844
2600906,26,22870,113.68605159597726
2601003,21,11226,187.06574024585782
2601052,9,20733,43.40905802344089
2601102,173,84864,203.855580693816
2601201,532,74822,711.0208227526663
2601300,21,14510,144.7277739490007
2601409,77,42764,180.0579927041437
2601508,10,12122,82.49463784853984
2601607,24,20730,115.77424023154848
2601706,151,76687,196.90429929453492
2601805,30,12765,235.01762632197415
2601904,247,60880,405.7161629434954
2602001,44,38378,114.64901766637136
2602100,51,48767,104.57891607029343
2602209,44,39983,110.0467698771978
2602308,61,38117,160.0335808169583
2602407,8,8987,89.01746967842439
2602506,9,7488,120.1923076923077
2602605,42,51225,81.99121522693997
2602704,13,13190,98.55951478392721
2602803,50,58919,84.86226853816257
2602902,1123,208944,537.4645838119304
2603009,71,34503,205.77920760513578
2603108,38,20501,185.35681186283597
2603207,44,28904,152.22806531967893
2603306,10,11018,90.76057360682519
2603405,4,5747,69.60153123368714
2603454,133,158899,83.70096728110309
2603504,7,18900,37.03703703703704
2603603,25,8572,291.6472235184321
2603702,44,24773,177.6127235296492
2603801,36,20048,179.56903431763766
2603900,23,19609,117.29307970829721
2603926,10,13025,76.77543186180422
2604007,119,84395,141.00361395817288
2604106,2522,365278,690.433040040736
2604155,14,14368,97.43875278396436
2604205,53,43340,122.2888786340563
2604304,13,11891,109.32638129677908
2604403,14,13556,103.27530244910002
2604502,25,21815,114.60004584001834
2604601,36,26590,135.38924407672056
2604700,9,18268,49.26647689949639
2604809,16,12560,127.38853503184713
2604908,5,10192,49.058084772370485
2605004,62,24173,256.48450750837713
2605103,54,37375,144.48160535117057
2605152,20,19079,104.82729702814613
2605202,87,69292,125.55561969635744
2605301,52,31766,163.69703456525846
2605400,53,22247,238.234368678923
2605459,4,3101,128.9906481780071
2605509,14,12170,115.03697617091208
2605608,38,22618,168.00778141303385
2605707,46,33184,138.62102217936354
2605806,30,15546,192.97568506368196
2605905,19,31318,60.66798646145986
2606002,1076,140577,765.4168178293746
2606101,29,30751,94.30587623166727
2606200,243,80055,303.54131534569984
2606309,16,7537,212.28605545973198
2606408,130,84699,153.48469285351658
2606507,15,19241,77.95852606413388
2606606,28,29412,95.19923840609275
2606705,3,7768,38.61997940267765
2606804,182,118370,153.7551744529864
2606903,17,12247,138.80950436841675
2607000,21,23645,88.8137026855572
2607208,103,97669,105.4582313733119
2607307,16,31187,51.30342771026389
2607406,5,4966,100.68465565847765
2607505,38,26308,144.44275505549643
2607604,26,26672,97.48050389922015
2607653,53,36471,145.32093992487182
2607703,28,13553,206.59632553678153
2607752,30,26900,111.52416356877323
2607802,18,17006,105.84499588380571
2607901,1535,706867,217.15541961924944
2607950,16,11644,137.40982480247337
2608008,27,17228,156.72161597399582
2608057,21,14850,141.41414141414143
2608107,57,33328,171.02736437830052
2608206,6,16011,37.47423646243208
2608255,10,11485,87.070091423596
2608305,26,14922,174.23937809945048
2608404,15,15431,97.20692113278466
2608453,32,18252,175.32325224632916
2608503,31,21460,144.45479962721342
2608602,21,13224,158.8021778584392
2608701,51,16318,312.5383012624096
2608750,29,25849,112.19002669348912
2608800,70,40589,172.4605188597896
2608909,470,56198,836.3286949713513
2609006,42,25472,164.88693467336682
2609105,14,16321,85.77905765578089
2609154,38,21776,174.50404114621603
2609204,1,11220,8.9126559714795
2609303,11,15470,71.10536522301229
2609402,118,63294,186.43157329288715
2609501,69,32573,211.83188530377922
2609600,1375,393115,349.7704234129962
2609709,55,23935,229.7890119072488
2609808,25,15152,164.9947201689546
2609907,389,69969,555.9604967914362
2610004,625,63500,984.2519685039371
2610103,9,7600,118.42105263157895
2610202,41,26456,154.9742969458724
2610301,23,11566,198.8587238457548
2610400,23,22106,104.0441509092554
2610509,58,28894,200.73371634249324
2610608,56,56933,98.36123162313596
2610707,1372,334376,410.31652989449003
2610806,18,22668,79.40709370037057
2610905,128,67735,188.97172805787258
2611002,66,36901,178.85694154629957
2611101,922,354317,260.2189564711826
2611200,18,11305,159.2215833701902
2611309,32,27148,117.87240312361868
2611408,9,15101,59.59870207271042
2611507,20,26175,76.4087870105062
2611533,7,6805,102.86554004408524
2611606,17667,1653461,1068.4860423076202
2611705,3,20646,14.530659691950014
2611804,44,47616,92.40591397849462
2611903,48,23628,203.14880650076182
2612000,3,9764,30.725112658746415
2612109,10,11068,90.35056017347307
2612208,477,61249,778.7882251138794
2612307,16,15862,100.87000378262515
2612406,13,26890,48.345109706210486
2612455,26,15558,167.11659596349145
2612471,8,12650,63.241106719367586
2612505,146,109897,132.85167020027845
2612554,14,14562,96.140640021975
2612604,53,42100,125.89073634204276
2612703,19,14223,133.58644449131688
2612802,23,11865,193.84745048461863
2612901,11,16069,68.45478872362935
2613008,89,60042,148.2295726324906
2613107,44,37368,117.74780560907729
2613206,21,22899,91.70706144373116
2613305,40,21398,186.9333582577811
2613404,28,21586,129.71370332622996
2613503,70,34021,205.7552688045619
2613602,93,34056,273.0796335447498
2613701,311,114079,272.6180979847299
2613800,21,18085,116.11833010782416
2613909,477,86915,548.8120577575793
2614006,18,19196,93.7695353198583
2614105,23,36050,63.8002773925104
2614204,38,46361,81.96544509393671
2614303,8,11270,70.9849157054126
2614402,2,6021,33.21707357581797
2614501,235,65647,357.9752311606014
2614600,36,28704,125.41806020066889
2614709,6,12859,46.65992689944786
2614808,29,26106,111.0855741975025
2614857,30,23623,126.99487787325911
2615003,59,29127,202.56119751433377
2615102,11,7198,152.82022784106695
2615201,7,10206,68.58710562414267
2615300,112,52802,212.11317753115412
2615409,62,46164,134.30378650030326
2615607,32,30816,103.84215991692628
2615706,20,15243,131.207767499836
2615805,21,27551,76.22227868316939
2615904,21,8256,254.36046511627907
2616001,18,18661,96.45785327688763
2616100,9,9553,94.21124254160996
2616183,14,7571,184.91612732796196
2616209,59,20954,281.5691514746588
2616308,32,32772,97.64433052605884
2616407,468,139583,335.28438276867524
2616506,15,14757,101.64667615368977
2700102,32,20230,158.18091942659416
2700201,7,17526,39.94065959146411
2700300,1733,233047,743.6268220573533
2700409,30,47365,63.33790773778106
2700508,17,16068,105.80034851879512
2700607,3,8378,35.808068751492
2700706,16,18338,87.25051804995093
2700805,4,4284,93.37068160597572
2700904,3,6710,44.70938897168406
2701001,27,27356,98.69864015206902
2701209,12,10889,110.20295711268253
2701308,26,21331,121.88833153626177
2701357,5,6954,71.90106413574921
2701407,41,57537,71.25849453395206
2701506,8,9567,83.6207797637713
2701605,6,17719,33.86195609233027
2701704,28,16979,164.9095942046057
2701803,5,9159,54.591112566874116
2702009,13,10643,122.14601146293339
2702108,16,21818,73.33394444953709
2702207,5,5864,85.26603001364256
2702306,322,57294,562.013474360317
2702355,17,24309,69.93294664527541
2702405,104,52262,198.9973594581149
2702504,10,11067,90.35872413481522
2702553,33,18255,180.77239112571897
2702603,15,22178,67.63459283975111
2702702,6,4779,125.54927809165098
2702801,7,12807,54.657609120012495
2702900,42,41237,101.85028008827024
2703007,14,15627,89.58853266781851
2703106,28,25613,109.31948619841486
2703205,24,24586,97.61652973236801
2703304,20,18392,108.74293170943889
2703403,1,5219,19.160758766047135
2703502,8,7006,114.18783899514702
2703601,2,8403,23.80102344400809
2703700,2,5761,34.71619510501649
2703759,5,11536,43.342579750346744
2703809,21,24081,87.20568082720817
2703908,3,4137,72.51631617113851
2704005,35,24722,141.5743062858992
2704104,10,17771,56.27145349164369
2704203,13,28771,45.18438705641097
2704302,6700,1025360,653.4290395568386
2704401,16,19864,80.54772452678212
2704500,36,33032,108.98522644708162
2704609,1,9004,11.106175033318525
2704708,56,52380,106.91103474608629
2704807,18,13193,136.4359887819298
2705002,37,25207,146.78462331891936
2705101,17,24634,69.0103109523423
2705200,14,18031,77.64405745660252
2705309,3,5322,56.36978579481398
2705408,12,7165,167.4808094905792
2705507,29,28333,102.35414534288638
2705606,5,12764,39.17267314321529
2705705,21,21738,96.60502346121999
2705804,2,9441,21.18419658934435
2705903,3,5128,58.50234009360374
2706000,22,11657,188.72780303680193
2706109,6,11535,52.01560468140442
2706208,2,5037,39.70617431010522
2706307,374,73337,509.97450127493624
2706406,26,24351,106.77179581947354
2706422,22,10539,208.74845810797987
2706448,6,13332,45.00450045004501
2706505,18,15258,117.97090051120723
2706604,5,7560,66.13756613756614
2706703,239,63846,374.3382514174733
2706802,25,17848,140.07171671896012
2706901,37,35212,105.07781438146087
2707008,2,2905,68.84681583476764
2707107,35,25183,138.9826470237859
2707206,5,14418,34.67887363018449
2707305,50,27249,183.49297221916402
2707404,6,7701,77.91195948578107
2707503,14,20112,69.6101829753381
2707602,6,11248,53.34281650071124
2707701,189,75394,250.6830782290368
2707800,10,6649,150.39855617386073
2707909,5,7320,68.30601092896175
2708006,429,47819,897.1329387900207
2708105,9,10687,84.21446617385608
2708204,11,6969,157.8418711436361
2708303,25,23996,104.18403067177863
2708402,25,32405,77.14858818083628
2708501,24,34692,69.18021445866482
2708600,226,61797,365.7135459650145
2708709,9,8013,112.31748408835642
2708808,17,34290,49.57713619130942
2708907,12,13936,86.10792192881745
2708956,6,13921,43.10035198620789
2709004,5,6138,81.45975887911372
2709103,11,20072,54.80271024312475
2709152,54,44372,121.69836834039485
2709202,10,27826,35.937612305038456
2709301,118,65790,179.35856513147894
2709400,53,25693,206.28186665628772
2800100,2,2380,84.03361344537815
2800209,21,21681,96.85900096859001
2800308,4222,664908,634.9750642194108
2800407,6,9947,60.31969438021514
2800506,7,18686,37.46120089906882
2800605,31,30930,100.22631749110896
2800670,38,26899,141.26919216327744
2801009,20,18218,109.78153474585575
2801108,2,4006,49.925112331502746
2801207,38,30402,124.99177685678573
2801306,56,34514,162.2529987831025
2801405,17,22239,76.44228607401412
2801504,10,16937,59.04233335301411
2801603,3,5913,50.73566717402334
2801702,17,18029,94.29252870375507
2801900,6,3998,150.0750375187594
2802007,2,5215,38.350910834132314
2802106,623,69556,895.6811777560526
2802205,6,5601,107.12372790573112
2802304,6,15556,38.570326562098224
2802403,13,11601,112.05930523230757
2802502,1,3384,29.55082742316785
2802601,7,5824,120.1923076923077
2802700,6,8521,70.41427062551344
2802809,10,18149,55.099454515400296
2802908,528,96142,549.1876599197021
2803005,44,42166,104.3494758810416
2803104,5,4886,102.33319688907082
2803203,32,34709,92.19510789708721
2803302,13,18907,68.75760300417835
2803401,1,13429,7.446570854121677
2803500,547,105221,519.8582032103858
2803609,35,30080,116.3563829787234
2803708,8,6961,114.92601637695734
2803807,2,3699,54.068667207353336
2803906,8,12653,63.22611238441476
2804003,14,17271,81.06073765271265
2804102,12,11348,105.74550581600282
2804201,11,15175,72.48764415156508
2804300,5,7639,65.45359340227779
2804409,59,18703,315.45741324921136
2804458,9,8809,102.16823703030991
2804508,193,37324,517.0935591040617
2804607,38,26795,141.8175032655346
2804706,9,6496,138.54679802955664
2804805,358,185706,192.7778316263341
2804904,5,14540,34.3878954607978
2805000,1,3285,30.441400304414003
2805109,3,9665,31.039834454216244
2805208,2,6627,30.17956843217142
2805307,5,9359,53.42451116572283
2805406,36,35122,102.49985763908661
2805505,13,23867,54.46851300959484
2805604,35,28693,121.98097096852891
2805703,329,29692,1108.0425703893304
2805802,20,19809,100.96420818819729
2805901,28,10284,272.2676001555815
2806008,9,18773,47.94119213764449
2806107,14,11008,127.18023255813954
2806206,15,20025,74.90636704119851
2806305,5,14121,35.40825720558034
2806404,5,7844,63.74298827129016
2806503,1,3923,25.49069589599796
2806602,4,12151,32.91910130853428
2806701,115,91093,126.2446071597159
2806800,3,11207,26.768983670919962
2806909,3,3781,79.34408886537953
2807006,3,3947,76.00709399543958
2807105,42,40606,103.43299019849283
2807204,4,8970,44.593088071348944
2807402,94,52530,178.94536455358843
2807501,10,13535,73.88252678241597
2807600,36,25550,140.90019569471625
2900108,34,8710,390.35591274397245
2900207,64,20347,314.5426844252224
2900306,33,15187,217.29110423388425
2900355,27,17126,157.65502744365293
2900405,12,17033,70.45147654552926
2900504,12,10560,113.63636363636364
2900603,7,4416,158.5144927536232
2900702,517,152327,339.4014193150262
2900801,27,22490,120.0533570475767
2900900,11,5366,204.99440924338427
2901007,141,37441,376.59250554205283
2901106,38,25048,151.70871925902267
2901155,31,16090,192.66625233064016
2901205,41,21607,189.75332068311195
2901304,16,13132,121.83978068839475
2901353,26,14503,179.27325380955665
2901403,10,13938,71.74630506528914
2901502,12,11297,106.22289103301762
2901601,36,19479,184.8144155244109
2901700,13,11677,111.32996488824185
2901809,1,11878,8.418925745074928
2901908,27,17788,151.7877220598156
2901957,8,7302,109.55902492467817
2902005,27,13045,206.97585281717133
2902054,24,12208,196.5923984272608
2902104,64,54648,117.11316059142146
2902203,4,11461,34.90096850187593
2902252,5,10961,45.61627588723657
2902401,20,11299,177.00681476236835
2902500,13,13929,93.33046162682174
2902609,43,20449,210.27923125825222
2902658,12,13240,90.6344410876133
2902708,87,53910,161.38007790762381
2902807,43,20392,210.86700666928206
2902906,79,31209,253.1321093274376
2903003,44,13833,318.07995373382494
2903102,1,5612,17.81895937277263
2903201,811,156975,516.6427775123427
2903235,39,15054,259.0673575129534
2903276,25,16105,155.2312946289972
2903300,9,5448,165.19823788546256
2903409,45,23437,192.0040960873832
2903508,41,17109,239.63995557893506
2903607,34,15984,212.71271271271272
2903706,16,12329,129.77532646605565
2903805,17,18531,91.73816847444822
2903904,120,69662,172.26034279808218
2903953,21,9823,213.7839763819607
2904001,14,14446,96.91264017721168
2904050,40,16884,236.9106846718787
2904100,65,21497,302.3677722472903
2904209,15,10129,148.08964359759108
2904308,24,14222,168.75263675994938
2904407,15,10618,141.269542286683
2904506,25,10130,246.79170779861798
2904605,240,67335,356.4268211182891
2904704,18,18306,98.32841691248771
2904753,36,21276,169.20473773265653
2904803,8,6488,123.30456226880395
2904852,12,18911,63.455131933795144
2904902,33,33567,98.31084100455804
2905008,55,23291,236.1427160705852
2905107,22,9058,242.87922278648708
2905156,22,14608,150.6024096385542
2905206,84,51081,164.44470546778646
2905305,45,18513,243.07243558580456
2905404,11,18427,59.69501275302545
2905503,15,13391,112.01553282055112
2905602,152,32006,474.91095419608826
2905701,530,304302,174.16908203035143
2905800,30,35382,84.78887569950822
2905909,61,28820,211.6585704371964
2906006,89,71487,124.49816050470714
2906105,34,9703,350.407090590539
2906204,40,26325,151.94681861348528
2906303,71,30906,229.72885523846503
2906402,7,8181,85.56411196675224
2906501,346,87458,395.61846829335224
2906600,26,14368,180.9576837416481
2906709,44,25053,175.62766934099707
2906808,83,34882,237.9450719568832
2906824,45,16753,268.60860741359755
2906857,11,11616,94.6969696969697
2906873,70,30862,226.81614930983085
2906899,20,8801,227.24690376093625
2906907,41,22093,185.57914271488707
2907004,10,9346,106.99764605178686
2907103,73,29070,251.11799105607156
2907202,121,72545,166.79302501895376
2907301,60,26318,227.98084960863287
2907400,6,3599,166.7129758266185
2907509,126,54970,229.21593596507185
2907558,13,9316,139.54486904250751
2907608,22,17280,127.31481481481481
2907707,32,11200,285.7142857142857
2907806,128,32576,392.92730844793715
2907905,39,17352,224.75795297372062
2908002,16,16549,96.68257900779503
2908101,39,18807,207.36959642686233
2908200,6,22762,26.359722344257975
2908309,54,17165,314.59364986891933
2908408,127,67013,189.51546714816527
2908507,73,33398,218.57596263249297
2908606,28,26035,107.54753216823507
2908705,67,17178,390.0337641168937
2908804,12,4045,296.6625463535229
2908903,26,22495,115.5812402756168
2909000,19,8642,219.8565146956723
2909109,26,14149,183.75856951021274
2909208,19,15717,120.88821021823503
2909307,42,32191,130.4712497281849
2909406,20,13769,145.25383106979447
2909505,7,5351,130.81666978134928
2909604,37,21163,174.83343571327316
2909703,25,13947,179.2500179250018
2909802,102,63591,160.4000566117847
2909901,58,34886,166.25580462076476
2910008,27,10525,256.53206650831356
2910057,68,82432,82.49223602484471
2910107,31,12240,253.26797385620915
2910305,26,8126,319.96062023135613
2910404,35,16446,212.81770643317523
2910503,30,41901,71.59733657907925
2910602,53,37578,141.03997019532704
2910701,105,60858,172.5327812284334
2910727,410,114396,358.4041400048953
2910750,47,17845,263.3790977864948
2910776,1,5661,17.664723547076488
2910800,2068,619609,333.7588705135013
2910859,37,16345,226.36892015907006
2910909,7,5629,124.35601350151003
2911006,13,10575,122.93144208037825
2911105,43,25857,166.29926132188575
2911204,58,32596,177.93594306049823
2911253,5,4440,112.61261261261261
2911303,28,11259,248.68993693933743
2911402,6,15234,39.38558487593541
2911501,16,6985,229.0622763063708
2911600,11,20762,52.98140834216357
2911659,24,6646,361.11947035811016
2911709,255,84928,300.2543330821402
2911808,37,20700,178.743961352657
2911857,2,12987,15.4000154000154
2911907,69,24121,286.05779196550725
2912004,26,9031,287.89724283025134
2912103,50,21378,233.88530264758163
2912202,8,19786,40.43262913170929
2912301,23,16230,141.7128773875539
2912400,33,18319,180.14083738195316
2912509,63,14947,421.4892620592761
2912608,1,4046,24.715768660405338
2912707,42,23404,179.45650316185268
2912806,28,8690,322.20943613348675
2912905,52,14882,349.4154011557586
2913002,36,16403,219.47204779613486
2913101,26,17080,152.2248243559719
2913200,86,27003,318.483131503907
2913309,6,6220,96.46302250803859
2913408,35,15650,223.64217252396165
2913457,12,13091,91.66603009701322
2913507,21,26963,77.88450840040055
2913606,1241,159923,775.9984492537034
2913705,78,40333,193.39002801676048
2913804,31,14354,215.9676745158144
2913903,204,45922,444.2315230172902
2914000,46,59435,77.39547404727854
2914109,36,9911,363.2327716678438
2914208,26,7279,357.1919219673032
2914307,13,8197,158.59460778333536
2914406,19,25478,74.57414239736244
2914505,37,29173,126.82960271483907
2914604,398,73524,541.319841140308
2914653,50,30747,162.61749113734675
2914703,265,64646,409.92482133465336
2914802,1214,213685,568.1259798301238
2914901,35,28684,122.01924417793892
2915007,11,16110,68.28057107386716
2915106,16,12242,130.69759843162882
2915205,15,14452,103.79186271796291
2915304,1,6825,14.652014652014651
2915353,7,14542,48.13643240269564
2915403,5,6596,75.80351728320194
2915502,31,20398,151.9756838905775
2915601,158,64455,245.132262819021
2915700,4,8003,49.98125702861427
2915809,42,22754,184.58293047376284
2915908,9,6436,139.83840894965817
2916005,42,19316,217.43632221992132
2916104,83,22337,371.58078524421364
2916203,12,8526,140.74595355383534
2916302,22,10215,215.36955457660304
2916401,221,76795,287.77915228856045
2916500,35,35883,97.53922470250536
2916609,36,10298,349.58244319285296
2916708,18,8347,215.64634000239607
2916807,35,19843,176.3846192612004
2916856,39,14539,268.24403328977235
2916906,21,12528,167.62452107279694
2917003,40,36116,110.75423634954036
2917102,49,20388,240.3374534039631
2917201,44,19030,231.21387283236993
2917300,54,28740,187.89144050104383
2917334,23,11016,208.78721859114015
2917359,54,8277,652.4102935846321
2917409,51,14850,343.4343434343434
2917508,302,80635,374.5271904259937
2917607,89,54673,162.7860186929563
2917706,62,33746,183.72547857523855
2917805,13,18981,68.4895421737527
2918001,916,156126,586.7056095717561
2918100,54,40651,132.83806056431575
2918209,23,14557,157.9995878271622
2918308,29,10808,268.31976313841596
2918357,56,25402,220.45508227698608
2918407,701,218162,321.3208533108424
2918456,36,8988,400.5340453938585
2918506,31,15262,203.1188572926222
2918555,6,5768,104.02219140083218
2918605,14,5976,234.27041499330656
2918704,11,3693,297.86081776333606
2918753,19,15770,120.48192771084338
2918803,20,24032,83.22237017310253
2918902,2,3975,50.314465408805034
2919009,3,3758,79.82969664715274
2919058,12,8577,139.90905911157748
2919108,3,8191,36.625564644121596
2919157,46,27274,168.65879592285694
2919207,493,201635,244.50120266818757
2919306,13,11499,113.05330898338985
2919405,31,12373,250.545542713974
2919504,98,46062,212.7567192045504
2919553,89,90162,98.71120871320512
2919603,22,11332,194.1404871161313
2919702,29,18909,153.3661219525094
2919801,90,50161,179.42226032176393
2919900,15,7787,192.62874020803903
2919926,20,21432,93.3184023889511
2919959,15,2764,542.6917510853835
2920007,9,10206,88.18342151675485
2920106,45,18602,241.9094720997742
2920205,21,16861,124.54777296720242
2920304,19,8359,227.2999162579256
2920403,20,13087,152.82341254680216
2920452,8,13734,58.2495995340032
2920502,79,20393,387.3878291570637
2920601,57,44793,127.25202598620321
2920700,8,20617,38.8029296211864
2920809,17,10380,163.77649325626203
2920908,1,13717,7.290223809870963
2921005,49,47126,103.97657344141238
2921054,17,12283,138.40267035740453
2921104,87,22716,382.98996302165875
2921203,65,25894,251.0234031049664
2921302,22,10893,201.96456439915542
2921401,4,18474,21.652051531882645
2921450,21,8447,248.6089736000947
2921500,99,49278,200.90101059296236
2921609,9,8497,105.91973637754502
2921708,69,35440,194.69525959367945
2921807,23,12052,190.83969465648855
2921906,11,8889,123.7484531443357
2922003,72,42251,170.41016780667914
2922052,30,10673,281.083106905275
2922102,26,26970,96.403411197627
2922201,2,7443,26.87088539567379
2922250,9,11417,78.82981518787773
2922300,43,29410,146.2087725263516
2922409,43,22282,192.9808814289561
2922508,43,28594,150.3811988529062
2922607,5,14079,35.51388592939839
2922656,29,13164,220.29778182923124
2922706,20,16472,121.41816415735794
2922730,23,7821,294.08004091548395
2922755,2,6554,30.51571559353067
2922805,20,8279,241.57506945283248
2922854,4,9123,43.84522635098104
2922904,33,26998,122.23127639084376
2923001,46,43783,105.06360916337391
2923035,12,12522,95.83133684714902
2923050,7,15443,45.32798031470569
2923100,33,28304,116.59129451667609
2923209,51,21810,233.83768913342504
2923308,7,8570,81.68028004667444
2923357,33,17511,188.45297241733766
2923407,49,21796,224.8118920902918
2923506,9,9071,99.21728585602469
2923605,59,21695,271.95206268725514
2923704,64,32141,199.12261597336735
2923803,14,29058,48.179503062839835
2923902,25,9686,258.10448069378486
2924009,345,118516,291.0999358736373
2924058,20,13556,147.5361463558572
2924108,8,7394,108.19583446037328
2924207,8,16682,47.95588058985733
2924306,47,16984,276.7310409797456
2924405,24,35175,68.23027718550107
2924504,32,16285,196.49984648449492
2924603,52,20098,258.73221216041395
2924652,18,10394,173.176832788147
2924678,7,10036,69.74890394579513
2924702,29,10475,276.8496420047733
2924801,41,24964,164.23650056080757
2924900,7,9370,74.70651013874067
2925006,57,26426,215.6966623779611
2925105,91,46879,194.11676870240407
2925204,48,39972,120.08405884118883
2925253,34,14819,229.4351845603617
2925303,432,150658,286.74215773473696
2925402,11,6916,159.05147484094852
2925501,72,28194,255.37348371994042
2925600,35,15160,230.8707124010554
2925709,30,12179,246.32564249938417
2925758,48,28004,171.40408513069562
2925808,30,25433,117.9569850194629
2925907,32,27626,115.83291102584522
2925931,2,8956,22.331397945511387
2925956,36,22633,159.05977996730437
2926004,139,41170,337.62448384746176
2926103,38,14495,262.15936529837876
2926202,21,22334,94.02704396883675
2926301,75,33468,224.09465758336322
2926400,50,35593,140.47706009608632
2926509,10,14612,68.4369011771147
2926608,256,53956,474.4606716583883
2926657,5,5343,93.58038555118847
2926707,37,12932,286.11197030621713
2926806,37,15448,239.513205592957
2926905,21,11663,180.0565892137529
2927002,116,40976,283.0925419757907
2927101,5,9442,52.954882440160986
2927200,44,30857,142.5932527465405
2927309,21,15862,132.3918799646955
2927408,14445,2886698,500.39872546418087
2927507,32,20883,153.23468850260977
2927606,12,14063,85.33029936713362
2927705,28,27922,100.27934961678963
2927804,3,6278,47.785919082510354
2927903,30,10606,282.8587591929097
2928000,88,37531,234.47283578908102
2928059,14,12449,112.45883203470159
2928109,101,39775,253.92834695160278
2928208,86,26705,322.0370717094177
2928307,15,8966,167.29868391701984
2928406,28,28481,98.3111548049577
2928505,30,10464,286.697247706422
2928604,74,60131,123.06464219786798
2928703,569,102380,555.7726118382496
2928802,88,53269,165.1992716213933
2928901,43,34266,125.48882273974202
2928950,20,9072,220.4585537918871
2929008,69,14762,467.4163392494242
2929057,42,15468,271.52831652443757
2929107,32,21080,151.80265654648957
2929206,83,40245,206.2367996024351
2929255,16,18789,85.1562084198201
2929305,69,37942,181.85651784302357
2929354,1,5608,17.83166904422254
2929370,3,10505,28.557829604950022
2929404,10,11704,85.44087491455913
2929503,69,44430,155.30047265361242
2929602,31,17409,178.06881498075708
2929701,41,17302,236.96682464454977
2929750,25,12105,206.52622883106156
2929800,29,12943,224.05933709340957
2929909,227,44234,513.1799068589772
2930006,6,11512,52.11952744961779
2930105,200,79424,251.81305398871876
