ano,cod_municipio,tdi_ef
2022,2111904,13.6
2022,2111953,19.2
2022,2112001,18.6
2022,2112100,18.7
2022,2112209,10.2
2022,2112233,10.8
2022,2112274,20.2
2022,2112308,19.2
2022,2112407,15.1
2022,2112456,22.3
2022,2112506,17.8
2022,2112605,18
2022,2112704,10.1
2022,2112803,13.9
2022,2112852,15.8
2022,2112902,12.5
2022,2113009,15.7
2022,2114007,16.1
2022,2200053,12.7
2022,2200103,14.9
2022,2200202,6.7
2022,2200251,13.1
2022,2200277,10.8
2022,2200301,11.3
2022,2200400,11.7
2022,2200459,26.6
2022,2200509,14.9
2022,2200608,11.2
2022,2200707,18.7
2022,2200806,6.1
2022,2200905,18.5
2022,2200954,12.6
2022,2201002,20.4
2022,2201051,17.9
2022,2201101,20.3
2022,2201150,9.8
2022,2201176,15
2022,2201200,14.4
2022,2201309,46.3
2022,2201408,14.5
2022,2201507,24.3
2022,2201556,9.6
2022,2201572,1.4
2022,2201606,11.9
2022,2201705,26.5
2022,2201739,20.4
2022,2201770,22.3
2022,2201804,14.1
2022,2201903,14.2
2022,2201919,27.5
2022,2201929,18.8
2022,2201945,16.8
2022,2201960,11.6
2022,2201988,27.2
2022,2202000,19.2
2022,2202026,6.2
2022,2202059,6.9
2022,2202075,17.4
2022,2202083,22.5
2022,2202091,4.4
2022,2202109,28.1
2022,2202117,33.8
2022,2202133,5.4
2022,2202174,23.3
2022,2202208,10.2
2022,2202251,22.3
2022,2202307,22.9
2022,2202406,13
2022,2202455,31.1
2022,2202505,45.3
2022,2202539,22.7
2022,2202554,14.5
2022,2202604,7.6
2022,2202653,24.5
2022,2202703,20.5
2022,2202711,13.8
2022,2202729,7.1
2022,2202737,13.3
2022,2202752,21.1
2022,2202778,6.7
2022,2202802,17.5
2022,2202851,13.2
2022,2202901,25.5
2022,2203008,25.5
2022,2203107,23.6
2022,2203206,16
2022,2203230,33
2022,2203255,20.1
2022,2203271,19.5
2022,2203305,11.4
2022,2203354,31.7
2022,2203404,9.4
2022,2203420,6.7
2022,2203453,14.7
2022,2203503,21.4
2022,2203602,20.7
2022,2203701,21.4
2022,2203750,25.6
2022,2203800,26.6
2022,2203859,15.6
2022,2203909,15.1
2022,2204006,14
2022,2204105,19.6
2022,2204154,12.3
2022,2204204,16.3
2022,2204303,8.4
2022,2204352,18
2022,2204402,38.4
2022,2204501,14.1
2022,2204550,23.4
2022,2204600,9.9
2022,2204659,27.9
2022,2204709,8.9
2022,2204808,9.3
2022,2204907,13.2
2022,2205003,19.2
2022,2205102,21.4
2022,2205151,19.9
2022,2205201,16.3
2022,2205250,23.8
2022,2205276,13.7
2022,2205300,27.5
2022,2205359,15.8
2022,2205409,16.4
2022,2205458,18.9
2022,2205508,16.5
2022,2205516,18.6
2022,2205524,20.6
2022,2205532,33.7
2022,2205540,14.5
2022,2205557,14
2022,2205565,15.3
2022,2205573,22.2
2022,2205581,28.5
2022,2205599,16.5
2022,2205607,14.8
2022,2205706,27.2
2022,2205805,28.2
2022,2205854,9.2
2022,2205904,18.9
2022,2205953,9.7
2022,2206001,16
2022,2206050,28.9
2022,2206100,17.7
2022,2206209,26.8
2022,2206308,11.7
2022,2206357,27.4
2022,2206407,19.4
2022,2206506,16.8
2022,2206605,22
2022,2206654,24.1
2022,2206670,20.3
2022,2206696,25
2022,2206704,15.6
2022,2206720,15.3
2022,2206753,19.8
2022,2206803,32
2022,2206902,27.9
2022,2206951,18.4
2022,2207009,8.6
2022,2207108,10.7
2022,2207207,0.2
2022,2207306,25.4
2022,2207355,4.4
2022,2207405,30.5
2022,2207504,25.5
2022,2207553,29.4
2022,2207603,30.5
2022,2207702,25.5
2022,2207751,27.5
2022,2207777,19.7
2022,2207793,30
2022,2207801,20.8
2022,2207850,16.4
2022,2207900,17.8
2022,2207934,15
2022,2207959,18.9
2022,2208007,17.9
2022,2208106,20.9
2022,2208205,9.2
2022,2208304,7.4
2022,2208403,12.6
2022,2208502,19.8
2022,2208551,14.3
2022,2208601,15.2
2022,2208650,19.8
2022,2208700,27.1
2022,2208809,19.5
2022,2208858,25.8
2022,2208874,18.8
2022,2208908,10.1
2022,2209005,23.6
2022,2209104,14.4
2022,2209153,12.2
2022,2209203,18.8
2022,2209302,21.1
2022,2209351,9.1
2022,2209377,12.8
2022,2209401,25.7
2022,2209450,11.8
2022,2209500,11.3
2022,2209559,16.3
2022,2209609,15.1
2022,2209658,22.8
2022,2209708,13.7
2022,2209757,24.2
2022,2209807,14.4
2022,2209856,10.4
2022,2209872,17
2022,2209906,10.3
2022,2209955,22.1
2022,2209971,12
2022,2210003,14.8
2022,2210052,5.6
2022,2210102,15.8
2022,2210201,17.5
2022,2210300,16.5
2022,2210359,16.1
2022,2210375,9.6
2022,2210383,20.9
2022,2210391,29
2022,2210409,7.6
2022,2210508,14.5
2022,2210607,15.1
2022,2210623,34.7
2022,2210631,16.8
2022,2210656,13.9
2022,2210706,12.1
2022,2210805,11.5
2022,2210904,15.2
2022,2210938,22.5
2022,2210953,17.3
2022,2210979,22.8
2022,2211001,9.5
2022,2211100,20.4
2022,2211209,18.6
2022,2211308,19.9
2022,2211357,31
2022,2211407,19.1
2022,2211506,26.4
2022,2211605,9.5
2022,2211704,20.3
2022,2300101,3.9
2022,2300150,4.5
2022,2300200,4.7
2022,2300309,2.4
2022,2300408,7.5
2022,2300507,2.5
2022,2300606,0.1
2022,2300705,5
2022,2300754,8.9
2022,2300804,5.6
2022,2300903,6.7
2022,2301000,9.1
2022,2301109,7
2022,2301208,3.8
2022,2301257,6.8
2022,2301307,11.2
2022,2301406,4.1
2022,2301505,6.8
2022,2301604,2.8
2022,2301703,14
2022,2301802,5.7
2022,2301851,10.6
2022,2301901,5.1
2022,2301950,4.4
2022,2302008,10.7
2022,2302057,4
2022,2302107,12.6
2022,2302206,9.3
2022,2302305,3
2022,2302404,14.8
2022,2302503,5.6
2022,2302602,3.1
2022,2302701,6.3
2022,2302800,12.2
2022,2302909,5.3
2022,2303006,10.5
2022,2303105,1.5
2022,2303204,5.9
2022,2303303,6.5
2022,2303402,11.2
2022,2303501,4.3
2022,2303600,3.1
2022,2303659,1.7
2022,2303709,13.3
2022,2303808,9.1
2022,2303907,8.8
2022,2303931,7.1
2022,2303956,7.7
2022,2304004,1.5
2022,2304103,6.4
2022,2304202,7
2022,2304236,6.8
2022,2304251,2.5
2022,2304269,2.8
2022,2304277,5.6
2022,2304285,2.1
2022,2304301,2.6
2022,2304350,0.4
2022,2304400,10.8
2022,2304459,7
2022,2304509,4.3
2022,2304608,6.6
2022,2304657,6.6
2022,2304707,4.5
2022,2304806,7.9
2022,2304905,1.7
2022,2304954,12
2022,2305001,5.6
2022,2305100,5.6
2022,2305209,5
2022,2305233,5.5
2022,2305266,12.5
2022,2305308,6.8
2022,2305332,5.3
2022,2305357,11.5
2022,2305407,11.6
2022,2305506,4.7
2022,2305605,2.5
2022,2305654,3.7
2022,2305704,16.1
2022,2305803,13.1
2022,2305902,19.4
2022,2306009,3
2022,2306108,2.2
2022,2306207,4.3
2022,2306256,10.3
2022,2306306,5.2
2022,2306405,4.5
2022,2306504,5.7
2022,2306553,4.8
2022,2306603,9
2022,2306702,9.3
2022,2306801,4.7
2022,2306900,2.7
2022,2307007,3.5
2022,2307106,9.1
2022,2307205,3.9
2022,2307254,3
2022,2307304,10.2
2022,2307403,1.6
2022,2307502,15.3
2022,2307601,5.8
2022,2307635,13
2022,2307650,7.4
2022,2307700,6.7
2022,2307809,2.6
2022,2307908,5.3
2022,2308005,2.5
2022,2308104,6.3
2022,2308203,1
2022,2308302,7.4
2022,2308351,4.5
2022,2308377,5.4
2022,2308401,8
2022,2308500,10
2022,2308609,15.4
2022,2308708,15.4
2022,2308807,6.9
2022,2308906,2.1
2022,2309003,3
2022,2309102,4.7
2022,2309201,2.5
2022,2309300,9.3
2022,2309409,1.6
2022,2309458,4.9
2022,2309508,8.7
2022,2309607,14.2
2022,2309706,7.2
2022,2309805,7.7
2022,2309904,3.7
2022,2310001,4.7
2022,2310100,3.8
2022,2310209,2.9
2022,2310258,3.4
2022,2310308,4.2
2022,2310407,20.2
2022,2310506,3.7
2022,2310605,6.7
2022,2310704,4.8
2022,2310803,8.5
2022,2310852,3.8
2022,2310902,4.3
2022,2310951,2.3
2022,2311009,8.5
2022,2311108,1.9
2022,2311207,12.6
2022,2311231,3.6
2022,2311264,4.5
2022,2311306,5.8
2022,2311355,11.8
2022,2311405,6.7
2022,2311504,5.6
2022,2311603,3.6
2022,2311702,5.7
2022,2311801,5.1
2022,2311900,6
2022,2311959,8.2
2022,2312007,8.8
2022,2312106,8
2022,2312205,2.6
2022,2312304,9.1
2022,2312403,3.9
2022,2312502,3.5
2022,2312601,10.1
2022,2312700,5.4
2022,2312809,3.1
2022,2312908,2.1
2022,2313005,3
2022,2313104,5.1
2022,2313203,8.4
2022,2313252,6.6
2022,2313302,4
2022,2313351,7.5
2022,2313401,3.5
2022,2313500,4.6
2022,2313559,4.3
2022,2313609,3.6
2022,2313708,8.4
2022,2313757,5.6
2022,2313807,2.6
2022,2313906,4.4
2022,2313955,5.6
2022,2314003,4.3
2022,2314102,6.9
2022,2400109,7
2022,2400208,17.3
2022,2400307,20.5
2022,2400406,11.1
2022,2400505,21.6
2022,2400604,24.3
2022,2400703,7.8
2022,2400802,20
2022,2400901,28.8
2022,2401008,16.3
2022,2401107,18.4
2022,2401206,26.8
2022,2401305,24.4
2022,2401404,18.4
2022,2401453,27.3
2022,2401503,23.6
2022,2401602,31.4
2022,2401651,23.5
2022,2401701,26
2022,2401800,15.1
2022,2401859,29.8
2022,2401909,16
2022,2402006,11.4
2022,2402105,13.7
2022,2402204,25
2022,2402303,18.5
2022,2402402,4.9
2022,2402501,25.4
2022,2402600,26.1
2022,2402709,15.2
2022,2402808,24.4
2022,2402907,25.3
2022,2403004,3.3
2022,2403103,10.3
2022,2403202,12.5
2022,2403251,16.9
2022,2403301,17.3
2022,2403400,12.9
2022,2403509,25.1
2022,2403608,24.8
2022,2403707,17.2
2022,2403756,25.4
2022,2403806,12.1
2022,2403905,18.9
2022,2404002,20.5
2022,2404101,13.4
2022,2404200,23.5
2022,2404309,19.3
2022,2404408,23.1
2022,2404507,18
2022,2404606,22.3
2022,2404705,24.3
2022,2404804,8.9
2022,2404853,15.5
2022,2404903,10
2022,2405009,14.2
2022,2405108,6.3
2022,2405207,18.5
2022,2405306,22.8
2022,2405405,16.7
2022,2405504,24.6
2022,2405603,17.2
2022,2405702,11.8
2022,2405801,15.1
2022,2405900,30.7
2022,2406007,20.6
2022,2406106,18.4
2022,2406155,26.9
2022,2406205,17.2
2022,2406304,15.4
2022,2406403,34.6
2022,2406502,19.4
2022,2406601,24.1
2022,2406700,10.2
2022,2406809,20.8
2022,2406908,15.1
2022,2407005,23.8
2022,2407104,21.5
2022,2407203,20.8
2022,2407252,28.4
2022,2407302,19.5
2022,2407401,20.1
2022,2407500,23.5
2022,2407609,20.4
2022,2407708,21.7
2022,2407807,20.9
2022,2407906,26.9
2022,2408003,15.8
2022,2408102,18.1
2022,2408201,22
2022,2408300,17.3
2022,2408409,25.9
2022,2408508,8.8
2022,2408607,21.1
2022,2408706,27.3
2022,2408805,27.9
2022,2408904,15.6
2022,2408953,28
2022,2409100,15.8
2022,2409209,21.2
2022,2409308,25.3
2022,2409332,24
2022,2409407,11.4
2022,2409506,24.1
2022,2409605,19.5
2022,2409704,25.5
2022,2409803,21.3
2022,2409902,17
2022,2410009,21.5
2022,2410108,28
2022,2410207,19.7
2022,2410256,25.3
2022,2410306,23.6
2022,2410405,23.4
2022,2410504,26.8
2022,2410603,20.7
2022,2410702,19.2
2022,2410801,23.8
2022,2410900,18.6
2022,2411007,17.1
2022,2411056,18
2022,2411106,5.6
2022,2411205,13.5
2022,2411403,24
2022,2411429,10.1
2022,2411502,18.7
2022,2411601,24.9
2022,2411700,19.8
2022,2411809,17
2022,2411908,17.1
2022,2412005,21.8
2022,2412104,9.5
2022,2412203,23.8
2022,2412302,20.3
2022,2412401,3.9
2022,2412500,18.9
2022,2412559,27.4
2022,2412609,12.2
2022,2412708,25.5
2022,2412807,29.5
2022,2412906,25.8
2022,2413003,20.5
2022,2413102,26.5
2022,2413201,27
2022,2413300,23.9
2022,2413359,21.1
2022,2413409,13.8
2022,2413508,14.6
2022,2413557,18.9
2022,2413607,15.9
2022,2413706,12.2
2022,2413805,19.8
2022,2413904,19.5
2022,2414001,20
2022,2414100,16.6
2022,2414159,7.3
2022,2414209,22.7
2022,2414308,19.7
2022,2414407,25.1
2022,2414456,30.8
2022,2414506,15.5
2022,2414605,16.5
2022,2414704,21.8
2022,2414753,19
2022,2414803,17.8
2022,2414902,10.6
2022,2415008,32.7
2022,2500106,6.3
2022,2500205,15.2
2022,2500304,36.1
2022,2500403,21.5
2022,2500502,15.3
2022,2500536,19.3
2022,2500577,21.9
2022,2500601,20.2
2022,2500700,20.9
2022,2500734,13.5
2022,2500775,18.1
2022,2500809,22.6
2022,2500908,21.8
2022,2501005,16.7
2022,2501104,16.6
2022,2501153,17.9
2022,2501203,9.9
2022,2501302,19.6
2022,2501351,17.6
2022,2501401,24.4
2022,2501500,18.6
2022,2501534,8.8
2022,2501575,13.2
2022,2501609,21
2022,2501708,7.3
2022,2501807,25.7
2022,2501906,11.7
2022,2502003,18
2022,2502052,15
2022,2502102,17.9
2022,2502151,15.1
2022,2502201,16.5
2022,2502300,12
2022,2502409,22.1
2022,2502508,23.2
2022,2502607,14.4
2022,2502706,17.4
2022,2502805,8.9
2022,2502904,15.5
2022,2503001,17.1
2022,2503100,10.4
2022,2503209,20.8
2022,2503308,21.5
2022,2503407,14.2
2022,2503506,18.3
2022,2503555,26.3
2022,2503605,21.6
