cod_municipio,obitos_circulatorio,pop_2021,obitos_circulatorio_100k
2105906,35,16314,214.53965918842712
2105922,27,11265,239.6804260985353
2105948,38,8857,429.0391780512589
2105963,43,11464,375.08722958827633
2105989,28,7602,368.3241252302026
2106003,64,11918,537.0028528276556
2106102,40,12214,327.4930407728836
2106201,4,6984,57.2737686139748
2106300,54,20029,269.60906685306304
2106326,31,21586,143.61160011118318
2106359,17,7775,218.64951768488746
2106375,17,16511,102.96166192235479
2106409,40,16977,235.61288802497498
2106508,93,23482,396.0480367941402
2106607,70,33943,206.22808826562178
2106631,19,17033,111.54817119708801
2106672,14,8483,165.0359542614641
2106706,21,21031,99.852598545005
2106755,102,28754,354.73325450372124
2106805,33,15011,219.83878489107988
2106904,114,33664,338.6406844106464
2107001,27,9111,296.3450773789924
2107100,34,19572,173.71755569180462
2107209,33,14642,225.3790465783363
2107258,23,5427,423.806891468583
2107308,15,4682,320.37590773173855
2107357,49,21080,232.44781783681213
2107407,45,19561,230.0495884668473
2107456,49,14836,330.27770288487466
2107506,186,123747,150.30667410119034
2107605,34,19781,171.8821090945857
2107704,96,21479,446.94818194515574
2107803,85,35008,242.8016453382084
2107902,52,19137,271.72493076239743
2108009,61,19583,311.4946637389573
2108058,21,16166,129.90226401088705
2108108,94,21066,446.2166524257097
2108207,172,39191,438.87627261361024
2108256,19,25354,74.93886566222292
2108306,144,38731,371.7952028091193
2108405,25,14345,174.2767514813524
2108454,108,23364,462.24961479198765
2108504,78,33065,235.89898684409496
2108603,417,83777,497.7499791112119
2108702,41,21379,191.77697740773655
2108801,45,18720,240.3846153846154
2108900,75,17595,426.25745950554136
2109007,85,24092,352.81421218661797
2109056,19,5955,319.0596137699412
2109106,632,48036,1315.6799067366142
2109205,27,12838,210.3131328867425
2109239,8,7070,113.15417256011315
2109270,51,19069,267.44978761340394
2109304,13,11261,115.44267827013587
2109403,15,15431,97.20692113278466
2109452,70,31177,224.52448920678705
2109502,93,20334,457.3620537031573
2109551,13,7825,166.13418530351439
2109601,143,42994,332.60454947201936
2109700,13,5679,228.91354111639373
2109759,23,7826,293.8921543572706
2109809,103,42483,242.44992114492857
2109908,506,89489,565.4326230039446
2110005,226,72887,310.0690109347346
2110039,61,25371,240.4319892790982
2110104,87,25764,337.6804843968328
2110203,97,38298,253.2769335213327
2110237,24,13547,177.16099505425555
2110278,17,16034,106.02469751777473
2110302,55,14522,378.7357113345269
2110401,59,18717,315.22145642998345
2110500,125,45604,274.09876326638016
2110609,62,28667,216.27655492377997
2110658,32,7420,431.26684636118597
2110708,91,34384,264.65798045602605
2110807,17,4562,372.64357737834285
2110856,20,11941,167.49015995310276
2110906,41,12218,335.5704697986577
2111003,106,20701,512.052557847447
2111029,49,15787,310.381959840375
2111052,22,11193,196.55141606361119
2111078,27,18645,144.81094127111825
2111102,170,25996,653.94676104016
2111201,543,179028,303.3045110262082
2111250,22,7640,287.9581151832461
2111300,5582,1108975,503.3476859261931
2111409,47,18727,250.97452875527313
2111508,125,41579,300.63253084489764
2111532,15,12735,117.78563015312132
2111573,32,4684,683.1767719897523
2111607,102,18980,537.4077976817703
2111631,21,5131,409.2769440654843
2111672,21,6789,309.32390631904553
2111706,50,22350,223.71364653243847
2111722,8,14096,56.75368898978434
2111748,26,11214,231.8530408418049
2111763,39,14050,277.5800711743772
2111789,11,10299,106.80648606660841
2111805,32,18160,176.21145374449338
2111904,43,10634,404.3633627985706
2112001,28,8582,326.2642740619902
2112100,80,29183,274.1322002535723
2112209,725,170222,425.9143941441177
2112233,114,22112,515.5571635311144
2112274,17,5854,290.3997266826102
2112308,137,42040,325.8801141769743
2112407,96,35709,268.83978828866674
2112456,37,25868,143.03386423380238
2112506,182,59398,306.4076231522947
2112605,29,33459,86.67324187811948
2112704,135,57168,236.14609571788412
2112803,189,52649,358.98117723033675
2112852,8,13598,58.832181203118104
2112902,163,32861,496.0287270624753
2113009,147,31522,466.34096821267684
2114007,202,51956,388.7905150511972
2200053,14,7102,197.12756969867644
2200103,27,5131,526.2132137984798
2200202,91,17470,520.892959358901
2200251,32,7665,417.48206131767773
2200277,3,4918,61.000406669377796
2200301,48,14339,334.7513773624381
2200400,175,40605,430.9814062307598
2200459,11,5445,202.02020202020202
2200509,74,17604,420.35900931606454
2200608,33,6783,486.51039363113665
2200707,19,9938,191.1853491648219
2200806,8,3170,252.36593059936908
2200905,16,5827,274.5838338767805
2200954,5,2551,196.0015680125441
2201002,21,4720,444.91525423728814
2201051,31,7863,394.2515579295434
2201101,54,11326,476.779092353876
2201150,40,11671,342.72984320109674
2201176,17,3952,430.16194331983803
2201200,171,47185,362.4033061354244
2201309,4,3352,119.33174224343675
2201408,40,7027,569.2329585883023
2201507,80,26905,297.342501393793
2201556,18,4030,446.6501240694789
2201572,10,3587,278.78449958182324
2201606,29,10473,276.9025112193259
2201705,5,5507,90.79353550027238
2201739,14,6210,225.44283413848632
2201770,5,6815,73.36757153338225
2201804,20,4505,443.9511653718091
2201903,175,25387,689.3291842281483
2201919,18,5651,318.52769421341355
2201929,19,5685,334.2128408091469
2201945,15,6426,233.4267040149393
2201960,15,8347,179.70528333533005
2201988,12,3848,311.85031185031187
2202000,60,19807,302.923208966527
2202026,25,8264,302.5169409486931
2202059,18,10630,169.33207902163687
2202075,9,3573,251.88916876574308
2202083,25,7674,325.77534532186604
2202091,15,5781,259.4706798131811
2202109,22,5620,391.4590747330961
2202117,16,5069,315.6441112645492
2202133,23,5965,385.58256496227995
2202174,6,7311,82.06811653672548
2202208,245,46893,522.466039707419
2202251,11,3944,278.9046653144016
2202307,98,21258,461.00291654906385
2202406,20,11445,174.7487986020096
2202455,2,4114,48.61448711716091
2202505,34,10964,310.1058008026268
2202539,19,5890,322.5806451612903
2202554,19,5085,373.6479842674533
2202604,97,19715,492.0111590159777
2202653,7,5451,128.4168042560998
2202703,74,27845,265.75686837852396
2202711,18,4899,367.4219228413962
2202729,17,6168,275.6160830090791
2202737,6,4032,148.8095238095238
2202752,26,6516,399.01780233271944
2202778,13,7661,169.69064090849758
2202802,18,4807,374.4539213646765
2202851,8,4685,170.75773745997864
2202901,103,26709,385.6377999925119
2203008,14,8323,168.20857863751053
2203107,21,10444,201.07238605898124
2203206,43,11426,376.3346753019429
2203230,11,4968,221.4170692431562
2203255,10,4459,224.26553038797937
2203271,11,5367,204.95621389975778
2203305,56,13840,404.6242774566474
2203354,11,7029,156.49452269170578
2203404,13,6922,187.80699219878647
2203420,17,4354,390.4455672944419
2203453,35,9565,365.9174072138003
2203503,77,14575,528.3018867924528
2203602,23,4930,466.5314401622718
2203701,233,39848,584.7219433848625
2203750,7,5319,131.60368490317728
2203800,16,4462,358.58359480053787
2203859,4,2560,156.25
2203909,602,60025,1002.9154518950437
2204006,20,5347,374.0415186085655
2204105,28,4323,647.6983576220217
2204154,8,3200,250.0
2204204,23,9372,245.411865130175
2204303,30,11659,257.3119478514452
2204352,23,5460,421.24542124542126
2204402,10,10694,93.51037965214138
2204501,17,10497,161.9510336286558
2204600,17,3879,438.2572828048466
2204659,27,9457,285.5028021571323
2204709,66,15319,430.8375220314642
2204808,31,9838,315.1046960764383
2204907,34,8566,396.9180480971282
2205003,37,11551,320.31858713531295
2205102,52,11028,471.5270221254987
2205151,17,5729,296.7359050445104
2205201,46,19170,239.95826812728222
2205250,9,4513,199.42388654996677
2205276,15,4875,307.6923076923077
2205300,15,4447,337.30604902181244
2205359,7,3005,232.9450915141431
2205409,22,14376,153.0328324986088
2205458,12,5466,219.53896816684963
2205508,102,39336,259.3044539353264
2205516,6,5485,109.38924339106654
2205524,25,5640,443.26241134751774
2205532,7,4777,146.5354825204103
2205540,10,2858,349.8950314905528
2205557,17,8577,198.2045004080681
2205565,25,4656,536.9415807560138
2205573,5,6777,73.77895824110963
2205581,13,4075,319.0184049079755
2205599,9,5198,173.14351673720662
2205607,26,5283,492.14461480219575
2205706,57,30438,187.26591760299627
2205805,73,25504,286.2296110414053
2205854,13,8342,155.83792855430352
2205904,12,5351,224.25714819659876
2205953,22,8543,257.52077724452766
2206001,11,4547,241.91774796569166
2206050,18,6449,279.11304078151653
2206100,16,10958,146.0120459937945
2206209,135,33833,399.0187095439364
2206308,4,1242,322.061191626409
2206357,25,6608,378.32929782082323
2206407,36,10564,340.7800075728891
2206506,19,7767,244.62469421913224
2206605,4,10615,37.68252472915685
2206654,10,4530,220.7505518763797
2206670,4,6811,58.72852738217589
2206696,17,9209,184.60201976327505
2206704,28,7322,382.4091778202677
2206720,21,8602,244.12927226226458
2206753,11,4891,224.90288284604375
2206803,14,8723,160.49524246245556
2206902,26,6556,396.58328248932276
2206951,14,3003,466.2004662004662
2207009,297,37085,800.8628825670756
2207108,4,2468,162.07455429497568
2207207,54,6873,785.683107813182
2207306,7,4126,169.65584100824043
2207355,8,3404,235.01762632197415
2207405,13,5036,258.1413820492454
2207504,35,14587,239.9396723109618
2207553,8,3937,203.2004064008128
2207603,24,10819,221.83196228856642
2207702,818,153482,532.9615199176451
2207751,13,4323,300.71709461022436
2207777,30,6406,468.31095847642837
2207793,16,4065,393.6039360393604
2207801,44,20554,214.07025396516494
2207850,5,3669,136.2769146906514
2207900,150,38778,386.8172675228222
2207934,2,2544,78.61635220125787
