cod_municipio,obitos_circulatorio,pop_2021,obitos_circulatorio_100k
2510303,12,4959,241.98427102238355
2510402,16,6462,247.60136180748995
2510501,7,3961,176.72304973491543
2510600,4,3046,131.31976362442546
2510659,6,1758,341.29692832764505
2510709,6,2436,246.30541871921181
2510808,775,108192,716.3191363501923
2510907,32,12379,258.50230228612975
2511004,12,3802,315.6233561283535
2511103,21,7899,265.85643752373716
2511202,92,28533,322.4336732905758
2511301,134,16111,831.729873999131
2511400,138,18720,737.1794871794872
2511509,26,11977,217.0827419220172
2511608,30,6576,456.2043795620438
2511707,15,4955,302.7245206861756
2511806,11,10584,103.93046107331821
2511905,20,19275,103.76134889753567
2512002,39,18708,208.46696600384863
2512036,2,3882,51.51983513652756
2512077,11,4337,253.63154254092692
2512101,201,32802,612.7675141759648
2512200,7,4238,165.1722510618216
2512309,108,23549,458.6182003482101
2512408,8,13741,58.219925769594646
2512507,176,44179,398.3793204916363
2512606,5,1983,252.14321734745334
2512705,47,19798,237.39771694110516
2512721,16,6114,261.69447170428526
2512747,5,3619,138.15971262779775
2512754,8,4541,176.1726491962123
2512762,9,4540,198.23788546255506
2512788,1,1974,50.65856129685917
2512804,22,8541,257.58107949888773
2512903,73,24218,301.4286894045751
2513000,9,3931,228.94937674891884
2513109,41,12131,337.97708350506963
2513158,17,6541,259.89909799724813
2513208,14,6581,212.7336271083422
2513307,5,5871,85.16436722875149
2513356,2,3593,55.663790704146955
2513406,50,15426,324.12809542331127
2513505,19,5129,370.442581399883
2513604,28,6986,400.80160320641284
2513653,4,2639,151.57256536566882
2513703,1120,137349,815.4409569782088
2513802,3,4562,65.7606313020605
2513851,8,2509,318.8521323236349
2513901,124,34344,361.05287677614723
2513927,11,4566,240.91108190976786
2513943,11,2630,418.2509505703422
2513968,4,3097,129.15724895059736
2513984,12,3384,354.6099290780142
2514008,21,4184,501.91204588910136
2514107,12,4415,271.80067950169877
2514206,18,7626,236.03461841070023
2514305,14,6376,219.57340025094103
2514404,9,4656,193.29896907216494
2514453,14,5998,233.4111370456819
2514503,52,20329,255.79221801367504
2514552,14,3950,354.43037974683546
2514602,13,3588,362.3188405797101
2514651,3,1811,165.65433462175594
2514701,14,4147,337.5934410417169
2514800,3,3618,82.91873963515755
2514909,27,7702,350.5582965463516
2515005,11,7410,148.44804318488528
2515104,40,11728,341.06412005457025
2515203,14,3512,398.6332574031891
2515302,198,52804,374.9715930611317
2515401,32,10848,294.9852507374631
2515500,49,13754,356.2599970917551
2515609,11,3131,351.32545512615775
2515708,5,2916,171.46776406035664
2515807,14,7021,199.40179461615153
2515906,21,6068,346.07778510217537
2515930,6,5089,117.90135586559245
2515971,9,7815,115.16314779270634
2516003,122,26227,465.1694818317002
2516102,52,15102,344.3252549331214
2516151,5,3594,139.1207568169171
2516201,324,69723,464.69601135923585
2516300,88,17031,516.7048323645117
2516409,23,10969,209.68183061354728
2516508,33,15441,213.71672819117933
2516607,43,14759,291.3476522799648
2516706,34,15248,222.9800629590766
2516755,2,3081,64.91398896462188
2516805,30,9464,316.99070160608625
2516904,41,15300,267.9738562091503
2517001,26,9911,262.3347795378872
2517100,14,2841,492.78423090461104
2517209,19,5372,353.6857781087118
2517407,10,2255,443.4589800443459
2600054,86,100346,85.70346600761366
2600104,258,37404,689.7658004491499
2600203,56,19810,282.6855123674912
2600302,68,25065,271.29463395172553
2600401,61,37082,164.5002966398792
2600500,114,43686,260.95316577393214
2600609,55,14718,373.69207772795215
2600708,102,38397,265.64575357449803
2600807,91,22984,395.92760180995475
2600906,42,22870,183.64669873196328
2601003,24,11226,213.78941742383753
2601052,26,20733,125.40394540105146
2601102,289,84864,340.54487179487177
2601201,492,74822,657.5606105156237
2601300,57,14510,392.83252929014475
2601409,132,42764,308.6708446356749
2601508,27,12122,222.73552219105758
2601607,29,20730,139.8938736131211
2601706,277,76687,361.20854903699455
2601805,36,12765,282.021151586369
2601904,241,60880,395.8607095926413
2602001,67,38378,174.57918599197455
2602100,136,48767,278.8771095207825
2602209,106,39983,265.11267288597656
2602308,132,38117,346.3021748825983
2602407,19,8987,211.41649048625794
2602506,42,7488,560.8974358974359
2602605,87,51225,169.8389458272328
2602704,20,13190,151.6300227445034
2602803,109,58919,184.99974541319438
2602902,1017,208944,486.73328738800825
2603009,97,34503,281.13497377039675
2603108,63,20501,307.302082825228
2603207,92,28904,318.2950456684196
2603306,14,11018,127.06480304955528
2603405,27,5747,469.8103358273882
2603454,235,158899,147.8926865493175
2603504,14,18900,74.07407407407408
2603603,36,8572,419.97200186654226
2603702,81,24773,326.96887740685423
2603801,53,20048,264.365522745411
2603900,92,19609,469.17231883318885
2603926,35,13025,268.71401151631477
2604007,193,84395,228.68653356241484
2604106,2128,365278,582.5699877901214
2604155,37,14368,257.51670378619156
2604205,118,43340,272.2658052607291
2604304,38,11891,319.56942225212345
2604403,22,13556,162.2897609914429
2604502,69,21815,316.2961265184506
2604601,62,26590,233.17036479879653
2604700,30,18268,164.22158966498796
2604809,36,12560,286.62420382165607
2604908,43,10192,421.8995290423862
2605004,74,24173,306.126670251934
2605103,81,37375,216.72240802675586
2605152,65,19079,340.6887153414749
2605202,108,69292,155.86214858858165
2605301,79,31766,248.6935717433734
2605400,58,22247,260.70930912033083
2605459,1,3101,32.24766204450177
2605509,31,12170,254.72473294987674
2605608,71,22618,313.90927579803696
2605707,105,33184,316.4175506268081
2605806,29,15546,186.54316222822592
2605905,58,31318,185.1970113034038
2606002,967,140577,687.8792405585551
2606101,73,30751,237.39065396247275
2606200,224,80055,279.8076322528262
2606309,24,7537,318.429083189598
2606408,209,84699,246.7561600491151
2606507,60,19241,311.8341042565355
2606606,48,29412,163.19869441044472
2606705,21,7768,270.33985581874356
2606804,235,118370,198.5300329475374
2606903,33,12247,269.4537437739855
2607000,41,23645,173.39818143370692
2607109,6,4543,132.07131851199648
2607208,138,97669,141.2935527137577
2607307,78,31187,250.10421008753647
2607406,12,4966,241.64317358034634
2607505,80,26308,304.0900106431504
2607604,35,26672,131.2237552489502
2607653,74,36471,202.90093498944367
2607703,51,13553,376.30045008485206
2607752,59,26900,219.33085501858736
2607802,43,17006,252.85193461131365
2607901,1160,706867,164.10442134093117
2607950,35,11644,300.5839917554105
2608008,40,17228,232.18017181332715
2608057,34,14850,228.95622895622895
2608107,107,33328,321.051368218915
2608206,30,16011,187.37118231216039
2608255,13,11485,113.1911188506748
2608305,48,14922,321.6726980297547
2608404,62,15431,401.78860734884324
2608453,26,18252,142.45014245014244
2608503,48,21460,223.67194780987884
2608602,48,13224,362.9764065335753
2608701,72,16318,441.23054295869593
2608750,43,25849,166.3507292351735
2608800,130,40589,320.28382073960927
2608909,288,56198,512.4737535143599
2609006,112,25472,439.69849246231155
2609105,44,16321,269.59132406102566
2609154,44,21776,202.0573108008817
2609204,24,11220,213.90374331550802
2609303,31,15470,200.38784744667097
2609402,109,63294,172.21221600783645
2609501,109,32573,334.63297823350626
2609600,1039,393115,264.2992508553477
2609709,79,23935,330.0605807395028
2609808,19,15152,125.3959873284055
2609907,512,69969,731.7526333090368
2610004,500,63500,787.4015748031496
2610103,21,7600,276.3157894736842
2610202,125,26456,472.48261263985484
2610301,42,11566,363.13332180529136
2610400,40,22106,180.9463494074007
2610509,78,28894,269.9522392192151
2610608,77,56933,135.24669348181195
2610707,998,334376,298.46639710984044
2610806,68,22668,299.9823539791777
2610905,230,67735,339.5585738539898
2611002,75,36901,203.24652448443132
2611101,1172,354317,330.7772418484013
2611200,52,11305,459.9734630694383
2611309,60,27148,221.01075585678504
2611408,19,15101,125.81948215349976
2611507,52,26175,198.66284622731615
2611533,14,6805,205.73108008817047
2611606,13528,1653461,818.1626297808052
2611705,6,20646,29.061319383900027
2611804,86,47616,180.61155913978496
2611903,57,23628,241.23920771965464
2612000,11,9764,112.65874641540353
2612109,9,11068,81.31550415612577
2612208,363,61249,592.6627373508139
2612307,35,15862,220.6531332744925
2612406,22,26890,81.81480104127928
2612455,38,15558,244.24733256202597
2612471,40,12650,316.20553359683794
2612505,151,109897,137.40138493316468
2612554,35,14562,240.3516000549375
2612604,51,42100,121.14014251781472
2612703,53,14223,372.6358714757787
2612802,53,11865,446.69195111672985
2612901,33,16069,205.36436617088805
2613008,130,60042,216.515106092402
2613107,115,37368,307.7499464782702
2613206,62,22899,270.75418140530155
2613305,69,21398,322.4600429946724
2613404,79,21586,365.97794867043456
2613503,74,34021,217.51271273625113
2613602,169,34056,496.24148461357765
2613701,280,114079,245.44394673866356
2613800,35,18085,193.53055017970695
2613909,581,86915,668.4691940401542
2614006,38,19196,197.95790789747863
2614105,68,36050,188.62690707350902
2614204,88,46361,189.81471495437975
2614303,25,11270,221.82786157941436
2614402,11,6021,182.69390466699883
2614501,252,65647,383.8713117126449
2614600,101,28704,351.86733556298776
2614709,12,12859,93.31985379889572
2614808,51,26106,195.35738910595265
2614857,51,23623,215.8912923845405
2615003,56,29127,192.2614756068253
2615102,27,7198,375.10419560989163
2615201,21,10206,205.76131687242798
2615300,158,52802,299.2310897314496
2615409,83,46164,179.7937787020189
2615508,6,13813,43.437341634691954
2615607,55,30816,178.47871235721703
2615706,58,15243,380.50252574952435
2615805,73,27551,264.9631592319698
2615904,69,8256,835.7558139534884
2616001,82,18661,439.4191093724881
2616100,17,9553,177.95456924526326
2616183,24,7571,316.99907541936335
2616209,67,20954,319.7480194712227
2616308,52,32772,158.6720371048456
2616407,596,139583,426.98609429515056
2616506,55,14757,372.70447923019583
2700102,96,20230,474.5427582797825
2700201,74,17526,422.2298299669063
2700300,1608,233047,689.9895729187674
2700409,78,47365,164.67856011823076
2700508,21,16068,130.69454817027633
2700607,9,8378,107.424206254476
2700706,39,18338,212.67313774675537
2700805,13,4284,303.4547152194211
2700904,17,6710,253.3532041728763
2701001,69,27356,252.2298581663986
2701100,8,10460,76.48183556405354
2701209,24,10889,220.40591422536505
2701308,78,21331,365.6649946087853
2701357,21,6954,301.98446937014666
2701407,81,57537,140.77897700610043
2701506,39,9567,407.65130134838506
2701605,50,17719,282.18296743608556
2701704,54,16979,318.039931680311
2701803,20,9159,218.36445026749647
2701902,6,7311,82.06811653672548
2702009,25,10643,234.8961758902565
2702108,28,21818,128.33440278668988
2702207,7,5864,119.3724420190996
2702306,317,57294,553.2865570565854
2702355,56,24309,230.36735365502489
2702405,192,52262,367.37974053805823
2702504,26,11067,234.93268275051958
2702553,48,18255,262.9416598192276
2702603,23,22178,103.70637568761836
2702702,8,4779,167.39903745553462
2702801,23,12807,179.58928710861247
2702900,91,41237,220.67560685791886
2703007,69,15627,441.5434824342484
2703106,54,25613,210.83043766837153
2703205,70,24586,284.7148783860734
2703304,77,18392,418.66028708133973
2703403,9,5219,172.44682889442421
2703502,25,7006,356.8369968598344
2703601,13,8403,154.7066523860526
2703700,10,5761,173.58097552508247
2703759,11,11536,95.35367545076284
2703809,49,24081,203.47992193015241
2703908,8,4137,193.37684312303602
2704005,62,24722,250.78877113502145
2704104,44,17771,247.59439536323222
2704203,24,28771,83.41732995029717
2704302,5933,1025360,578.6260435359288
2704401,41,19864,206.40354409987918
2704500,83,33032,251.27149430854928
2704609,17,9004,188.80497556641492
2704708,121,52380,231.00420007636504
2704807,27,13193,204.65398317289473
2704906,6,3494,171.7229536348025
2705002,68,25207,269.7663347482842
2705101,74,24634,300.39782414548995
2705200,35,18031,194.11014364150628
2705309,15,5322,281.8489289740699
2705408,12,7165,167.4808094905792
2705507,44,28333,155.29594465817246
2705606,25,12764,195.86336571607646
2705705,53,21738,243.8126782592695
2705804,27,9441,285.9866539561487
2705903,15,5128,292.5117004680187
2706000,37,11657,317.4058505618941
2706109,41,11535,355.4399653229302
2706208,8,5037,158.82469724042087
2706307,398,73337,542.7001377203867
2706406,43,24351,176.58412385528314
2706422,42,10539,398.51978366068886
2706448,9,13332,67.50675067506751
2706505,39,15258,255.60361777428236
2706604,29,7560,383.5978835978836
2706703,297,63846,465.18184381167185
2706802,49,17848,274.5405647691618
2706901,87,35212,247.07486084289448
2707008,4,2905,137.69363166953528
2707107,86,25183,341.50021840130245
2707206,23,14418,159.52281869884865
2707305,110,27249,403.68453888216084
2707404,9,7701,116.8679392286716
2707503,64,20112,318.21797931583137
2707602,35,11248,311.16642958748224
2707701,245,75394,324.9595458524551
2707800,10,6649,150.39855617386073
2707909,19,7320,259.56284153005464
2708006,479,47819,1001.6938873669462
2708105,30,10687,280.71488724618695
2708204,14,6969,200.88965418280958
2708303,67,23996,279.2132022003667
2708402,101,32405,311.68029625057864
2708501,94,34692,270.95583996310387
2708600,233,61797,377.040956680745
2708709,20,8013,249.5944090852365
2708808,72,34290,209.9737532808399
2708907,23,13936,165.0401836969001
2708956,35,13921,251.41871991954602
2709004,7,6138,114.0436624307592
2709103,61,20072,303.90593862096455
2709152,121,44372,272.69449202199587
2709202,46,27826,165.3130166031769
2709301,215,65790,326.797385620915
2709400,85,25693,330.82940878838593
2800100,11,2380,462.1848739495798
2800209,42,21681,193.71800193718002
2800308,3281,664908,493.4517256522707
2800407,5,9947,50.26641198351262
2800506,31,18686,165.8996039815905
2800605,47,30930,151.95602974458455
2800670,49,26899,182.1629056842262
2800704,18,8353,215.49144020112536
2801009,24,18218,131.7378416950269
2801108,5,4006,124.81278082875687
2801207,65,30402,213.8017235708177
2801306,75,34514,217.3031233702266
2801405,32,22239,143.89136202167364
2801504,14,16937,82.65926669421975
2801603,4,5913,67.64755623203112
2801702,31,18029,171.94519940096512
2801900,11,3998,275.1375687843922
2802007,4,5215,76.70182166826463
2802106,391,69556,562.1369831502674
2802205,9,5601,160.68559185859667
2802304,30,15556,192.85163281049114
2802403,17,11601,146.53909145763296
2802502,1,3384,29.55082742316785
2802601,9,5824,154.53296703296704
2802700,7,8521,82.14998239643235
2802809,26,18149,143.25858174004077
2802908,403,96142,419.17164194628776
2803005,48,42166,113.8357918702272
2803104,6,4886,122.79983626688498
2803203,70,34709,201.67679852487828
2803302,25,18907,132.2261596234199
2803401,5,13429,37.232854270608385
2803500,353,105221,335.48436148677547
2803609,33,30080,109.70744680851064
2803708,8,6961,114.92601637695734
2803807,10,3699,270.3433360367667
2803906,16,12653,126.45222476882952
2804003,20,17271,115.80105378958949
2804102,30,11348,264.363764540007
2804201,35,15175,230.64250411861613
2804300,10,7639,130.90718680455558
2804409,80,18703,427.73886542265944
2804458,15,8809,170.28039505051652
2804508,135,37324,361.69756724895507
2804607,76,26795,283.6350065310692
2804706,9,6496,138.54679802955664
2804805,308,185706,165.85355346623157
2804904,24,14540,165.06189821182943
2805000,2,3285,60.882800608828006
2805109,8,9665,82.77289187790998
2805208,8,6627,120.71827372868567
2805307,11,9359,117.53392456459024
2805406,48,35122,136.6664768521155
2805505,24,23867,100.55725478694431
2805604,31,28693,108.0402885721256
2805703,267,29692,899.2321163949886
2805802,21,19809,106.01241859760715
2805901,27,10284,262.54375729288216
2806008,26,18773,138.49677728652853
2806107,13,11008,118.09593023255815
2806206,29,20025,144.81897627965043
2806305,2,14121,14.163302882232136
2806404,5,7844,63.74298827129016
2806503,4,3923,101.96278358399184
2806602,20,12151,164.5955065426714
2806701,129,91093,141.61351585742045
2806800,11,11207,98.15294012670653
2806909,3,3781,79.34408886537953
2807006,3,3947,76.00709399543958
2807105,83,40606,204.4032901541644
2807204,8,8970,89.18617614269789
2807303,4,3249,123.11480455524777
2807402,119,52530,226.53721682847896
2807501,23,13535,169.9298115995567
2807600,25,25550,97.84735812133073
2900108,52,8710,597.0149253731344
2900207,72,20347,353.8605199783752
2900306,47,15187,309.47520906038056
2900355,23,17126,134.29872708163026
2900405,27,17033,158.51582222744085
2900504,48,10560,454.54545454545456
2900603,6,4416,135.8695652173913
2900702,655,152327,429.99599545714153
2900801,62,22490,275.67807914628725
2900900,30,5366,559.0756615728662
2901007,168,37441,448.7059640501055
2901106,63,25048,251.51708719259022
2901155,49,16090,304.53697949036666
2901205,54,21607,249.9190077289767
2901304,51,13132,388.3643009442583
2901353,42,14503,289.5952561538992
2901403,26,13938,186.54039316975175
2901502,30,11297,265.55722758254404
2901601,55,19479,282.3553570511833
2901700,26,11677,222.6599297764837
2901809,8,11878,67.35140596059942
2901908,73,17788,410.38902630987184
2901957,6,7302,82.16926869350863
2902005,60,13045,459.9463395937141
2902054,18,12208,147.4442988204456
2902104,132,54648,241.54589371980677
2902203,14,11461,122.15338975656574
2902252,21,10961,191.58835872639358
2902302,3,8837,33.94817245671608
2902401,41,11299,362.8639702628551
2902500,14,13929,100.50972790580802
2902609,63,20449,308.08352486674164
2902658,17,13240,128.3987915407855
2902708,182,53910,337.5997032090521
2902807,82,20392,402.1184778344449
2902906,110,31209,352.4624307090903
2903003,96,13833,693.9926263283453
2903102,7,5612,124.73271560940842
2903201,752,156975,479.0571747093486
2903235,83,15054,551.3484788096187
2903276,28,16105,173.85904998447688
2903300,32,5448,587.3715124816447
2903409,64,23437,273.0724922131672
2903508,49,17109,286.3989713016541
2903607,23,15984,143.8938938938939
2903706,28,12329,227.10682131559736
2903805,47,18531,253.62905401759215
2903904,184,69662,264.132525623726
2903953,67,9823,682.0726865519699
2904001,87,14446,602.2428353869583
2904050,39,16884,230.98791755508174
2904100,125,21497,581.4764850909429
2904209,26,10129,256.68871556915786
2904308,46,14222,323.44255378990295
2904407,16,10618,150.68751177246185
2904506,55,10130,542.9417571569595
2904605,353,67335,524.2444493948169
2904704,51,18306,278.59718125204853
2904753,73,21276,343.10960706899795
2904803,20,6488,308.26140567200986
2904852,29,18911,153.34990217333828
2904902,116,33567,345.57750171299193
2905008,75,23291,322.0127946417071
2905107,26,9058,287.0390814749393
2905156,33,14608,225.90361445783134
2905206,96,51081,187.93680624889882
2905305,32,18513,172.85150974990546
2905404,14,18427,75.97547077657785
2905503,59,13391,440.5944290941677
2905602,172,32006,537.3992376429419
2905701,592,304302,194.54357841880764
2905800,68,35382,192.18811825221863
2905909,93,28820,322.69257460097157
2906006,280,71487,391.6796060822247
2906105,27,9703,278.26445429248685
2906204,78,26325,296.2962962962963
2906303,90,30906,291.20559114735005
2906402,17,8181,207.79855763354112
2906501,358,87458,409.33934002606964
2906600,51,14368,354.9554565701559
2906709,105,25053,419.11148365465215
2906808,111,34882,318.215698641133
2906824,47,16753,280.5467677430908
2906857,35,11616,301.3085399449036
2906873,122,30862,395.30814593999094
2906899,28,8801,318.14566526531075
2906907,72,22093,325.8950798895578
2907004,15,9346,160.4964690776803
2907103,84,29070,288.9576883384933
2907202,110,72545,151.6300227445034
2907301,107,26318,406.56584846872863
2907400,2,3599,55.57099194220617
2907509,149,54970,271.05694014917225
2907558,25,9316,268.3555173894375
2907608,54,17280,312.5
2907707,37,11200,330.35714285714283
2907806,140,32576,429.7642436149312
2907905,40,17352,230.52097740894422
2908002,70,16549,422.98628315910327
2908101,50,18807,265.85845695751584
2908200,51,22762,224.05763992619276
2908309,78,17165,454.4130498106612
2908408,234,67013,349.1859788399266
2908507,96,33398,287.4423618180729
2908606,56,26035,215.09506433647013
2908705,72,17178,419.1407614390499
2908804,24,4045,593.3250927070458
2908903,49,22495,217.82618359635475
2909000,52,8642,601.7125665355242
2909109,23,14149,162.55565764364974
2909208,35,15717,222.68880829674873
2909307,56,32191,173.96166630424653
2909406,27,13769,196.09267194422253
2909505,12,5351,224.25714819659876
2909604,46,21163,217.3604876435288
2909703,16,13947,114.72001147200115
2909802,181,63591,284.63147300718657
2909901,75,34886,214.98595425098893
2910008,30,10525,285.03562945368174
2910057,145,82432,175.90256211180125
2910107,49,12240,400.3267973856209
2910206,3,4065,73.80073800738008
2910305,43,8126,529.1656411518583
2910404,52,16446,316.1863067007175
2910503,66,41901,157.51414047397438
2910602,78,37578,207.5682580233115
2910701,155,60858,254.69124848006837
2910727,527,114396,460.6804433721459
2910750,47,17845,263.3790977864948
2910776,8,5661,141.3177883766119
2910800,2044,619609,329.8854600239829
2910859,78,16345,477.21015601101254
2910909,14,5629,248.71202700302007
2911006,27,10575,255.31914893617022
2911105,45,25857,174.0341106856944
2911204,121,32596,371.2111915572463
2911253,10,4440,225.22522522522522
2911303,45,11259,399.68025579536373
2911402,29,15234,190.3636602336878
2911501,27,6985,386.5425912670007
2911600,69,20762,332.33792505538963
2911659,38,6646,571.7724947336744
2911709,393,84928,462.7449133383572
2911808,56,20700,270.5314009661836
2911857,20,12987,154.000154000154
2911907,118,24121,489.20028191202687
2912004,33,9031,365.4080389768575
2912103,141,21378,659.5565534661802
2912202,26,19786,131.4060446780552
2912301,41,16230,252.61860751694394
2912400,109,18319,595.0106446858453
2912509,52,14947,347.8958988425771
2912608,8,4046,197.7261492832427
2912707,78,23404,333.2763630148693
2912806,48,8690,552.3590333716916
2912905,100,14882,671.952694530305
2913002,86,16403,524.2943364018777
2913101,66,17080,386.41686182669787
2913200,140,27003,518.4609117505462
2913309,14,6220,225.08038585209005
2913408,59,15650,376.99680511182106
2913457,22,13091,168.0543885111909
2913507,45,26963,166.89537514371546
2913606,1024,159923,640.3081482963677
2913705,97,40333,240.4978553541765
2913804,53,14354,369.23505643026334
2913903,207,45922,450.76433953225035
2914000,91,59435,153.10843778918147
2914109,69,9911,696.1961456967007
2914208,32,7279,439.62082703668085
2914307,33,8197,402.5863120653898
2914406,112,25478,439.59494465813646
2914505,125,29173,428.47838755013197
2914604,504,73524,685.4904520972743
2914653,118,30747,383.7772790841383
2914703,294,64646,454.7845187637286
2914802,1433,213685,670.6132859115053
2914901,42,28684,146.4230930135267
2915007,35,16110,217.25636250775915
2915106,47,12242,383.92419539290967
2915205,42,14452,290.61721561029617
2915304,8,6825,117.21611721611721
2915353,25,14542,171.91583000962729
2915403,17,6596,257.7319587628866
2915502,90,20398,441.21972742425726
2915601,268,64455,415.7939647816306
2915700,11,8003,137.44845682868925
2915809,93,22754,408.7193460490463
2915908,14,6436,217.5264139216905
2916005,87,19316,450.40381031269413
2916104,117,22337,523.7946008864217
2916203,20,8526,234.57658925639223
2916302,44,10215,430.7391091532061
2916401,349,76795,454.456670356143
2916500,78,35883,217.37312933701196
2916609,35,10298,339.8718197708293
2916708,18,8347,215.64634000239607
2916807,63,19843,317.49231467016074
2916856,47,14539,323.26845037485384
2916906,31,12528,247.4457215836526
2917003,161,36116,445.7858013069
2917102,70,20388,343.33921914851874
2917201,77,19030,404.6242774566474
2917300,57,28740,198.32985386221296
2917334,29,11016,263.25344952795933
2917359,58,8277,700.7369819983086
2917409,42,14850,282.82828282828285
2917508,342,80635,424.1334408135425
2917607,174,54673,318.2558118266786
2917706,134,33746,397.0840988561607
2917805,18,18981,94.8316737790422
2917904,16,10726,149.17024053701286
2918001,804,156126,514.9686791437684
2918100,143,40651,351.77486408698434
2918209,65,14557,446.520574294154
2918308,43,10808,397.8534418948927
2918357,73,25402,287.3789465396425
2918407,758,218162,347.4482265472447
2918456,34,8988,378.28215398308856
2918506,40,15262,262.08884811951253
2918555,15,5768,260.05547850208046
2918605,49,5976,819.946452476573
2918704,11,3693,297.86081776333606
2918753,33,15770,209.2580849714648
2918803,60,24032,249.66711051930758
2918902,19,3975,477.9874213836478
2919009,8,3758,212.87919105907397
2919058,35,8577,408.0680890754343
2919108,11,8191,134.29373702844586
2919157,87,27274,318.98511402801205
2919207,520,201635,257.89173506583677
2919306,17,11499,147.8389425167406
2919405,30,12373,242.46342843287803
2919504,110,46062,238.80856237245453
2919553,125,90162,138.63933808034426
2919603,36,11332,317.68443346276035
2919702,47,18909,248.5588873023428
2919801,115,50161,229.26177707780946
2919900,29,7787,372.4155644022088
2919926,38,21432,177.3049645390071
2919959,51,2764,1845.1519536903038
2920007,15,10206,146.9723691945914
2920106,58,18602,311.79443070637564
2920205,23,16861,136.4094656307455
2920304,19,8359,227.2999162579256
2920403,28,13087,213.95277756552304
2920452,22,13734,160.1863987185088
2920502,44,20393,215.76030991026332
2920601,131,44793,292.45641059987054
2920700,15,20617,72.7554930397245
2920809,28,10380,269.7495183044316
2920908,7,13717,51.03156666909674
2921005,92,47126,195.22132156346814
2921054,39,12283,317.5120084669869
2921104,136,22716,598.6969536890298
2921203,128,25894,494.3230091913185
2921302,51,10893,468.190581107133
2921401,13,18474,70.36916747861859
2921450,25,8447,295.96306380963654
2921500,114,49278,231.34055765250213
2921609,32,8497,376.60350712016003
2921708,140,35440,395.03386004514675
2921807,40,12052,331.89512114171924
2921906,23,8889,258.74676566542917
2922003,100,42251,236.6807886203877
2922052,27,10673,252.9747962147475
2922102,97,26970,359.6588802373007
2922201,13,7443,174.6607550718796
2922250,19,11417,166.41849872996409
2922300,89,29410,302.6181570894254
2922409,48,22282,215.42051880441613
2922508,114,28594,398.6850388193327
2922607,31,14079,220.18609276227005
2922656,50,13164,379.8237617745366
2922706,80,16472,485.67265662943174
2922730,27,7821,345.22439585730723
2922755,10,6554,152.57857796765333
2922805,20,8279,241.57506945283248
2922854,15,9123,164.41959881617888
2922904,40,26998,148.15912289799243
2923001,127,43783,290.06692095105404
2923035,31,12522,247.56428685513495
2923050,26,15443,168.36106974033544
2923100,31,28304,109.52515545505936
2923209,74,21810,339.2939018798716
2923308,27,8570,315.05250875145856
2923357,31,17511,177.03158014962023
2923407,71,21796,325.74784364103505
2923506,11,9071,121.26557160180796
2923605,122,21695,562.3415533533072
2923704,131,32141,407.5791045704863
2923803,27,29058,92.91761304976255
2923902,34,9686,351.0220937435474
2924009,475,118516,400.7897667825441
2924058,51,13556,376.21717320743585
2924108,13,7394,175.81823099810657
2924207,32,16682,191.82352235942932
2924306,78,16984,459.25577013659915
2924405,108,35175,307.0362473347548
2924504,27,16285,165.7967454712926
2924603,60,20098,298.53716787740075
2924652,30,10394,288.62805464691166
2924678,14,10036,139.49780789159027
2924702,27,10475,257.7565632458234
2924801,103,24964,412.5941355551995
2924900,10,9370,106.72358591248666
2925006,88,26426,333.0053734957996
2925105,247,46879,526.8883721922396
2925204,71,39972,177.62433703592515
2925253,60,14819,404.885619812403
2925303,458,150658,303.99978759840167
2925402,23,6916,332.56217466743783
2925501,92,28194,326.310562531035
2925600,56,15160,369.39313984168865
2925709,56,12179,459.8078659988505
2925758,41,28004,146.40765604913582
2925808,70,25433,275.23296504541344
2925907,80,27626,289.58227756461304
2925931,20,8956,223.3139794551139
2925956,71,22633,313.70123271329476
2926004,195,41170,473.64585863492835
2926103,29,14495,200.06898930665747
2926202,40,22334,179.09913136921287
2926301,109,33468,325.68423568782123
2926400,67,35593,188.23926052875566
2926509,46,14612,314.8097454147276
2926608,272,53956,504.1144636370376
2926657,7,5343,131.01253977166385
2926707,66,12932,510.3618929786576
2926806,35,15448,226.56654583117555
2926905,46,11663,394.4096716110778
2927002,139,40976,339.2229597813354
2927101,27,9442,285.9563651768693
2927200,120,30857,388.8906893087468
2927309,27,15862,170.21813138317992
2927408,11276,2886698,390.61931660326087
2927507,42,20883,201.12052865967533
2927606,32,14063,227.54746497902298
2927705,73,27922,261.4425900723444
2927804,6,6278,95.57183816502071
2927903,45,10606,424.2881387893645
2928000,103,37531,274.4397964349471
2928059,26,12449,208.85211663587438
2928109,155,39775,389.69201759899437
2928208,67,26705,250.8893465643138
2928307,25,8966,278.83113986169974
2928406,58,28481,203.64453495312665
2928505,37,10464,353.59327217125383
2928604,198,60131,329.2810696645657
2928703,951,102380,928.892361789412
2928802,185,53269,347.29392329497455
2928901,32,34266,93.38703087608708
2928950,31,9072,341.71075837742507
2929008,159,14762,1077.089825226934
2929057,47,15468,303.8531161106801
2929107,61,21080,289.37381404174573
2929206,82,40245,203.75201888433347
2929255,57,18789,303.3689924956091
2929305,95,37942,250.38216224764113
2929354,3,5608,53.49500713266762
2929370,21,10505,199.90480723465018
2929404,35,11704,299.0430622009569
2929503,140,44430,315.1024082826919
2929602,103,17409,591.6479981618703
2929701,77,17302,445.0352560397642
2929750,46,12105,380.00826104915325
