cod_municipio,sucicidios,pop_2021,sucicidios_100k
1716505,2,13773,14.52116459740071
1716653,1,5512,18.1422351233672
1717008,2,4430,45.146726862302486
1717503,2,7743,25.829781738344312
1717909,1,8116,12.32134056185313
1718204,10,53316,18.756095731112612
1718840,2,3373,59.29439667951379
1718865,2,7595,26.333113890717577
1718881,1,3486,28.686173264486516
1718907,1,4846,20.635575732562938
1720499,2,3904,51.22950819672131
1720804,2,8997,22.229632099588752
1720903,1,16825,5.943536404160476
1721000,19,306296,6.20314989421997
1721208,3,22845,13.131976362442547
1722081,3,11734,25.56672916311573
2100055,12,113121,10.608109900018563
2100436,1,27858,3.5896331394931438
2100501,2,11212,17.83803068141277
2100600,4,41729,9.585659852860122
2100709,4,26988,14.821402104639098
2100808,2,15894,12.583364791745312
2100832,1,17413,5.742835812324126
2100956,3,32764,9.156391161030399
2101202,2,104790,1.9085790628876802
2101400,10,95929,10.424376361684162
2101509,2,18924,10.56859015007398
2101608,9,88492,10.170410884599738
2101707,4,63217,6.327411930335194
2101731,2,7528,26.56748140276302
2102036,1,34567,2.8929325657418925
2102077,2,16438,12.166930283489476
2102101,4,36651,10.913754058552291
2102200,1,28798,3.472463365511494
2102309,2,23939,8.354567859977443
2102325,4,72983,5.480728388802872
2103000,27,165525,16.311735387403715
2103109,1,10693,9.351912466099318
2103208,7,80195,8.728723735893759
2103307,9,123116,7.310179018161733
2103406,5,49621,10.076378952459644
2103505,1,41312,2.420604182804028
2103554,5,16400,30.48780487804878
2103604,2,65544,3.0513853289393387
2103703,7,32626,21.45528106418194
2103752,2,12916,15.48467017652524
2103802,2,23372,8.557247989046722
2104008,3,17104,17.53975678203929
2104206,4,17790,22.484541877459247
2104503,3,10886,27.5583318023149
2104552,4,18520,21.598272138228943
2104651,4,10151,39.404984730568415
2104677,4,25539,15.662320372763224
2104800,5,70065,7.136230642974381
2104909,3,11997,25.00625156289072
2105005,2,28932,6.912760956726117
2105104,2,27269,7.334335692544648
2105302,29,259337,11.182361174842
2105351,1,16005,6.248047485160887
2105401,2,68723,2.910233837288826
2105427,2,26068,7.672241829062452
2105500,3,23740,12.636899747262005
2105609,5,16198,30.868008396098283
2105708,1,50616,1.9756598703967125
2105906,2,16314,12.25940909648155
2105922,4,11265,35.50821127385708
2105948,3,8857,33.871514056678336
2106003,3,11918,25.172008726296358
2106300,1,20029,4.992760497278946
2106409,3,16977,17.670966601873122
2106706,1,21031,4.754885645000238
2106755,1,28754,3.4777770049384436
2107001,1,9111,10.975743606629349
2107209,4,14642,27.31867231252561
2107308,1,4682,21.358393848782573
2107357,3,21080,14.231499051233397
2107407,2,19561,10.224426154082103
2107506,2,123747,1.616200796786993
2107605,4,19781,20.221424599363026
2107704,1,21479,4.655710228595372
2107803,3,35008,8.56946983546618
2107902,1,19137,5.225479437738413
2108009,3,19583,15.319409692079866
2108207,3,39191,7.654818708376923
2108454,2,23364,8.560178051703476
2108504,5,33065,15.121729925903523
2108603,5,83777,5.968225169199184
2108801,4,18720,21.367521367521366
2108900,2,17595,11.366865586814436
2109007,1,24092,4.150755437489623
2109106,2,48036,4.163544008660171
2109205,2,12838,15.578750584203148
2109270,2,19069,10.488226965231528
2109304,2,11261,17.760412041559363
2109452,2,31177,6.414985405908202
2109502,3,20334,14.753614635585718
2109700,1,5679,17.608733932030287
2109809,1,42483,2.353882729562413
2109908,8,89489,8.939646213501101
2110005,7,72887,9.603907418332486
2110203,2,38298,5.222204814872839
2110302,1,14522,6.886103842445944
2110500,1,45604,2.1927901061310413
2110708,2,34384,5.8166589111214515
2110856,2,11941,16.749015995310277
2110906,1,12218,8.18464560484531
2111003,2,20701,9.661369015989566
2111052,4,11193,35.736621102474764
2111102,4,25996,15.386982612709648
2111201,11,179028,6.144290278615635
2111250,5,7640,65.44502617801047
2111300,47,1108975,4.238147839220902
2111607,2,18980,10.53740779768177
2111706,1,22350,4.47427293064877
2111763,1,14050,7.117437722419929
2111805,1,18160,5.506607929515418
2111904,3,10634,28.211397404551438
2111953,1,5676,17.618040873854827
2112209,23,170222,13.511766986640975
2112233,1,22112,4.522431259044862
2112308,1,42040,2.378686964795433
2112407,2,35709,5.600828922680557
2112506,1,59398,1.6835583689686522
2112704,2,57168,3.498460677301987
2112803,1,52649,1.8993713080970198
2114007,4,51956,7.698822080221726
2200202,3,17470,17.172295363480252
2200301,3,14339,20.921961085152383
2200400,3,40605,7.388252678241596
2200459,1,5445,18.365472910927455
2200608,1,6783,14.742739200943536
2200905,2,5827,34.32297923459756
2201002,1,4720,21.1864406779661
2201101,1,11326,8.829242450997704
2201408,1,7027,14.230823964707557
2201507,9,26905,33.45103140680171
2201556,1,4030,24.81389578163772
2201804,1,4505,22.197558268590456
2201903,4,25387,15.756095639500531
2201919,1,5651,17.69598301185631
2202000,5,19807,25.243600747210582
2202059,1,10630,9.407337723424272
2202075,2,3573,55.97537083683179
2202083,2,7674,26.062027625749284
2202091,2,5781,34.596090641757485
2202117,2,5069,39.45551390806865
2202208,4,46893,8.530057791141536
2202251,2,3944,50.70993914807302
2202307,6,21258,28.22466836014677
2202455,3,4114,72.92173067574137
2202554,2,5085,39.33136676499508
2202604,4,19715,20.28911995942176
2202653,1,5451,18.3452577508714
2202703,5,27845,17.95654516071108
2202778,1,7661,13.053126223730583
2202802,1,4807,20.802995631370916
2202901,8,26709,29.95245048485529
2203107,3,10444,28.724626579854462
2203206,2,11426,17.50393838613688
2203305,8,13840,57.80346820809248
2203354,1,7029,14.226774790155071
2203453,1,9565,10.454783063251437
2203503,3,14575,20.58319039451115
2203701,7,39848,17.566753663922906
2203800,1,4462,22.411474675033617
2203909,14,60025,23.323615160349853
2204006,2,5347,37.40415186085656
2204154,1,3200,31.25
2204204,3,9372,32.010243277848915
2204303,2,11659,17.154129856763017
2204600,2,3879,51.55968032998195
2204659,1,9457,10.574177857671566
2204709,1,15319,6.527841242900973
2204808,4,9838,40.65867046147591
2205003,2,11551,17.31451822353043
2205102,3,11028,27.20348204570185
2205201,2,19170,10.432968179447053
2205276,2,4875,41.02564102564103
2205458,2,5466,36.58982802780827
2205508,4,39336,10.16880211511084
2205557,2,8577,23.318176518596246
2205607,3,5283,56.78591709256104
2205706,1,30438,3.2853669754911623
2206050,3,6449,46.518840130252755
2206100,2,10958,18.25150574922431
2206209,6,33833,17.734164868619395
2206407,3,10564,28.39833396440742
2206506,3,7767,38.62495171881035
2206704,2,7322,27.314941272876265
2206753,2,4891,40.891433244735225
2206902,1,6556,15.25320317266626
2206951,2,3003,66.6000666000666
2207009,5,37085,13.48254011055683
2207108,1,2468,40.51863857374392
2207504,1,14587,6.855419208884623
2207553,2,3937,50.8001016002032
2207603,2,10819,18.485996857380535
2207702,14,153482,9.121590805436469
2207777,1,6406,15.610365282547612
2207801,11,20554,53.517563491291234
2207900,5,38778,12.893908917427407
2208007,15,78431,19.12509084418151
2208106,3,12139,24.713732597413298
2208205,2,18459,10.83482312151254
2208304,6,28874,20.77994043083743
2208403,15,63787,23.515763400065843
2208502,4,12608,31.725888324873097
2208650,3,9017,33.27048907618942
2208700,1,8796,11.368804001819008
2208809,8,17979,44.49635686078202
2208908,1,7376,13.557483731019524
2209005,5,6433,77.724234416291
2209104,3,6247,48.023051064510966
2209203,1,6254,15.989766549408378
2209377,3,5255,57.08848715509039
2209401,2,6441,31.05107902499612
2209450,1,2166,46.16805170821792
2209500,2,3803,52.59006047856955
2209609,2,2932,68.21282401091405
2209708,2,6420,31.152647975077883
2210003,3,20662,14.519407608169587
2210052,5,5354,93.38812103100486
2210201,1,6700,14.925373134328359
2210300,1,6371,15.69612305760477
2210375,4,2646,151.17157974300832
2210607,5,34877,14.336095421051123
2210623,2,3451,57.954216169226314
2210631,1,4303,23.239600278875205
2210706,4,14649,27.30561813093044
2211001,125,868075,14.399677447225182
2211100,3,44569,6.7311359913841455
2211209,4,21655,18.47148464557839
2211308,3,20929,14.334177457116919
2300101,2,11853,16.873365392727578
2300200,11,63104,17.4315415821501
2300309,5,54481,9.177511426001725
2300408,4,17493,22.866289372892012
2300606,1,7650,13.071895424836601
2300754,2,43829,4.563188756302904
2300804,1,7378,13.553808620222282
2301000,6,80935,7.413356397108791
2301109,7,74975,9.336445481827276
2301307,3,21654,13.854253255749516
2301505,4,7844,50.994390617032124
2301604,3,23478,12.777919754663941
2301703,12,24610,48.760666395774074
2301851,3,18256,16.43295354951797
2301901,8,61228,13.065917554060233
2301950,1,22573,4.430071324148319
2302008,5,22758,21.97029615959223
2302107,3,35941,8.347013160457417
2302206,4,53949,7.414409905651634
2302305,7,32722,21.39233543181957
2302404,7,54577,12.82591567876578
2302503,2,49842,4.0126800690180975
2302602,9,63907,14.08296430750935
2302701,5,27470,18.20167455405897
2302800,18,77244,23.30278079850862
2302909,3,17786,16.86719892049927
2303204,6,26987,22.23292696483492
2303303,4,18699,21.391518263008717
2303402,7,17685,39.58156629912355
2303501,6,72232,8.306567726215528
2303659,3,10376,28.912875867386276
2303709,8,365212,2.1905085265544395
2303808,2,25585,7.817080320500293
2303907,1,13091,7.638835841417768
2304004,1,23239,4.303111149360988
2304103,9,75159,11.974613818704347
2304202,14,133031,10.523862859032857
2304251,3,24977,12.011050166152861
2304301,3,19389,15.472690700912889
2304350,1,24452,4.089645018812367
2304400,146,2686612,5.434353751118509
2304509,1,14134,7.075137965190321
2304657,1,14407,6.941070313042271
2304707,2,54962,3.6388777700957027
2304905,2,11144,17.946877243359655
2304954,3,26290,11.411182959300113
2305001,2,40784,4.903883876029815
2305100,1,5132,19.485580670303975
2305209,1,20053,4.986785019697801
2305233,5,68529,7.296181178771032
2305308,2,25082,7.973845785822502
2305357,5,20060,24.92522432701894
2305407,6,68162,8.802558610369415
2305506,14,103074,13.58247472689524
2305605,4,26187,15.274754649253447
2305654,2,11596,17.247326664367023
2305704,4,12485,32.038446135362435
2305803,3,42058,7.133006800133149
2305902,4,38114,10.494831295586923
2306009,3,14326,20.94094653078319
2306256,6,38325,15.655577299412915
2306306,5,53067,9.422051369024064
2306405,8,130539,6.128436712400125
2306504,4,20520,19.49317738791423
2306553,2,42215,4.737652493189625
2306702,6,18147,33.063316250619934
2306801,2,11492,17.40341106856944
2306900,3,34636,8.661508257304538
2307007,5,33834,14.778033930365904
2307106,4,27181,14.716162024943895
2307254,7,20087,34.848409419027234
2307304,54,276264,19.546520719311964
2307403,3,24892,12.052064920456372
2307502,1,31492,3.1754096278419914
2307601,5,59890,8.348639171814995
2307635,5,19864,25.171163914619413
2307650,10,229458,4.358096035004228
2307700,8,130346,6.137510932441349
2307809,4,27595,14.495379597753216
2307908,3,11321,26.49942584577334
2308005,4,39044,10.24485196188915
2308104,6,48168,12.45640259093174
2308203,1,15185,6.585446163977609
2308302,3,27462,10.924186148131964
2308351,4,13142,30.43676761527926
2308500,2,43858,4.560171462446988
2308609,2,17249,11.594875065221173
2308708,13,61738,21.056723573811915
2308906,1,22685,4.408199250606128
2309003,4,14549,27.493298508488557
2309201,1,15684,6.375924509053813
2309300,1,32408,3.085657862256233
2309409,2,28673,6.975203152791825
2309458,1,25833,3.871017690550846
2309508,1,21384,4.676393565282454
2309607,1,73188,1.3663442094332405
2309706,3,84554,3.5480284788419234
2309805,1,12288,8.138020833333334
2310209,5,35304,14.162701110355767
2310308,5,31455,15.895724050230488
2310407,4,12252,32.6477309826967
2310506,12,43309,27.70786672516105
2310605,1,9143,10.937329104232747
2310704,3,37900,7.915567282321899
2310803,8,16331,48.98658992100913
2310852,4,20769,19.25947325340652
2311009,1,12347,8.099133392726978
2311108,8,14958,53.48308597406071
2311207,5,11106,45.020709526382134
2311264,4,21166,18.898233015213076
2311306,11,88321,12.45456912851983
2311355,5,16147,30.965504428067135
2311405,14,81778,17.119518696960064
2311504,2,22293,8.971426008163998
2311801,9,78882,11.409447022134326
2311900,2,15788,12.66784899923993
2311959,3,16635,18.034265103697024
2312007,6,32654,18.37447173393765
2312106,2,17712,11.291779584462512
2312205,2,43711,4.575507309372926
2312304,11,48131,22.85429349068168
2312403,2,48869,4.0925740244326665
2312700,3,25456,11.785040854808297
2312908,30,210711,14.237510144225977
2313005,5,18357,27.237566051097673
2313104,3,30807,9.7380465478625
2313203,1,26225,3.813155386081983
2313302,9,59062,15.238224238935356
2313351,6,19371,30.974136595942387
2313401,11,76537,14.372133739237231
2313559,2,16431,12.172113687541842
2313609,5,35047,14.26655633863098
2313708,1,7736,12.926577042399172
2313807,3,22040,13.611615245009075
2313906,2,13915,14.37297879985627
2313955,2,18471,10.827784093985166
2314102,10,61410,16.283992835043154
2400109,2,11121,17.983994245121842
2400208,4,58384,6.851192107426693
2400703,2,14728,13.579576317218903
2400901,2,7154,27.95638803466592
2401008,6,35874,16.725204883759826
2401107,4,27967,14.302570887116959
2401305,3,9670,31.023784901758013
2401404,2,9322,21.454623471358076
2401453,3,28747,10.435871569207222
2402006,18,68343,26.337737588341163
2402303,4,20541,19.473248624701817
2402600,4,73886,5.413745499824053
2403004,2,7983,25.053238131028436
2403103,2,44905,4.453847010355195
2403202,2,7072,28.28054298642534
2403251,13,267036,4.868257463413173
2403301,2,5668,35.28581510232886
2403509,3,10484,28.61503243037009
2403608,9,28936,31.10312413602433
2404002,2,4041,49.49269982677555
2404200,4,26669,14.998687614833702
2404606,2,13901,14.387454139989929
2404705,1,15626,6.399590426212723
2404903,4,5897,67.83110055960658
2405009,3,9238,32.474561593418485
2405207,1,5248,19.054878048780488
2405603,4,14942,26.770178021683844
2405702,5,12396,40.335592126492415
2406106,5,18315,27.3000273000273
2406205,4,6811,58.72852738217589
2406304,2,7584,26.371308016877638
2406403,2,2732,73.20644216691069
2406502,2,15749,12.699218998031622
2406601,1,8297,12.05254911413764
2406700,1,11344,8.815232722143865
2407104,5,81821,6.110900624534044
2407203,3,32039,9.363588126970255
2407302,3,8336,35.98848368522073
2407401,1,8758,11.418131993605845
2407500,2,12544,15.943877551020408
2407609,1,4634,21.579628830384117
2408003,29,300618,9.646794270469499
2408102,72,890480,8.085526906836762
2408201,1,27938,3.5793542844870787
2408904,7,21545,32.49013692271989
2408953,4,10905,36.68042182485099
2409407,9,30600,29.41176470588235
2409803,2,14844,13.473457289140393
2410207,7,7906,88.54034910194788
2410504,2,5128,39.0015600624025
2410603,2,3208,62.34413965087282
2410801,2,4199,47.630388187663726
2411056,1,4140,24.154589371980677
2411205,4,39988,10.00300090027008
2411403,2,11956,16.72800267648043
2411809,1,3595,27.816411682892905
2412005,1,103672,0.9645806003549656
2412104,4,6207,64.4433703882713
2412203,6,44236,13.563613346595533
2412401,4,4665,85.7449088960343
2412500,6,23655,25.364616360177553
2412807,1,8192,12.20703125
2413359,2,12083,16.55218074981379
2413805,2,2586,77.33952049497293
2413904,2,12297,16.26412946247052
2414001,1,15869,6.301594303358749
2414100,5,10855,46.06172270842929
2414209,2,14440,13.850415512465373
2414407,4,33503,11.939229322747217
2414506,3,10520,28.517110266159698
2500106,1,10306,9.703085581214827
2500205,1,5630,17.761989342806395
2500304,1,28439,3.516298041421991
2500502,3,14560,20.604395604395606
2500536,1,5509,18.152114721365038
2500700,1,18026,5.547542438699656
2500809,2,16921,11.819632409432067
2500908,1,13542,7.384433613941811
2501401,1,9096,10.993843447669304
2501500,2,21269,9.403356998448446
2501575,2,8349,23.954964666427117
2501807,1,97203,1.0287748320525087
2502003,2,7349,27.214587018641993
2502102,2,5307,37.68607499528924
2502201,1,2575,38.83495145631068
2502409,1,12022,8.318083513558475
2502508,7,17870,39.1717963066592
2502805,4,14206,28.15711671124877
2503209,2,68767,2.9083717480768394
2503308,4,10305,38.81610868510432
2503407,2,3695,54.12719891745602
2503704,8,62289,12.843359180593684
2504009,52,411807,12.627274427098131
2504033,1,6620,15.105740181268882
2504108,2,2687,74.4324525493115
2504207,2,4935,40.52684903748734
2504306,5,30684,16.295137530960762
2504405,2,19007,10.5224391013837
2504504,1,6658,15.019525382997898
2504801,6,15441,38.857586943850784
2504900,3,17461,17.181146555180117
2505105,1,20334,4.917871545195239
2505238,2,6356,31.46633102580239
2505808,1,3582,27.917364600781685
2506004,5,33199,15.060694599234917
2506103,2,11215,17.833259028087383
2506301,6,59115,10.149708195889367
2506400,2,14127,14.157287463721952
2507002,6,24828,24.16626389560174
2507101,1,18823,5.312649418264889
2507309,2,14450,13.84083044982699
2507507,67,817511,8.195608377134986
2507705,3,18298,16.395234451852662
2508000,2,9849,20.30663011473246
2508109,1,4653,21.49151085321298
2508208,3,7737,38.774718883288095
2508505,2,7265,27.529249827942188
2508604,1,13214,7.567731194187982
2509008,2,10972,18.22821728034998
2509057,3,8653,34.67005662775916
2509156,1,6654,15.028554253080854
2509701,2,33433,5.982113480692728
2509909,2,10451,19.13692469620132
2510105,1,10626,9.410878976096367
2510204,1,5920,16.89189189189189
2510402,4,6462,61.90034045187249
2510808,21,108192,19.40993788819876
2511004,1,3802,26.301946344029457
2511301,2,16111,12.413878716404941
2511400,1,18720,5.3418803418803416
2512101,5,32802,15.242972989451863
2512309,3,23549,12.739394454116947
2512408,5,13741,36.387453605996654
2512507,3,44179,6.790556599289255
2512705,3,19798,15.153045762198202
2512762,4,4540,88.10572687224669
2512804,2,8541,23.416461772626157
2512903,3,24218,12.387480386489388
2513000,2,3931,50.877639277537526
2513109,1,12131,8.24334350012365
2513406,1,15426,6.482561908466226
2513505,1,5129,19.496977968414896
2513703,9,137349,6.552650547146321
2513802,2,4562,43.84042086804033
2513984,2,3384,59.1016548463357
2514107,1,4415,22.650056625141563
2514503,3,20329,14.757243346942792
2514701,2,4147,48.227634434530984
2514909,7,7702,90.88548428979486
2515005,2,7410,26.99055330634278
2515302,1,52804,1.8937959245511704
2515500,1,13754,7.270612185546023
2515906,1,6068,16.47989452867502
2516102,1,15102,6.621639517944643
2516151,2,3594,55.648302726766836
2516201,8,69723,11.473975589116934
2516300,2,17031,11.743291644647995
2516508,1,15441,6.476264490641798
2516706,2,15248,13.116474291710388
2516904,2,15300,13.071895424836601
2517001,2,9911,20.179598425991323
2600054,12,100346,11.95862316385307
2600104,4,37404,10.694043417816276
2600203,2,19810,10.095911155981828
2600500,2,43686,4.578125715332143
2600708,2,38397,5.208740266166628
2600807,4,22984,17.40341106856944
2600906,6,22870,26.23524267599475
2601003,1,11226,8.907892392659896
2601102,11,84864,12.961915535444946
2601201,4,74822,5.346021223704258
2601409,2,42764,4.676830979328407
2601607,3,20730,14.47178002894356
2601706,11,76687,14.34402180291314
2601805,7,12765,54.83744614179397
2601904,4,60880,6.570302233902759
2602001,3,38378,7.816978477252593
2602100,2,48767,4.101133963540919
2602209,5,39983,12.505314758772478
2602308,1,38117,2.623501324868169
2602506,2,7488,26.70940170940171
2602605,3,51225,5.856515373352855
2602704,6,13190,45.489006823351026
2602902,8,208944,3.828777088597902
2603009,2,34503,5.796597397327768
2603405,2,5747,34.80076561684357
2603454,4,158899,2.517322324243702
2603801,1,20048,4.988028731045491
2603926,3,13025,23.032629558541267
2604007,2,84395,2.3698086379524854
2604106,26,365278,7.117866392172537
2604155,2,14368,13.919821826280623
2604304,2,11891,16.81944327642755
2604502,2,21815,9.168003667201466
2604601,1,26590,3.7608123354644603
2604700,1,18268,5.474052988832932
2605103,3,37375,8.02675585284281
2605202,1,69292,1.4431680424868671
2605301,2,31766,6.296039790971479
2605400,2,22247,8.989976176563133
2605608,2,22618,8.84251481121231
2605707,3,33184,9.040501446480231
2605905,2,31318,6.386103838048407
2606002,14,140577,9.95895487882086
2606101,11,30751,35.77119443270138
2606200,6,80055,7.494847292486416
2606408,4,84699,4.722605933954356
2606507,2,19241,10.394470141884517
2606606,3,29412,10.199918400652795
2606804,7,118370,5.913660555884093
2606903,1,12247,8.165264962848044
2607000,1,23645,4.229223937407486
2607208,11,97669,11.262529564140106
2607307,3,31187,9.61939269567448
2607406,1,4966,20.13693113169553
2607505,6,26308,22.806750798236276
2607604,4,26672,14.997000599880025
