cod_municipio,sucicidios,pop_2021,sucicidios_100k
2607653,5,36471,13.70952263442187
2607752,3,26900,11.152416356877323
2607802,1,17006,5.880277549100318
2607901,29,706867,4.102610533523279
2608008,2,17228,11.609008590666358
2608305,1,14922,6.7015145422865565
2608453,2,18252,10.957703265395573
2608503,4,21460,18.63932898415657
2608701,2,16318,12.256403971074887
2608800,4,40589,9.854886791987978
2608909,4,56198,7.117691021032777
2609006,4,25472,15.703517587939698
2609105,1,16321,6.127075546841493
2609154,2,21776,9.184423218221896
2609303,2,15470,12.92824822236587
2609402,7,63294,11.059500110595001
2609501,3,32573,9.210081969729531
2609600,25,393115,6.359462243872658
2609709,5,23935,20.889910173386255
2609808,2,15152,13.199577613516368
2609907,13,69969,18.579656705112264
2610004,2,63500,3.1496062992125986
2610301,2,11566,17.292062943109112
2610509,4,28894,13.843704575344361
2610608,1,56933,1.7564505646988566
2610707,20,334376,5.981290523243295
2610905,4,67735,5.905366501808518
2611101,23,354317,6.4913622547041205
2611200,2,11305,17.69128704113224
2611507,1,26175,3.8204393505253105
2611606,136,1653461,8.225171322456351
2612208,3,61249,4.898039151659619
2612406,2,26890,7.437709185570844
2612455,2,15558,12.855122766422419
2612505,7,109897,6.369600626040747
2612554,3,14562,20.601565718994642
2612604,3,42100,7.1258907363420425
2613008,7,60042,11.658505712667798
2613107,5,37368,13.380432455576964
2613206,3,22899,13.101008777675881
2613404,1,21586,4.63263226165107
2613503,5,34021,14.696804914611564
2613602,7,34056,20.5543810194973
2613701,8,114079,7.012684192533245
2613909,4,86915,4.602197549329805
2614006,2,19196,10.418837257762034
2614105,3,36050,8.321775312066574
2614303,2,11270,17.74622892635315
2614501,3,65647,4.569896568007677
2614600,3,28704,10.451505016722408
2615003,2,29127,6.866481271672331
2615201,1,10206,9.798157946306095
2615300,2,52802,3.7877353130563236
2615409,2,46164,4.332380209687202
2615607,2,30816,6.490134994807892
2616100,1,9553,10.467915837956664
2616209,2,20954,9.544716999140975
2616308,7,32772,21.35969730257537
2616407,6,139583,4.298517727803529
2700102,2,20230,9.886307464162135
2700300,39,233047,16.734821731238764
2700409,1,47365,2.1112635912593687
2701209,2,10889,18.367159518780422
2701308,1,21331,4.688012751394684
2701407,1,57537,1.738012061803709
2701506,1,9567,10.452597470471412
2702009,2,10643,18.79169407122052
2702108,1,21818,4.583371528096068
2702306,4,57294,6.9815338429853036
2702355,1,24309,4.11370274383973
2702603,2,22178,9.017945711966814
2702900,4,41237,9.700026675073357
2703106,7,25613,27.329871549603716
2703205,2,24586,8.134710811030669
2704005,5,24722,20.2249008979856
2704104,4,17771,22.508581396657476
2704203,4,28771,13.90288832504953
2704302,75,1025360,7.314504174143716
2704500,3,33032,9.082102203923467
2704609,3,9004,33.31852509995557
2704708,4,52380,7.636502481863307
2705002,1,25207,3.9671519815924148
2705200,1,18031,5.546004104043037
2705705,2,21738,9.200478424878094
2706307,5,73337,6.817840926135512
2706406,6,24351,24.639645189109277
2706422,1,10539,9.48856627763545
2706448,1,13332,7.500750075007501
2706604,1,7560,13.227513227513228
2706703,5,63846,7.831344171913667
2706901,2,35212,5.679881858457344
2707305,4,27249,14.67943777753312
2707404,4,7701,51.94130632385404
2707503,6,20112,29.832935560859188
2707701,1,75394,1.326365493275327
2708006,3,47819,6.273656914615529
2708303,2,23996,8.334722453742291
2708402,2,32405,6.171887054466903
2708600,3,61797,4.854604592455945
2708808,1,34290,2.916302128900554
2708956,1,13921,7.183391997701315
2709152,2,44372,4.507346975570179
2709202,3,27826,10.781283691511536
2709301,6,65790,9.119927040583676
2709400,2,25693,7.78422138325614
2800308,59,664908,8.873408050437053
2800407,1,9947,10.053282396702523
2800506,4,18686,21.406400513753614
2800605,4,30930,12.932428063368897
2800670,5,26899,18.588051600431243
2801009,8,18218,43.9126138983423
2801108,1,4006,24.962556165751373
2801207,4,30402,13.157029142819551
2801306,2,34514,5.794749956539375
2801405,1,22239,4.496605063177301
2801702,3,18029,16.639858006545012
2802106,2,69556,2.8753809879809076
2802601,1,5824,17.17032967032967
2802809,2,18149,11.019890903080059
2802908,18,96142,18.722306588171662
2803005,2,42166,4.7431579945928
2803302,2,18907,10.578092769873592
2803500,9,105221,8.553425646971613
2803609,1,30080,3.324468085106383
2803708,2,6961,28.731504094239334
2803807,1,3699,27.034333603676668
2804003,3,17271,17.37015806843842
2804300,1,7639,13.090718680455558
2804409,1,18703,5.346735817783244
2804458,2,8809,22.704052673402202
2804508,11,37324,29.47165362769264
2804607,2,26795,7.464079119238664
2804805,8,185706,4.307884505616404
2805406,2,35122,5.694436535504812
2805505,3,23867,12.569656848368039
2805604,2,28693,6.970341198201652
2805703,5,29692,16.839552741479185
2805901,3,10284,29.171528588098017
2806107,2,11008,18.16860465116279
2806206,3,20025,14.9812734082397
2806305,1,14121,7.081651441116068
2806404,2,7844,25.497195308516062
2806602,1,12151,8.22977532713357
2806701,2,91093,2.1955583853863634
2807204,1,8970,11.148272017837236
2807402,3,52530,5.711022272986865
2807501,3,13535,22.164758034724787
2807600,5,25550,19.569471624266146
2900306,1,15187,6.584578916178311
2900355,2,17126,11.678150181011327
2900504,1,10560,9.469696969696969
2900702,14,152327,9.190754101374019
2901007,2,37441,5.3417376672631605
2901106,1,25048,3.992334717342702
2901155,3,16090,18.645121193287757
2901353,5,14503,34.47562573260705
2901403,1,13938,7.1746305065289135
2902054,2,12208,16.382699868938403
2902104,3,54648,5.489679402722881
2902302,1,8837,11.316057485572026
2902500,1,13929,7.1792662789862876
2902609,3,20449,14.670644041273412
2902708,13,53910,24.114264514932295
2902807,4,20392,19.61553550411926
2902906,4,31209,12.81681566214874
2903003,3,13833,21.68726957276079
2903201,15,156975,9.555661729574773
2903607,2,15984,12.512512512512513
2903805,3,18531,16.18908855431439
2903904,6,69662,8.613017139904109
2903953,2,9823,20.360378703043878
2904100,2,21497,9.303623761455087
2904506,2,10130,19.743336623889437
2904605,10,67335,14.85111754659538
2904704,2,18306,10.925379656943079
2904753,2,21276,9.400263207369806
2904902,1,33567,2.9791163940775167
2905008,5,23291,21.467519642780474
2905206,11,51081,21.534425716019655
2905305,2,18513,10.803219359369091
2905404,1,18427,5.426819341184132
2905602,2,32006,6.248828344685371
2905701,10,304302,3.2862090949122913
2905800,1,35382,2.8262958566502743
2905909,3,28820,10.40943789035392
2906006,6,71487,8.393134416047673
2906105,1,9703,10.306090899721736
2906204,3,26325,11.396011396011396
2906303,3,30906,9.706853038245
2906501,3,87458,3.4302179331793545
2906600,2,14368,13.919821826280623
2906709,3,25053,11.974613818704347
2906808,2,34882,5.733616191732126
2906873,3,30862,9.720692113278465
2906899,3,8801,34.087035564140436
2906907,4,22093,18.105282216086543
2907103,5,29070,17.19986240110079
2907202,7,72545,9.649183265559309
2907509,2,54970,3.6383481899217753
2907558,1,9316,10.734220695577502
2907608,1,17280,5.787037037037037
2908002,2,16549,12.085322375974378
2908101,6,18807,31.9030148349019
2908200,1,22762,4.393287057376329
2908309,2,17165,11.651616661811826
2908408,7,67013,10.445734409741393
2908606,1,26035,3.840983291722681
2908903,1,22495,4.445432318292954
2909000,2,8642,23.142791020597084
2909109,2,14149,14.135274577708673
2909208,2,15717,12.725074759814214
2909307,1,32191,3.1064583268615453
2909505,2,5351,37.376191366099796
2909802,3,63591,4.71764872387602
2909901,2,34886,5.7329587800263715
2910057,1,82432,1.2131211180124224
2910206,1,4065,24.600246002460025
2910404,2,16446,12.161011796181443
2910701,10,60858,16.43169345032699
2910727,10,114396,8.7415643903633
2910750,1,17845,5.603810591202017
2910800,50,619609,8.069605186496645
2911253,2,4440,45.04504504504504
2911303,1,11259,8.881783462119193
2911600,3,20762,14.449475002408246
2911709,17,84928,20.016955538809345
2911808,1,20700,4.830917874396135
2911857,2,12987,15.4000154000154
2911907,1,24121,4.14576510094938
2912103,6,21378,28.066236317709794
2912202,2,19786,10.108157282927323
2912400,3,18319,16.37643976199574
2912509,6,14947,40.14183448183582
2912608,2,4046,49.431537320810676
2912707,1,23404,4.272773884806016
2912905,3,14882,20.158580835909152
2913002,7,16403,42.675120404804
2913101,2,17080,11.7096018735363
2913200,3,27003,11.109876680368847
2913309,1,6220,16.077170418006432
2913408,2,15650,12.779552715654953
2913606,11,159923,6.878310186777386
2913705,4,40333,9.917437334192845
2913903,3,45922,6.53281651496015
2914000,10,59435,16.825103053756205
2914109,2,9911,20.179598425991323
2914307,1,8197,12.19958521410272
2914406,2,25478,7.849909726038151
2914505,4,29173,13.711308401604223
2914604,15,73524,20.40150155051412
2914703,5,64646,7.7344305912198745
2914802,17,213685,7.955635631888059
2914901,2,28684,6.972528238739367
2915007,1,16110,6.207324643078833
2915205,2,14452,13.838915029061722
2915353,1,14542,6.876633200385092
2915601,4,64455,6.205880071367621
2915809,2,22754,8.789663355893468
2915908,3,6436,46.61280298321939
2916302,2,10215,19.579050416054823
2916401,8,76795,10.417344879223908
2916500,2,35883,5.573669983000307
2916807,1,19843,5.0395605503200125
2916856,1,14539,6.878052135635188
2917003,1,36116,2.768855908738509
2917102,6,20388,29.42907592701589
2917201,1,19030,5.254860746190226
2917359,2,8277,24.163344206838225
2917508,6,80635,7.440937558132324
2917607,5,54673,9.14528194904249
2917706,4,33746,11.853256682273454
2917805,1,18981,5.2684263210579
2918001,21,156126,13.450674455247684
2918209,1,14557,6.869547296833138
2918308,3,10808,27.75721687638786
2918357,2,25402,7.873395795606645
2918407,14,218162,6.417249566835654
2918506,2,15262,13.104442405975625
2918803,2,24032,8.322237017310252
2919157,3,27274,10.999486690621104
2919207,4,201635,1.9837825774295137
2919306,1,11499,8.696408383337682
2919504,8,46062,17.36789544526942
2919553,5,90162,5.545573523213771
2919603,3,11332,26.47370278856336
2919801,2,50161,3.9871613404836426
2919959,1,2764,36.1794500723589
2920106,3,18602,16.127298139984948
2920304,1,8359,11.963153487259241
2920403,2,13087,15.282341254680217
2920502,9,20393,44.132790663462956
2920601,2,44793,4.464983367936955
2920809,1,10380,9.633911368015415
2920908,1,13717,7.290223809870963
2921104,3,22716,13.206550449022716
2921302,1,10893,9.180207472688883
2921401,5,18474,27.065064414853307
2921450,2,8447,23.677045104770926
2921708,4,35440,11.286681715575622
2921906,2,8889,22.49971875351558
2922102,3,26970,11.123470522803114
2922201,3,7443,40.30632809351068
2922508,2,28594,6.994474365251452
2922607,2,14079,14.205554371759359
2922706,2,16472,12.141816415735795
2922854,2,9123,21.92261317549052
2922904,1,26998,3.7039780724498113
2923001,4,43783,9.135966014206428
2923035,1,12522,7.985944737262418
2923100,3,28304,10.599208592425098
2923209,1,21810,4.5850527281063735
2923308,1,8570,11.668611435239207
2923407,1,21796,4.587997797761057
2923506,4,9071,44.09657149156653
2923704,1,32141,3.1112908745838648
2923803,5,29058,17.206965379585657
2924009,6,118516,5.0626075804110835
2924058,1,13556,7.376807317792859
2924207,2,16682,11.988970147464332
2924306,8,16984,47.103155911446066
2924504,1,16285,6.140620202640466
2924603,3,20098,14.926858393870036
2924652,2,10394,19.241870309794113
2924678,1,10036,9.964129135113591
2924702,2,10475,19.09307875894988
2924801,2,24964,8.01153661272232
2925105,5,46879,10.665756522110113
2925303,16,150658,10.62007991610137
2925402,1,6916,14.459224985540775
2925600,3,15160,19.788918205804748
2925758,4,28004,14.2836737608913
2925808,2,25433,7.863799001297527
2925931,1,8956,11.165698972755694
2925956,2,22633,8.83665444262802
2926004,5,41170,12.144765606023803
2926202,2,22334,8.954956568460643
2926301,2,33468,5.975857535556353
2926400,6,35593,16.857247211530357
2926608,1,53956,1.8533619986655794
2926707,3,12932,23.198267862666253
2926806,1,15448,6.47332988089073
2926905,2,11663,17.14824659178599
2927200,1,30857,3.2407557442395567
2927309,2,15862,12.608750472828143
2927408,137,2886698,4.74590691509815
2927507,4,20883,19.15433606282622
2927606,2,14063,14.221716561188936
2927705,2,27922,7.162810686913545
2927903,1,10606,9.428625306430323
2928000,1,37531,2.664464043057739
2928109,6,39775,15.08485229415462
2928208,6,26705,22.467702677401235
2928604,5,60131,8.315178526882972
2928703,12,102380,11.72103926548154
2928802,9,53269,16.895380052187953
2928901,7,34266,20.42841300414405
2928950,2,9072,22.045855379188712
2929107,4,21080,18.975332068311197
2929206,1,40245,2.4847807181016277
2929255,1,18789,5.3222630262387565
2929305,4,37942,10.542406831479626
2929370,2,10505,19.03855306996668
2929404,1,11704,8.544087491455912
2929602,3,17409,17.23246596587972
2929701,2,17302,11.559357299734135
2929909,5,44234,11.303522177510512
2930006,2,11512,17.373175816539263
2930105,20,79424,25.181305398871878
2930154,4,31416,12.732365673542144
2930501,1,81286,1.230224146839554
2930600,2,13446,14.874312063067084
2930758,1,13059,7.657554177195804
2930766,1,9701,10.308215647871354
2931053,2,17443,11.465917560052743
2931202,2,21253,9.410436173716652
2931301,5,16974,29.456816307293508
2931350,7,162438,4.309336485305162
2931509,2,22555,8.867213478164487
2931707,1,13025,7.677543186180422
2931806,3,16189,18.531101365124467
2931905,4,50798,7.874325760856727
2932200,2,18847,10.611768451212395
2932408,3,13891,21.596717298970557
2932507,4,18544,21.570319240724764
2932705,2,20413,9.797677950325772
2932804,5,19256,25.965932696302453
2932903,6,97233,6.1707445003239645
2933000,4,28800,13.88888888888889
2933059,4,14121,28.326605764464272
2933109,3,9210,32.57328990228013
2933208,4,43716,9.149967975112087
2933307,37,341128,10.846368518561947
3100203,5,23250,21.50537634408602
3100500,1,9368,10.67463706233988
3100708,2,1992,100.40160642570281
3100906,6,19247,31.173689406141218
3101201,1,5976,16.733601070950467
3101508,3,35401,8.474336883138895
3101607,15,80494,18.634929311501477
3101631,2,6981,28.649190660363846
3101706,4,42143,9.491493249175427
3101904,2,19958,10.02104419280489
3102001,6,14517,41.330853482124404
3102050,6,5894,101.79843909060061
3102100,1,10859,9.208951100469656
3102308,2,15169,13.184784758388819
3102605,8,41396,19.325538699391245
3103009,2,9275,21.5633423180593
3103504,4,117825,3.3948652662847443
3103603,1,2787,35.88087549336204
3103702,2,8453,23.66023896841358
3103801,1,2835,35.27336860670194
3104007,23,107337,21.427839421634665
3104106,1,10883,9.188642837452909
3104205,4,40380,9.905894006934126
3104304,2,15181,13.17436269020486
3104452,2,5269,37.957866767887644
3104502,2,17862,11.196954428395477
3104700,2,12678,15.775358889414735
3105103,4,23898,16.737802326554522
3105400,6,32866,18.255948396519198
3105608,12,138204,8.682816705739342
3105707,3,5015,59.82053838484546
3105905,4,20897,19.14150356510504
3106200,274,2521564,10.866271885226787
3106408,2,7719,25.910091980826532
3106705,31,444784,6.969675168171517
3106804,2,3329,60.07810153199159
3106903,3,14554,20.61288992716779
3107109,11,40219,27.35025734105771
3107307,11,50256,21.887933779051256
3107406,1,51028,1.959708395390766
3107604,4,4244,94.2507068803016
3107802,8,14862,53.828556048983984
3107901,1,10537,9.490367277213629
3108008,2,17607,11.359118532401885
3108206,2,5444,36.737692872887585
3108305,1,19614,5.098399102681758
3108404,2,14949,13.378821325841193
3108552,2,16748,11.941724385001194
3108602,6,32405,18.51566116340071
3108701,5,4293,116.46866992778942
3108800,1,4769,20.968756552736423
3108909,4,14410,27.758501040943788
3109204,4,10353,38.63614411281754
3109303,10,25013,39.9792108103786
3109402,2,28121,7.112122612993848
3109501,3,14075,21.314387211367674
3109709,5,11579,43.18162190171863
3109808,1,2706,36.95491500369549
3109907,1,11749,8.511362669163333
3110103,2,5541,36.094567767550984
3110301,1,14541,6.8771061137473355
3110400,2,2869,69.71070059254096
3110509,2,21801,9.173891105912572
3110608,4,29814,13.416515730864694
3110707,3,12812,23.415547923821418
3111002,1,21054,4.749691270067445
3111101,3,19752,15.188335358444714
3111150,3,3824,78.45188284518828
3111200,4,54186,7.3819805853910605
3111309,1,11651,8.582954252853833
3111507,1,15563,6.425496369594551
3111606,6,28842,20.802995631370916
3111804,6,12201,49.17629702483403
3112000,2,14888,13.433637829124127
3112059,2,4551,43.946385409800044
3112109,1,5451,18.3452577508714
3112307,1,38057,2.6276374911317233
3112406,2,6890,29.027576197387518
3112604,1,16234,6.159911297277319
3112703,2,15313,13.060798014758701
3112901,1,9308,10.743446497636441
3113206,1,25669,3.8957497370368928
3113305,2,33011,6.05858653176214
3113404,15,92603,16.19817932464391
3113800,2,2646,75.58578987150416
3113909,2,12182,16.417665407978987
3114006,4,11511,34.74937016766571
3114105,2,14947,13.380611493945274
3114204,7,22693,30.846516546952806
3114303,4,30334,13.18652337311268
3114402,2,21268,9.40379913485048
3114501,8,19559,40.9018865995194
3114550,1,10066,9.934432743890325
3114808,2,4461,44.83299708585519
3115003,1,3092,32.341526520051744
3115102,4,17740,22.547914317925592
3115300,10,75540,13.238019592268996
3115359,2,5421,36.89356207341819
3115508,3,21610,13.882461823229987
3115904,1,3186,31.387319522912744
3116308,3,6799,44.12413590233858
3116407,2,4853,41.211621677313005
3116506,1,7514,13.308490817141337
3116605,2,28859,6.930247063307807
3117108,2,10322,19.37608990505716
3117306,2,28346,7.055669230226487
3117504,5,17503,28.56653145175113
3117603,1,5533,18.073377914332188
3117801,5,11748,42.560435818862786
3118007,6,55309,10.84814406335316
3118205,2,6969,28.698522026115654
3118304,18,129606,13.888245914540994
3118403,2,22949,8.71497668743736
3118601,49,668949,7.324923125679237
3118700,3,9128,32.86590709903594
3118809,7,26611,26.304911502762014
3119104,8,23668,33.800912624640866
3119401,13,110290,11.78710671865083
3119500,2,9215,21.70374389582203
3119708,2,3441,58.122638767800055
3119906,4,3694,108.28370330265295
3119955,1,6382,15.669069257286116
3120102,1,4423,22.609088853719197
3120201,1,12931,7.733353955610548
3120300,2,5982,33.433634236041456
3120409,1,5156,19.39487975174554
3120508,2,10226,19.557989438685702
3120706,1,3639,27.480076944215444
3120904,21,80616,26.04941947008038
3121100,4,8016,49.9001996007984
3121308,2,5029,39.769337840524955
3121605,4,47825,8.36382645060115
3122009,2,19976,10.012014417300762
3122108,1,4974,20.10454362685967
3122306,37,240408,15.39050281188646
3122504,1,5048,19.80982567353407
3123205,3,13427,22.343040142995456
3123528,2,7870,25.412960609911053
3123601,6,28320,21.1864406779661
3123700,2,11202,17.85395465095519
3123858,1,5377,18.59773107680863
3123908,5,15380,32.50975292587776
3124104,4,71551,5.5904180235077074
3124203,1,25122,3.9805747950003982
3124302,3,31610,9.490667510281556
3124401,2,4710,42.46284501061571
3124500,2,11386,17.565431231336728
3124708,1,3491,28.64508736751647
3125002,1,3923,25.49069589599796
3125101,9,36951,24.356580336120807
3125408,1,4704,21.258503401360546
3125507,3,3173,94.54774661203908
3125705,7,15433,45.35735113069397
3125804,2,3466,57.70340450086555
3125903,4,9696,41.254125412541256
3125952,4,11054,36.18599601954044
3126109,21,67822,30.96340420512518
3126703,4,26369,15.169327619553263
3127107,4,60012,6.665333599946678
3127339,4,5096,78.49293563579278
3127370,2,3378,59.20663114268798
3127602,6,11818,50.7700118463361
3127701,30,281046,10.67440917145236
3128006,7,34573,20.24701356549909
3128303,5,19017,26.292264815691222
3128402,3,8918,33.63982955819691
3128501,1,3775,26.490066225165563
3128709,4,52078,7.680786512538884
3128808,1,7051,14.182385477237272
3129004,5,8343,59.930480642454754
3129301,1,11045,9.053870529651427
3129400,3,5010,59.880239520958085
3129509,3,25358,11.830586008360282
3129806,8,182153,4.391912293511498
3129905,1,3492,28.6368843069874
3130200,2,11005,18.173557473875512
3130309,3,7923,37.86444528587656
3130408,2,6610,30.257186081694403
3130507,1,12444,8.036001285760205
3131000,2,6312,31.685678073510772
3131109,2,7560,26.455026455026456
3131208,3,20000,15.0
3131307,17,265409,6.405208564894182
3131406,1,4225,23.668639053254438
3131505,4,10118,39.533504645186795
3131703,13,120904,10.752332429034606
3131901,6,52446,11.440338634023567
3132107,2,18164,11.010790574763268
3132206,1,13435,7.44324525493115
3132404,9,97334,9.246512010191712
3132503,3,34936,8.587130753377604
3132701,2,23209,8.617346718945237
3132800,1,2056,48.63813229571984
3133006,2,15714,12.727504136438844
3133105,4,15423,25.935291447837646
3133204,1,12244,8.167265599477295
3133303,5,21029,23.776689333777163
3133501,11,21761,50.5491475575571
3133600,2,9881,20.24086630907803
3133709,1,11252,8.887308922858159
3133808,26,93847,27.70466823659787
3134004,4,15022,26.627612834509385
3134103,1,6063,16.49348507339601
3134202,17,105255,16.151251722008457
3134301,4,6000,66.66666666666667
3134400,3,39690,7.558578987150415
3134509,2,3768,53.07855626326964
3134806,2,7691,26.00442075152776
3135050,1,39388,2.538844318066416
3135100,9,72018,12.496875781054737
3135209,13,67852,19.159346813653244
3135407,5,4852,103.05028854080791
3135456,1,7738,12.923235978288963
3135506,2,12315,16.240357287860334
3135605,2,7468,26.78093197643278
3135704,5,5207,96.02458229306703
3135803,4,25474,15.702284682421292
3135902,2,4780,41.84100418410042
3136009,1,15455,6.470397929472663
3136207,13,80416,16.165937126939912
3136306,9,47726,18.857645727695594
3136553,1,5050,19.801980198019802
3136652,3,27392,10.952102803738319
3136702,47,573285,8.198365559887316
3136959,1,5715,17.497812773403325
3137007,1,18193,5.49661957895894
3137205,4,52711,7.588548879740472
3137403,2,13063,15.310418739952537
3137502,2,18111,11.043012533819226
3137536,3,9608,31.22398001665279
3137601,1,65657,1.5230668474039326
3137809,1,20907,4.783087004352609
3138203,14,104783,13.360945954973612
3138401,7,52640,13.297872340425531
3138609,1,16724,5.97943075819182
3138625,2,7589,26.353933324548688
3138658,2,9714,20.588840848260244
3138708,1,5438,18.389113644722325
3139003,3,42413,7.073302996722703
3139201,11,18602,59.133426513278145
3139300,1,18226,5.48666739822232
3139409,7,91169,7.67804845945442
3139508,3,22802,13.156740636786246
3139607,4,27647,14.468115889608276
3139706,2,8046,24.85707183693761
3139805,2,12901,15.50267421130145
3140001,5,61288,8.158203889831615
3140159,2,15619,12.804917088161854
3140407,1,2728,36.65689149560117
3140605,2,4436,45.08566275924256
3140704,2,31364,6.376737661012626
3141009,1,12412,8.056719303899452
3141108,2,38151,5.242326544520458
3141405,3,20759,14.451563177417023
3141603,2,10758,18.59081613682841
3141801,3,31497,9.52471663967997
3142007,2,13620,14.684287812041116
3142106,3,10787,27.81125428756837
3142601,2,8727,22.917382834880257
3142700,2,14747,13.562080423136909
3142809,5,21236,23.544923714447165
3142908,8,20696,38.654812524159254
3143005,7,13152,53.223844282238446
3143104,7,47931,14.6043270534727
3143153,2,4923,40.62563477554337
3143302,38,413487,9.19013173328303
3143401,1,24029,4.161638020724958
3143450,2,8315,24.052916416115455
3143500,4,8910,44.89337822671156
3143609,1,2437,41.03405826836274
3143807,2,5994,33.3667000333667
3143906,1,109392,0.9141436302471845
3144003,2,26961,7.4181224732020326
3144102,7,20545,34.07155025553663
3144300,1,40665,2.4591171769334808
3144375,5,3308,151.14873035066506
3144607,4,26826,14.910907328710952
3144706,1,17551,5.697681043815167
3144805,11,96157,11.439624780307206
3145000,2,15800,12.658227848101266
3145059,3,7497,40.016006402561025
3145109,2,16832,11.88212927756654
3145208,3,105520,2.843062926459439
3145307,10,31335,31.913196106590075
3145604,4,41840,9.560229445506693
3145877,1,8079,12.377769525931427
3145901,1,39867,2.5083402312689693
3146008,4,33791,11.837471516084165
3146255,2,6423,31.138097462245057
3146404,1,4462,22.411474675033617
3146503,1,8296,12.054001928640309
3146552,2,6094,32.81916639317361
3147006,6,93862,6.392363256696001
3147105,10,94808,10.547633111129862
3147204,4,21605,18.514232816477666
3147501,2,1633,122.4739742804654
3147600,1,16393,6.10016470444702
3147709,3,8057,37.234702742956436
3147907,28,115337,24.276684845279487
3147956,1,6002,16.661112962345886
3148004,30,153585,19.53315753491552
3148103,13,91449,14.215573707749675
3148608,2,17537,11.404459143525118
3148707,2,24329,8.22064203214271
3149309,4,64712,6.181233774261343
3149606,2,4432,45.12635379061372
3149804,1,16321,6.127075546841493
3149903,2,21485,9.308820107051432
3150109,1,2733,36.58982802780827
3150307,2,4466,44.782803403493055
3150406,1,5009,19.964064683569575
3150505,2,8688,23.02025782688766
3150570,1,7524,13.290802764486974
3150604,2,6398,31.259768677711786
3151008,5,8640,57.870370370370374
3151206,5,56640,8.82768361581921
3151404,2,28215,7.08842814105972
3151503,11,34918,31.502376997537088
3151701,6,16846,35.61676362341208
3151800,14,168641,8.301658552783724
3152006,5,32035,15.607928827844544
3152105,7,59875,11.691022964509395
3152204,1,37864,2.641031058525248
3152303,2,11348,17.624250969333804
3152402,3,16616,18.05488685604237
3152501,22,152549,14.421595684009729
3152600,1,5900,16.949152542372882
3152808,1,28017,3.569261519791555
3152907,1,8566,11.67406023815083
3153400,4,19627,20.38008865338564
3153509,3,8301,36.14022406938923
3154002,5,23711,21.087259078065035
3154200,4,11540,34.66204506065858
3154408,3,4817,62.27942702927133
3154457,2,8134,24.588148512417014
3154507,1,9476,10.552975939214859
3154606,30,338197,8.870569520131758
3154903,2,13473,14.844503822459734
3155207,3,5402,55.53498704183636
3155504,3,12335,24.321037697608432
3155603,4,31045,12.884522467386052
3155702,4,14332,27.90957298353335
3155801,5,17959,27.841193830391447
3156007,1,12739,7.849909726038151
3156106,2,4562,43.84042086804033
3156304,2,8224,24.31906614785992
3156403,1,3520,28.40909090909091
3156452,1,4622,21.635655560363478
3156908,1,26374,3.7916129521498445
3157005,5,41699,11.990695220508885
3157203,2,31604,6.328312871788381
3157252,1,8181,12.22344456667889
3157302,1,4407,22.69117313365101
3157377,1,4107,24.348672997321646
3157658,3,6386,46.97776385844034
3157708,3,14255,21.04524728165556
3157906,1,16302,6.13421666053245
3158201,1,14611,6.844158510711108
3158508,1,7589,13.176966662274344
3158706,2,2476,80.77544426494346
3158953,4,35369,11.309338686420311
3159308,1,4863,20.563438206868188
3159357,1,7268,13.75894331315355
3159407,2,3402,58.78894767783657
3159902,6,18613,32.23553430398109
3160306,1,11604,8.617718028266115
3160405,10,28427,35.17782389981356
3160454,1,7297,13.704262025489927
3160504,1,1760,56.81818181818182
3160702,3,46421,6.462592361215829
3161007,2,17327,11.542679055808854
3161106,6,56477,10.623793756750535
3161205,4,6520,61.34969325153374
3161304,4,6274,63.755180108383804
3161809,2,12597,15.876796062554577
3161908,1,11019,9.075233687267447
3162005,1,25561,3.912210007433199
3162104,4,35782,11.178804985747023
3162203,2,7498,26.673779674579887
3162252,1,4932,20.275750202757504
3162302,1,2746,36.41660597232338
3162401,1,25098,3.984381225595665
3162450,1,13125,7.619047619047619
3162500,18,90497,19.890162104821155
3162609,5,7444,67.16818914562063
3162708,2,23709,8.43561516723607
3162807,2,15767,12.68472125325046
3162922,1,32148,3.1106134129650367
3163201,4,4210,95.01187648456057
3163409,3,5387,55.68962316688324
3163607,3,2806,106.91375623663578
3163706,10,46202,21.644084671659236
3164001,2,7706,25.95380223202699
3164308,2,7076,28.26455624646693
3164431,1,3024,33.06878306878307
3164704,14,71445,19.59549303660158
3164902,3,2250,133.33333333333334
3165008,8,10960,72.99270072992701
3165305,2,7815,25.591810620601407
3165552,2,12378,16.157699143641945
3165602,1,2003,49.925112331502746
3165909,1,4105,24.360535931790498
3166204,2,10467,19.107671730199677
3166303,1,7333,13.636983499249967
3166402,1,1854,53.937432578209275
3166808,2,11668,17.14089818306479
3167103,2,20940,9.551098376313275
3167202,28,241835,11.578142121694544
3167400,4,6248,64.02048655569783
3167608,1,19736,5.066882853668424
3168002,5,34397,14.53615140855307
3168101,2,4832,41.390728476821195
3168408,2,14302,13.984058173682003
3168507,2,11670,17.13796058269066
3168606,3,140937,2.128610655824943
3168705,2,90568,2.2082854871477786
3168903,7,6424,108.96637608966375
3169000,1,16715,5.982650314089142
3169059,1,4109,24.33682161109759
3169307,18,80032,22.491003598560575
3169356,7,32716,21.396258711333903
3169406,8,56940,14.049877063575694
3169604,7,25398,27.561225293330182
3169703,1,20125,4.968944099378882
3169901,15,116797,12.842795619750508
3170008,1,12599,7.937137868084768
3170107,20,337092,5.933098382637381
