sigla_uf,nome_municipio2,n_partidos_vitoriosos,n_partidos,porcentagem_eleitos
AL,Palestina,4.0,6.0,0.6666666666666666
MA,Zé Doca,4.0,8.0,0.5
AL,São José da Tapera,4.0,8.0,0.5
MA,Bom Jardim,4.0,11.0,0.36363636363636365
BA,Angical,4.0,7.0,0.5714285714285714
BA,Baianópolis,4.0,8.0,0.5
BA,Cotegipe,4.0,8.0,0.5
BA,Cristópolis,4.0,8.0,0.5
TO,Rio da Conceição,4.0,5.0,0.8
TO,Ponte Alta do Bom Jesus,4.0,8.0,0.5
TO,Novo Jardim,4.0,7.0,0.5714285714285714
TO,Lavandeira,4.0,5.0,0.8
TO,Aurora do Tocantins,4.0,6.0,0.6666666666666666
TO,Almas,4.0,6.0,0.6666666666666666
TO,Recursolândia,4.0,6.0,0.6666666666666666
TO,Pedro Afonso,4.0,10.0,0.4
BA,Coribe,4.0,6.0,0.6666666666666666
TO,Centenário,4.0,8.0,0.5
BA,São Félix do Coribe,4.0,6.0,0.6666666666666666
TO,Goiatins,4.0,11.0,0.36363636363636365
TO,Campos Lindos,4.0,8.0,0.5
SC,Pescaria Brava,4.0,6.0,0.6666666666666666
AL,Olho d'Água das Flores,4.0,6.0,0.6666666666666666
MA,Centro Novo do Maranhão,4.0,7.0,0.5714285714285714
AL,Santana do Ipanema,4.0,10.0,0.4
PI,Beneditinos,4.0,5.0,0.8
PE,Tabira,4.0,6.0,0.6666666666666666
MA,São Francisco do Brejão,4.0,8.0,0.5
MG,Santa Margarida,4.0,7.0,0.5714285714285714
PE,Ipubi,4.0,6.0,0.6666666666666666
SC,Grão-Pará,4.0,6.0,0.6666666666666666
PE,Cedro,4.0,5.0,0.8
MA,Senador La Rocque,4.0,7.0,0.5714285714285714
MA,São Pedro da Água Branca,4.0,9.0,0.4444444444444444
PE,Serrita,4.0,5.0,0.8
TO,Tocantínia,4.0,10.0,0.4
PE,Verdejante,4.0,5.0,0.8
MG,São João do Manhuaçu,4.0,5.0,0.8
AL,Olho d'Água do Casado,4.0,6.0,0.6666666666666666
AL,Pariconha,4.0,7.0,0.5714285714285714
AL,Piranhas,4.0,9.0,0.4444444444444444
MA,Presidente Médici,4.0,6.0,0.6666666666666666
MA,Maracaçumé,4.0,9.0,0.4444444444444444
AL,Maravilha,4.0,6.0,0.6666666666666666
MA,Luís Domingues,4.0,5.0,0.8
MA,Junco do Maranhão,4.0,5.0,0.8
AL,Poço das Trincheiras,4.0,6.0,0.6666666666666666
AL,Água Branca,4.0,8.0,0.5
PE,Iguaracy,4.0,8.0,0.5
TO,Santa Rosa do Tocantins,4.0,7.0,0.5714285714285714
MG,Guarda-Mor,4.0,8.0,0.5
BA,Santa Luzia,4.0,9.0,0.4444444444444444
SC,Meleiro,4.0,8.0,0.5
SC,Passo de Torres,4.0,7.0,0.5714285714285714
RJ,Laje do Muriaé,4.0,9.0,0.4444444444444444
RJ,Porciúncula,4.0,11.0,0.36363636363636365
RJ,São José de Ubá,4.0,5.0,0.8
SC,Praia Grande,4.0,9.0,0.4444444444444444
SC,Santa Rosa do Sul,4.0,6.0,0.6666666666666666
BA,Jussari,4.0,5.0,0.8
AM,Carauari,4.0,6.0,0.6666666666666666
SC,São João do Sul,4.0,8.0,0.5
SP,General Salgado,4.0,8.0,0.5
SP,Guzolândia,4.0,5.0,0.8
SP,Magda,4.0,5.0,0.8
MG,Barão de Monte Alto,4.0,6.0,0.6666666666666666
MG,Eugenópolis,4.0,5.0,0.8
MG,Fervedouro,4.0,7.0,0.5714285714285714
SP,Monções,4.0,7.0,0.5714285714285714
SP,Adolfo,4.0,6.0,0.6666666666666666
MG,Miraí,4.0,6.0,0.6666666666666666
RO,Corumbiara,4.0,8.0,0.5
ES,Água Doce do Norte,4.0,9.0,0.4444444444444444
BA,Gongogi,4.0,7.0,0.5714285714285714
BA,Ipiaú,4.0,12.0,0.3333333333333333
RR,São João da Baliza,4.0,9.0,0.4444444444444444
TO,Ponte Alta do Tocantins,4.0,9.0,0.4444444444444444
TO,Monte do Carmo,4.0,6.0,0.6666666666666666
TO,Ipueiras,4.0,7.0,0.5714285714285714
MG,Lagamar,4.0,9.0,0.4444444444444444
TO,Lizarda,4.0,6.0,0.6666666666666666
MG,Presidente Olegário,4.0,6.0,0.6666666666666666
TO,Lagoa do Tocantins,4.0,6.0,0.6666666666666666
MG,São Gonçalo do Abaeté,4.0,6.0,0.6666666666666666
AP,Pedra Branca do Amapari,4.0,9.0,0.4444444444444444
MG,Buritis,4.0,8.0,0.5
MG,Guidoval,4.0,7.0,0.5714285714285714
PR,Renascença,4.0,6.0,0.6666666666666666
MG,Natalândia,4.0,5.0,0.8
MG,Acaiaca,4.0,6.0,0.6666666666666666
MG,Amparo do Serra,4.0,7.0,0.5714285714285714
MG,Barra Longa,4.0,6.0,0.6666666666666666
MG,Dom Silvério,4.0,7.0,0.5714285714285714
PA,Melgaço,4.0,8.0,0.5
MG,Jequeri,4.0,7.0,0.5714285714285714
MG,Oratórios,4.0,5.0,0.8
MG,Piedade de Ponte Nova,4.0,6.0,0.6666666666666666
MG,Rio Casca,4.0,5.0,0.8
MG,Dom Bosco,4.0,7.0,0.5714285714285714
MG,Patrocínio do Muriaé,4.0,5.0,0.8
PI,Lagoa Alegre,4.0,5.0,0.8
PI,Nazária,4.0,10.0,0.4
PE,Jatobá,4.0,8.0,0.5
CE,Bela Cruz,4.0,12.0,0.3333333333333333
PE,Floresta,4.0,9.0,0.4444444444444444
PB,Sumé,4.0,6.0,0.6666666666666666
PB,Serra Branca,4.0,6.0,0.6666666666666666
CE,Cruz,4.0,8.0,0.5
PB,Picuí,4.0,5.0,0.8
PB,Pedra Lavrada,4.0,7.0,0.5714285714285714
PB,Taperoá,4.0,8.0,0.5
PB,Riacho de Santo Antônio,4.0,6.0,0.6666666666666666
CE,Itarema,4.0,9.0,0.4444444444444444
RN,Jucurutu,4.0,7.0,0.5714285714285714
PB,Juazeirinho,4.0,7.0,0.5714285714285714
PB,Cubati,4.0,7.0,0.5714285714285714
RN,Caraúbas,4.0,9.0,0.4444444444444444
RN,Afonso Bezerra,4.0,5.0,0.8
RN,São Vicente,4.0,6.0,0.6666666666666666
RN,Cerro Corá,4.0,6.0,0.6666666666666666
RN,Bodó,4.0,6.0,0.6666666666666666
RN,São João do Sabugi,4.0,6.0,0.6666666666666666
SP,Lagoinha,4.0,6.0,0.6666666666666666
CE,Acaraú,4.0,6.0,0.6666666666666666
MG,Alto Jequitibá,4.0,6.0,0.6666666666666666
PE,Tacaratu,4.0,5.0,0.8
CE,Viçosa do Ceará,4.0,9.0,0.4444444444444444
SE,Poço Verde,4.0,6.0,0.6666666666666666
SE,Malhador,4.0,6.0,0.6666666666666666
PR,Verê,4.0,5.0,0.8
MG,Taquaraçu de Minas,4.0,7.0,0.5714285714285714
SE,Nossa Senhora das Dores,4.0,9.0,0.4444444444444444
PI,Joaquim Pires,4.0,6.0,0.6666666666666666
AL,São Sebastião,4.0,7.0,0.5714285714285714
AL,Girau do Ponciano,4.0,7.0,0.5714285714285714
AL,Feira Grande,4.0,6.0,0.6666666666666666
AL,Craíbas,4.0,6.0,0.6666666666666666
RN,São Fernando,4.0,5.0,0.8
AL,Campo Grande,4.0,7.0,0.5714285714285714
PI,Morro do Chapéu do Piauí,4.0,5.0,0.8
CE,Irauçuba,4.0,6.0,0.6666666666666666
PE,Belém do São Francisco,4.0,6.0,0.6666666666666666
SP,Pinhalzinho,4.0,10.0,0.4
CE,Sobral,4.0,9.0,0.4444444444444444
CE,Varjota,4.0,5.0,0.8
MG,Alto Caparaó,4.0,6.0,0.6666666666666666
PE,Orocó,4.0,8.0,0.5
CE,Ipueiras,4.0,7.0,0.5714285714285714
PE,Lagoa Grande,4.0,5.0,0.8
MG,Santana do Deserto,4.0,7.0,0.5714285714285714
PI,Monsenhor Gil,4.0,7.0,0.5714285714285714
RN,Itaú,4.0,6.0,0.6666666666666666
RN,Parelhas,4.0,6.0,0.6666666666666666
SC,Orleans,4.0,7.0,0.5714285714285714
CE,Palmácia,4.0,6.0,0.6666666666666666
SC,Siderópolis,4.0,9.0,0.4444444444444444
PI,Francisco Ayres,4.0,5.0,0.8
PI,Valença do Piauí,4.0,8.0,0.5
PI,Aroazes,4.0,5.0,0.8
PI,São João da Serra,4.0,5.0,0.8
PI,Jatobá do Piauí,4.0,7.0,0.5714285714285714
PE,Sertânia,4.0,6.0,0.6666666666666666
PI,Castelo do Piauí,4.0,6.0,0.6666666666666666
BA,Floresta Azul,4.0,5.0,0.8
PI,São Pedro do Piauí,4.0,7.0,0.5714285714285714
PI,Regeneração,4.0,7.0,0.5714285714285714
PI,Passagem Franca do Piauí,4.0,7.0,0.5714285714285714
PI,Palmeirais,4.0,5.0,0.8
PI,Elesbão Veloso,4.0,5.0,0.8
PI,Angical do Piauí,4.0,5.0,0.8
PE,Santa Cruz da Baixa Verde,4.0,7.0,0.5714285714285714
PE,Serra Talhada,4.0,11.0,0.36363636363636365
PI,Água Branca,4.0,7.0,0.5714285714285714
PI,Pau D'Arco do Piauí,4.0,6.0,0.6666666666666666
CE,São Luís do Curu,4.0,9.0,0.4444444444444444
PB,Uiraúna,4.0,5.0,0.8
CE,Tururu,4.0,8.0,0.5
CE,Umirim,4.0,6.0,0.6666666666666666
RN,Doutor Severiano,4.0,6.0,0.6666666666666666
RN,Equador,4.0,5.0,0.8
RN,São Miguel,4.0,7.0,0.5714285714285714
CE,General Sampaio,4.0,6.0,0.6666666666666666
CE,Paramoti,4.0,8.0,0.5
CE,Caridade,4.0,5.0,0.8
MG,Durandé,4.0,6.0,0.6666666666666666
CE,Pacoti,4.0,9.0,0.4444444444444444
RN,Carnaubais,4.0,8.0,0.5
CE,Itapiúna,4.0,6.0,0.6666666666666666
SP,Campos do Jordão,4.0,11.0,0.36363636363636365
RN,Paraú,4.0,5.0,0.8
PB,Passagem,4.0,5.0,0.8
PB,São José de Espinharas,4.0,6.0,0.6666666666666666
CE,Capistrano,4.0,8.0,0.5
PB,Teixeira,4.0,7.0,0.5714285714285714
PB,Itaporanga,4.0,10.0,0.4
PB,São Bento,4.0,6.0,0.6666666666666666
PB,Condado,4.0,6.0,0.6666666666666666
PB,Manaíra,4.0,5.0,0.8
MG,Nova União,4.0,5.0,0.8
CE,Acarape,4.0,7.0,0.5714285714285714
CE,Guaramiranga,4.0,5.0,0.8
RS,Hulha Negra,4.0,5.0,0.8
MG,São Francisco do Glória,4.0,6.0,0.6666666666666666
RO,Parecis,4.0,8.0,0.5
RS,Nova Candelária,4.0,6.0,0.6666666666666666
PR,Japurá,4.0,7.0,0.5714285714285714
MG,Guarará,4.0,6.0,0.6666666666666666
RS,Santo Antônio das Missões,4.0,5.0,0.8
RS,Caibaté,4.0,5.0,0.8
RS,Vista Gaúcha,4.0,6.0,0.6666666666666666
PR,São Tomé,4.0,7.0,0.5714285714285714
PR,Cruzeiro do Sul,4.0,8.0,0.5
RS,Sede Nova,4.0,5.0,0.8
RS,Redentora,4.0,8.0,0.5
PR,Jardim Olinda,4.0,9.0,0.4444444444444444
PR,Paranapoema,4.0,5.0,0.8
BA,Itapé,4.0,5.0,0.8
RS,Campo Novo,4.0,7.0,0.5714285714285714
PR,Santa Cruz de Monte Castelo,4.0,5.0,0.8
RS,Braga,4.0,5.0,0.8
PR,Santa Isabel do Ivaí,4.0,7.0,0.5714285714285714
RS,Bom Progresso,4.0,5.0,0.8
RS,Vitória das Missões,4.0,6.0,0.6666666666666666
SC,Águas Frias,4.0,6.0,0.6666666666666666
MG,Mar de Espanha,4.0,5.0,0.8
RS,São José do Inhacorá,4.0,5.0,0.8
PR,Indianópolis,4.0,4.0,1.0
RS,Cerro Largo,4.0,6.0,0.6666666666666666
MG,Cipotânea,4.0,6.0,0.6666666666666666
RS,Boa Vista do Cadeado,4.0,5.0,0.8
RS,Viadutos,4.0,7.0,0.5714285714285714
PR,Nova Londrina,4.0,9.0,0.4444444444444444
RS,Quatro Irmãos,4.0,5.0,0.8
RS,Ponte Preta,4.0,6.0,0.6666666666666666
RS,Mariano Moro,4.0,5.0,0.8
RS,Jacutinga,4.0,6.0,0.6666666666666666
RS,Ipiranga do Sul,4.0,5.0,0.8
PR,Planaltina do Paraná,4.0,6.0,0.6666666666666666
PR,São Carlos do Ivaí,4.0,7.0,0.5714285714285714
BA,Itajuípe,4.0,6.0,0.6666666666666666
RS,Entre Rios do Sul,4.0,6.0,0.6666666666666666
RS,Aratiba,4.0,5.0,0.8
RS,Tio Hugo,4.0,6.0,0.6666666666666666
RS,Tapera,4.0,6.0,0.6666666666666666
BA,Ubaitaba,4.0,8.0,0.5
MG,Descoberto,4.0,5.0,0.8
RS,Mato Castelhano,4.0,5.0,0.8
RS,Coxilha,4.0,6.0,0.6666666666666666
RS,Alto Alegre,4.0,5.0,0.8
MG,Santa Rita de Ibitipoca,4.0,5.0,0.8
RS,São Paulo das Missões,4.0,6.0,0.6666666666666666
RS,Benjamin Constant do Sul,4.0,7.0,0.5714285714285714
PR,Mirador,4.0,6.0,0.6666666666666666
RS,Entre-Ijuís,4.0,4.0,1.0
SC,Formosa do Sul,4.0,6.0,0.6666666666666666
SC,Saltinho,4.0,6.0,0.6666666666666666
SC,Maravilha,4.0,6.0,0.6666666666666666
SC,Anchieta,4.0,7.0,0.5714285714285714
SC,Bandeirante,4.0,6.0,0.6666666666666666
SC,Barra Bonita,4.0,4.0,1.0
BA,Buerarema,4.0,7.0,0.5714285714285714
SC,Belmonte,4.0,6.0,0.6666666666666666
SC,Vargeão,4.0,6.0,0.6666666666666666
SC,São Domingos,4.0,9.0,0.4444444444444444
SC,Passos Maia,4.0,7.0,0.5714285714285714
SC,Ipuaçu,4.0,6.0,0.6666666666666666
SC,Dionísio Cerqueira,4.0,5.0,0.8
SC,Bom Jesus,4.0,9.0,0.4444444444444444
SC,Guaraciaba,4.0,7.0,0.5714285714285714
SC,Peritiba,4.0,6.0,0.6666666666666666
SC,Lindóia do Sul,4.0,6.0,0.6666666666666666
SC,Irani,4.0,7.0,0.5714285714285714
SC,Palma Sola,4.0,7.0,0.5714285714285714
SC,Alto Bela Vista,4.0,5.0,0.8
MG,Santo Antônio do Aventureiro,4.0,6.0,0.6666666666666666
SC,São João do Oeste,4.0,5.0,0.8
SC,São Miguel da Boa Vista,4.0,6.0,0.6666666666666666
SC,Galvão,4.0,5.0,0.8
SC,Jaborá,4.0,7.0,0.5714285714285714
SC,Herval d'Oeste,4.0,10.0,0.4
RS,Senador Salgado Filho,4.0,5.0,0.8
RS,Porto Vera Cruz,4.0,4.0,1.0
SC,Jardinópolis,4.0,6.0,0.6666666666666666
SC,Lajeado Grande,4.0,6.0,0.6666666666666666
RS,São Valério do Sul,4.0,5.0,0.8
SC,Modelo,4.0,7.0,0.5714285714285714
RS,Pejuçara,4.0,6.0,0.6666666666666666
RS,Jóia,4.0,6.0,0.6666666666666666
SC,Mondaí,4.0,5.0,0.8
MG,Rochedo de Minas,4.0,5.0,0.8
RS,Tuparendi,4.0,4.0,1.0
RS,Condor,4.0,6.0,0.6666666666666666
BA,Nilo Peçanha,4.0,6.0,0.6666666666666666
SC,Riqueza,4.0,6.0,0.6666666666666666
SC,Santiago do Sul,4.0,6.0,0.6666666666666666
BA,Almadina,4.0,8.0,0.5
PR,Enéas Marques,4.0,6.0,0.6666666666666666
SC,Matos Costa,4.0,6.0,0.6666666666666666
SC,Macieira,4.0,7.0,0.5714285714285714
SC,Xaxim,4.0,10.0,0.4
BA,Ibirapitanga,4.0,6.0,0.6666666666666666
SC,Erval Velho,4.0,6.0,0.6666666666666666
SC,Palmitos,4.0,5.0,0.8
PR,Marilena,4.0,6.0,0.6666666666666666
PR,Itaúna do Sul,4.0,8.0,0.5
RS,Salto do Jacuí,4.0,9.0,0.4444444444444444
MG,Canaã,4.0,6.0,0.6666666666666666
MT,Novo Horizonte do Norte,4.0,6.0,0.6666666666666666
CE,Assaré,4.0,8.0,0.5
MT,Rondolândia,4.0,8.0,0.5
MG,Pedra do Anta,4.0,7.0,0.5714285714285714
MG,Porto Firme,4.0,7.0,0.5714285714285714
MT,Castanheira,4.0,5.0,0.8
CE,Jardim,4.0,7.0,0.5714285714285714
MG,Presidente Bernardes,4.0,5.0,0.8
MT,Santa Rita do Trivelato,4.0,5.0,0.8
SP,Américo de Campos,4.0,8.0,0.5
SP,Cosmorama,4.0,5.0,0.8
SP,Floreal,4.0,6.0,0.6666666666666666
SP,Pontes Gestal,4.0,6.0,0.6666666666666666
BA,Lajedão,4.0,8.0,0.5
CE,Nova Olinda,4.0,5.0,0.8
SP,Araçoiaba da Serra,4.0,12.0,0.3333333333333333
SP,Palmeira d'Oeste,4.0,5.0,0.8
SP,Paranapuã,4.0,6.0,0.6666666666666666
MG,Caiana,4.0,5.0,0.8
SP,Santa Albertina,4.0,6.0,0.6666666666666666
GO,Aruanã,4.0,7.0,0.5714285714285714
GO,Santa Fé de Goiás,4.0,5.0,0.8
SP,Urupês,4.0,8.0,0.5
PR,Pinhal de São Bento,4.0,5.0,0.8
SP,Ipiguá,4.0,7.0,0.5714285714285714
SP,Irapuã,4.0,6.0,0.6666666666666666
SP,Jaci,4.0,7.0,0.5714285714285714
MG,Vieiras,4.0,6.0,0.6666666666666666
SP,Macaubal,4.0,7.0,0.5714285714285714
SP,Tapiraí,4.0,9.0,0.4444444444444444
RO,Teixeirópolis,4.0,6.0,0.6666666666666666
SP,Sarapuí,4.0,6.0,0.6666666666666666
SP,Nova Aliança,4.0,8.0,0.5
RS,Barra do Quaraí,4.0,7.0,0.5714285714285714
SP,São Francisco,4.0,5.0,0.8
SP,Onda Verde,4.0,7.0,0.5714285714285714
RS,Manoel Viana,4.0,6.0,0.6666666666666666
MG,Palma,4.0,5.0,0.8
RO,Governador Jorge Teixeira,4.0,8.0,0.5
RO,Rio Crespo,4.0,6.0,0.6666666666666666
SP,Ubarana,4.0,7.0,0.5714285714285714
SP,Uchoa,4.0,9.0,0.4444444444444444
MG,Cajuri,4.0,6.0,0.6666666666666666
GO,Novo Planalto,4.0,5.0,0.8
GO,Mundo Novo,4.0,6.0,0.6666666666666666
GO,Baliza,4.0,5.0,0.8
SP,Orindiúva,4.0,5.0,0.8
MG,Divino,4.0,6.0,0.6666666666666666
SP,Indiaporã,4.0,6.0,0.6666666666666666
MT,Nova Brasilândia,4.0,5.0,0.8
PR,Nova Olímpia,4.0,5.0,0.8
RS,Barros Cassal,4.0,5.0,0.8
RS,Vila Maria,4.0,6.0,0.6666666666666666
RS,São Domingos do Sul,4.0,5.0,0.8
RS,Gentil,4.0,6.0,0.6666666666666666
RS,Ciríaco,4.0,6.0,0.6666666666666666
RS,Casca,4.0,5.0,0.8
CE,Mauriti,4.0,9.0,0.4444444444444444
PR,Pérola,4.0,8.0,0.5
RS,Rodeio Bonito,4.0,6.0,0.6666666666666666
RS,São José do Herval,4.0,8.0,0.5
RS,Pinhal,4.0,7.0,0.5714285714285714
PR,Tapira,4.0,5.0,0.8
MA,Arame,4.0,9.0,0.4444444444444444
RS,Frederico Westphalen,4.0,8.0,0.5
CE,Milagres,4.0,8.0,0.5
RS,Boa Vista das Missões,4.0,5.0,0.8
RS,Santo Antônio do Planalto,4.0,7.0,0.5714285714285714
RS,Novo Xingu,4.0,5.0,0.8
RS,Nova Boa Vista,4.0,6.0,0.6666666666666666
RS,Colorado,4.0,5.0,0.8
RS,Almirante Tamandaré do Sul,4.0,5.0,0.8
PR,São Jorge do Patrocínio,4.0,5.0,0.8
SE,Tobias Barreto,4.0,7.0,0.5714285714285714
MG,Pedra Dourada,4.0,5.0,0.8
RS,Água Santa,4.0,6.0,0.6666666666666666
SP,Mira Estrela,4.0,8.0,0.5
SP,Ouroeste,4.0,7.0,0.5714285714285714
SP,Pedranópolis,4.0,5.0,0.8
SP,Santa Rita d'Oeste,4.0,6.0,0.6666666666666666
CE,Barro,4.0,6.0,0.6666666666666666
MG,Faria Lemos,4.0,5.0,0.8
SP,Guaraci,4.0,6.0,0.6666666666666666
MG,Orizânia,4.0,6.0,0.6666666666666666
MG,Pedra Bonita,4.0,5.0,0.8
MS,Dois Irmãos do Buriti,4.0,9.0,0.4444444444444444
PR,Maria Helena,4.0,8.0,0.5
RS,Lagoão,4.0,5.0,0.8
RS,Trindade do Sul,4.0,7.0,0.5714285714285714
PR,Francisco Alves,4.0,5.0,0.8
PR,Icaraíma,4.0,7.0,0.5714285714285714
RS,Planalto,4.0,7.0,0.5714285714285714
RS,Gramado dos Loureiros,4.0,6.0,0.6666666666666666
RS,São José das Missões,4.0,5.0,0.8
PR,Iporã,4.0,8.0,0.5
RS,Lajeado do Bugre,4.0,5.0,0.8
RS,Cacique Doble,4.0,5.0,0.8
RS,Santo Expedito do Sul,4.0,7.0,0.5714285714285714
PR,Cidade Gaúcha,4.0,5.0,0.8
SP,Pedra Bela,4.0,4.0,1.0
PI,Boqueirão do Piauí,4.0,6.0,0.6666666666666666
SP,Corumbataí,4.0,6.0,0.6666666666666666
SP,Guaratinguetá,4.0,18.0,0.2222222222222222
MG,Bom Jesus do Amparo,4.0,6.0,0.6666666666666666
SP,Fernando Prestes,4.0,5.0,0.8
MA,Morros,4.0,6.0,0.6666666666666666
MT,São José do Xingu,4.0,6.0,0.6666666666666666
MG,Pequi,4.0,6.0,0.6666666666666666
MT,Santa Terezinha,4.0,9.0,0.4444444444444444
MT,Santa Cruz do Xingu,4.0,5.0,0.8
PA,Terra Santa,4.0,7.0,0.5714285714285714
MT,Porto Alegre do Norte,4.0,4.0,1.0
MA,Cachoeira Grande,4.0,5.0,0.8
MA,Axixá,4.0,8.0,0.5
MG,Crucilândia,4.0,6.0,0.6666666666666666
MG,São José do Goiabal,4.0,8.0,0.5
TO,Sucupira,4.0,5.0,0.8
MT,Canabrava do Norte,4.0,5.0,0.8
TO,Peixe,4.0,7.0,0.5714285714285714
SP,Barão de Antonina,4.0,8.0,0.5
MS,Corguinho,4.0,5.0,0.8
MS,Jaraguari,4.0,8.0,0.5
MS,Alcinópolis,4.0,4.0,1.0
RS,Arroio Grande,4.0,6.0,0.6666666666666666
MS,Figueirão,4.0,7.0,0.5714285714285714
SP,Ribeira,4.0,7.0,0.5714285714285714
PR,Catanduvas,4.0,6.0,0.6666666666666666
MS,Sonora,4.0,7.0,0.5714285714285714
PR,Diamante do Sul,4.0,6.0,0.6666666666666666
SP,Barra do Turvo,4.0,5.0,0.8
PR,Diamante D'Oeste,4.0,7.0,0.5714285714285714
PR,Guaraniaçu,4.0,8.0,0.5
TO,Palmeirópolis,4.0,6.0,0.6666666666666666
PR,Corbélia,4.0,5.0,0.8
MS,Bandeirantes,4.0,12.0,0.3333333333333333
PR,Nova Aurora,4.0,8.0,0.5
GO,Bonópolis,4.0,6.0,0.6666666666666666
PR,Missal,4.0,5.0,0.8
MG,Icaraí de Minas,4.0,5.0,0.8
RS,Piratini,4.0,9.0,0.4444444444444444
PR,Itaipulândia,4.0,11.0,0.36363636363636365
RS,Pedro Osório,4.0,6.0,0.6666666666666666
SP,Cesário Lange,4.0,7.0,0.5714285714285714
MG,Belo Vale,4.0,5.0,0.8
MG,Ubaí,4.0,5.0,0.8
GO,Teresina de Goiás,4.0,6.0,0.6666666666666666
MG,Mamonas,4.0,6.0,0.6666666666666666
RS,Herval,4.0,8.0,0.5
MA,Santa Helena,4.0,10.0,0.4
MG,Montezuma,4.0,5.0,0.8
GO,Nova Roma,4.0,7.0,0.5714285714285714
MA,Pinheiro,4.0,11.0,0.36363636363636365
MG,Riachinho,4.0,6.0,0.6666666666666666
SP,Taquarituba,4.0,7.0,0.5714285714285714
RJ,São Fidélis,4.0,19.0,0.21052631578947367
RJ,Cardoso Moreira,4.0,11.0,0.36363636363636365
MA,Bacurituba,4.0,8.0,0.5
PA,Mojuí dos Campos,4.0,9.0,0.4444444444444444
ES,Rio Bananal,4.0,9.0,0.4444444444444444
SP,Riversul,4.0,6.0,0.6666666666666666
SP,Cunha,4.0,6.0,0.6666666666666666
SP,Taquarivaí,4.0,8.0,0.5
SP,Campina do Monte Alegre,4.0,6.0,0.6666666666666666
ES,Mucurici,4.0,6.0,0.6666666666666666
GO,Amaralina,4.0,6.0,0.6666666666666666
MA,Peri Mirim,4.0,9.0,0.4444444444444444
RR,Normandia,4.0,15.0,0.26666666666666666
SP,Guareí,4.0,8.0,0.5
SP,Sete Barras,4.0,9.0,0.4444444444444444
MG,Ibertioga,4.0,8.0,0.5
TO,São Sebastião do Tocantins,4.0,7.0,0.5714285714285714
RS,Monte Alegre dos Campos,4.0,5.0,0.8
SP,Orlândia,4.0,8.0,0.5
SP,Sales Oliveira,4.0,8.0,0.5
TO,Pium,4.0,7.0,0.5714285714285714
MG,Senhora dos Remédios,4.0,5.0,0.8
TO,Presidente Kennedy,4.0,5.0,0.8
MG,São Sebastião do Rio Preto,4.0,5.0,0.8
SC,Campo Alegre,4.0,7.0,0.5714285714285714
TO,Guaraí,4.0,6.0,0.6666666666666666
TO,Pugmil,4.0,5.0,0.8
TO,Goianorte,4.0,5.0,0.8
SP,Guará,4.0,7.0,0.5714285714285714
MG,Bonfim,4.0,8.0,0.5
MG,Caranaíba,4.0,6.0,0.6666666666666666
RS,Amaral Ferrador,4.0,8.0,0.5
SP,Cândido Rodrigues,4.0,6.0,0.6666666666666666
PR,Cruzeiro do Iguaçu,4.0,6.0,0.6666666666666666
SC,Irineópolis,4.0,7.0,0.5714285714285714
PR,Rancho Alegre D'Oeste,4.0,5.0,0.8
TO,Nova Olinda,4.0,7.0,0.5714285714285714
TO,Muricilândia,4.0,5.0,0.8
MG,Lagoa Dourada,4.0,5.0,0.8
PR,Peabiru,4.0,10.0,0.4
PR,Nova Cantu,4.0,7.0,0.5714285714285714
RS,Arvorezinha,4.0,5.0,0.8
TO,Carmolândia,4.0,7.0,0.5714285714285714
PR,Juranda,4.0,4.0,1.0
TO,Wanderlândia,4.0,9.0,0.4444444444444444
PR,Corumbataí do Sul,4.0,6.0,0.6666666666666666
TO,Arapoema,4.0,8.0,0.5
MG,Conceição da Barra de Minas,4.0,5.0,0.8
TO,Miranorte,4.0,9.0,0.4444444444444444
SC,Guaramirim,4.0,12.0,0.3333333333333333
BA,Feira da Mata,4.0,5.0,0.8
TO,Bernardo Sayão,4.0,9.0,0.4444444444444444
SP,Rifaina,4.0,5.0,0.8
RS,Cotiporã,4.0,5.0,0.8
RS,Fagundes Varela,4.0,5.0,0.8
RS,Pinto Bandeira,4.0,6.0,0.6666666666666666
SP,Colômbia,4.0,8.0,0.5
TO,Praia Norte,4.0,6.0,0.6666666666666666
RS,Dois Lajeados,4.0,7.0,0.5714285714285714
RS,Coronel Pilar,4.0,5.0,0.8
TO,Sampaio,4.0,7.0,0.5714285714285714
TO,Barrolândia,4.0,4.0,1.0
MG,Itutinga,4.0,6.0,0.6666666666666666
PR,Campo Bonito,4.0,5.0,0.8
TO,Santa Rita do Tocantins,4.0,5.0,0.8
RS,Nova Araçá,4.0,7.0,0.5714285714285714
RS,União da Serra,4.0,6.0,0.6666666666666666
MG,Itumirim,4.0,7.0,0.5714285714285714
MG,Santa Fé de Minas,4.0,5.0,0.8
SP,Arapeí,4.0,6.0,0.6666666666666666
TO,Tocantinópolis,4.0,5.0,0.8
RS,Antônio Prado,4.0,7.0,0.5714285714285714
RS,Cambará do Sul,4.0,7.0,0.5714285714285714
RS,Cristal,4.0,5.0,0.8
PR,Sulina,4.0,6.0,0.6666666666666666
TO,Juarina,4.0,6.0,0.6666666666666666
RS,Nova Pádua,4.0,7.0,0.5714285714285714
MG,Santo Antônio do Rio Abaixo,4.0,5.0,0.8
SP,Itirapuã,4.0,6.0,0.6666666666666666
SP,Viradouro,4.0,9.0,0.4444444444444444
