cod_municipio,ano,n_mulheres,pop_2021,n_mulheres_por_1k_hab
2516805,2021,268,9464,28.3178360101437
2516904,2021,1028,15300,67.18954248366013
2517001,2021,411,9911,41.46907476541217
2517100,2021,224,2841,78.84547694473777
2517209,2021,241,5372,44.862248696947134
2517407,2021,141,2255,62.527716186252775
2600054,2021,4978,100346,49.608355091383814
2600104,2021,2394,37404,64.00384985563042
2600203,2021,1124,19810,56.73902069661787
2600302,2021,1457,25065,58.12886495112707
2600401,2021,571,37082,15.398306455962462
2600500,2021,1163,43686,26.62180103465641
2600609,2021,507,14718,34.447615165103954
2600708,2021,1505,38397,39.19577050290387
2600807,2021,780,22984,33.93665158371041
2600906,2021,473,22870,20.682116309575864
2601003,2021,499,11226,44.45038303937289
2601052,2021,868,20733,41.865624849274106
2601102,2021,5101,84864,60.107937405731526
2601201,2021,5714,74822,76.36791318061533
2601300,2021,610,14510,42.03997243280496
2601409,2021,2177,42764,50.90730520998971
2601508,2021,296,12122,24.418412803167794
2601607,2021,1414,20730,68.21032320308731
2601706,2021,6642,76687,86.61181164995371
2601805,2021,603,12765,47.2385428907168
2601904,2021,6970,60880,114.48751642575559
2602001,2021,962,38378,25.066444317056646
2602100,2021,1662,48767,34.08042323702504
2602209,2021,1319,39983,32.9890203336418
2602308,2021,2169,38117,56.90374373639059
2602407,2021,387,8987,43.0622009569378
2602506,2021,412,7488,55.02136752136752
2602605,2021,1906,51225,37.20839433870181
2602704,2021,407,13190,30.856709628506444
2602803,2021,1825,58919,30.974728016429335
2602902,2021,19413,208944,92.91006202618884
2603009,2021,1718,34503,49.79277164304553
2603108,2021,778,20501,37.949368323496415
2603207,2021,885,28904,30.61859950179906
2603306,2021,350,11018,31.76620076238882
2603405,2021,287,5747,49.93909866017052
2603454,2021,8667,158899,54.544081460550416
2603504,2021,664,18900,35.13227513227513
2603603,2021,518,8572,60.429304713019135
2603702,2021,1081,24773,43.636216848988816
2603801,2021,740,20048,36.91141260973663
2603900,2021,710,19609,36.20786373603957
2603926,2021,419,13025,32.16890595009597
2604007,2021,6334,84395,75.05183956395521
2604106,2021,44855,365278,122.7968834695766
2604155,2021,535,14368,37.23552338530067
2604205,2021,1259,43340,29.049377018920165
2604304,2021,616,11891,51.80388529139685
2604403,2021,493,13556,36.3676600767188
2604502,2021,889,21815,40.75177630071052
2604601,2021,1057,26590,39.75178638585935
2604700,2021,917,18268,50.19706590759799
2604809,2021,538,12560,42.8343949044586
2604908,2021,995,10192,97.62558869701726
2605004,2021,1485,24173,61.432176395151615
2605103,2021,2299,37375,61.51170568561873
2605152,2021,1155,19079,60.53776403375439
2605202,2021,3523,69292,50.84281013681233
2605301,2021,248,31766,7.807089340804634
2605400,2021,1052,22247,47.28727468872207
2605459,2021,1245,3101,401.4833924540471
2605509,2021,514,12170,42.235004108463436
2605608,2021,879,22618,38.8628525952781
2605707,2021,2127,33184,64.09715525554483
2605806,2021,509,15546,32.74154123247138
2605905,2021,1012,31318,32.31368542052494
2606002,2021,16385,140577,116.55533977819985
2606101,2021,1596,30751,51.90075119508309
2606200,2021,8545,80055,106.7391168571607
2606309,2021,307,7537,40.73238689133608
2606408,2021,6456,84699,76.2228597740233
2606507,2021,544,19241,28.272958785925887
2606606,2021,1097,29412,37.29770161838705
2606705,2021,542,7768,69.77342945417095
2606804,2021,8093,118370,68.3703641125285
2606903,2021,480,12247,39.19327182167061
2607000,2021,708,23645,29.942905476845
2607109,2021,274,4543,60.31256878714506
2607208,2021,14930,97669,152.86324217510162
2607307,2021,1139,31187,36.521627601244106
2607406,2021,511,4966,102.89971808296416
2607505,2021,804,26308,30.561046069636614
2607604,2021,1126,26672,42.216556688662266
2607653,2021,1792,36471,49.13492912176798
2607703,2021,569,13553,41.9833247251531
2607752,2021,2238,26900,83.19702602230483
2607802,2021,484,17006,28.460543337645536
2607901,2021,48270,706867,68.28724498385128
2607950,2021,802,11644,68.87667468223978
2608008,2021,839,17228,48.699791037845365
2608057,2021,679,14850,45.72390572390572
2608107,2021,1454,33328,43.6269803168507
2608206,2021,785,16011,49.0287927050153
2608255,2021,587,11485,51.110143665650845
2608305,2021,821,14922,55.019434392172634
2608404,2021,546,15431,35.38331929233362
2608453,2021,786,18252,43.0637738330046
2608503,2021,1329,21460,61.9291705498602
2608602,2021,565,13224,42.725347852389596
2608701,2021,346,16318,21.203578869959554
2608750,2021,3523,25849,136.29153932453866
2608800,2021,2624,40589,64.64805735544113
2608909,2021,3809,56198,67.77821274778462
2609006,2021,1277,25472,50.13347989949749
2609105,2021,824,16321,50.4871025059739
2609154,2021,541,21776,24.843864805290227
2609204,2021,695,11220,61.94295900178253
2609303,2021,560,15470,36.199095022624434
2609402,2021,3231,63294,51.04749265333207
2609501,2021,2407,32573,73.89555767046326
2609600,2021,39369,393115,100.14626763160908
2609709,2021,903,23935,37.72717777313557
2609808,2021,815,15152,53.7882787750792
2609907,2021,3122,69969,44.61976017950807
2610004,2021,4406,63500,69.38582677165354
2610103,2021,246,7600,32.36842105263158
2610202,2021,1641,26456,62.02751738736014
2610301,2021,447,11566,38.647760677848865
2610400,2021,1034,22106,46.77463132181308
2610509,2021,803,28894,27.791236935003806
2610608,2021,2522,56933,44.297683241705165
2610707,2021,24375,334376,72.89697825202765
2610806,2021,705,22668,31.101111699311804
2610905,2021,3623,67735,53.48785709013065
2611002,2021,2815,36901,76.28519552315656
2611101,2021,58618,354317,165.43942288967224
2611200,2021,486,11305,42.98982750995135
2611309,2021,1445,27148,53.22675703550906
2611408,2021,969,15101,64.16793589828488
2611507,2021,1108,26175,42.33046800382044
2611533,2021,359,6805,52.755326965466566
2611606,2021,376561,1653461,227.74108370260925
2611705,2021,822,20646,39.81400755594304
2611804,2021,1845,47616,38.74747983870968
2611903,2021,1791,23628,75.79989842559675
2612000,2021,754,9764,77.22244981564933
2612109,2021,381,11068,34.42356342609324
2612208,2021,4200,61249,68.57254812323467
2612307,2021,874,15862,55.100239566258985
2612406,2021,1003,26890,37.300111565637785
2612455,2021,798,15558,51.291939838025456
2612471,2021,612,12650,48.3794466403162
2612505,2021,8781,109897,79.90209013894828
2612554,2021,543,14562,37.288833951380305
2612604,2021,1624,42100,38.57482185273159
2612703,2021,458,14223,32.20136398790691
2612802,2021,508,11865,42.81500210703751
2612901,2021,535,16069,33.29391997012882
2613008,2021,2408,60042,40.10525965157723
2613107,2021,1537,37368,41.13144936844359
2613206,2021,1101,22899,48.080702214070485
2613305,2021,671,21398,31.35807084774278
2613404,2021,1162,21586,53.83118688038544
2613503,2021,1717,34021,50.468828076776106
2613602,2021,1614,34056,47.392529950669484
2613701,2021,5279,114079,46.27494981547875
2613800,2021,1069,18085,59.10975946917335
2613909,2021,8053,86915,92.65374216188229
2614006,2021,1004,19196,52.30256303396541
2614105,2021,1118,36050,31.0124826629681
2614204,2021,2255,46361,48.64002070705981
2614303,2021,462,11270,40.993788819875775
2614402,2021,320,6021,53.14731772130875
2614501,2021,4149,65647,63.20166953554618
2614600,2021,1372,28704,47.79821627647715
2614709,2021,587,12859,45.64896181662649
2614808,2021,1029,26106,39.416226154906916
2614857,2021,2040,23623,86.3565169538162
2615003,2021,1279,29127,43.91114773234456
2615102,2021,344,7198,47.7910530702973
2615201,2021,450,10206,44.091710758377424
2615300,2021,4100,52802,77.64857391765463
2615409,2021,3022,46164,65.46226496837363
2615508,2021,583,13813,42.20661695504235
2615607,2021,1383,30816,44.87928348909657
2615706,2021,775,15243,50.843009906186445
2615805,2021,989,27551,35.897063627454536
2615904,2021,426,8256,51.598837209302324
2616001,2021,641,18661,34.349713305824984
2616100,2021,528,9553,55.27059562441118
2616183,2021,464,7571,61.28648791441025
2616209,2021,617,20954,29.44545194234991
2616308,2021,1635,32772,49.89015012815818
2616407,2021,11345,139583,81.27780603655172
2616506,2021,748,14757,50.68780917530663
2700102,2021,924,20230,45.674740484429066
2700201,2021,819,17526,46.73057172201301
2700300,2021,25043,233047,107.4590104142083
2700409,2021,1553,47365,32.787923572257995
2700508,2021,532,16068,33.109285536470004
2700607,2021,1052,8378,125.5669610885653
2700706,2021,756,18338,41.22586977860181
2700805,2021,420,4284,98.03921568627452
2700904,2021,192,6710,28.614008941877795
2701001,2021,808,27356,29.536481941804357
2701100,2021,316,10460,30.21032504780115
2701209,2021,911,10889,83.66241160804482
2701308,2021,819,21331,38.39482443392246
2701357,2021,360,6954,51.76876617773943
2701407,2021,2530,57537,43.971705163633835
2701506,2021,348,9567,36.37503919724051
2701605,2021,274,17719,15.463626615497489
2701704,2021,1011,16979,59.544142764591555
2701803,2021,245,9159,26.749645157768317
2701902,2021,328,7311,44.863903706743265
2702009,2021,296,10643,27.81170722540637
2702108,2021,925,21818,42.39618663488862
2702207,2021,369,5864,62.92633015006821
2702306,2021,4133,57294,72.13669843264566
2702355,2021,1433,24309,58.94936031922333
2702405,2021,2873,52262,54.973020550304234
2702504,2021,276,11067,24.939007861209
2702553,2021,485,18255,26.568063544234455
2702603,2021,1017,22178,45.85625394535125
2702702,2021,237,4779,49.59196484620213
2702801,2021,439,12807,34.27812914812212
2702900,2021,535,41237,12.973785677910614
2703007,2021,433,15627,27.708453317975298
2703106,2021,449,25613,17.53016046538867
2703205,2021,683,24586,27.780037419669732
2703304,2021,441,18392,23.977816441931274
2703403,2021,140,5219,26.82506227246599
2703502,2021,245,7006,34.970025692263775
2703601,2021,801,8403,95.3230988932524
2703700,2021,264,5761,45.825377538621765
2703759,2021,714,11536,61.89320388349515
2703809,2021,645,24081,26.784601968356796
2703908,2021,242,4137,58.496495044718394
2704005,2021,1562,24722,63.18259040530702
2704104,2021,907,17771,51.03820831692082
2704203,2021,1127,28771,39.17138785582705
2704302,2021,137125,1025360,133.73351798392758
2704401,2021,928,19864,46.71768022553363
2704500,2021,3160,33032,95.6648098813272
2704609,2021,171,9004,18.99155930697468
2704708,2021,4471,52380,85.35700649102711
2704807,2021,569,13193,43.12893200939892
2704906,2021,215,3494,61.53405838580424
2705002,2021,498,25207,19.756416868330227
2705101,2021,1479,24634,60.038970528537796
2705200,2021,1000,18031,55.46004104043037
2705309,2021,337,5322,63.32205937617437
2705408,2021,270,7165,37.68318213538032
2705507,2021,1379,28333,48.67116083718632
2705606,2021,829,12764,64.94829207145095
2705705,2021,1122,21738,51.61468396356611
2705804,2021,440,9441,46.60523249655757
2705903,2021,146,5128,28.47113884555382
2706000,2021,432,11657,37.05927768722656
2706109,2021,614,11535,53.22930212397053
2706208,2021,160,5037,31.764939448084178
2706307,2021,5613,73337,76.53708223679725
2706406,2021,1155,24351,47.43131698903536
2706422,2021,373,10539,35.392352215580225
2706448,2021,456,13332,34.20342034203421
2706505,2021,918,15258,60.16515926071569
2706604,2021,14,7560,1.8518518518518519
2706703,2021,3941,63846,61.726654763023525
2706802,2021,633,17848,35.4661586732407
2706901,2021,1756,35212,49.869362717255484
2707008,2021,202,2905,69.53528399311531
2707107,2021,1392,25183,55.2753841877457
2707206,2021,636,14418,44.11152725759467
2707305,2021,1199,27249,44.00161473815553
2707404,2021,598,7701,77.6522529541618
2707503,2021,417,20112,20.733890214797135
2707602,2021,461,11248,40.9850640113798
2707701,2021,4677,75394,62.03411412048704
2707800,2021,467,6649,70.23612573319296
2707909,2021,495,7320,67.62295081967213
2708006,2021,2432,47819,50.85844538781656
2708105,2021,463,10687,43.323664264994854
2708204,2021,222,6969,31.855359448988377
2708303,2021,1532,23996,63.84397399566594
2708402,2021,1675,32405,51.68955408116032
2708501,2021,2619,34692,75.49290902801799
2708600,2021,3037,61797,49.14478049096235
2708709,2021,1044,8013,130.28828154249345
2708808,2021,999,34290,29.133858267716537
2708907,2021,866,13936,62.14121699196326
2708956,2021,402,13921,28.877235830759286
2709004,2021,240,6138,39.100684261974585
2709103,2021,1086,20072,54.1052212036668
2709152,2021,3061,44372,68.98494546110159
2709202,2021,949,27826,34.10479407748149
2709301,2021,2366,65790,35.962912296701624
2709400,2021,1338,25693,52.07644105398357
2800100,2021,201,2380,84.45378151260505
2800209,2021,1294,21681,59.68359393016927
2800308,2021,120627,664908,181.4190835423848
2800407,2021,446,9947,44.83763948929325
2800506,2021,729,18686,39.01316493631596
2800605,2021,2787,30930,90.1066925315228
2800670,2021,1185,26899,44.05368229302204
2800704,2021,559,8353,66.92206392912726
2801009,2021,934,18218,51.267976726314636
2801108,2021,237,4006,59.16125811283075
2801207,2021,2153,30402,70.81770936122624
2801306,2021,2178,34514,63.1048270267138
2801405,2021,980,22239,44.066729619137554
2801504,2021,1462,16937,86.31989136210663
2801603,2021,303,5913,51.243023845763574
2801702,2021,840,18029,46.59160241832603
2801900,2021,229,3998,57.27863931965983
2802007,2021,423,5215,81.11217641418983
2802106,2021,4642,69556,66.73759273103686
2802205,2021,224,5601,39.99285841813962
2802304,2021,1550,15556,99.64001028542042
2802403,2021,374,11601,32.23860012067925
2802502,2021,258,3384,76.24113475177305
2802601,2021,288,5824,49.45054945054945
2802700,2021,360,8521,42.24856237530806
2802809,2021,771,18149,42.48167943137363
2802908,2021,9290,96142,96.62790455784153
2803005,2021,1888,42166,44.77541146895603
2803104,2021,220,4886,45.02660663119116
2803203,2021,1824,34709,52.55121150133971
2803302,2021,1049,18907,55.48209657798699
2803401,2021,717,13429,53.39191302405242
2803500,2021,7919,105221,75.26064188707578
2803609,2021,2053,30080,68.25132978723404
2803708,2021,422,6961,60.62347363884499
2803807,2021,311,3699,84.07677750743444
2803906,2021,503,12653,39.75341816170078
2804003,2021,963,17271,55.758207399687336
2804102,2021,454,11348,40.00704970038773
2804201,2021,775,15175,51.07084019769358
2804300,2021,461,7639,60.34821311690012
2804409,2021,996,18703,53.2534887451211
2804458,2021,530,8809,60.16573958451583
2804508,2021,1710,37324,45.81502518486764
2804607,2021,2081,26795,77.6637432356783
2804706,2021,277,6496,42.641625615763544
2804805,2021,10267,185706,55.28631277395453
2804904,2021,623,14540,42.847317744154054
2805000,2021,163,3285,49.61948249619483
2805109,2021,380,9665,39.317123642007246
2805208,2021,235,6627,35.46099290780142
2805307,2021,418,9359,44.66289133454429
2805406,2021,877,35122,24.970104208188598
2805505,2021,1201,23867,50.32052624963338
2805604,2021,1314,28693,45.795141672184855
2805703,2021,2048,29692,68.97480802909875
2805802,2021,715,19809,36.094704427280526
2805901,2021,800,10284,77.79074290159471
2806008,2021,1043,18773,55.55851488840356
2806107,2021,806,11008,73.21947674418605
2806206,2021,1361,20025,67.96504369538077
2806305,2021,653,14121,46.24318391048793
2806404,2021,346,7844,44.110147883732786
2806503,2021,281,3923,71.62885546775426
2806602,2021,437,12151,35.964118179573695
2806701,2021,6580,91093,72.23387087921135
2806800,2021,511,11207,45.59650218613367
2806909,2021,288,3781,76.17032531076435
2807006,2021,248,3947,62.83253103623005
2807105,2021,2929,40606,72.13219721223464
2807204,2021,428,8970,47.71460423634337
2807303,2021,252,3249,77.5623268698061
2807402,2021,2617,52530,49.81915096135542
2807501,2021,555,13535,41.00480236424086
2807600,2021,1996,25550,78.12133072407045
2900108,2021,389,8710,44.66130884041332
2900207,2021,857,20347,42.11923133631493
2900306,2021,640,15187,42.14130506354119
2900355,2021,623,17126,36.377437813850285
2900405,2021,557,17033,32.70122702988317
2900504,2021,600,10560,56.81818181818182
2900603,2021,20,4416,4.528985507246377
2900702,2021,14194,152327,93.1811169392163
2900801,2021,1279,22490,56.86971987550022
2900900,2021,199,5366,37.08535221766679
2901007,2021,2521,37441,67.33260329585214
2901106,2021,1543,25048,61.60172468859789
2901155,2021,408,16090,25.35736482287135
2901205,2021,832,21607,38.50603970935345
2901304,2021,667,13132,50.79195857447456
2901353,2021,790,14503,54.47148865751913
2901403,2021,583,13938,41.828095853063566
2901502,2021,647,11297,57.271842081968664
2901601,2021,584,19479,29.9810051850711
2901700,2021,407,11677,34.85484285347264
2901809,2021,391,11878,32.91799966324297
2901908,2021,511,17788,28.727231841691026
2901957,2021,328,7302,44.919200219118046
2902005,2021,773,13045,59.256420084323494
2902054,2021,838,12208,68.6435124508519
2902104,2021,2153,54648,39.39759918020788
2902203,2021,399,11461,34.81371608062124
2902252,2021,488,10961,44.521485265942886
2902302,2021,329,8837,37.22982912753197
2902401,2021,551,11299,48.76537746703248
2902500,2021,518,13929,37.18859932514897
2902609,2021,598,20449,29.243483788938335
2902658,2021,506,13240,38.21752265861027
2902708,2021,1458,53910,27.04507512520868
2902807,2021,1257,20392,61.64182032169478
2902906,2021,1300,31209,41.6546509019834
2903003,2021,512,13833,37.01294007084508
2903102,2021,399,5612,71.09764789736279
2903201,2021,19844,156975,126.41503424112119
2903235,2021,380,15054,25.242460475621098
2903276,2021,597,16105,37.06923315740453
2903300,2021,341,5448,62.59177679882526
2903409,2021,1090,23437,46.50765883005504
2903508,2021,363,17109,21.216903384183762
2903607,2021,581,15984,36.348848848848846
2903706,2021,541,12329,43.88028226133506
2903805,2021,684,18531,36.911121903836815
2903904,2021,5146,69662,73.87097700324423
2903953,2021,344,9823,35.01985136923547
2904001,2021,550,14446,38.07282292676173
2904050,2021,473,16884,28.014688462449655
2904100,2021,889,21497,41.35460761966786
2904209,2021,326,10129,32.18481587520979
2904308,2021,612,14222,43.03192237378709
2904407,2021,438,10618,41.250706347711436
2904506,2021,390,10130,38.4995064165844
2904605,2021,6034,67335,89.61164327615653
2904704,2021,761,18306,41.571069594668415
2904753,2021,661,21276,31.06786990035721
2904803,2021,351,6488,54.09987669543773
2904852,2021,633,18911,33.47258209507694
2904902,2021,1811,33567,53.95179789674383
2905008,2021,1708,23291,73.3330470997381
2905107,2021,358,9058,39.523073526164715
2905156,2021,546,14608,37.37677984665937
2905206,2021,4209,51081,82.39854348975157
2905305,2021,741,18513,40.025927726462484
2905404,2021,2479,18427,134.53085146795462
2905503,2021,537,13391,40.1015607497573
2905602,2021,1773,32006,55.39586327563582
2905701,2021,32225,304302,105.89808808354859
2905800,2021,1794,35382,50.703747668305915
2905909,2021,902,28820,31.297709923664122
2906006,2021,2906,71487,40.650747688390894
2906105,2021,451,9703,46.48046995774503
2906204,2021,737,26325,27.996201329534664
2906303,2021,1689,30906,54.64958260531935
2906402,2021,316,8181,38.626084830705295
2906501,2021,8370,87458,95.703080335704
2906600,2021,337,14368,23.45489977728285
2906709,2021,1065,25053,42.50987905640043
2906808,2021,1595,34882,45.7255891290637
2906824,2021,448,16753,26.741479138064825
2906857,2021,444,11616,38.22314049586777
2906873,2021,2426,30862,78.60799688937853
2906899,2021,731,8801,83.0587433246222
2906907,2021,1180,22093,53.410582537455305
2907004,2021,438,9346,46.864968970682646
2907103,2021,803,29070,27.62297901616787
2907202,2021,8757,72545,120.71128265214695
2907301,2021,1765,26318,67.06436659320617
2907400,2021,158,3599,43.901083634342875
2907509,2021,3592,54970,65.34473349099508
2907558,2021,621,9316,66.65951051953628
2907608,2021,614,17280,35.532407407407405
2907707,2021,623,11200,55.625
2907806,2021,1556,32576,47.76522593320236
2907905,2021,778,17352,44.83633010603965
2908002,2021,1065,16549,64.35434165206357
2908101,2021,958,18807,50.93848035306003
2908200,2021,1347,22762,59.17757666285915
2908309,2021,1489,17165,86.74628604718905
2908408,2021,3907,67013,58.30212048408518
2908507,2021,4870,33398,145.81711479729324
2908606,2021,980,26035,37.64163625888227
2908705,2021,1012,17178,58.912562580044245
2908804,2021,174,4045,43.016069221260814
2908903,2021,1315,22495,58.45743498555235
2909000,2021,410,8642,47.442721592224025
2909109,2021,467,14149,33.00586613894975
2909208,2021,701,15717,44.60138703314882
2909307,2021,2752,32191,85.48973315522973
2909406,2021,488,13769,35.44193478102985
2909505,2021,241,5351,45.038310596150254
2909604,2021,818,21163,38.65236497661012
2909703,2021,525,13947,37.64250376425038
2909802,2021,6781,63591,106.63458665534431
2909901,2021,1499,34886,42.968526056297655
2910008,2021,65,10525,6.175771971496437
2910057,2021,5564,82432,67.49805900621118
2910107,2021,508,12240,41.50326797385621
2910206,2021,219,4065,53.874538745387454
2910305,2021,436,8126,53.654934777258184
2910404,2021,766,16446,46.576675179374924
2910503,2021,2285,41901,54.5333046943987
2910602,2021,2290,37578,60.939911650433764
2910701,2021,2387,60858,39.22245226593053
2910727,2021,11863,114396,103.70117836287982
2910750,2021,785,17845,43.98991314093583
2910776,2021,224,5661,39.568980745451334
2910800,2021,67721,619609,109.29634656694786
2910859,2021,750,16345,45.885591924135824
2910909,2021,549,5629,97.53064487475572
2911006,2021,372,10575,35.177304964539005
2911105,2021,1922,25857,74.33190238620102
2911204,2021,1824,32596,55.95778623143944
2911253,2021,258,4440,58.108108108108105
2911303,2021,442,11259,39.257482902566835
2911402,2021,515,15234,33.80596035184456
2911501,2021,430,6985,61.56048675733715
2911600,2021,2511,20762,120.94210577015701
2911659,2021,35,6646,5.266325609389106
2911709,2021,6967,84928,82.03419366993218
2911808,2021,896,20700,43.28502415458937
2911857,2021,547,12987,42.11904211904212
2911907,2021,1055,24121,43.73782181501596
2912004,2021,416,9031,46.06355885284022
2912103,2021,1149,21378,53.74684254841426
2912202,2021,2169,19786,109.62296573334682
2912301,2021,623,16230,38.38570548367221
2912400,2021,407,18319,22.217369943774223
2912509,2021,597,14947,39.94112530942664
2912608,2021,173,4046,42.75827978250123
2912707,2021,872,23404,37.25858827550846
2912806,2021,932,8690,107.24971231300346
2912905,2021,1051,14882,70.62222819513507
2913002,2021,382,16403,23.288422849478753
2913101,2021,549,17080,32.142857142857146
2913200,2021,1657,27003,61.363552197903935
2913309,2021,261,6220,41.961414790996784
2913408,2021,780,15650,49.840255591054316
2913457,2021,632,13091,48.27744251776029
2913507,2021,1064,26963,39.461484256202944
2913606,2021,16757,159923,104.78167618166242
2913705,2021,2239,40333,55.512855478144445
2913804,2021,713,14354,49.67256513863731
2913903,2021,2617,45922,56.987936065502375
2914000,2021,3806,59435,64.03634222259612
2914109,2021,543,9911,54.787609726566444
2914208,2021,239,7279,32.8341805193021
2914307,2021,356,8197,43.43052336220568
2914406,2021,736,25478,28.887667791820395
2914505,2021,1344,29173,46.06999622939019
2914604,2021,7390,73524,100.51139763886621
2914653,2021,2064,30747,67.12850034149673
2914703,2021,6388,64646,98.81508523342511
2914802,2021,25110,213685,117.50941806865245
2914901,2021,2469,28684,86.07586110723749
2915007,2021,596,16110,36.995654872749846
2915106,2021,391,12242,31.939225616729292
2915205,2021,963,14452,66.6343758649322
2915304,2021,438,6825,64.17582417582418
2915353,2021,706,14542,48.54903039471875
2915403,2021,411,6596,62.310491206791994
2915502,2021,1146,20398,56.18197862535543
2915601,2021,5072,64455,78.69055930494143
2915700,2021,333,8003,41.60939647632138
2915809,2021,1165,22754,51.19978904807946
2915908,2021,617,6436,95.86699813548788
2916005,2021,877,19316,45.40277490163595
2916104,2021,1325,22337,59.318619331154586
2916203,2021,532,8526,62.397372742200325
2916302,2021,632,10215,61.869799314733235
2916401,2021,7966,76795,103.73071163487207
2916500,2021,1177,35883,32.8010478499568
2916609,2021,439,10298,42.62963682268401
2916708,2021,372,8347,44.56691026716185
2916807,2021,1287,19843,64.85914428261856
2916856,2021,1233,14539,84.80638283238187
2916906,2021,527,12528,42.06577266922095
2917003,2021,1399,36116,38.73629416325174
2917102,2021,1403,20388,68.81498920933883
2917201,2021,796,19030,41.828691539674196
2917300,2021,1347,28740,46.86847599164927
2917334,2021,448,11016,40.66811909949165
2917359,2021,791,8277,95.56602633804519
2917409,2021,636,14850,42.82828282828283
2917508,2021,5800,80635,71.92906306194581
2917607,2021,2658,54673,48.61631884110987
2917706,2021,2141,33746,63.444556391868666
2917805,2021,687,18981,36.19408882566777
2917904,2021,494,10726,46.056311765802725
2918001,2021,11809,156126,75.63762602000948
2918100,2021,1887,40651,46.41952227497479
2918209,2021,605,14557,41.56076114584049
2918308,2021,696,10808,64.39674315321983
2918357,2021,783,25402,30.824344539800016
2918407,2021,24734,218162,113.37446484722362
2918456,2021,294,8988,32.71028037383178
2918506,2021,400,15262,26.20888481195125
2918555,2021,366,5768,63.45353675450763
2918605,2021,602,5976,100.73627844712182
2918704,2021,325,3693,88.00433252098564
2918753,2021,550,15770,34.87634749524413
2918803,2021,1311,24032,54.55226364846871
2918902,2021,416,3975,104.65408805031447
2919009,2021,161,3758,42.84193720063864
2919058,2021,431,8577,50.25067039757491
2919108,2021,386,8191,47.124893175436455
2919157,2021,1328,27274,48.69106108381609
2919207,2021,57926,201635,287.28147395045505
2919306,2021,305,11499,26.52404556917993
2919405,2021,601,12373,48.57350682938657
2919504,2021,2012,46062,43.68025704485259
2919553,2021,15705,90162,174.18646436414454
2919603,2021,480,11332,42.35792446170138
2919702,2021,930,18909,49.18292876408059
2919801,2021,1851,50161,36.90117820617611
2919900,2021,533,7787,68.44741235392321
2919926,2021,1664,21432,77.64091078760731
2919959,2021,307,2764,111.07091172214183
2920007,2021,483,10206,47.325102880658434
2920106,2021,550,18602,29.566713256639073
2920205,2021,563,16861,33.39066484787379
2920304,2021,382,8359,45.6992463213303
2920403,2021,339,13087,25.903568426682966
2920452,2021,281,13734,20.460171836318626
2920502,2021,1559,20393,76.44780071593193
2920601,2021,1250,44793,27.906146049605965
2920700,2021,1613,20617,78.23640684871708
2920809,2021,405,10380,39.017341040462426
2920908,2021,539,13717,39.29430633520449
2921005,2021,9002,47126,191.01981920808046
2921054,2021,462,12283,37.612961003012295
2921104,2021,1630,22716,71.75559077302341
2921203,2021,1134,25894,43.79392909554337
2921302,2021,668,10893,61.323785917561736
2921401,2021,582,18474,31.50373497888925
2921450,2021,329,8447,38.94873919734817
2921500,2021,1684,49278,34.17346483217663
2921609,2021,548,8497,64.49335059432741
2921708,2021,1615,35440,45.56997742663657
2921807,2021,585,12052,48.53966146697643
2921906,2021,1468,8889,165.14793565080436
2922003,2021,4146,42251,98.12785496201273
2922052,2021,350,10673,32.79302913894875
2922102,2021,605,26970,22.432332220986282
2922201,2021,375,7443,50.382910116888354
2922250,2021,469,11417,41.079092581238505
2922300,2021,1859,29410,63.209792587555256
2922409,2021,3075,22282,138.00376985907909
2922508,2021,1671,28594,58.43883332167588
2922607,2021,480,14079,34.09333049222246
2922656,2021,361,13164,27.423275600121542
2922706,2021,571,16472,34.664885866925694
2922730,2021,384,7821,49.09858074415036
2922755,2021,298,6554,45.468416234360696
2922805,2021,432,8279,52.18021500181181
2922854,2021,253,9123,27.732105666995505
2922904,2021,961,26998,35.595229276242684
2923001,2021,2959,43783,67.58330859009205
2923035,2021,391,12522,31.225043922696056
2923050,2021,572,15443,37.039435342873794
2923100,2021,919,28304,32.46890898812889
2923209,2021,677,21810,31.040806969280148
2923308,2021,236,8570,27.537922987164528
2923357,2021,758,17511,43.28707669464908
2923407,2021,820,21796,37.62158194164067
2923506,2021,420,9071,46.30140006614486
2923605,2021,878,21695,40.47015441345932
2923704,2021,1321,32141,41.10015245325285
2923803,2021,1380,29058,47.491224447656414
2923902,2021,431,9686,44.497212471608506
2924009,2021,9035,118516,76.23443248169023
2924058,2021,596,13556,43.965771614045444
2924108,2021,261,7394,35.29889099269678
2924207,2021,592,16682,35.487351636494424
2924306,2021,435,16984,25.6123410268488
2924405,2021,1088,35175,30.931058990760484
2924504,2021,569,16285,34.94012895302426
2924603,2021,676,20098,33.63518758085382
2924652,2021,547,10394,52.62651529728689
2924678,2021,418,10036,41.65005978477481
2924702,2021,338,10475,32.2673031026253
2924801,2021,509,24964,20.389360679378306
2924900,2021,460,9370,49.092849519743865
2925006,2021,1036,26426,39.20381442518732
2925105,2021,1898,46879,40.48721175792999
2925204,2021,3147,39972,78.73011107775443
2925253,2021,731,14819,49.32856468047777
2925303,2021,23071,150658,153.13491484023416
2925402,2021,481,6916,69.54887218045113
2925501,2021,2161,28194,76.64751365538767
2925600,2021,557,15160,36.74142480211082
2925709,2021,558,12179,45.81656950488546
2925758,2021,415,28004,14.819311526924725
