cod_municipio,ano,n_mulheres,pop_2021,n_mulheres_por_1k_hab
1100015,2021,1844,22728,81.1334037310806
1100023,2021,12643,109523,115.43694018607964
1100031,2021,341,5188,65.72860447185813
1100049,2021,12896,85893,150.14029082695913
1100056,2021,1596,16204,98.49419896321896
1100064,2021,1618,15544,104.09161091096243
1100072,2021,514,7220,71.19113573407202
1100080,2021,637,18798,33.8865836791148
1100098,2021,3444,32695,105.33720752408625
1100106,2021,2256,46556,48.45777128619297
1100114,2021,6936,51620,134.36652460286712
1100122,2021,19466,130009,149.7280957472175
1100130,2021,2566,40867,62.78904739765581
1100148,2021,1047,20489,51.10059056078872
1100155,2021,4081,35737,114.19537174357109
1100189,2021,6289,36881,170.5214066863697
1100205,2021,69305,539354,128.49631225503103
1100254,2021,1502,18571,80.87878951052717
1100262,2021,343,3804,90.16824395373291
1100288,2021,7989,55407,144.1875575288321
1100296,2021,510,6216,82.04633204633204
1100304,2021,14764,102211,144.44629247341285
1100320,2021,2051,23077,88.87637041209862
1100338,2021,1367,31392,43.546126401630985
1100346,2021,898,14106,63.66085353750177
1100379,2021,652,13255,49.18898528857035
1100403,2021,1046,21847,47.8784272440152
1100452,2021,2647,40356,65.59123798196055
1100502,2021,435,8329,52.22715812222356
1100601,2021,358,6269,57.1063965544744
1100700,2021,620,14266,43.45997476517594
1100809,2021,1448,27388,52.86987001606543
1100908,2021,222,2987,74.32206226983595
1100924,2021,1528,11472,133.19386331938634
1100940,2021,1069,26183,40.82801817973494
1101005,2021,435,7445,58.42847548690396
1101104,2021,650,10641,61.0844845409266
1101203,2021,584,9559,61.094256721414375
1101302,2021,849,10818,78.48031059345536
1101401,2021,951,16007,59.41150746548385
1101435,2021,302,6895,43.79985496736766
1101450,2021,265,6198,42.75572765408196
1101468,2021,315,2148,146.64804469273744
1101476,2021,221,2776,79.61095100864553
1101484,2021,366,5066,72.24634820371101
1101492,2021,1114,20681,53.86586722112084
1101500,2021,762,11851,64.29837144544764
1101559,2021,303,4233,71.58043940467753
1101609,2021,571,10395,54.93025493025493
1101708,2021,888,11272,78.7792760823279
1101757,2021,591,11377,51.9469104333304
1101807,2021,533,6656,80.078125
1200013,2021,561,15490,36.21691413815365
1200054,2021,479,7534,63.57844438545261
1200104,2021,1584,26702,59.32139914613138
1200138,2021,1008,10420,96.73704414587333
1200179,2021,398,12008,33.144570286475684
1200203,2021,6615,89072,74.26576252918987
1200252,2021,1120,18696,59.9058622165169
1200302,2021,1241,34884,35.57504873294347
1200328,2021,302,8473,35.64262952909241
1200336,2021,693,19311,35.88628242970328
1200344,2021,197,9581,20.561528024214592
1200351,2021,466,19299,24.146328825327736
1200385,2021,540,19955,27.060886995740415
1200393,2021,649,12241,53.01854423658198
1200401,2021,62002,413418,149.97411820481935
1200427,2021,569,19351,29.404165159423286
1200435,2021,13,6717,1.9353878219443204
1200450,2021,1141,23236,49.10483732139783
1200500,2021,2033,46511,43.71009008621616
1200609,2021,1247,43151,28.89851915366967
1200708,2021,496,19596,25.31128801796285
1200807,2021,807,18824,42.870803229919254
1300029,2021,707,16220,43.58816276202219
1300060,2021,496,11736,42.26312201772325
1300086,2021,328,13956,23.5024362281456
1300102,2021,529,21477,24.63100060529869
1300144,2021,647,22359,28.936893420993783
1300201,2021,851,20398,41.71977644867144
1300300,2021,182,40290,4.517249937949863
1300409,2021,1061,27638,38.38917432520443
1300508,2021,1423,32483,43.80753009266385
1300607,2021,1308,43935,29.771252987367703
1300631,2021,803,20093,39.96416662519285
1300680,2021,947,19626,48.252318353204934
1300706,2021,1387,34635,40.04619604446369
1300805,2021,1683,41748,40.313308421960336
1300839,2021,829,13283,62.410600015056836
1300904,2021,428,15807,27.076611627759853
1301001,2021,816,28508,28.623544268275573
1301100,2021,1325,38348,34.55199749660999
1301159,2021,927,30846,30.05251896518187
1301209,2021,4835,85910,56.279827726690726
1301308,2021,860,29168,29.48436642896325
1301407,2021,775,35700,21.708683473389357
1301506,2021,752,20393,36.87539842102682
1301605,2021,1343,17005,78.97677153778301
1301654,2021,395,16937,23.321721674440575
1301704,2021,2371,56144,42.230692504987175
1301803,2021,238,30436,7.819687212511499
1301852,2021,2754,49011,56.19146722164412
1301902,2021,5537,102701,53.91378857070525
1301951,2021,709,7814,90.73457896083951
1302009,2021,407,9230,44.09534127843987
1302108,2021,657,2251,291.87027987561083
1302207,2021,521,15106,34.4896067787634
1302306,2021,429,13886,30.894426040616448
1302405,2021,1136,46882,24.231048163474256
1302504,2021,4733,98502,48.04978579115145
1302553,2021,780,33049,23.601319253230052
1302603,2021,296493,2219580,133.58067742545887
1302702,2021,1407,56583,24.866125868193627
1302801,2021,520,18261,28.475987076282788
1302900,2021,2110,65040,32.44157441574416
1303007,2021,779,21443,36.32887189292543
1303106,2021,1134,38026,29.821700941461106
1303205,2021,888,19928,44.56041750301084
1303304,2021,564,26046,21.65399677493665
1303403,2021,4533,115363,39.29336095628581
1303502,2021,563,19522,28.83925827271796
1303536,2021,3033,37193,81.54760304358346
1303569,2021,1068,34106,31.31413827479036
1303601,2021,645,25865,24.93717378697081
1303700,2021,636,21243,29.939274113825732
1303809,2021,1531,46303,33.06481221519124
1303908,2021,1003,40073,25.02932148828388
1303957,2021,551,14352,38.39186176142698
1304005,2021,480,9230,52.00433369447454
1304062,2021,2855,67182,42.4965020392367
1304104,2021,949,17015,55.77431677931237
1304203,2021,5114,59547,85.88174047391136
1304237,2021,619,18897,32.75652219929089
1304260,2021,1097,13690,80.13148283418553
1304302,2021,771,16130,47.79913205207688
1304401,2021,844,23585,35.785456858172566
1400027,2021,407,13185,30.86841107318923
1400050,2021,627,15380,40.76723016905071
1400100,2021,61155,419652,145.72788882216693
1400159,2021,674,12557,53.67524090148921
1400175,2021,1558,18799,82.87674876323209
1400209,2021,906,22283,40.65879818695867
1400233,2021,480,10383,46.22941346431667
1400282,2021,599,12296,48.715029277813926
1400308,2021,794,18172,43.69359454105217
1400407,2021,394,11532,34.16579951439473
1400456,2021,905,18913,47.850684714217735
1400472,2021,1637,30782,53.180430121499576
1400506,2021,518,8348,62.05079060852899
1400605,2021,475,8110,58.56966707768188
1400704,2021,468,10789,43.37751413476689
1500107,2021,7760,159080,48.78048780487805
1500131,2021,449,7486,59.97862676997061
1500206,2021,2263,55669,40.65099067703749
1500305,2021,1279,39567,32.324917229003965
1500347,2021,1222,27615,44.25131269237733
1500404,2021,1947,57092,34.1028515378687
1500503,2021,2138,34076,62.74210588097195
1500602,2021,11105,115969,95.75834921401409
1500701,2021,1353,29688,45.57396928051738
1500800,2021,39344,535547,73.4650740271162
1500859,2021,1427,28607,49.88289579473555
1500909,2021,1748,46471,37.6148565772202
1500958,2021,1158,31773,36.44603908979322
1501006,2021,319,16404,19.446476469153865
1501105,2021,380,31325,12.130885873902633
1501204,2021,1172,48459,24.185393838089933
1501253,2021,261,3262,80.01226241569589
1501303,2021,12476,127027,98.21534004581703
1501402,2021,216173,1499641,144.14983319341096
1501451,2021,950,17839,53.25410617187062
1501501,2021,4596,63768,72.07376740684983
1501576,2021,722,17118,42.17782451220937
1501600,2021,852,16530,51.542649727767696
1501709,2021,5231,128914,40.577439223047925
1501725,2021,1047,14983,69.8791964226123
1501758,2021,430,7368,58.360477741585235
1501782,2021,2038,67332,30.267926097546486
1501808,2021,4223,103497,40.80311506613718
1501907,2021,947,29427,32.18133007102321
1501956,2021,1008,34609,29.125372013060186
1502004,2021,791,24064,32.87067819148936
1502103,2021,3459,139364,24.819896099423094
1502152,2021,10123,38103,265.67461879642025
1502202,2021,5377,69431,77.44379311834771
1502301,2021,3105,54425,57.05098759761139
1502400,2021,19554,203251,96.20616872733713
1502509,2021,1209,23948,50.48438282946384
1502608,2021,312,12131,25.71923172038579
1502707,2021,2590,47991,53.96845241816174
1502756,2021,1238,33781,36.6478197803499
1502764,2021,677,13761,49.19700603153841
1502772,2021,1304,17846,73.06959542754679
1502806,2021,878,34994,25.09001543121678
1502855,2021,668,14587,45.794200315349286
1502905,2021,1129,40584,27.818844864971418
1502939,2021,2626,60469,43.42721063685525
1502954,2021,1622,33940,47.790218031820864
1503002,2021,463,7070,65.48797736916549
1503044,2021,903,20525,43.99512789281364
1503077,2021,1694,26111,64.87687181647581
1503093,2021,1725,41081,41.99021445437064
1503101,2021,2216,33755,65.6495334024589
1503200,2021,1139,39023,29.187914819465444
1503309,2021,518,63036,8.217526492797766
1503408,2021,529,11861,44.59994941404603
1503457,2021,2007,65625,30.582857142857144
1503507,2021,1071,32595,32.85780027611597
1503606,2021,9490,101395,93.59435869618818
1503705,2021,1938,53355,36.322743885296596
1503754,2021,997,7590,131.3570487483531
1503804,2021,2181,59842,36.44597439925136
1503903,2021,3020,58960,51.22116689280868
1504000,2021,878,29282,29.984290690526603
1504059,2021,1656,30235,54.77096080701174
1504109,2021,278,8573,32.427388312142774
1504208,2021,27627,283542,97.43530059038872
1504307,2021,1338,29516,45.331345710800925
1504406,2021,847,28450,29.77152899824253
1504422,2021,8323,133685,62.25829375023376
1504455,2021,1387,31975,43.377638780297104
1504505,2021,767,27890,27.500896378630333
1504604,2021,1549,31530,49.127814779575004
1504703,2021,3879,83182,46.63268495587988
1504752,2021,943,16184,58.267424616905586
1504802,2021,2019,58162,34.71338674736082
1504901,2021,796,40906,19.459248032073535
1504950,2021,835,21444,38.9386308524529
1504976,2021,708,16854,42.00783196867213
1505007,2021,635,15506,40.95188959112602
1505031,2021,3088,25766,119.84786152293721
1505064,2021,3113,77214,40.316522910353044
1505106,2021,2321,52306,44.373494436584714
1505205,2021,1233,32850,37.534246575342465
1505304,2021,1645,74016,22.224924340683096
1505403,2021,624,17961,34.74194087188909
1505437,2021,2388,33335,71.63641817909105
1505486,2021,1834,48414,37.88160449456769
1505494,2021,228,7582,30.07122131363756
1505502,2021,11593,114503,101.24625555662297
1505536,2021,33524,213576,156.965202082631
1505551,2021,334,5410,61.737523105360445
1505601,2021,366,8081,45.29142432867219
1505635,2021,888,12979,68.41821403806148
1505650,2021,930,31659,29.375533023784705
1505700,2021,1351,31549,42.8222764588418
1505809,2021,2500,62945,39.71721344030503
1505908,2021,1758,41801,42.05641013372886
1506005,2021,1126,29846,37.726998592776255
1506104,2021,441,10857,40.61895551257253
1506112,2021,380,13702,27.73317763830098
1506138,2021,9184,85563,107.3361149094819
1506161,2021,1518,18201,83.40201087852316
1506187,2021,1795,52803,33.99428062799462
1506195,2021,1473,51500,28.601941747572816
1506203,2021,2634,40922,64.36635550559602
1506302,2021,799,24075,33.18795430944964
1506351,2021,1013,21449,47.22830901207516
1506401,2021,258,10314,25.01454333915067
1506500,2021,3899,71837,54.27565182287679
1506559,2021,672,19843,33.86584689815048
1506583,2021,1030,21850,47.139588100686495
1506609,2021,1201,24995,48.0496099219844
1506708,2021,2514,74419,33.781695534742475
1506807,2021,25070,306480,81.79979117723832
1506906,2021,404,6753,59.82526284614246
1507003,2021,1263,31918,39.57014850554546
1507102,2021,240,18129,13.238457719675658
1507151,2021,1186,25753,46.052887042286336
1507201,2021,1228,32139,38.2090295279878
1507300,2021,3009,132138,22.77164782273078
1507409,2021,738,15930,46.32768361581921
1507458,2021,1682,24705,68.08338393037846
1507466,2021,241,6217,38.76467749718514
1507474,2021,821,23244,35.32094303906384
1507508,2021,76,14051,5.408867696249377
1507607,2021,3178,59632,53.2935336731956
1507706,2021,876,26974,32.47571735745533
1507755,2021,565,6009,94.02562822433018
1507805,2021,534,11480,46.51567944250871
1507904,2021,684,25565,26.755329552122042
1507953,2021,5068,108969,46.50864007194707
1507961,2021,339,11847,28.614839199797416
1507979,2021,860,18917,45.46175397790347
1508001,2021,4121,64030,64.36045603623302
1508035,2021,785,31257,25.114374380138848
1508050,2021,770,19168,40.17111853088481
1508084,2021,3193,40136,79.55451465018936
1508100,2021,7245,115144,62.921211700132005
1508126,2021,2014,60761,33.14626158226494
1508159,2021,2043,45435,44.965335094090456
1508209,2021,1694,54172,31.270767186000146
1508308,2021,2319,61751,37.55404770772943
1508357,2021,1456,15279,95.29419464624648
1508407,2021,4953,45086,109.85671827174733
1600055,2021,217,5488,39.54081632653061
1600105,2021,392,9187,42.668988788505494
1600154,2021,638,17067,37.38208238120349
1600204,2021,81,11306,7.164337519900937
1600212,2021,209,6101,34.25667923291264
1600238,2021,439,7967,55.102296975021964
1600253,2021,243,5617,43.261527505786006
1600279,2021,1636,51362,31.85234219851252
1600303,2021,61080,512902,119.08707706345461
1600402,2021,186,22053,8.434226635831859
1600501,2021,742,27906,26.58926395757185
1600535,2021,1020,22452,45.43025120256547
1600550,2021,175,5246,33.358749523446434
1600600,2021,5872,123096,47.70260609605511
1600709,2021,762,17769,42.883673813945634
1600808,2021,587,16254,36.11418727697797
1700251,2021,224,2594,86.35312259059367
1700301,2021,764,6892,110.85316308763784
1700350,2021,304,5346,56.86494575383464
1700400,2021,431,6979,61.75669866743086
1700707,2021,923,8396,109.93330157217723
1701002,2021,535,9492,56.363253265908135
1701051,2021,192,3454,55.58772437753329
1701101,2021,405,4848,83.53960396039604
1701309,2021,233,5731,40.65608096318269
1701903,2021,479,7155,66.94619147449336
1702000,2021,557,8467,65.7848116215897
1702109,2021,21438,183381,116.90415037544784
1702158,2021,227,5793,39.18522354565855
1702208,2021,1482,36170,40.97318219518938
1702307,2021,531,6616,80.25997581620314
1702406,2021,517,10534,49.07917220429087
1702554,2021,1086,18643,58.25242718446602
1702703,2021,9,3783,2.379064234734338
1702901,2021,491,9787,50.168590988045366
1703008,2021,429,10666,40.221263828989315
1703057,2021,424,3592,118.0400890868597
1703073,2021,317,4632,68.43696027633851
1703107,2021,383,5651,67.77561493540966
1703206,2021,283,4448,63.62410071942446
1703305,2021,214,5008,42.73162939297124
1703602,2021,206,2211,93.17051108095885
1703701,2021,290,5519,52.54575104185541
1703800,2021,427,11497,37.140123510481
1703826,2021,112,2284,49.03677758318739
1703842,2021,645,10312,62.548487199379366
1703867,2021,488,4441,109.88516099977483
1703883,2021,180,2603,69.15097963887821
1703891,2021,185,4130,44.794188861985475
1703909,2021,394,5442,72.39985299522235
1704105,2021,159,2936,54.155313351498634
1704600,2021,160,1410,113.47517730496453
1705102,2021,231,3331,69.34854398078654
1705508,2021,2988,35851,83.34495551030655
1705557,2021,264,4861,54.309812795721044
1705607,2021,270,4087,66.06312698801077
1706001,2021,301,5639,53.37825855648165
1706100,2021,369,7278,50.700741962077494
1706258,2021,162,1735,93.37175792507205
1706506,2021,229,6174,37.09102688694525
1707009,2021,1355,22424,60.42632893328577
1707108,2021,544,6943,78.35229727783378
1707207,2021,404,7185,56.22825330549757
1707306,2021,357,4686,76.1843790012804
1707405,2021,553,11139,49.645390070921984
1707553,2021,276,3830,72.0626631853786
1707652,2021,328,5243,62.55960328056456
1707702,2021,364,8874,41.01870633310796
1708205,2021,1366,18399,74.24316538942334
1708254,2021,423,2602,162.5672559569562
1708304,2021,344,5130,67.05653021442495
1709005,2021,78,13095,5.956471935853379
1709302,2021,2079,26165,79.45729027326581
1709500,2021,10776,87545,123.09098178079844
1709807,2021,151,2052,73.58674463937622
1710508,2021,281,7452,37.70799785292539
1710706,2021,209,5832,35.83676268861454
1710904,2021,216,3795,56.91699604743083
1711100,2021,193,2420,79.75206611570248
1711506,2021,201,3878,51.8308406395049
1711803,2021,155,2184,70.97069597069597
1711902,2021,1155,13676,84.45451886516526
1711951,2021,227,4393,51.673116321420444
1712009,2021,293,3167,92.51657720239974
1712157,2021,139,1954,71.13613101330604
1712405,2021,117,3733,31.342084114653094
1712454,2021,181,3154,57.38744451490171
1712504,2021,599,5254,114.00837457175486
1712702,2021,263,2729,96.37229754488824
1712801,2021,202,3448,58.58468677494199
1713205,2021,1137,17936,63.39206066012489
1713304,2021,1003,13493,74.33484028755652
1713601,2021,311,8066,38.5569055293826
1713700,2021,177,2295,77.12418300653594
1713809,2021,167,6745,24.759080800593033
1713957,2021,194,3587,54.08419291887371
1714203,2021,541,9250,58.486486486486484
1714302,2021,189,3834,49.29577464788732
1714880,2021,796,11917,66.79533439624066
1715002,2021,194,4304,45.07434944237918
1715101,2021,258,4397,58.67637025244485
1715150,2021,126,2332,54.03087478559177
1715259,2021,165,2745,60.10928961748634
1715507,2021,149,1118,133.2737030411449
1715705,2021,271,6131,44.20159843418692
1715754,2021,644,7676,83.89786347055758
1716109,2021,5359,51891,103.27417085814496
1716208,2021,560,10437,53.65526492287056
1716307,2021,213,4867,43.764125744812
1716505,2021,1143,13773,82.98845567414507
1716604,2021,681,11873,57.35702855217721
1716653,2021,374,5512,67.85195936139333
1716703,2021,567,8141,69.64746345657781
1717008,2021,210,4430,47.40406320541761
1717206,2021,214,3033,70.55720408836136
1717503,2021,536,7743,69.22381505876275
1717800,2021,219,4591,47.702025702461334
1717909,2021,337,8116,41.522917693445045
1718006,2021,174,3170,54.889589905362776
1718204,2021,6792,53316,127.39140220571686
1718303,2021,356,8498,41.892209931748646
1718402,2021,211,3676,57.3993471164309
1718451,2021,218,2717,80.23555391976444
1718501,2021,23,4342,5.297098111469369
1718550,2021,231,4684,49.31682322801025
1718659,2021,167,2171,76.92307692307692
1718709,2021,202,2856,70.72829131652661
1718758,2021,224,6488,34.5252774352651
1718808,2021,243,4794,50.6883604505632
1718840,2021,267,3373,79.1580195671509
1718865,2021,345,7595,45.424621461487824
1718881,2021,163,3486,46.75846242111302
1718899,2021,247,2386,103.52053646269908
1718907,2021,366,4846,75.52620718118035
1719004,2021,177,2897,61.09768726268554
1720002,2021,156,2530,61.6600790513834
1720101,2021,304,5391,56.390280096457055
1720150,2021,158,1598,98.87359198998749
1720200,2021,472,12294,38.39271189197983
1720259,2021,261,3094,84.3568196509373
1720309,2021,196,4852,40.395713107996706
1720499,2021,411,3904,105.27663934426229
1720655,2021,370,5428,68.1650700073692
1720804,2021,547,8997,60.79804379237524
1720853,2021,179,1986,90.13091641490433
1720903,2021,819,16825,48.67756315007429
1720937,2021,131,2166,60.48014773776546
1720978,2021,299,2812,106.33001422475107
1721000,2021,95784,306296,312.7171102462977
1721109,2021,463,7617,60.78508599186031
1721208,2021,1402,22845,61.37010286714817
1721257,2021,240,1922,124.86992715920915
1721307,2021,183,2729,67.05753023085379
1722081,2021,386,11734,32.895858189875575
1722107,2021,680,11520,59.02777777777778
2100055,2021,8152,113121,72.06442658745945
2100105,2021,201,6578,30.556400121617514
2100154,2021,349,12652,27.58457160923174
2100204,2021,165,22112,7.462011577424023
2100303,2021,972,26757,36.32694248234107
2100402,2021,209,8189,25.52204176334107
2100436,2021,1772,27858,63.608299231818506
2100477,2021,1090,31943,34.123282096233915
2100501,2021,828,11212,73.84944702104887
2100550,2021,200,7005,28.551034975017846
2100600,2021,861,41729,20.63313283328141
2100709,2021,481,26988,17.822736030828516
2100808,2021,415,15894,26.110481942871523
2100832,2021,466,17413,26.761614885430426
2100873,2021,168,15551,10.803163783679507
2100907,2021,1214,46771,25.956254944303094
2100956,2021,1807,32764,55.151996093273105
2101004,2021,1604,29932,53.58813310169718
2101103,2021,666,12183,54.66633834031027
2101202,2021,4800,104790,45.80589750930432
2101251,2021,509,17252,29.503825643403662
2101301,2021,632,18654,33.88013294735713
2101350,2021,196,5670,34.5679012345679
2101400,2021,12016,95929,125.25930636199689
2101509,2021,759,18924,40.10779961953075
2101608,2021,1582,88492,17.87732224381865
2101707,2021,3478,63217,55.01684673426452
2101731,2021,447,7528,59.378320935175346
2101772,2021,261,11279,23.14034932174838
2101806,2021,202,5638,35.8283079106066
2101905,2021,583,21299,27.372177097516314
2101939,2021,318,6073,52.36291783303145
2101970,2021,317,8382,37.819136244333095
2102002,2021,846,41822,20.22858782458993
2102036,2021,802,34567,23.201319177249978
2102077,2021,316,16438,19.22374984791337
2102101,2021,990,36651,27.01154129491692
2102150,2021,191,9014,21.189261149323276
2102200,2021,666,28798,23.12660601430655
2102309,2021,431,23939,18.004093738251388
2102325,2021,3622,72983,49.62799556061
2102358,2021,295,15467,19.072864808948083
2102374,2021,29,9478,3.0597172399240344
2102408,2021,232,11216,20.684736091298145
2102507,2021,1041,19451,53.51909927510154
2102556,2021,1096,14453,75.83200719573792
2102606,2021,782,20278,38.56396094289378
2102705,2021,789,22117,35.67391599222318
2102754,2021,95,10935,8.687700045724737
2102804,2021,1779,24165,73.61887026691495
2102903,2021,915,23952,38.201402805611224
2103000,2021,9175,165525,55.429693399788555
2103109,2021,386,10693,36.098382119143366
2103125,2021,458,8740,52.40274599542334
2103158,2021,468,13670,34.23555230431602
2103174,2021,1151,21840,52.701465201465204
2103208,2021,2765,80195,34.47845875678035
2103257,2021,505,14777,34.174731000879746
2103307,2021,5955,123116,48.369017836836804
2103406,2021,1264,49621,25.47308599181798
2103505,2021,2015,41312,48.77517428350116
2103554,2021,518,16400,31.585365853658537
2103604,2021,2604,65544,39.729036982790184
2103703,2021,276,32626,8.459510819591737
2103752,2021,670,12916,51.873645091359556
2103802,2021,1177,23372,50.35940441553996
2103901,2021,379,11401,33.24269800894658
2104008,2021,1062,17104,62.090739008419085
2104057,2021,2971,42527,69.86149975309803
2104073,2021,540,8484,63.64922206506365
2104081,2021,50,10460,4.780114722753346
2104099,2021,444,19258,23.055353619275106
2104107,2021,615,12647,48.628133154107694
2104206,2021,367,17790,20.62956717256886
2104305,2021,524,11963,43.801721976092956
2104404,2021,423,17944,23.57333927775301
2104503,2021,190,10886,17.453610141466104
2104552,2021,1092,18520,58.96328293736501
2104602,2021,376,14656,25.655021834061134
2104628,2021,354,7844,45.130035696073435
2104651,2021,194,10151,19.111417594325683
2104677,2021,1324,25539,51.84228043384628
2104701,2021,142,6261,22.680083053825268
2104800,2021,4441,70065,63.38400057089845
2104909,2021,314,11997,26.173209969158957
2105005,2021,675,28932,23.330568228950643
2105104,2021,637,27269,23.359859180754704
2105153,2021,344,14324,24.015638089919015
2105203,2021,552,11387,48.476332660050936
2105302,2021,33847,259337,130.5135788568542
2105351,2021,240,16005,14.99531396438613
2105401,2021,2559,68723,37.23644194811053
2105427,2021,1768,26068,67.82261776891208
2105450,2021,4,10310,0.3879728419010669
2105476,2021,460,17040,26.995305164319248
2105500,2021,1265,23740,53.28559393428812
2105609,2021,294,16198,18.15038893690579
2105658,2021,424,4392,96.5391621129326
2105708,2021,1664,50616,32.874980243401296
2105807,2021,414,10869,38.08998067899531
2105906,2021,354,16314,21.699154100772343
2105922,2021,310,11265,27.518863737239236
2105948,2021,394,8857,44.48458846110421
2105963,2021,274,11464,23.900907187718072
2105989,2021,171,7602,22.494080505130228
2106003,2021,783,11918,65.6989427756335
2106102,2021,840,12214,68.77353856230555
2106201,2021,255,6984,36.512027491408936
2106300,2021,631,20029,31.504318737830147
2106326,2021,814,21586,37.70962660983971
2106359,2021,9,7775,1.157556270096463
2106375,2021,565,16511,34.219611168312035
2106409,2021,454,16977,26.74206279083466
2106508,2021,716,23482,30.491440252108
2106607,2021,1448,33943,42.65975311551719
2106631,2021,183,17033,10.743850173193213
2106672,2021,212,8483,24.991158788164565
2106706,2021,644,21031,30.62146355380153
2106755,2021,688,28754,23.92710579397649
2106805,2021,281,15011,18.71960562254347
2106904,2021,1065,33664,31.63616920152091
2107001,2021,232,9111,25.46372516738009
2107100,2021,739,19572,37.75802166360106
2107209,2021,276,14642,18.849883895642673
2107258,2021,265,5427,48.829924451814996
2107308,2021,195,4682,41.64886800512601
2107357,2021,221,21080,10.483870967741936
2107407,2021,546,19561,27.912683400644138
2107456,2021,545,14836,36.7349689943381
2107506,2021,4663,123747,37.68172157708874
2107605,2021,561,19781,28.36054800060664
2107704,2021,590,21479,27.468690348712695
2107803,2021,1307,35008,37.33432358318099
2107902,2021,423,19137,22.103778021633484
2108009,2021,929,19583,47.43910534647398
2108058,2021,818,16166,50.60002474328838
2108108,2021,529,21066,25.111554163106426
2108207,2021,3253,39191,83.0037508611671
2108256,2021,691,25354,27.25408219610318
2108306,2021,973,38731,25.121995300921743
2108405,2021,338,14345,23.562216800278843
2108454,2021,797,23364,34.11230953603835
2108504,2021,1782,33065,53.89384545592016
2108603,2021,3036,83777,36.23906322737744
2108702,2021,1027,21379,48.03779409701109
2108801,2021,437,18720,23.344017094017094
2108900,2021,461,17595,26.200625177607275
2109007,2021,1192,24092,49.47700481487631
2109056,2021,346,5955,58.1024349286314
2109106,2021,3230,48036,67.24123573986176
2109205,2021,317,12838,24.692319675961986
2109239,2021,419,7070,59.264497878359265
2109270,2021,379,19069,19.875190099113745
2109304,2021,375,11261,33.30077257792381
2109403,2021,176,15431,11.405612079580067
2109452,2021,1084,31177,34.769220900022454
2109502,2021,1124,20334,55.276876167994494
2109551,2021,365,7825,46.64536741214057
2109601,2021,2316,42994,53.86798157882495
2109700,2021,371,5679,65.32840288783237
2109759,2021,230,7826,29.389215435727063
2109809,2021,1513,42483,35.61424569827931
2109908,2021,6694,89489,74.80248969147046
2110005,2021,2100,72887,28.811722254997463
2110039,2021,1187,25371,46.785700208899925
2110104,2021,1006,25764,39.04673187393262
2110203,2021,956,38298,24.962139015092173
2110237,2021,265,13547,19.561526537240717
2110278,2021,439,16034,27.37931894723712
2110302,2021,704,14522,48.47817105081945
2110401,2021,849,18717,45.35983330661965
2110500,2021,919,45604,20.15174107534427
2110609,2021,467,28667,16.29050824990407
2110658,2021,415,7420,55.92991913746631
2110708,2021,1786,34384,51.94276407631457
2110807,2021,304,4562,66.63743971942131
2110856,2021,264,11941,22.108701113809563
2110906,2021,359,12218,29.382877721394664
2111003,2021,334,20701,16.134486256702576
2111029,2021,324,15787,20.523215303730918
2111052,2021,472,11193,42.169212900920215
2111078,2021,279,18645,14.96379726468222
2111102,2021,1530,25996,58.855208493614406
2111201,2021,10154,179028,56.71738499005742
2111250,2021,174,7640,22.774869109947645
2111300,2021,199195,1108975,179.62082102842714
2111409,2021,669,18727,35.72382122069739
2111508,2021,1760,41579,42.32906034296159
2111532,2021,398,12735,31.252453867294857
2111573,2021,292,4684,62.3398804440649
2111607,2021,1486,18980,78.29293993677555
2111631,2021,318,5131,61.976222958487625
2111672,2021,168,6789,24.74591250552364
2111706,2021,528,22350,23.624161073825505
2111722,2021,289,14096,20.502270147559592
2111748,2021,207,11214,18.459069020866774
2111763,2021,537,14050,38.220640569395016
2111789,2021,380,10299,36.89678609573745
2111805,2021,1082,18160,59.581497797356825
2111904,2021,326,10634,30.656385179612563
2111953,2021,181,5676,31.888653981677237
2112001,2021,720,8582,83.89652761594034
2112100,2021,945,29183,32.38186615495323
2112209,2021,9365,170222,55.016390360822925
2112233,2021,1443,22112,65.25868306801736
2112274,2021,216,5854,36.89784762555517
2112308,2021,877,42040,20.861084681255946
2112407,2021,56,35709,1.568232098350556
2112456,2021,761,25868,29.418586670790166
2112506,2021,1803,59398,30.3545573925048
2112605,2021,1505,33459,44.980423802265456
2112704,2021,1464,57168,25.608732157850547
2112803,2021,1157,52649,21.97572603468252
2112852,2021,332,13598,24.415355199294012
2112902,2021,933,32861,28.392319162533095
2113009,2021,1710,31522,54.24782691453588
2114007,2021,2187,51956,42.093309723612286
2200053,2021,155,7102,21.824838073782033
2200103,2021,91,5131,17.735334242837652
2200202,2021,1161,17470,66.45678305666857
2200251,2021,198,7665,25.831702544031312
2200277,2021,176,4918,35.786905246034976
2200301,2021,454,14339,31.661901108863937
2200400,2021,2164,40605,53.293929319049376
2200459,2021,247,5445,45.362718089990814
2200509,2021,569,17604,32.32219950011361
2200608,2021,201,6783,29.632905793896505
2200707,2021,336,9938,33.80961964177903
2200806,2021,189,3170,59.62145110410095
2200905,2021,260,5827,44.61987300497683
2200954,2021,92,2551,36.06428851430812
2201002,2021,225,4720,47.66949152542373
2201051,2021,1,7863,0.12717792191275595
2201101,2021,250,11326,22.07310612749426
2201150,2021,1180,11671,101.10530374432354
2201176,2021,151,3952,38.2085020242915
