cod_municipio,ano,n_ensino_superior,pop_2021,n_ensino_superior_por_1k_hab
1100015,2021,944,22728,41.5346708905315
1100023,2021,3221,109523,29.40934780822293
1100031,2021,171,5188,32.960678488820356
1100049,2021,4046,85893,47.10511915988497
1100056,2021,515,16204,31.7822759812392
1100064,2021,485,15544,31.20174987133299
1100072,2021,205,7220,28.393351800554015
1100080,2021,328,18798,17.448664751569314
1100098,2021,835,32695,25.539073252790946
1100106,2021,861,46556,18.49385686055503
1100114,2021,2177,51620,42.17357613328167
1100122,2021,5466,130009,42.04324316008892
1100130,2021,1033,40867,25.277118457435094
1100148,2021,396,20489,19.327443994338424
1100155,2021,1111,35737,31.088227887063827
1100189,2021,1661,36881,45.036739784713
1100205,2021,34227,539354,63.45924939835433
1100254,2021,423,18571,22.777448710354854
1100262,2021,165,3804,43.375394321766564
1100288,2021,2243,55407,40.482249535257274
1100296,2021,238,6216,38.288288288288285
1100304,2021,4175,102211,40.846875580906165
1100320,2021,572,23077,24.786584044719852
1100338,2021,587,31392,18.699031600407746
1100346,2021,396,14106,28.073160357294768
1100379,2021,309,13255,23.311957751791777
1100403,2021,368,21847,16.844417997894446
1100452,2021,720,40356,17.84121320249777
1100502,2021,244,8329,29.295233521431143
1100601,2021,191,6269,30.467379167331313
1100700,2021,306,14266,21.449600448619094
1100809,2021,600,27388,21.90740470278954
1100908,2021,95,2987,31.804486106461333
1100924,2021,373,11472,32.5139470013947
1100940,2021,289,26183,11.037696215101402
1101005,2021,244,7445,32.77367360644728
1101104,2021,248,10641,23.306080255615075
1101203,2021,256,9559,26.781044042263837
1101302,2021,267,10818,24.681087077093732
1101401,2021,423,16007,26.42593865183982
1101435,2021,130,6895,18.85424220449601
1101450,2021,130,6198,20.974507905776058
1101468,2021,123,2148,57.262569832402235
1101476,2021,136,2776,48.99135446685879
1101484,2021,141,5066,27.83260955388867
1101492,2021,448,20681,21.662395435423818
1101500,2021,314,11851,26.495654375158214
1101559,2021,140,4233,33.07347035199622
1101609,2021,293,10395,28.186628186628187
1101708,2021,274,11272,24.308019872249822
1101757,2021,228,11377,20.04043245143711
1101807,2021,254,6656,38.16105769230769
1200013,2021,280,15490,18.076178179470627
1200054,2021,278,7534,36.89938943456331
1200104,2021,658,26702,24.642348887723767
1200138,2021,405,10420,38.867562380038386
1200179,2021,208,12008,17.3217854763491
1200203,2021,2753,89072,30.90758038440812
1200252,2021,363,18696,19.41591784338896
1200302,2021,378,34884,10.8359133126935
1200328,2021,166,8473,19.591644045792517
1200336,2021,451,19311,23.35456475583864
1200344,2021,200,9581,20.874647740319382
1200351,2021,382,19299,19.79377169801544
1200385,2021,230,19955,11.525933350037585
1200393,2021,285,12241,23.282411567682377
1200401,2021,42759,413418,103.42800748878858
1200427,2021,423,19351,21.859335434861247
1200435,2021,4,6717,0.595503945213637
1200450,2021,553,23236,23.79927698399036
1200500,2021,1031,46511,22.1667992517899
1200609,2021,786,43151,18.21510509605803
1200708,2021,251,19596,12.808736476832006
1200807,2021,395,18824,20.983850403739908
1300029,2021,450,16220,27.743526510480887
1300060,2021,462,11736,39.36605316973415
1300086,2021,244,13956,17.4835196331327
1300102,2021,366,21477,17.041486241095125
1300144,2021,283,22359,12.657095576725256
1300201,2021,554,20398,27.159525443670947
1300300,2021,39,40290,0.9679821295606851
1300409,2021,375,27638,13.56827556263116
1300508,2021,881,32483,27.12187913677924
1300607,2021,1061,43935,24.149311482872424
1300631,2021,148,20093,7.365749265913502
1300680,2021,702,19626,35.768878018954446
1300706,2021,680,34635,19.63331889706944
1300805,2021,349,41748,8.359681900929386
1300839,2021,390,13283,29.360837160280056
1300904,2021,217,15807,13.728095147719365
1301001,2021,525,28508,18.415883260839063
1301100,2021,559,38348,14.577031396683008
1301159,2021,528,30846,17.117292355572847
1301209,2021,2580,85910,30.031428238854616
1301308,2021,590,29168,20.227646736149204
1301407,2021,544,35700,15.238095238095237
1301506,2021,531,20393,26.038346491443143
1301605,2021,1208,17005,71.03793002058218
1301654,2021,46,16937,2.715947334238649
1301704,2021,1105,56144,19.681533200341978
1301803,2021,169,30436,5.552635037455644
1301852,2021,1506,49011,30.727795800942644
1301902,2021,3256,102701,31.703683508437113
1301951,2021,475,7814,60.78832864090095
1302009,2021,295,9230,31.960996749729144
1302108,2021,241,2251,107.06352732119058
1302207,2021,238,15106,15.755329008341057
1302306,2021,136,13886,9.794037159729223
1302405,2021,517,46882,11.027686532144534
1302504,2021,1914,98502,19.43107754157276
1302553,2021,418,33049,12.64788647160277
1302603,2021,152633,2219580,68.7666135034556
1302702,2021,735,56583,12.98976724457876
1302801,2021,211,18261,11.554679371337825
1302900,2021,1755,65040,26.98339483394834
1303007,2021,468,21443,21.825304295107962
1303106,2021,95,38026,2.498290643244096
1303205,2021,440,19928,22.079486150140507
1303304,2021,340,26046,13.053827843046918
1303403,2021,2299,115363,19.928399920251728
1303502,2021,366,19522,18.748079090257146
1303536,2021,1916,37193,51.5150700400613
1303569,2021,605,34106,17.73881428487656
1303601,2021,426,25865,16.470133384883045
1303700,2021,258,21243,12.145177234853834
1303809,2021,885,46303,19.113232403947908
1303908,2021,620,40073,15.471764030644074
1303957,2021,330,14352,22.993311036789297
1304005,2021,281,9230,30.444203683640303
1304062,2021,1889,67182,28.117650561162215
1304104,2021,549,17015,32.26564795768439
1304203,2021,2815,59547,47.27358221237006
1304237,2021,515,18897,27.25300312218871
1304260,2021,407,13690,29.72972972972973
1304302,2021,441,16130,27.340359578425293
1304401,2021,215,23585,9.115963536145856
1400027,2021,246,13185,18.657565415244598
1400050,2021,360,15380,23.407022106631988
1400100,2021,37152,419652,88.53049669726344
1400159,2021,296,12557,23.572509357330574
1400175,2021,637,18799,33.88478110537795
1400209,2021,410,22283,18.399676883723018
1400233,2021,172,10383,16.565539824713476
1400282,2021,243,12296,19.762524398178268
1400308,2021,320,18172,17.609509134932864
1400407,2021,313,11532,27.14186611168921
1400456,2021,528,18913,27.917305557024267
1400472,2021,805,30782,26.151647066467415
1400506,2021,200,8348,23.957834211787254
1400605,2021,185,8110,22.81134401972873
1400704,2021,257,10789,23.820557975716007
1500107,2021,3837,159080,24.119939653004778
1500131,2021,151,7486,20.170985840235105
1500206,2021,1281,55669,23.011011514487418
1500305,2021,853,39567,21.5583693481942
1500347,2021,555,27615,20.097772949483975
1500404,2021,658,57092,11.52525747915645
1500503,2021,1007,34076,29.55159056227257
1500602,2021,3759,115969,32.41383473169554
1500701,2021,1286,29688,43.317165184586365
1500800,2021,15582,535547,29.095485550287837
1500859,2021,377,28607,13.178592652148076
1500909,2021,1143,46471,24.595984592541583
1500958,2021,615,31773,19.356057029553394
1501006,2021,96,16404,5.852231163130944
1501105,2021,179,31325,5.714285714285714
1501204,2021,812,48459,16.75643327348893
1501253,2021,118,3262,36.17412630288167
1501303,2021,5332,127027,41.975328079857036
1501402,2021,137682,1499641,91.80997318691607
1501451,2021,464,17839,26.010426593418913
1501501,2021,2062,63768,32.33596788357797
1501576,2021,252,17118,14.721345951629864
1501600,2021,236,16530,14.277071990320628
1501709,2021,2880,128914,22.34047504537909
1501725,2021,416,14983,27.764800106787693
1501758,2021,173,7368,23.479913137893593
1501782,2021,973,67332,14.450781203588189
1501808,2021,2855,103497,27.585340637892887
1501907,2021,604,29427,20.525367859448806
1501956,2021,555,34609,16.03629113814326
1502004,2021,477,24064,19.82214095744681
1502103,2021,2615,139364,18.763812749347032
1502152,2021,4022,38103,105.5559929664331
1502202,2021,1609,69431,23.17408650314701
1502301,2021,973,54425,17.877813504823152
1502400,2021,4891,203251,24.0638422443186
1502509,2021,751,23948,31.359612493736428
1502608,2021,225,12131,18.54752287527821
1502707,2021,1814,47991,37.79875393302911
1502756,2021,578,33781,17.110209881294217
1502764,2021,382,13761,27.759610493423445
1502772,2021,648,17846,36.310657850498714
1502806,2021,814,34994,23.261130479510772
1502855,2021,260,14587,17.82408994310002
1502905,2021,487,40584,11.999802877981471
1502939,2021,896,60469,14.817509798409102
1502954,2021,712,33940,20.978196817913965
1503002,2021,234,7070,33.097595473833096
1503044,2021,507,20525,24.701583434835566
1503077,2021,1041,26111,39.86825475853089
1503093,2021,806,41081,19.61977556534651
1503101,2021,598,33755,17.715893941638274
1503200,2021,455,39023,11.65979038003229
1503309,2021,147,63036,2.3320007614696365
1503408,2021,213,11861,17.95801365820757
1503457,2021,1049,65625,15.984761904761905
1503507,2021,494,32595,15.155698726798589
1503606,2021,4041,101395,39.854036195078656
1503705,2021,1242,53355,23.27804329491144
1503754,2021,413,7590,54.413702239789195
1503804,2021,734,59842,12.265632833127235
1503903,2021,1562,58960,26.492537313432837
1504000,2021,417,29282,14.240830544361724
1504059,2021,754,30235,24.93798577807177
1504109,2021,125,8573,14.580660212294413
1504208,2021,10683,283542,37.67695791099731
1504307,2021,846,29516,28.662420382165607
1504406,2021,426,28450,14.973637961335676
1504422,2021,4360,133685,32.613980626098666
1504455,2021,456,31975,14.261141516810008
1504505,2021,265,27890,9.5016134815346
1504604,2021,1081,31530,34.28480811925151
1504703,2021,1171,83182,14.077564857781732
1504752,2021,519,16184,32.068709836875925
1504802,2021,1094,58162,18.809531996836423
1504901,2021,508,40906,12.418716080770547
1504950,2021,533,21444,24.855437418392093
1504976,2021,445,16854,26.40322772042245
1505007,2021,255,15506,16.44524700116084
1505031,2021,957,25766,37.14197003803462
1505064,2021,1342,77214,17.38026782707799
1505106,2021,892,52306,17.053492907123466
1505205,2021,445,32850,13.54642313546423
1505304,2021,869,74016,11.740704712494596
1505403,2021,366,17961,20.377484549858025
1505437,2021,1106,33335,33.178341082945856
1505486,2021,669,48414,13.818317015739249
1505494,2021,87,7582,11.474544974940649
1505502,2021,5035,114503,43.97264700488197
1505536,2021,11636,213576,54.481776978686746
1505551,2021,192,5410,35.48983364140481
1505601,2021,242,8081,29.94678876376686
1505635,2021,304,12979,23.422451652669697
1505650,2021,250,31659,7.896648662307717
1505700,2021,743,31549,23.55066721607658
1505809,2021,1232,62945,19.572642783382317
1505908,2021,629,41801,15.04748690222722
1506005,2021,696,29846,23.319707833545532
1506104,2021,284,10857,26.15823892419637
1506112,2021,193,13702,14.085534958400233
1506138,2021,3554,85563,41.536645512663185
1506161,2021,530,18201,29.11927916048569
1506187,2021,785,52803,14.866579550404333
1506195,2021,630,51500,12.233009708737864
1506203,2021,773,40922,18.889594838961926
1506302,2021,605,24075,25.129802699896157
1506351,2021,595,21449,27.74022098932351
1506401,2021,146,10314,14.15551677331782
1506500,2021,1267,71837,17.637150771886354
1506559,2021,370,19843,18.646374036184046
1506583,2021,454,21850,20.778032036613272
1506609,2021,270,24995,10.802160432086417
1506708,2021,791,74419,10.629006033405448
1506807,2021,7658,306480,24.986948577394937
1506906,2021,233,6753,34.50318377017622
1507003,2021,748,31918,23.435052321574034
1507102,2021,284,18129,15.665508301616194
1507151,2021,375,25753,14.561410321127635
1507201,2021,755,32139,23.49170789383615
1507300,2021,1125,132138,8.513826454161558
1507409,2021,337,15930,21.15505335844319
1507458,2021,621,24705,25.136612021857925
1507466,2021,163,6217,26.21843332797169
1507474,2021,487,23244,20.951643434864913
1507508,2021,14,14051,0.9963703650985695
1507607,2021,1808,59632,30.319291655486985
1507706,2021,534,26974,19.796841402832356
1507755,2021,202,6009,33.61624230321185
1507805,2021,272,11480,23.693379790940767
1507904,2021,269,25565,10.522198318012908
1507953,2021,1959,108969,17.977589956776697
1507961,2021,209,11847,17.641597028783657
1507979,2021,359,18917,18.977639160543426
1508001,2021,1681,64030,26.253318756832734
1508035,2021,386,31257,12.349233771635154
1508050,2021,348,19168,18.15525876460768
1508084,2021,912,40136,22.722742674905323
1508100,2021,3554,115144,30.865698603487807
1508126,2021,796,60761,13.1005085498922
1508159,2021,907,45435,19.962583911081765
1508209,2021,799,54172,14.749316990327106
1508308,2021,1553,61751,25.149390293274603
1508357,2021,778,15279,50.919562798612475
1508407,2021,1396,45086,30.963048396397994
1600055,2021,81,5488,14.759475218658892
1600105,2021,208,9187,22.640687928594755
1600154,2021,294,17067,17.226226050272455
1600204,2021,7,11306,0.6191402794976119
1600212,2021,94,6101,15.40731027700377
1600238,2021,262,7967,32.88565331994477
1600253,2021,191,5617,34.00391668150258
1600279,2021,727,51362,14.154433238581053
1600303,2021,54795,512902,106.83327419273077
1600402,2021,60,22053,2.7207182696231804
1600501,2021,130,27906,4.658496380706658
1600535,2021,418,22452,18.617495100659184
1600550,2021,22,5246,4.193671368661837
1600600,2021,3245,123096,26.361538961460973
1600709,2021,390,17769,21.9483369913895
1600808,2021,294,16254,18.087855297157624
1700251,2021,107,2594,41.24903623747109
1700301,2021,96,6892,13.929193267556588
1700350,2021,132,5346,24.691358024691358
1700400,2021,156,6979,22.352772603524862
1700707,2021,244,8396,29.06145783706527
1701002,2021,262,9492,27.602191319005478
1701051,2021,106,3454,30.689056166763173
1701101,2021,145,4848,29.90924092409241
1701309,2021,113,5731,19.717326819054268
1701903,2021,265,7155,37.03703703703704
1702000,2021,207,8467,24.447856383606943
1702109,2021,8142,183381,44.39936525594255
1702158,2021,95,5793,16.399102364923184
1702208,2021,928,36170,25.65662150953829
1702307,2021,256,6616,38.694074969770256
1702406,2021,313,10534,29.713309284222518
1702554,2021,524,18643,28.10706431368342
1702703,2021,3,3783,0.7930214115781126
1702901,2021,322,9787,32.90078675794421
1703008,2021,164,10666,15.375960997562348
1703057,2021,202,3592,56.23608017817372
1703073,2021,123,4632,26.55440414507772
1703107,2021,117,5651,20.70430012387188
1703206,2021,118,4448,26.528776978417266
1703305,2021,78,5008,15.575079872204473
1703602,2021,83,2211,37.539574853007686
1703701,2021,138,5519,25.0045298061243
1703800,2021,125,11497,10.872401496042446
1703826,2021,67,2284,29.334500875656744
1703842,2021,300,10312,29.09231962761831
1703867,2021,288,4441,64.85025895068678
1703883,2021,101,2603,38.80138301959278
1703891,2021,66,4130,15.980629539951574
1703909,2021,147,5442,27.01212789415656
1704105,2021,52,2936,17.71117166212534
1704600,2021,41,1410,29.078014184397162
1705102,2021,32,3331,9.606724707295106
1705508,2021,1467,35851,40.91936068728906
1705557,2021,118,4861,24.274840567784405
1705607,2021,122,4087,29.850746268656717
1706001,2021,157,5639,27.841815924809364
1706100,2021,110,7278,15.114042319318495
1706258,2021,69,1735,39.76945244956772
1706506,2021,53,6174,8.584386135406543
1707009,2021,564,22424,25.151623260792007
1707108,2021,207,6943,29.814201353881607
1707207,2021,157,7185,21.85107863604732
1707306,2021,116,4686,24.754588134869824
1707405,2021,152,11139,13.645749169584343
1707553,2021,94,3830,24.54308093994778
1707652,2021,100,5243,19.07304978065993
1707702,2021,177,8874,19.945909398242055
1708205,2021,493,18399,26.79493450731018
1708254,2021,148,2602,56.8793235972329
1708304,2021,95,5130,18.51851851851852
1709005,2021,22,13095,1.6800305460099274
1709302,2021,973,26165,37.18708197974393
1709500,2021,4085,87545,46.66171683134388
1709807,2021,64,2052,31.189083820662766
1710508,2021,121,7452,16.23725174449812
1710706,2021,57,5832,9.77366255144033
1710904,2021,54,3795,14.229249011857707
1711100,2021,85,2420,35.12396694214876
1711506,2021,96,3878,24.755028365136667
1711803,2021,64,2184,29.304029304029303
1711902,2021,353,13676,25.811640830652237
1711951,2021,78,4393,17.75552014568632
1712009,2021,134,3167,42.311335648879066
1712157,2021,60,1954,30.706243602865918
1712405,2021,53,3733,14.197696222877042
1712454,2021,89,3154,28.218135700697527
1712504,2021,191,5254,36.353254663113816
1712702,2021,99,2729,36.27702455111763
1712801,2021,124,3448,35.96287703016241
1713205,2021,399,17936,22.24576271186441
1713304,2021,369,13493,27.347513525531756
1713601,2021,174,8066,21.572030746342673
1713700,2021,49,2295,21.350762527233115
1713809,2021,76,6745,11.267605633802816
1713957,2021,97,3587,27.042096459436856
1714203,2021,118,9250,12.756756756756756
1714302,2021,80,3834,20.865936358894107
1714880,2021,307,11917,25.76151716035915
1715002,2021,88,4304,20.44609665427509
1715101,2021,102,4397,23.197634750966568
1715150,2021,47,2332,20.154373927958833
1715259,2021,48,2745,17.48633879781421
1715507,2021,69,1118,61.71735241502683
1715705,2021,160,6131,26.0968846843908
1715754,2021,244,7676,31.787389265242314
1716109,2021,1570,51891,30.255728353664413
1716208,2021,297,10437,28.456453003736705
1716307,2021,93,4867,19.10828025477707
1716505,2021,432,13773,31.365715530385536
1716604,2021,305,11873,25.68853701676072
1716653,2021,197,5512,35.74020319303338
1716703,2021,254,8141,31.200098268026043
1717008,2021,86,4430,19.41309255079007
1717206,2021,112,3033,36.92713484998352
1717503,2021,193,7743,24.92573937750226
1717800,2021,82,4591,17.861032454802874
1717909,2021,86,8116,10.596352883193692
1718006,2021,49,3170,15.457413249211356
1718204,2021,3077,53316,57.71250656463351
1718303,2021,179,8498,21.063779712873618
1718402,2021,101,3676,27.47551686615887
1718451,2021,65,2717,23.923444976076556
1718501,2021,7,4342,1.6121602947950253
1718550,2021,86,4684,18.360375747224595
1718659,2021,52,2171,23.952095808383234
1718709,2021,48,2856,16.80672268907563
1718758,2021,92,6488,14.180024660912453
1718808,2021,102,4794,21.27659574468085
1718840,2021,78,3373,23.124814705010376
1718865,2021,120,7595,15.799868334430547
1718881,2021,66,3486,18.9328743545611
1718899,2021,106,2386,44.42581726739313
1718907,2021,124,4846,25.588113908378045
1719004,2021,15,2897,5.177770107007249
1720002,2021,60,2530,23.715415019762847
1720101,2021,135,5391,25.041736227045075
1720150,2021,64,1598,40.05006257822278
1720200,2021,256,12294,20.823165771921264
1720259,2021,129,3094,41.69360051712993
1720309,2021,83,4852,17.106347897774114
1720499,2021,166,3904,42.52049180327869
1720655,2021,131,5428,24.13411938098747
1720804,2021,250,8997,27.78704012448594
1720853,2021,67,1986,33.7361530715005
1720903,2021,376,16825,22.347696879643387
1720937,2021,49,2166,22.62234533702678
1720978,2021,183,2812,65.07823613086771
1721000,2021,65333,306296,213.30020633635436
1721109,2021,158,7617,20.74307470132598
1721208,2021,605,22845,26.48281899759247
1721257,2021,89,1922,46.305931321540065
1721307,2021,70,2729,25.65042139978014
1722081,2021,203,11734,17.300153400374978
1722107,2021,208,11520,18.055555555555557
2100055,2021,3544,113121,31.32928457138816
2100105,2021,170,6578,25.84372149589541
2100154,2021,328,12652,25.92475497944989
2100204,2021,282,22112,12.753256150506513
2100303,2021,789,26757,29.487610718690437
2100402,2021,248,8189,30.284528025399926
2100436,2021,724,27858,25.98894392993036
2100477,2021,795,31943,24.888081895877033
2100501,2021,331,11212,29.521940777738138
2100550,2021,123,7005,17.558886509635975
2100600,2021,518,41729,12.413429509453858
2100709,2021,362,26988,13.413368904698384
2100808,2021,163,15894,10.25544230527243
2100832,2021,273,17413,15.677941767644864
2100873,2021,112,15551,7.202109189119671
2100907,2021,744,46771,15.907292980693164
2100956,2021,778,32764,23.745574410938836
2101004,2021,1009,29932,33.70974208205265
2101103,2021,467,12183,38.33210210949684
2101202,2021,1297,104790,12.377135222826606
2101251,2021,260,17252,15.070716438673777
2101301,2021,388,18654,20.79982845502305
2101350,2021,128,5670,22.57495590828924
2101400,2021,5164,95929,53.83147953173702
2101509,2021,466,18924,24.624815049672375
2101608,2021,401,88492,4.531483071916106
2101707,2021,1757,63217,27.793156903997343
2101731,2021,275,7528,36.53028692879915
2101772,2021,201,11279,17.82072878801312
2101806,2021,183,5638,32.45831855267826
2101905,2021,305,21299,14.319921123057421
2101939,2021,178,6073,29.31006092540754
2101970,2021,161,8382,19.20782629444047
2102002,2021,763,41822,18.24398641863134
2102036,2021,181,34567,5.2362079439928255
2102077,2021,235,16438,14.296143083100134
2102101,2021,232,36651,6.329977353960328
2102150,2021,178,9014,19.747060128688705
2102200,2021,209,28798,7.257448433919022
2102309,2021,331,23939,13.826809808262668
2102325,2021,950,72983,13.016729923406821
2102358,2021,208,15467,13.447986034783733
2102374,2021,221,9478,23.31715551804178
2102408,2021,130,11216,11.59058487874465
2102507,2021,152,19451,7.814508251503779
2102556,2021,488,14453,33.764616342627825
2102606,2021,415,20278,20.465529144886084
2102705,2021,481,22117,21.747976669530225
2102754,2021,13,10935,1.188843164151806
2102804,2021,751,24165,31.078005379681358
2102903,2021,571,23952,23.83934535738143
2103000,2021,5369,165525,32.43618788702613
2103109,2021,221,10693,20.66772655007949
2103125,2021,274,8740,31.35011441647597
2103158,2021,109,13670,7.973664959765911
2103174,2021,797,21840,36.49267399267399
2103208,2021,1677,80195,20.91152815013405
2103257,2021,246,14777,16.647492725181024
2103307,2021,3293,123116,26.747132785340654
2103406,2021,815,49621,16.42449769250922
2103505,2021,713,41312,17.25890782339272
2103554,2021,393,16400,23.963414634146343
2103604,2021,1327,65544,20.24594165751251
2103703,2021,70,32626,2.145528106418194
2103752,2021,345,12916,26.711056054506038
2103802,2021,799,23372,34.18620571624166
2103901,2021,187,11401,16.402069993860188
2104008,2021,617,17104,36.0734331150608
2104057,2021,1165,42527,27.394361229336656
2104073,2021,482,8484,56.81282413955681
2104081,2021,166,10460,15.869980879541108
2104099,2021,415,19258,21.549485927926057
2104107,2021,206,12647,16.288447853245827
2104206,2021,296,17790,16.638560989319842
2104305,2021,419,11963,35.02465936637967
2104404,2021,264,17944,14.712438698172091
2104503,2021,148,10886,13.595443689142018
2104552,2021,462,18520,24.946004319654428
2104602,2021,236,14656,16.102620087336245
2104628,2021,255,7844,32.50892401835798
2104651,2021,30,10151,2.955373854792631
2104677,2021,508,25539,19.891146873409294
2104701,2021,5,6261,0.7985944737262418
2104800,2021,2003,70065,28.58773995575537
2104909,2021,221,11997,18.421271984662834
2105005,2021,677,28932,23.399695838517903
2105104,2021,419,27269,15.365433275881037
2105153,2021,190,14324,13.264451270594806
2105203,2021,239,11387,20.98884693071046
2105302,2021,13091,259337,50.478720737881595
2105351,2021,222,16005,13.87066541705717
2105401,2021,1397,68723,20.32798335346245
2105427,2021,636,26068,24.397729016418598
2105450,2021,4,10310,0.3879728419010669
2105476,2021,223,17040,13.086854460093896
2105500,2021,333,23740,14.026958719460826
2105609,2021,195,16198,12.038523274478331
2105658,2021,267,4392,60.79234972677595
2105708,2021,969,50616,19.144144144144143
2105807,2021,313,10869,28.797497469868432
2105906,2021,231,16314,14.15961750643619
2105922,2021,89,11265,7.9005770084332
2105948,2021,264,8857,29.806932369876932
2105963,2021,181,11464,15.788555478018143
2105989,2021,81,7602,10.655090765588003
2106003,2021,319,11918,26.766235945628463
2106102,2021,358,12214,29.31062714917308
2106201,2021,159,6984,22.766323024054984
2106300,2021,384,20029,19.17220030955115
2106326,2021,335,21586,15.519318076531086
2106359,2021,1,7775,0.12861736334405144
2106375,2021,191,16511,11.56804554539398
2106409,2021,305,16977,17.96548271190434
2106508,2021,423,23482,18.01379780257218
2106607,2021,662,33943,19.503284918834517
2106631,2021,249,17033,14.618681383197323
2106672,2021,113,8483,13.320759165389603
2106706,2021,327,21031,15.548476059150778
2106755,2021,627,28754,21.80566182096404
2106805,2021,249,15011,16.587835587236025
2106904,2021,346,33664,10.278041825095057
2107001,2021,33,9111,3.6219953901876853
2107100,2021,503,19572,25.699979562640507
2107209,2021,225,14642,15.366753175795656
2107258,2021,173,5427,31.87764879307168
2107308,2021,126,4682,26.91157624946604
2107357,2021,13,21080,0.6166982922201139
2107407,2021,655,19561,33.484995654618885
2107456,2021,263,14836,17.727150175249392
2107506,2021,2806,123747,22.67529717892151
2107605,2021,289,19781,14.609979273039785
2107704,2021,356,21479,16.574328413799524
2107803,2021,538,35008,15.367915904936014
2107902,2021,201,19137,10.50321366985421
2108009,2021,605,19583,30.89414287902773
2108058,2021,841,16166,52.02276382531238
2108108,2021,179,21066,8.497104338744897
2108207,2021,996,39191,25.413998111811384
2108256,2021,541,25354,21.337855959611897
2108306,2021,595,38731,15.36237122718236
2108405,2021,229,14345,15.963750435691878
2108454,2021,637,23364,27.26416709467557
2108504,2021,1798,33065,54.37774081354907
2108603,2021,1258,83777,15.016054525705146
2108702,2021,1132,21379,52.94915571355068
2108801,2021,272,18720,14.52991452991453
2108900,2021,261,17595,14.83375959079284
2109007,2021,576,24092,23.90835131994023
2109056,2021,221,5955,37.11167086481948
2109106,2021,1311,48036,27.292030976767425
2109205,2021,237,12838,18.46081944228073
2109239,2021,174,7070,24.611032531824613
2109270,2021,272,19069,14.263988672714877
2109304,2021,192,11261,17.04999555989699
2109403,2021,68,15431,4.406713758019571
2109452,2021,511,31177,16.390287712095454
2109502,2021,603,20334,29.654765417527294
2109551,2021,153,7825,19.552715654952078
2109601,2021,1478,42994,34.37688979857654
2109700,2021,190,5679,33.456594470857546
2109759,2021,158,7826,20.189113212369026
2109809,2021,626,42483,14.735305887060706
2109908,2021,2662,89489,29.746672775424912
2110005,2021,998,72887,13.692428004994031
2110039,2021,632,25371,24.910330692522958
2110104,2021,721,25764,27.98478497127775
2110203,2021,338,38298,8.825526137135098
2110237,2021,208,13547,15.353952904702147
2110278,2021,292,16034,18.211300985406012
2110302,2021,513,14522,35.32571271174769
2110401,2021,577,18717,30.82758989154245
2110500,2021,460,45604,10.08683448820279
2110609,2021,184,28667,6.418530017092825
2110658,2021,240,7420,32.34501347708895
2110708,2021,1266,34384,36.81945090739879
2110807,2021,124,4562,27.181060938185006
2110856,2021,156,11941,13.064232476342015
2110906,2021,110,12218,9.003110165329842
2111003,2021,364,20701,17.58369160910101
2111029,2021,253,15787,16.025844048900993
2111052,2021,257,11193,22.960779058340034
2111078,2021,292,18645,15.661035130061679
2111102,2021,840,25996,32.31266348669026
2111201,2021,3160,179028,17.65087025493219
2111250,2021,116,7640,15.18324607329843
2111300,2021,111217,1108975,100.28810387970874
2111409,2021,502,18727,26.806215624499387
2111508,2021,544,41579,13.083527742369947
2111532,2021,218,12735,17.118178248920298
2111573,2021,160,4684,34.158838599487616
2111607,2021,701,18980,36.933614330874605
2111631,2021,198,5131,38.58896901188852
2111672,2021,152,6789,22.389158933569007
2111706,2021,257,22350,11.498881431767337
2111722,2021,104,14096,7.377979568671964
2111748,2021,160,11214,14.267879436418763
2111763,2021,356,14050,25.338078291814945
2111789,2021,191,10299,18.545489853383824
2111805,2021,571,18160,31.44273127753304
2111904,2021,99,10634,9.309761143501975
2111953,2021,25,5676,4.404510218463707
2112001,2021,308,8582,35.88907014681892
2112100,2021,626,29183,21.45084466984203
2112209,2021,5012,170222,29.443902668280245
2112233,2021,759,22112,34.3252532561505
2112274,2021,125,5854,21.35292107960369
2112308,2021,546,42040,12.987630827783065
2112407,2021,12,35709,0.3360497353608334
2112456,2021,562,25868,21.725684243080252
2112506,2021,1883,59398,31.70140408767972
2112605,2021,935,33459,27.944648674497145
2112704,2021,489,57168,8.553736356003359
2112803,2021,501,52649,9.51585025356607
2112852,2021,199,13598,14.634505074275628
2112902,2021,497,32861,15.124311493868111
2113009,2021,1209,31522,38.35416534483853
2114007,2021,1052,51956,20.24790207098314
2200053,2021,104,7102,14.643762320473106
2200103,2021,43,5131,8.380432664198013
2200202,2021,676,17470,38.6949055523755
2200251,2021,157,7665,20.482713633398564
2200277,2021,151,4918,30.703538023586823
2200301,2021,295,14339,20.573261733733176
2200400,2021,1324,40605,32.60682181997291
2200459,2021,175,5445,32.13957759412305
2200509,2021,325,17604,18.46171324698932
2200608,2021,170,6783,25.06265664160401
2200707,2021,282,9938,28.37593077077883
2200806,2021,149,3170,47.003154574132495
2200905,2021,192,5827,32.95006006521366
2200954,2021,67,2551,26.26421011368091
2201002,2021,179,4720,37.92372881355932
2201051,2021,1,7863,0.12717792191275595
2201101,2021,206,11326,18.18823944905527
2201150,2021,519,11671,44.4691971553423
2201176,2021,108,3952,27.327935222672064
2201200,2021,406,47185,8.604429373741656
2201309,2021,79,3352,23.56801909307876
2201408,2021,142,7027,20.20777002988473
2201507,2021,528,26905,19.624605091990336
2201556,2021,122,4030,30.272952853598014
